xml:id	Lemma	Wortart	Definition	Konzept	Konzept_gemappt	Antwort_Modell
LN00228	Ninni	Substantiv	Milch in der Kindersprache	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
LR00660	Runding	Substantiv	Runde	Getränk	kein_Trinken	
LS00052	Saft	Substantiv	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	
LS00279	Schampanjer	Substantiv	Champagnerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	kein_Trinken	
LS00327	Scharlacher	Substantiv	Schnaps, sog. nach der Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
LS00708	Schlewe-schnabbs	Substantiv	Schlehenschnapps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
LS00787	Schlupp I	Substantiv	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
LS00792	Schluri	Substantiv	Spitzname für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
LS01029	Schnorres	Substantiv	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
LS01115	Schorbacher	Substantiv	gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
LS01837	Spret	Substantiv	Sprit, Spiritus, schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
LS02218	Strach	Substantiv	soviel auf einmal an Milch gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
LS02255	Strechersch	Substantiv	die Menge Milch, die beim einmaligen Melken erzeugt wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
LW00150	Wasser	Substantiv	wässeriger Kaffee, dünne Suppe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
LW00353	Widderdaifer	Substantiv	Name für Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
LW00386	Wih-wasser	Substantiv	Schnaps, der in der Frühe getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
LW00407	Win	Substantiv	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
LW00439	Winkof	Substantiv	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Getränk	kein_Trinken	
PA00150	Abend-milch	Substantiv	Milch, die am Abend gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PA00155	Abend-schoppen	Substantiv	Abendschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	
PA01307	Alkohol	Substantiv	Alkohol	Getränk	kein_Trinken	
PA02488	Apfel-, Äpfel-bumpes	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PA02492	Apfel-fiez	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PA02521	Apfel-mops	Substantiv	nachgemachter Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PA02522	Apfel-most	Substantiv	Apfelmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	
PA02561	Apfel-, Äpfel-wein	Substantiv	Apfelwein, Äpfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PA02579	Apparaten-milch	Substantiv	Milch, die durch die Zentrifuge entrahmt ist	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PA04088	Aus-stich	Substantiv	Beerenauslese, edelster Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PA04089	Ausstich-wein	Substantiv	edelster Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB00549	Bamsche	Substantiv	sich betrinken	Trinken.Alkohol_trinken	kein_Trinken	
PB01184	Bauch-bläser	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB01317	Bauern-wein	Substantiv	Wein, den die Bauern für den eigenen Gebrauch herstellen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB02644	Pfand-wein	Substantiv	verpfändeter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB02740	Pfefferminz-tee	Substantiv	Pfefferminztee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PB03661	Bippel-henker	Substantiv	derbe Bez. für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PB03715	Birnen-bumpes	Substantiv	Wein, den man aus Birnenselbst hergestellt hat	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB03735	Birnen-schnackel	Substantiv	verächtlich für schlechten Birnenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB03868	Bitzler	Substantiv	junger, noch gärender Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB03946	Plämpel	Substantiv	schlechter Wein, minderwertiger Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB04154	blau	Substantiv	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PB04279	Bleff	Substantiv	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB04647	Blut-wein	Substantiv	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB04693	Bock-bier	Substantiv	Starkbier mit hohem Stammwürzegehalt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	
PB04755	Böcksler	Substantiv	Wein mit Bodengeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB04859	Bohnen-kaffee	Substantiv	Bohnenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PB05629	Brannte-wein, Brannt-wein	Substantiv	Branntewein, Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PB05642	Branntwein-schnäpsel	Substantiv	ein Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PB05678	Brast	Substantiv	Durst	Durst	kein_Trinken	
PB06029	Preß-most	Substantiv	durch Pressen gewonnener Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	
PB06123	Briester	Substantiv	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PB06629	Brummelsbeerblätter-tee	Substantiv	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PB06831	Bruttel	Substantiv	trübe Brühe	Getränk	kein_Trinken	
PB06831	Bruttel	Substantiv	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PB06974	Büchsen-milch	Substantiv	Büchsenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PB07380	Buppes	Substantiv	minderwertiger Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PB07749	Butter-milch	Substantiv	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PD00309	Taglöhners-wein, Taglöhner-wein	Substantiv	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD00533	Tal-wein	Substantiv	Wein aus niedrigen Lagen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD00571	Dämmer-schoppen	Substantiv	kleiner Abendtrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	
PD01569	Tee	Substantiv	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PD01569	Tee	Substantiv	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PD03870	Treber-most	Substantiv	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD03871	Treber-wein	Substantiv	aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD04173	Dreimänner-wein	Substantiv	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD04296	Trester-wasser	Substantiv	aus TraubenrückständenZucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD04433	Trink-branntwein	Substantiv	Branntwein zum Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PD04436	Trinkens, Trinken	Substantiv	Getränk für Menschen	Getränk	kein_Trinken	
PD04443	Trink-stieben	Substantiv	heftiger Durst	Durst	kein_Trinken	
PD04445	Trink-wasser	Substantiv	Trinkwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	kein_Trinken	
PD04446	Trink-wein	Substantiv	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD04512	Triumph-bock	Substantiv	Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	
PD04576	Troll-schoppen	Substantiv	letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	
PD04669	Trub, Trube	Substantiv	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD04713	Drücker	Substantiv	ausgepreßter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	
PD04718	Drücker-wein	Substantiv	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD04844	Druschel-schnaps	Substantiv	Schnaps aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PD04846	Druschel-wein	Substantiv	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD05026	Dullianer	Substantiv	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD05594	Türken-wein	Substantiv	spöttische Bez. für den sehr sauren Wein des Jahres 1529	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PD05604	Turko	Substantiv	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PE00257	Ehr-wein	Substantiv	auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PE01305	Elfer, Elfter	Substantiv	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PE01783	Erdbeeren-wein, Erdbeer-wein	Substantiv	Erdbeerenwein, Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PE01998	Ern-wein	Substantiv	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PE02053	Erst-milch	Substantiv	die erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PF00455	Faß-bier	Substantiv	Bier aus dem Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	
PF00457	Faß-böckser	Substantiv	Wein mit unangenehmem Faßgeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PF01444	Vergiß-mein-nicht	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PF02878	Feuer-wasser	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PF03163	Fiez	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PF03588	Flanz	Substantiv	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PF03618	Flaschen-milch	Substantiv	in Flaschen an den Verbraucher gelieferte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PF04256	Voll-milch	Substantiv	Vollmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PF05096	Frei-bier	Substantiv	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	
PF05503	Früh-messe	Substantiv	Frühschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	
PF05806	Fusel	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PG00355	Gänse-wein	Substantiv	Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	kein_Trinken	
PG00743	Gauls-, Gäuls-milch	Substantiv	Stutenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PG00935	Ge-bruttel	Substantiv	Kaffeegetränk, in dem Rückstände schwimmen	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PG01529	Ge-läpper	Substantiv	häufiges Trinken	Trinken.Häufig_lange_trinken	kein_Trinken	
PG02180	Gersten-brühe	Substantiv	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	
PG02187	Gersten-kaffee	Substantiv	Kaffeeersatz aus gerösteten Gerstenkörnern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	kein_Trinken	
PG02505	Ge-söff, -söffs, Ge-süff, -süffs	Substantiv	schlechtes, minderwertiges Getränk	Getränk	kein_Trinken	
PG02609	Gesundheits-tee	Substantiv	Tee von Heilkräutern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PG02934	Gichtrosen-wein	Substantiv	Wein aus Gichtrosen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PG03154	Glas	Substantiv	Inhalt des Trinkglases	Getränk	kein_Trinken	
PG03653	Gori	Substantiv	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PG04443	Grundbirnen-branntwein, Grundbirn-branntwein	Substantiv	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PG04446	Grundbirnen-bumpes, Grundbirn-bumpes	Substantiv	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PG04457	Grundbirnen-fusel, Grundbirn-fusel	Substantiv	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PG04644	Grün-kopf	Substantiv	Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PG04745	Gückes	Substantiv	Branntwein, Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PG04745	Gückes	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH00710	Halsrosen-tee	Substantiv	Tee aus der Halsrose	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PH00784	Hammels-milch, Hammel-milch	Substantiv	Schafsmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PH00898	Händel-stifter	Substantiv	starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH01153	Hannes-setz-dich	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH01178	Hansel, Hänsel	Substantiv	schales Bier, Tropfbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	
PH01768	Hausfriedens-bruch	Substantiv	geringer Wein für den täglichen Hausgebrauch	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH02010	Heckenbeeren-tee	Substantiv	Brombeerentee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PH02173	Heidelbeeren-saft, Heidelbeer-saft	Substantiv	Heidelbeerensaft, Heidelbeersaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	
PH02174	Heidelbeeren-schnaps, Heidelbeer-schnaps	Substantiv	aus Heidelbeeren gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PH04398	Hick-auf	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH04545	Himmels-wein	Substantiv	himmlischer Wein (im Kinderspiel)	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH05992	Hohen-astheimer	Substantiv	Apfel- oder Birnenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH06079	Holderbeeren-wein	Substantiv	Wein aus Holunderbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH06081	Holderblüten-tee, Holunderblüten-	Substantiv	Tee aus Holunderblüten	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	kein_Trinken	
PH06176	Holzapfel-brühe	Substantiv	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PH06407	Honig-likör	Substantiv	Likör, mit Honig gesüßt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PH06423	Honig-schnaps	Substantiv	mit Honig gesüßter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PH06433	Honig-wasser	Substantiv	mit Honig gesüßtes Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	kein_Trinken	
PH06435	Honig-wein	Substantiv	Perlwein aus Wasser, Honig und Hefe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	kein_Trinken	
PH07666	Hutzel-brühe	Substantiv	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PH07666	Hutzel-brühe	Substantiv	süßer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PJ00026	Jagd-fäßchen	Substantiv	kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PJ00310	Johannisbeer-wein	Substantiv	Wein aus Johannisbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PJ00352	Johannistrauben-saft	Substantiv	Saft aus Johannisbeeren	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	
PJ00356	Johannistrauben-wein	Substantiv	Johannisbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PK00043	Kaffee	Substantiv	Nachmittagskaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PK00043	Kaffee	Substantiv	Kaffee-Ersatz verschiedener Art	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	kein_Trinken	
PK00052	Kaffee-brühe	Substantiv	dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PK00053	Kaffee-bruttel	Substantiv	Kaffeebrühe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken	
PK00066	Kaffee-hunger	Substantiv	großes Verlangen nach Kaffee	Durst	kein_Trinken	
PK00080	Kaffee-milch	Substantiv	Milch für den Kaffee	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	
PK00105	Kaffee-trinken	Substantiv	Nachmittagskaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Trinken	kein_Trinken	
PK00181	Kakao	Substantiv	Kakao	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao	kein_Trinken	
PK00762	Karst	Substantiv	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PK00764	Karst-ausgemachter	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PK00772	Karsten-wasser, Karst-wasser	Substantiv	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
PK01996	Kippen	Substantiv	Rest im Bierglas	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	
PK02086	Kirbe-wein	Substantiv	saurer, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	
PK02277	Kirschen-saft, Kirsch-saft	Substantiv	Saft aus Kirschen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken	
PK02278	Kirschen-schnaps, Kirsch-schnaps	Substantiv	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	
