"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"
"EA00877"	"Andülli, Andülie, Andüdel"	"f. "		"geräucherte Fleischwurst. —"	"kein_Trinken"
"ES01248"	"Sitte"			"Adv. behutsam, vorsichtig, leise"	"kein_Trinken"
"ET00518"	"Teik"		"1."	"Teig zum Backen"	"kein_Trinken"
"EK01540"	"klaffen III"			"nicht fest anpassen, abstehn"	"kein_Trinken"
"ER01049"	"Räson"	"f. "		"Anstand, Lebensart"	"kein_Trinken"
"ET02122"	"Tran"	"m. "		"Tran"	"kein_Trinken"
"ES01847"	"schalten"	"Part."	"1."	"schieben, vorwärts stossen allg"	"kein_Trinken"
"EM00657"	"muemen"			"geifern, besonders von kleinen Kindern, beim Essen einen Teil der Speisen fallen lassen und damit die Kleider besudeln; auch von älteren Leuten und sogar vom Vieh gesagt"	"kein_Trinken"
"EK00974"	"korrigieren"		"1."	"verbessern"	"kein_Trinken"
"ET00581"	"Talu"			"Böschung der Strasse, des Berges"	"kein_Trinken"
"ET00468"	"taugen"			"taugen, nur in der Wendung"	"kein_Trinken"
"EK01770"	"Knebel"	"m.. "		"kurzer Stock, Knüppel; dient bes. "	"kein_Trinken"
"EP00756"	"Balg"	"m."	"1."	"Balg, Fell"	"kein_Trinken"
"EA00496"	"Allegaschi"			"töpelhafter Mensch, der sich ungeschickt trägt oder hält"	"kein_Trinken"
"ES02553"	"Schlauder"	"m. "		"Bahn"	"kein_Trinken"
"EN00448"	"Nerfling"			"Fischart"	"kein_Trinken"
"EP00413"	"päjen"			"bezahlen"	"kein_Trinken"
"ER00669"	"Rampen"	"m."	"1."	"grosses Stück (Brot)"	"kein_Trinken"
"ES02175"	"schuren II"		"1."	"scheuern"	"kein_Trinken"
"EL01276"	"Lisabeth, Lisbeth"			"weibl. Vorname Elisabeth; Koseform"	"kein_Trinken"
"EK01516"	"kluben"			"klauben, mit den Fingerspitzen an etwas herumzerren und zupfen, an einem Knopf oder Knochen, am Brode; in der Nase bohren"	"kein_Trinken"
"ER01367"	"Ritter(e)"	"f. "		"S. O. bis"	"kein_Trinken"
"EH01626"	"haschen"			"haschen. Kinderspiel, wobei ein Ausruheort, der"	"kein_Trinken"
"EA01058"	"Arrëst "	"m. "			"kein_Trinken"
"EN00443"	"Narde"	"m. "		"Behälter, in welchem auf dem Fischmarkt die Fische feil gehalten werden, flacher Fischzuber, Fischtrog, Fischmulde"	"kein_Trinken"
"EM01299"	"Miser"	"n. "		"Elend, Kummer"	"kein_Trinken"
"ES03050"	"schmeidig"	"Adj. "		"zart gebaut; von kränklichem Aussehn"	"kein_Trinken"
"EM00790"	"Minut(e)"	"f. "		"Minute"	"kein_Trinken"
"ES03565"	"Schnurchel"	"f."	"1."	"runzeliges, schnurriges Weib"	"kein_Trinken"
"ER00518"	"Ruckerst"			"beim Ballspiel"	"kein_Trinken"
"ES00756"	"Salfener"	"m. "		"Sylvaner"	"kein_Trinken"
"EG00197"	"geffen"			"dürfen"	"kein_Trinken"
"EP03852"	"brun"	"Adj. "		"braun"	"kein_Trinken"
"ET00979"	"Tapen, Topen"	"m."	"1."	"Pfote, Tatze, insbes. die Pfote der Katze"	"kein_Trinken"
"EA00451"	"Aktion"	"f. "		"Actie — frz"	"kein_Trinken"
"ES00890"	"sin, sein "			"sein"	"kein_Trinken"
"EA00144"	"Ablässel"	"n. "		"Medaille mit Heiligenbild"	"kein_Trinken"
"EF01337"	"Flutt"	"f. "		1	"kein_Trinken"
"EP01795"	"erbarmen"			"Meist nur in der halb hochd. Litanei - Formel"	"kein_Trinken"
"EP03561"	"Bräu"	"f. "		"die durch Schütteln von starkem Branntwein entstandenen Bläschen, welche sich ringsum an der Flaschenwand auf der Oberfläche sammeln und bald wieder verschwinden"	"kein_Trinken"
"ET02243"	"Trosel, Trossel"	"f."	"1."	"Troddel, Franse, Quaste, bes. am Frauenhalstuch"	"kein_Trinken"
"EK01162"	"Kassematte"	"f. "		"bombenfestes Gewölbe; Gefängnis"	"kein_Trinken"
"EP01005"	"Bein"	"n."	"1."	"Bein"	"kein_Trinken"
"ES01350"	"Schaub I"		"1."	"Bund Stroh, gutes langes Roggenstroh S., schön geordnetes Dachstroh"	"kein_Trinken"
"EW01486"	"Wüwele"	"Pl. "		"Läuse (Kinderspr.)"	"kein_Trinken"
"EK02545"	"krixen"			"knirschen mit den Zähnen oder vom Schnee; knarren (Thüre, Stuhl)"	"kein_Trinken"
"ES02725"	"Schluck"	"m."	"1."	"Schluck, Zug"	"kein_Trinken"
"EP01217"	"Bungst, Buns(t)"	"m. "		"Bienenkorb aus Stroh"	"kein_Trinken"
"EH01624"	"Hussdada"			"Ruf des Nachtjägers"	"kein_Trinken"
"ET01352"	"Turtel"	"f. "		"Turteltaube"	"kein_Trinken"
"ES03583"	"Schnërsche "			"Ortsn. Schnersheim bei"	"kein_Trinken"
"EF01232"	"Flum, Pflum"			"sonst m. Flaum, Flaumfedern, junge weiche Härchen"	"kein_Trinken"
"ES03814"	"schwadelen "			"zu viel sprechen"	"kein_Trinken"
"EP02488"	"Potschamber"	"m."	"1."	"Nachtgeschirr. Syn"	"kein_Trinken"
"EA01258"	"(Äss)"	"n. "		"in"	"kein_Trinken"
"ES01418"	"Schochen"	"m."	"1."	"Haufen Heu von geringem Umfang"	"kein_Trinken"
"EH01024"	"Hanf(t)"	"m. "		"Hanf. Das Getreide"	"kein_Trinken"
"EM01132"	"Marter, Martel"	"n. "		"Marter, Qual"	"kein_Trinken"
"ER01410"	"Rut"	"in"		"Gestellungsbefehl der Militärbehörde"	"kein_Trinken"
"EG01080"	"Gater"	"n. "		"das erste Lederstück, wenn man den Absatz aufsetzt. — frz"	"kein_Trinken"
"EP00513"	"Bicker II"	"m."	"1."	"Person mit verstocktem Sinn"	"kein_Trinken"
"EG01220"	"Gix I"	"m. "		"Schrei, Laut, Wörtchen; fast nur in der Rda"	"kein_Trinken"
"ES02919"	"schlirgen"		"1."	"schmieren, sudeln, besudeln; schlecht malen"	"kein_Trinken"
"EP00162"	"Buech, Buch"	"n."	"1."	"Buch. Rda"	"kein_Trinken"
"ES04648"	"Staches"	"m. "		"schwacher, einfältiger Mensch"	"kein_Trinken"
"EW00044"	"wo"		"1."	"Fragew. wo"	"kein_Trinken"
"ET01667"	"Tëxt"	"m. "		"Text, Bibelstelle"	"kein_Trinken"
"EG00146"	"Gob"	"f. "		"grüne Wanze"	"kein_Trinken"
"EW00093"	"wubben"			"schlagen, hauen, prügeln"	"kein_Trinken"
"EA00334"	"Agele, Agel"	"f. ( "		"n"	"kein_Trinken"
"ES00713"	"Silinle"			"Demin. n. Pl. kleine Nägel, 6 Linien lang Westhalten. — abgel. von frz"	"kein_Trinken"
"ER01310"	"Ratafia"	"m. "		"Fusel, gemeiner Schnaps"	"kein_Trinken"
"EH00542"	"Holefërnes "	"m. "		"stolzer Mensch; grosser und magerer Mann"	"kein_Trinken"
"ET01262"	"Därlewätsch"	"f. "		"Klatschbase"	"kein_Trinken"
"EM00301"	"Majosch"	"m. "		"Werkzeug des Schusters zum Glätten der Sohlen, frz"	"kein_Trinken"
"EL01388"	"Last"		"1."	"Last"	"kein_Trinken"
"EK01193"	"Kaiser"	"m."		"um nichts"	"kein_Trinken"
"EP01275"	"biensen"			"etwas Zerbrochenes zusammenflicken"	"kein_Trinken"
"EQ00035"	"Qualität"	"f. "		"Beschaffenheit"	"kein_Trinken"
"EH01621"	"Hussel"	"f. "		"Rotschwänzchen. —"	"kein_Trinken"
"ET00840"	"Dunder II"	"m. "		"Donner. In Fluchwörtern"	"kein_Trinken"
"ES03053"	"Schmid"	"m. "		"Schmied. Spw"	"kein_Trinken"
"ER00921"	"Reparation"	"f. "		"Veränderung, Wiederherstellung, Reparatur. — frz"	"kein_Trinken"
"EP00053"	"Bobinle, Bobinel "	"n. "		"Spule (mit aufgewickelter Wolle od. Baumwolle) aus Schilfrohr od. Hartpapier"	"kein_Trinken"
"EK02345"	"kritizieren"			"(unbefugt) beurteilen, bekritteln"	"kein_Trinken"
"ES00397"	"Sëgen "	"m."	"1."	"Segen"	"kein_Trinken"
"EM01386"	"Maschin(e)"	"f. "		"Maschine, bes. Dreschmaschine"	"kein_Trinken"
"ET01322"	"thurnieren"			"poltern, lärmen"	"kein_Trinken"
"EK00563"	"Kanali, Kanari"	"m. "		"Kanarienvogel. s. auch Seite"	"kein_Trinken"
"EP01466"	"Bahr "	"f. "		"Bahre, Totenbahre"	"kein_Trinken"
"EA01115"	"Ur"	"f. "		"1. Stunde (nicht in"	"kein_Trinken"
"EL01081"	"lippen"			"in der Verbindung"	"kein_Trinken"
"EK01340"	"Kittel"	"m. "		1	"kein_Trinken"
"ER00809"	"Ring"	"m."	"1."	"Ring, Fingerring. Rda"	"kein_Trinken"
"EW00834"	"Wankel"	"m. "		"Spielraum, Raum zu freier Bewegung"	"kein_Trinken"
"EH01814"	"Hëx "	"f. "		1	"kein_Trinken"
"ET01396"	"Dusel"	"m."	"1."	"Dusel, schlaftrunkener Zustand, Taumel"	"kein_Trinken"
"ES01167"	"Sass"	"m. "		"Sitzplatz, kunstlos durch Erdanhäufung u. dergl. vor dem Hause hergestellt; hölzerner od. steinerner Block, der sich zum Sitzen eignet"	"kein_Trinken"
"ES03543"	"Schnuer, Schnur"		"1."	"Schnur. Rda"	"kein_Trinken"
"EK00180"	"kudern"			"kauern, hocken"	"kein_Trinken"
"EP02066"	"Bossel, Bosel"	"m."	"1."	"Person, die alle niedrigen, unangenehmen Dienste verrichtet, Kalfakter"	"kein_Trinken"
"ET00285"	"Tafel(e)"	"f."	"1."	"Wandtafel in der Schule"	"kein_Trinken"
"EM00128"	"Maicher, Maicherle "	"m. "		"saurer Apfel"	"kein_Trinken"
"EF01183"	"fliehen"			"fliehen"	"kein_Trinken"
"EP00894"	"Pomeranz"	"f."	"1."	"Apfelsine allg"	"kein_Trinken"
"EP02135"	"Pauschen"	"m. "		"Haufen ungeordneter Dinge. —"	"kein_Trinken"
"ER00360"	"Rifen"	"m."	"1."	"Reif"	"kein_Trinken"
"ES03461"	"Schnipper"	"m."	"1."	"Schneller, den man mit 2 Fingern, gew. mit Daumen und Mittelfinger, gibt"	"kein_Trinken"
"EK01560"	"Klack"	"m. "		"Riss an der Hand und bes. an den Lippen in Folge der Kälte"	"kein_Trinken"
"EF00026"	"Fabian"			"(Paviane)"	"kein_Trinken"
"ET02059"	"Triemen, Trumen"	"m. "		"Endstück vom Aufzug eines Gewebes. An die abgeschnittenen Endfäden des alten Zettels wird der neue angedreht"	"kein_Trinken"
"EN00501"	"nausen"		"1."	"zudringlich und in weinerlichem Tone verlangen, weinen, launisch sein, mürrisch sein, Syn"	"kein_Trinken"
"EN00377"	"Nondedje"	"Subst. m. "		1	"kein_Trinken"
"ER00348"	"Rëff "	"n."	"1."	"Rückenkorb"	"kein_Trinken"
"ET01994"	"traktieren"		"1."	"züchtigen, bändigen"	"kein_Trinken"
"ES03743"	"Schramme"	"f."	"1."	"Schnittwunde"	"kein_Trinken"
"EH00494"	"häl"	"Adj. "		"dürr"	"kein_Trinken"
"EL00189"	"Liche"		"1."	"der Tote"	"kein_Trinken"
"EK01393"	"Kutter"	"f. "		"Bettdecke, wollene Decke"	"kein_Trinken"
"EH00546"	"Holleratti"	"n. "		"Unkraut, in Trieben u. Blättern ähnlich wie Hollunder, aber ohne Holz, als Mittel gegen Hühnerläuse gebraucht, indem man einen Busch in den Hühnerstall hängt. Liedchen"	"kein_Trinken"
"EM00588"	"mëlden "			"refl. vorsprechen, um etwas zu bekommen"	"kein_Trinken"
"ES02313"	"schiessen"		"1."	"schiessen"	"kein_Trinken"
"EZ00196"	"zackeren"		"1."	"pflügen"	"kein_Trinken"
"EG01526"	"grüblen"			"grübeln, scharren, mit den Fingern herausbohren"	"kein_Trinken"
"ET01474"	"Dispes"	"m. "		"Wortstreit. — verderbt aus frz"	"kein_Trinken"
"EN00360"	"Nina, Nini, Nuna, Nunn"			"kosende Bezeichnung für Schlaf, bes. in Wiegenliedchen"	"kein_Trinken"
"ES05139"	"stampfen"		"1."	"stampfend auftreten, z. B. aus Zorn"	"kein_Trinken"
"EK01274"	"Kest(ene)"	"f. "		"Kastanie"	"kein_Trinken"
"EF01395"	"Friden"	"m. "		"Frieden, Ruhe, Ungestörtheit"	"kein_Trinken"
"EK01125"	"kurs"			"Ausruf, wenn der Spielstein angestossen hat und der Spieler nochmals werfen darf; oder der Mitspieler, der zuerst"	"kein_Trinken"
"ER01514"	"Rezëpt "	"n. "		"Rezept, ärztliche Verordnung"	"kein_Trinken"
"EA00052"	"u"	"M."		"Interj. des Schmerzes"	"kein_Trinken"
"EP00995"	"banapropo"			"für nichts"	"kein_Trinken"
"EP04200"	"bruttlen"			"schmollen, murren"	"kein_Trinken"
"EK00540"	"Kumper"	"m. "		"Gevattersmann, auch Anrede bei Begegnung"	"kein_Trinken"
"ES04791"	"Stieg"	"f. "		"Treppe"	"kein_Trinken"
"EP03941"	"Brunz"	"m. "		"Urin"	"kein_Trinken"
"ET00273"	"düdle"			"langsam gehn und dabei sich wiegen wie Gänse oder Enten"	"kein_Trinken"
"ES01204"	"Saat"	" f.)"	"1."	"Samen, s. auch"	"kein_Trinken"
"EL01708"	"Luzias"			"Eigenname"	"kein_Trinken"
"ET00642"	"Tull"	"m. "		"Tüll, feines Gewebe zu Schleiern. — frz"	"kein_Trinken"
"EG01772"	"grüenzen"			"die ausgedroschenen Körner der Cerealien in der Wanne unter drehender Bewegung so schütteln, dass die nackten Körner am Rande, die mit Blatthäutchen"	"kein_Trinken"
"EP01991"	"Beiß"	"f."	"1."	"Beize"	"kein_Trinken"
"EW00262"	"widdja"			"Fluchwort, Glimpfwort für frz"	"kein_Trinken"
"ES03334"	"Schnuder"	"m."	"1."	"flüssiger Nasenrotz"	"kein_Trinken"
"EZ00017"	"zabelen "		"1."	"zappeln. Ein verendendes Tier"	"kein_Trinken"
"ES00619"	"Sal"			"Sahlweide"	"kein_Trinken"
"ES01725"	"Schuck"	"m. "		"plötzlicher Sommerregen"	"kein_Trinken"
"EP02844"	"Pfitz II"	"f. "		"übertrieben Empfindsame"	"kein_Trinken"
"EM00979"	"Moro"	"m. "		"Schelte für einen dummen Menschen. Wahrscheinl. franz"	"kein_Trinken"
"EP00897"	"Bomesin"	"m. "		"Stoff, dessen Kette aus Garn, der Schuß aus Wolle ist; früher von den Bauern viel getragen"	"kein_Trinken"
"EH01216"	"Hopf"	"m. "		"in"	"kein_Trinken"
"EL00886"	"Lian(e)"	"f. "		"Waldrebe"	"kein_Trinken"
"EG00116"	"gben"		"1."	"geben"	"kein_Trinken"
"EA00960"	"uns"			"uns D. Acc. Pl. des Pers. pron. der 1. Person"	"kein_Trinken"
"EZ00612"	"Zitterling"	"m. "		"gekrauster essbarer Pilz"	"kein_Trinken"
"ET02063"	"Trummen"	"m. "		"abgesägtes Stück von einem Baumstamm"	"kein_Trinken"
"EL00050"	"Laübi"	"m. "		"dummer Spassmacher, Tölpel, halb verrückter Mensch"	"kein_Trinken"
"ES00616"	"Sikstrne"	"f. "		"Zisterne"	"kein_Trinken"
"EL00824"	"Lump"	"m. "		"Lump, Verschwender, Trunkenbold, schlechter Mensch"	"kein_Trinken"
"EM00343"	"Micker"	"n. "		"Nierenfett. —"	"kein_Trinken"
"ET00021"	"de"		"1."	"Scheuchruf für Gänse. Vgl"	"kein_Trinken"
"EL01418"	"Lust(en)"		"1."	"etwas Begehrtes geniessen"	"kein_Trinken"
"EA01478"	"ewig"			"ewig, sehr lang"	"kein_Trinken"
"ES04972"	"Stal"	"m. "		"Stahl"	"kein_Trinken"
"EK02011"	"Kraüen"	"m. "		"dreizinkige Mistgabel"	"kein_Trinken"
"EM00632"	"mmmen"			"in der Kinderspr. trinken, Milch trinken, an der Mutter Brust trinken"	"kein_Trinken"
"ES04978"	"Stall"	"m."	"1."	"Stall"	"kein_Trinken"
"ES04024"	"Skapelier"	"n. "		"Skapulier"	"kein_Trinken"
"EP03306"	"Plang"	"m."	"1."	"Plan, Grundriß eines Gebäudes"	"kein_Trinken"
"EW00129"	"Wuecher"	"m. "		"Wucher"	"kein_Trinken"
"EF01010"	"Vetter"	"m. "		1	"kein_Trinken"
"ER00690"	"rumpusen"			"poltern, lärmen"	"kein_Trinken"
"EK00765"	"kapabel"	"Adj. "		1	"kein_Trinken"
"EQ00070"	"Qutsch"		"1."	"Zwetsche"	"kein_Trinken"
"EW01440"	"Witte! witte! witt"			"ruft die als Christkindel verkleidete Person vor der Türe, ehe sie das Zimmer betritt, in dem sich die Kinder vor der Bescherung aufhalten"	"kein_Trinken"
"EW00835"	"Wink"	"m. "		"wie hochd"	"kein_Trinken"
"ER00525"	"ruecksen"			"den Buchstaben"	"kein_Trinken"
"EM01227"	"mssen"			"tr. messen, die Grösse oder den Inhalt eines Gegenstandes feststellen"	"kein_Trinken"
"EP03579"	"Prob(e)"	"n. "		"Probe"	"kein_Trinken"
"EH01859"	"Hotzel"	"f. "		"Schaukel"	"kein_Trinken"
"EA01253"	"rz-"			"nur in der Wendung"	"kein_Trinken"
"EH01424"	"Hornüsle"			1	"kein_Trinken"
"ER00894"	"ranzen"		"1."	"bei einem Handel feilschen"	"kein_Trinken"
"EP01769"	"Burgusi"	"n. "		"stolz und auffallend gekleidete Weibsperson"	"kein_Trinken"
"ES00868"	"Simpel"	"m. "		"Einfaltspinsel, Dummkopf"	"kein_Trinken"
"ET01588"	"dutteren"		"1."	"kalt haben, frieren, vor Kälte zittern"	"kein_Trinken"
"EK01465"	"Kötz(e)"	"f. "		"Tragkorb, Rückenkorb. Christus"	"kein_Trinken"
"EL00350"	"Laden"	". m. "		1	"kein_Trinken"
"ES03823"	"Schwed"			"Völkername Schwede, Schimpfname"	"kein_Trinken"
"EP00612"	"Balen"	"f. "		"Straßenrinne"	"kein_Trinken"
"EP02810"	"Pfit"	"m. "		"Buchfink. — wohl Nachbildung der Vogelstimme"	"kein_Trinken"
"EG00313"	"Gacki"	"n. "		"Ei (Kinderspr.)"	"kein_Trinken"
"EF01514"	"Gfrist"	"; Pl."		"Frost, starker Reif"	"kein_Trinken"
"EP02351"	"Bottin"	"m. "		"meist Pl. Halbstiefel, Zugstiefel. Rda"	"kein_Trinken"
"ET02425"	"tschappieren"			"entwischen"	"kein_Trinken"
"EJ00200"	"Jesuwiter"	"m. "		"Jesuit"	"kein_Trinken"
"ER00925"	"repudierli"	"Adj. "		"zuverlässig, anständig"	"kein_Trinken"
"EW00386"	"Wgeri"			"Wegerich"	"kein_Trinken"
"EZ00698"	"Zwimmerle"	"m. "		"schwächlicher Knabe"	"kein_Trinken"
"EW01495"	"Witz"	"m. "		"Witz, Verstand"	"kein_Trinken"
"EP03055"	"Bloü"	"f. "		"Hanfreibe. Zss"	"kein_Trinken"
"EZ00557"	"Zetel"	"m."	"1."	"briefliche Mitteilung auf einem kleinen Stück Papier U"	"kein_Trinken"
"ES03200"	"Schmirlen"	"Pl. "		"Art Wasservögel"	"kein_Trinken"
"EK01692"	"Klaus"		"1."	"vermummte Person, die in Begleitung einer zweiten, welche den"	"kein_Trinken"
"ES01230"	"Sateschin"	"m. "		"nur Sing. Atlas; Zeug mit atlasartiger Fläche und glänzender Appretur. — frz"	"kein_Trinken"
"ES05608"	"Straü"	"n. "		"Stroh"	"kein_Trinken"
"EK00833"	"Kipf"	"m. "		"langer Spitzwecken"	"kein_Trinken"
"EL01378"	"Loschemnt"	"n. "		"Wohnung"	"kein_Trinken"
"EH00334"	"Heft(i)"	"n. "		1	"kein_Trinken"
"EP02617"	"Butz"	"f."		"Vgl"	"kein_Trinken"
"EG00825"	"girren"			"(von Flüssigkeiten, wie"	"kein_Trinken"
"ES04638"	"Stüben"	"Pl. "		"Narrheiten. Anfälle von Verrücktheit"	"kein_Trinken"
"ES04841"	"stickel"	"Adj. "		"steil"	"kein_Trinken"
"EW00569"	"Wullig"	"m. "		"einfältiger Mensch. Zu"	"kein_Trinken"
"ES01316"	"Sutze"			"(Geschl.?) in der Rda"	"kein_Trinken"
"EL00746"	"Lilie"	"f. "		"Lilie. s. auch"	"kein_Trinken"
"EA00439"	"Äckerle"	"Pl. "		"in"	"kein_Trinken"
"EW00071"	"Wib"	"n."	"1."	"Weib, Frau"	"kein_Trinken"
"EF00889"	"Fisimatnten"	" f. "		"Wiss. d. Spr"	"kein_Trinken"
"EP02138"	"Bosch"	"m. "		"morastiges Feldgewann, ehemaliger Sumpf, Torfboden bei Schirrhein"	"kein_Trinken"
"EP03900"	"bringen"		"1."	"bringen. Spw"	"kein_Trinken"
