xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
EF01337	Flutt	Flutt	Substantiv	1.	Kloss aus Mehl, Kartoffeln	Trinken	0	-0.0255	0
EF01395	Friden	Friden	Substantiv		Frieden, Ruhe, Ungestörtheit	Trinken	0	-0.0246	0
EG00146	Gob	Gob	Substantiv		grüne Wanze	Trinken	0	0.0054	0
EG00197	geffen	geffen	Verb		dürfen	Trinken	0	0.0547	0
EG00198	geiferen	geiferen	Verb	1.	Speichel oder Speise und Trank aus dem Munde fliessen lassen und dadurch die Kleider beschmutzen	Trinken	0	-0.0139	0
EG00225	Rattengift	Rattengift	Substantiv	1.	Schnaps	Trinken	1	0.9225	1
EG00272	Giger	Giger	Substantiv	4.	schlechte Sorte Branntwein	Trinken	1	0.9241	1
EG00282	Giges, Gigs	Giges, Gigs	Substantiv		schlechter Branntwein, Fusel; schlechter Wein	Trinken	1	0.8963	1
EG00283	Burlegiges	Burlegiges	Substantiv	1.	schlechter, gewässerter Wein	Trinken	1	0.9155	1
EG00746	gunklen	gunklen	Verb	2.	Wein über die Strasse verkaufen	Trinken	0	0.4535	0
EG00786	ganz	ganz	Adjektiv		ganz	Trinken	0	0.0262	0
EG00861	Sufgurgel	Sufgurgel	Substantiv	1.	Säufer	Trinken	0	0.0197	0
EG00861	Sufgurgel	Sufgurgel	Substantiv	2.	hervorstehender Kehlkopf, was vom Trinken kommen soll	Trinken	0	0.7736	1
EG00945	Gas	Gas	Substantiv	3.	Rausch	Trinken	0	-0.0286	0
EG01048	Geist	Geist	Substantiv	2.	Weingeist, Alkohol	Trinken	1	0.8879	1
EG01080	Gater	Gater	Substantiv		das erste Lederstück, wenn man den Absatz aufsetzt	Trinken	0	-0.1071	0
EG01127	Herrgöttel	Herrgöttel	Substantiv	2.	ein kleines Glas Bier, ein halber Schoppen, ein viertel Liter Wein	Trinken	1	0.8587	1
EG01144	Gutter(e)	Guttere, Gutter	Substantiv	1.	Flasche, meist mit grossem Bauch, engem Halse und Giessschnabel, oft mit Stroh umflochten, Korbflasche; aus Glas oder Steingut; dient zum Aufbewahren von Kirsch- oder Pflaumenwasser, Schnaps, Wein, Essig, Petroleum; seltener auch eine kleine Flasche	Trinken	0	0.1119	0
EG01144	Gutter(e)	Guttere, Gutter	Substantiv	2.	trunksüchtiges, altes Weib	Trinken	0	-0.0015	0
EG01147	gutteren	gutteren	Verb	1.	aus einem Fläschchen trinken	Trinken	1	0.9282	1
EG01147	gutteren	gutteren	Verb	2.	gluckern, wie Wasser, das aus einer Flasche geschüttet wird	Trinken	0	0.0655	0
EG01220	Gix I	Gix	Substantiv		Schrei, Laut, Wörtchen; fast nur in der Rda	Trinken	0	-0.0635	0
EG01325	gluckeren	gluckeren	Verb		schlürfen, trinken	Trinken	1	0.9405	1
EG01330	glucklen	glucklen	Verb	2.	trinken	Trinken	1	0.9976	1
EG01382	Glas	Glas	Substantiv	2.	Trinkglas	Trinken	0	0.1428	0
EG01382	Glas	Glas	Substantiv	3.	Flasche	Trinken	0	0.0956	0
EG01526	grüblen	grüblen	Verb		grübeln, scharren, mit den Fingern herausbohren	Trinken	0	-0.0677	0
EG01697	grinen	grinen	Verb	3.	Saft ausfliessen lassen von geschnittenen Reben	Trinken	0	0.5074	1
EG01772	grüenzen	grüenzen	Verb		die ausgedroschenen Körner der Cerealien in der Wanne unter drehender Bewegung so schütteln, dass die nackten Körner am Rande, die mit Blatthäutchen (Hos) in der Mitte sich sammeln, worauf sie leicht zu scheiden sind	Trinken	0	-0.0468	0
EG01936	grätzen	grätzen	Verb		mit gespreizten Beinen ausschreiten	Trinken	0	-0.0495	0
EH00171	Huch	Huch	Substantiv	2.	Rausch	Trinken	0	-0.0286	0
EH00171	Huch	Huch	Substantiv	3.	Spottname für Personen beiderlei Geschlechts, die viel geistige Getränke zu sich nehmen	Trinken	0	0.0677	0
EH00174	huchen	huchen	Substantiv	2.	trinken, bes. übermässig	Trinken	1	0.9101	1
EH00214	Hudel	Hudel	Substantiv	3.	liederliche, bes. in der Kleidung nachlässige Person; Lump, Säufer, wilder, ungestümer Mensch, schlechter Arbeiter, der alles nur obenhin macht	Trinken	0	-0.0563	0
EH00479	Wirtshushocker	Wirtshushocker	Substantiv		Stammgast, der immer in der Wirtschaft zu finden	Trinken	0	-0.0267	0
EH00494	häl	häl	Adjektiv		dürr	Trinken	0	0.0391	0
EH00536	hohl	hohl	Adjektiv		hohl, leer	Trinken	0	0.0026	0
EH00542	Holefërnes 	Holefërnes	Substantiv		stolzer Mensch; grosser und magerer Mann	Trinken	0	-0.0224	0
EH00546	Holleratti	Holleratti	Substantiv		Unkraut, in Trieben u. Blättern ähnlich wie Hollunder, aber ohne Holz, als Mittel gegen Hühnerläuse gebraucht, indem man einen Busch in den Hühnerstall hängt	Trinken	0	-0.0242	0
EH00642	Windhals	Windhals	Substantiv	2.	langhalsige Flasche mit einem Rauminhalt von etwa	Trinken	0	0.0187	0
EH00857	Hahn(e)	Hahne, Hahn	Substantiv	3.	Wirtshaus zum Hahn	Trinken	0	0.0121	0
EH00857	Hahn(e)	Hahne, Hahn	Substantiv	5.	Rausch	Trinken	0	-0.0286	0
EH01024	Hanf(t)	Hanft, Hanf	Substantiv		Hanf	Trinken	0	0.0848	0
EH01203	hüpperen	hüpperen	Verb	4.	trinken	Trinken	1	0.9976	1
EH01228	hops	hops	Adjektiv	3.	ist angetrunken	Trinken	0	0.3043	0
EH01237	Hüps	Hüps	Substantiv		Rausch	Trinken	0	-0.0286	0
EH01413	Schrëpfhörnle, Schrëpfhörnel	Schrëpfhörnle, Schrëpfhörnel	Substantiv	2.	kleines Bierglas	Trinken	0	0.0632	0
EH01490	Hirz	Hirz	Substantiv	4.	Rausch	Trinken	0	-0.0286	0
EH01490	Hirz	Hirz	Substantiv	5.	Wirtshausschild	Trinken	0	-0.0095	0
EH01600	Wirtshus	Wirtshus	Substantiv		Wirtschaft, Gastwirtschaft	Trinken	0	-0.0039	0
EH01621	Hussel	Hussel	Substantiv		Rotschwänzchen	Trinken	0	0.0401	0
EH01626	haschen	haschen	Verb		haschen. Kinderspiel, wobei ein Ausruheort, der Barren, bestimmt wird. Sind alle dort angelangt, so ruft das haschende Kind: Drei langi, langi Stangen! Wer nit glich vom Barren enwëg geht, der muess fangen	Trinken	0	-0.0663	0
EH01674	Hutt(e)	Hutte, Hutt	Substantiv	2.	Rausch	Trinken	0	-0.0286	0
EH01683	Hut	Hut	Substantiv	3.	Haut auf der Milch	Trinken	0	0.1124	0
EH01814	Hëx 	Hëx	Substantiv	1.	Hexe	Trinken	0	0.0246	0
EJ00209	jästig, jastig	jästig, jastig	Adjektiv	1.	in Gärung begriffen, brausend (Wein)	Trinken	0	0.8261	1
EK00019	Keib	Keib	Substantiv	4.	Rausch	Trinken	0	-0.0286	0
EK00064	Schöpfkübel	Schöpfkübel	Substantiv	1.	kleiner hölzerner Kübel zum Schöpfen von Wasser oder Wein	Trinken	0	0.1409	0
EK00069	Kachel(e)	Kachele, Kachel	Substantiv	2.	irdenes Gefäss, Topf, mit rundem Boden und senkrechten Wänden, bes. zum Aufbewahren von Milch; Schüssel, grosse Kaffeetasse; Nachtgeschirr; Isolator der Telegraphenstange	Trinken	0	0.0210	0
EK00180	kudern	kudern	Verb		kauern, hocken	Trinken	0	-0.0203	0
EK00182	Kaffee, Kaffi	Kaffee, Kaffi	Substantiv	1.	Kaffee	Trinken	1	0.9579	1
EK00182	Kaffee, Kaffi	Kaffee, Kaffi	Substantiv	2.	Kaffeehaus	Trinken	0	0.0754	0
EK00183	Schokelakaffee	Schokelakaffee	Substantiv		Milchschokolade mit Brot	Trinken	1	0.5954	1
EK00185	Kaffinell	Kaffinell	Substantiv	2.	Kaffeeschwester	Trinken	0	0.1064	0
EK00193	Käfer	Käfer	Substantiv	2.	leichter Rausch	Trinken	0	-0.0142	0
EK00230	keief	keief	Adjektiv		an einem Unfug, einer Gaunerei beteiligt; schuldig	Trinken	0	-0.0636	0
EK00280	Kalen	Kalen	Substantiv		Klöpfel der Glocke	Trinken	0	-0.0283	0
EK00380	verkalchen	verkalchen	Verb	2.	(den Kaffee) überzuckern	Trinken	0	0.7766	1
EK00427	Kam(e)rad	Kamerad, Kamrad	Substantiv	5.	Rausch	Trinken	0	-0.0286	0
EK00540	Kumper	Kumper	Substantiv		Gevattersmann, auch Anrede bei Begegnung	Trinken	0	-0.0609	0
EK00555	Kann	Kann	Substantiv	1.	Kännchen, auch für Milch, Petrol u. s. w., bes. aber für Bier; ein Zehntel Liter enthaltend. In früherer Zeit wurde das Bier in Krügen aus Steingut, mit dem Zeichen	Trinken	0	0.1638	0
EK00563	Kanali, Kanari	Kanali, Kanari	Substantiv		Kanarienvogel	Trinken	0	0.0051	0
EK00577	Kanon(e)	Kanone, Kanon	Substantiv	3.	Rausch	Trinken	0	-0.0286	0
EK00720	Kapp(e)	Kappe, Kapp	Substantiv	1.	Mütze	Trinken	0	0.0671	0
EK00942	Inkehr	Inkehr	Substantiv		Einkehr	Trinken	0	0.0766	0
EK00947	i(n) kehren	in kehren, i kehren	Verb	1.	einkehren	Trinken	0	0.1232	0
EK00974	korrigieren	korrigieren	Verb	1.	verbessern	Trinken	0	0.1564	0
EK01109	Kirs(e), Kirsch	Kirse, Kirs, Kirsch	Substantiv	2.	Kirschbranntwein	Trinken	1	0.9082	1
EK01162	Kassematte	Kassematte	Substantiv		bombenfestes Gewölbe; Gefängnis	Trinken	0	-0.0445	0
EK01253	Kasten	Kasten	Substantiv	11.	Rausch	Trinken	0	-0.0286	0
EK01274	Kest(ene)	Kestene, Kest	Substantiv		Kastanie	Trinken	0	0.0339	0
EK01280	Kist(e)	Kiste, Kist	Substantiv	2.	Rausch	Trinken	0	-0.0286	0
EK01306	Kathederle	Kathederle	Substantiv		Gefängnis, Zuchthaus	Trinken	0	0.0303	0
EK01311	katholisch	katholisch	Adjektiv		katholisch	Trinken	0	0.0793	0
EK01313	Käter	Käter	Substantiv		Weinrausch	Trinken	0	0.0405	0
EK01340	Kittel	Kittel	Substantiv	1.	Kittel, Rock	Trinken	0	0.0007	0
EK01340	Kittel	Kittel	Substantiv	2.	Rausch	Trinken	0	-0.0227	0
EK01385	Kuttel	Kuttel	Substantiv	4.	dicke Person, Fresser, Säufer	Trinken	0	-0.0657	0
EK01393	Kutter	Kutter	Substantiv		Bettdecke, wollene Decke	Trinken	0	0.0335	0
EK01404	këtsch, këtschete 	këtsch, këtschete	Adjektiv		weich, zu weich gekocht (z. B. das Fleisch der Spanferkel oder der jungen Kälber)	Trinken	0	0.2892	0
EK01466	Kuz, Kutz, Kauz	Kuz, Kutz, Kauz	Substantiv	1.	kleine Eule	Trinken	0	0.0192	0
EK01483	Klee	Klee	Substantiv		Klee	Trinken	0	0.0379	0
EK01516	kluben	kluben	Verb		klauben, mit den Fingerspitzen an etwas herumzerren und zupfen, an einem Knopf oder Knochen, am Brode; in der Nase bohren	Trinken	0	-0.0585	0
EK01540	klaffen III	klaffen	Verb		nicht fest anpassen, abstehn	Trinken	0	-0.0293	0
EK01560	Klack	Klack	Substantiv		Riss an der Hand und bes. an den Lippen in Folge der Kälte	Trinken	0	-0.1083	0
EK01581	klëmmen 	klëmmen	Verb	3.	trinken	Trinken	1	0.9976	1
EK01598	klei(n), kli(n)	klein, klei, klin, kli	Adjektiv		klein	Trinken	0	0.0762	0
EK01653	klepfen	klepfen	Verb	4.	wegschnappen, verzehren (Obst; eine Flasche Wein)	Trinken	1	0.8517	1
EK01662	klopfen	klopfen	Verb	1.	schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken	Trinken	1	-0.0262	0
EK01714	klutteren	klutteren	Verb	1.	plätschern, in Flüssigkeiten Blasen und gurgelnde Töne hervorbringen, z. B. beim Sieden, beim Sprudeln einer Quelle, beim Einschenken aus einer Flasche, beim Waschen, bes. beim Spielen im Wasser	Trinken	0	0.0113	0
EK01744	Kläw(n)er, Kläfler	Kläwner, Kläwer, Kläfler	Substantiv	2.	Wein daraus	Trinken	1	0.9288	1
EK01770	Knebel	Knebel	Substantiv	1.	kurzer Stock, Knüppel; dient bes. zum Zusammenbinden des Strohbundes	Trinken	0	-0.0153	0
EK01811	Knoden	Knoden	Substantiv	1.	Fussknöchel	Trinken	0	0.0213	0
EK01830	knächzig	knächzig	Adjektiv		kreischend	Trinken	0	-0.0023	0
EK01976	knautschen, knotschen	knautschen, knotschen	Verb	4.	Wein mit Wasser vermengen	Trinken	0	0.8958	1
EK02026	Kräbel	Kräbel	Substantiv		Branntwein	Trinken	1	0.9531	1
EK02032	Krëbser 	Krëbser	Substantiv	1.	Schnaps	Trinken	1	0.9225	1
EK02087	Krueg	Krueg	Substantiv	2.	Trunkenbold, Säufer	Trinken	0	-0.0445	0
EK02120	Krall(e)	Kralle, Krall	Substantiv	2.	Luftbläschen auf Wein od. Branntwein	Trinken	0	0.7314	1
EK02177	Krampf	Krampf	Substantiv		Krampf; abnorme Empfindung, unerklärbarer Schmerz, bes. bei den Frauen	Trinken	0	-0.0597	0
EK02255	kropsen	kropsen	Verb		unpers. ärgern	Trinken	0	-0.0114	0
EK02258	krärzen	krärzen	Verb	2.	prickeln (vom gährenden neuen Wein)	Trinken	0	0.8731	1
EK02340	Krett	Krett	Substantiv		Knochengerüst eines Geflügels, Korb	Trinken	0	-0.0751	0
EK02345	kritizieren	kritizieren	Verb		(unbefugt) beurteilen, bekritteln	Trinken	0	-0.0669	0
EK02545	krixen	krixen	Verb		knirschen mit den Zähnen oder vom Schnee; knarren (Thüre, Stuhl)	Trinken	0	-0.0597	0
EK02568	Kräz(en)	Kräzen, Kräz	Substantiv	5.	Rausch	Trinken	0	-0.0286	0
EK02580	Kritzer	Kritzer	Substantiv	4.	kleiner Rausch	Trinken	0	-0.0298	0
EK02588	Krozer	Krozer	Substantiv		eingeritztes Zeichen	Trinken	0	-0.0277	0
EL00106	Liber	Liber	Substantiv		Frank, Frankstück	Trinken	0	-0.0101	0
EL00173	verlëchen 	verlëchen	Verb	2.	austrocknen, verschmachten vor Durst	Trinken	1	0.8662	1
EL00189	Liche	Liche	Substantiv	1.	der Tote	Trinken	0	0.0532	0
EL00342	Lader	Lader	Substantiv	2.	Dampf, Rausch	Trinken	0	0.0132	0
EL00344	Lading	Lading	Substantiv	3.	Rausch	Trinken	0	-0.0227	0
EL00463	Vorlauf	Vorlauf	Substantiv	2.	der erste Branntwein, der beim Branntweinbrennen herauskommt; er wird nicht getrunken, sondern zur Herstellung einer geringeren Güte Schnaps oder zu Einreibungen verwandt	Trinken	1	0.8542	1
EL00532	Durchluft	Durchluft	Substantiv	1.	Wirtshaus	Trinken	0	0.0495	0
EL00559	Winlogel	Winlogel	Substantiv	2.	Trunkenbold, Schimpfn. für einen Bewohner der oberels. Weingegend	Trinken	0	-0.0527	0
EL00683	lack	lack	Adjektiv	2.	wässerig, von Getränken, Früchten	Trinken	0	0.8681	1
EL00740	lällen	lällen	Verb	1.	lechzen vor Hitze und Durst, von Hunden, Rindern, Federvieh, zuweilen übtr. auch vom Menschen gesagt: vor Durst die Zunge heraushängen lassen	Trinken	1	0.0016	0
EL00824	Lump	Lump	Substantiv		Lump, Verschwender, Trunkenbold, schlechter Mensch	Trinken	0	-0.0252	0
EL00827	lumpen	lumpen	Verb		nichts arbeiten und statt dessen im Wirtshaus liegen und trinken	Trinken	0	0.4377	0
EL00951	Lind(en)	Linden, Lind	Substantiv	2.	Wirtshausschild	Trinken	0	-0.0095	0
EL01034	Füchtlappen	Füchtlappen	Substantiv		Trinker	Trinken	0	0.0475	0
EL01062	läppelen	läppelen	Verb	1.	trinken mit dem Nebengedanken des Behaglichen, Langsamen	Trinken	1	0.8801	1
EL01062	läppelen	läppelen	Verb	2.	saufen (vom Hund)	Trinken	1	0.4512	0
EL01063	läpperen	läpperen	Verb	1.	schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken	Trinken	1	0.8790	1
EL01080	lipplen	lipplen	Verb	2.	saufen (von der Katze)	Trinken	1	0.3680	0
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	1.	leichter Wein, hergestellt durch Vermischen mit Wasser	Trinken	1	0.8769	1
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	2.	ein Getränk, im Herbst aus wilden Früchten und etwas Wein hergestellt	Trinken	1	0.8801	1
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	3.	schlechter Schnaps	Trinken	1	0.9030	1
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	4.	schlechte Brühe überhaupt, bes. Kaffee	Trinken	1	0.7910	1
EL01180	Lappenlur(e), Lappenlür	Lappenlure, Lappenlur, Lappenlür	Substantiv	1.	schwacher, saurer, matter, verwässerter Wein oder Kaffee	Trinken	1	0.8759	1
EL01180	Lappenlur(e), Lappenlür	Lappenlure, Lappenlur, Lappenlür	Substantiv	3.	Kaffeeschwester	Trinken	0	0.1064	0
EL01229	usen	usen	Verb	1.	ablassen (Wein)	Trinken	0	0.8068	1
EL01276	Lisabeth, Lisbeth	Lisabeth, Lisbeth	Substantiv		weibl. Vorname Elisabeth; Koseform	Trinken	0	-0.0606	0
EL01351	Lues, Los, Lus, Luenz	Lues, Los, Lus, Luenz	Substantiv		Scharre, vom Bäcker zum Sammeln der Asche od. Kohlen, vom Strassenwart zum Beseitigen des Strassenkotes gebraucht	Trinken	0	-0.1383	0
EL01356	Lastik	Lastik	Substantiv	1.	Gummi elasticum als Einsatz in Zugstiefeln	Trinken	0	-0.0504	0
EL01367	leschen	leschen	Verb	1.	löschen (Feuer, Durst, Staub)	Trinken	1	0.1026	0
EL01388	Last	Last	Substantiv	1.	Last	Trinken	0	0.0890	0
EL01400	Laster	Laster	Substantiv		Laster	Trinken	0	0.0384	0
EL01546	Lüterung	Lüterung	Substantiv	1.	Vorbranntwein	Trinken	1	0.9441	1
EL01574	Wirtslüt	Wirtslüt	Substantiv		Wirt und Wirtin	Trinken	0	-0.0049	0
EL01708	Luzias	Luzias	Substantiv		Eigenname = Lucifer, Teufel	Trinken	0	-0.0429	0
EM00128	Maicher, Maicherle 	Maicher, Maicherle	Substantiv		saurer Apfel	Trinken	0	0.8419	1
EM00231	müed	müed	Adjektiv		müde	Trinken	0	-0.0056	0
EM00267	Magick	Magick	Substantiv		schielende Person, spottend od. scheltend	Trinken	0	-0.0314	0
EM00301	Majosch	Majosch	Substantiv		Werkzeug des Schusters zum Glätten der Sohlen, frz. mailloche	Trinken	0	-0.0342	0
EM00566	Milch	Milch	Substantiv		Milch	Trinken	1	0.9576	1
EM00567	Brieschmilch	Brieschmilch	Substantiv		die erste Milch der Kuh	Trinken	1	0.8952	1
EM00571	Geisenmilch	Geisenmilch	Substantiv	1.	Ziegenmilch	Trinken	1	0.9604	1
EM00577	Surmilch	Surmilch	Substantiv		Sauermilch, Dickmilch, gestockte Milch; wird häufig abends mit Kartoffeln gegessen; auch zu Suppen verwendet	Trinken	1	0.8627	1
EM00588	mëlden 	mëlden	Verb		refl. vorsprechen, um etwas zu bekommen	Trinken	0	-0.0455	0
EM00624	Molzer	Molzer	Substantiv	3.	Biersorte, die teils aus Lager-, teils aus Jungbier besteht	Trinken	1	0.8315	1
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	1.	in der Kindersprache trinken	Trinken	1	0.8821	1
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	2.	behaglich und in kleinen Zügen wiederholt trinken, von älteren Leuten und von Gewohnheitstrinkern	Trinken	1	0.8864	1
EM00634	Mëmm; Mëmm(e)le	Mëmm, Mëmmele, Mëmmle	Substantiv	1.	in der Kinderspr. jede trinkbare Flüssigkeit, besonders Milch; auch verdoppelt	Trinken	1	0.7498	1
EM00635	Mëmmi	Mëmmi	Substantiv	2.	Trinker	Trinken	0	0.0475	0
EM00657	muemen	muemen	Verb		geifern, besonders von kleinen Kindern, beim Essen einen Teil der Speisen fallen lassen und damit die Kleider besudeln; auch von älteren Leuten und sogar vom Vieh gesagt	Trinken	0	-0.0553	0
EM00790	Minut(e)	Minute, Minut	Substantiv		Minute	Trinken	0	0.1523	0
EM00830	mündig	mündig	Adjektiv		mündig, volljährig	Trinken	0	-0.0111	0
EM00899	mapull	mapull	Adjektiv	2.	betrunken	Trinken	0	-0.0318	0
EM01132	Marter, Martel	Marter, Martel	Substantiv		Marter, Qual	Trinken	0	-0.0157	0
EM01217	Elfermëss	Elfermëss	Substantiv		übtr. Frühschoppen. In der guten, alten Zeit durften die Wirtshäuser am Sonntag Vormittag vor Schluss des Gottesdienstes um 11 Uhr keine Gäste aufnehmen; der Wirtshausgang um diese Zeit wurde dann scherzhaft E. genannt	Trinken	1	-0.0213	0
EM01245	Fëldmësser 	Fëldmësser	Substantiv	2.	Betrunkener	Trinken	0	-0.0015	0
EM01299	Miser	Miser	Substantiv		Elend, Kummer	Trinken	0	-0.0464	0
EM01386	Maschin(e)	Maschine, Maschin	Substantiv		Maschine, bes. Dreschmaschine	Trinken	0	0.1140	0
EM01478	Most II, Muschk	Most, Muschk	Substantiv	1.	süsser Apfelwein	Trinken	1	0.9405	1
EM01478	Most II, Muschk	Most, Muschk	Substantiv	2.	süsser Traubenwein	Trinken	1	0.9416	1
EM01516	Mët(er)	Mëter, Mët	Substantiv		Met	Trinken	1	0.0736	0
EM01636	Moitz I	Moitz	Substantiv		Anprall einer Schnellkugel gegen einen Gegenstand, beim Spiel	Trinken	0	-0.0181	0
EN00031	Nëbel	Nëbel	Substantiv	3.	Rausch	Trinken	0	-0.0286	0
EN00094	nüechter(e)n	nüechteren, nüechtern	Adjektiv	1a)	in der Tagesfrühe weder Speise noch Trank zu sich genommen habend	Trinken	0	0.0313	0
EN00280	Nelli	Nelli	Substantiv		Koseform des männl. Vornamens Cornelius	Trinken	0	-0.0127	0
EN00360	Nina, Nini, Nuna, Nunn	Nina, Nini, Nuna, Nunn	Substantiv		kosende Bezeichnung für Schlaf, bes. in Wiegenliedchen	Trinken	0	-0.0267	0
EN00443	Narde	Narde	Substantiv		Behälter, in welchem auf dem Fischmarkt die Fische feil gehalten werden, flacher Fischzuber, Fischtrog, Fischmulde	Trinken	0	-0.0154	0
EN00448	Nerfling	Nerfling	Substantiv		Fischart	Trinken	0	0.0468	0
EN00478	Schnapsnas(e)	Schnapsnase, Schnapsnas	Substantiv		rote Nase eines Säufers	Trinken	0	-0.0365	0
EN00481	Sufnas	Sufnas	Substantiv		Säufer	Trinken	0	0.0197	0
EN00501	nausen	nausen	Verb	1.	zudringlich und in weinerlichem Tone verlangen, weinen, launisch sein, mürrisch sein	Trinken	0	-0.0642	0
EN00683	Näz	Näz	Substantiv	4.	schlechtes Getränk	Trinken	1	0.9594	1
EP00053	Bobinle, Bobinel 	Bobinle, Bobinel	Substantiv		Spule (mit aufgewickelter Wolle od. Baumwolle) aus Schilfrohr od. Hartpapier	Trinken	0	-0.0056	0
EP00137	bëcheren	bëcheren	Verb		zechen, pokulieren, tüchtig trinken	Trinken	1	0.9108	1
EP00149	Buch II	Buch	Substantiv	2.	Bauch einer Flasche	Trinken	0	0.0465	0
EP00162	Buech, Buch	Buech, Buch	Substantiv	1.	Buch	Trinken	0	0.2023	0
EP00202	Büchs(e)	Büchse, Büchs	Substantiv	3.	Flasche	Trinken	0	0.0956	0
EP00228	büchsen	büchsen	Verb	2.	trinken	Trinken	1	0.9976	1
EP00295	bafen, bäfen	bafen, bäfen	Verb	2.	trinken	Trinken	1	0.9976	1
EP00297	baferen, bäferen	baferen, bäferen	Verb	2.	tüchtig trinken	Trinken	1	0.9254	1
EP00379	Bügel	Bügel	Substantiv	2.	Rausch	Trinken	0	-0.0286	0
