"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"
"CG00014"	"gägelich"	"adj."		"geckig, kindisch, zum Lachen geneigt"	"kein_Trinken"
"CE00014"	"Edel-frau"	"f."		"adelige Dame"	"kein_Trinken"
"CG00766"	"Gickes"	"m."	"1."	"Stolz, Hochmut"	"kein_Trinken"
"CN00045"	"nah-setzen"	"tr. v."		"nachlaufen"	"kein_Trinken"
"CF00427"	"ver-juwle"	"tr. v."		"verjubeln"	"kein_Trinken"
"CW00068"	"wall-fahren"	"intr. v."		"eine Wallfahrt machen"	"kein_Trinken"
"CK00261"	"Kass-meier"	"m."		"Name des obersten Vogteibeamten, des Meiers der ganzen Vogtei. Seine Befugnisse werden folgendermaßen umgrenzt"	"kein_Trinken"
"CI00116"	"irich"	"adj."		"eigensinnig, dickköpfig, nicht aufgelegt zu etwas"	"kein_Trinken"
"CK01511"	"Kwisel"	"f."		"scheinheilige Person, Betschwester (als Schimpfwort). "	"kein_Trinken"
"CF00823"	"Viertel"	"n."	"1."	"der 4. Teil eines Maßes"	"kein_Trinken"
"CA00155"	"alle-bed"			"alle beide"	"kein_Trinken"
"CB01432"	"Prester-duttler"			"Spitzname der Einwohner von Obergailbach
"	"kein_Trinken"
"CB00743"	"Bide"	"m."	"1."	"kleines Pferd
"	"kein_Trinken"
"CI00010"	"Igel"				"kein_Trinken"
"CM00525"	"Mo"			"Magen"	"kein_Trinken"
"CG00913"	"Gnatsch"			"Klatschbase"	"kein_Trinken"
"CD00631"	"Dosen"	"intr. v."		"Dutzend"	"kein_Trinken"
"CR00273"	"reihen"	"tr. v."			"kein_Trinken"
"CB01196"	"Polett"	"f."	"1."	"Achseltroddel, Epaulette"	"kein_Trinken"
"CL00286"	"Leit"	"f."		"Schicht"	"kein_Trinken"
"CH00270"	"Hase-brot"		"1."	"frisches, aus neuem Korn gebackenes Brot, überh. Schwarzbrot"	"kein_Trinken"
"CK00169"	"kappeisen"	"refl. v."		"sich zanken, streiten, prügeln"	"kein_Trinken"
"CW00177"	"watzen"	"Pl."		"rasch, in kleinen Schritten gehen"	"kein_Trinken"
"CA00196"	"alterdimlich"	"adj."		"altertümlich"	"kein_Trinken"
"CK01183"	"Krempel"	"m."		"Trödel, Kleinverkauf"	"kein_Trinken"
"CE00252"	"erb-sich"	"adj."		"verkehrt. Kommt meist nur in der Verbindung"	"kein_Trinken"
"CS01144"	"schrampen"	"intr. v."		"schrumpfen"	"kein_Trinken"
"CR00654"	"rumpeldich"	"adj."	"1."	"runzelig, faltig, zerknittert"	"kein_Trinken"
"CF00714"	"ver-tattert"	"adj."		"schwatzhaft"	"kein_Trinken"
"CH00758"	"Holz"	"n."		"Holz"	"kein_Trinken"
"CR00237"	"Reff"	"m."		"n. Wasserabfluß. Der Ausdruck ist sonst nicht belegt"	"kein_Trinken"
"CN00009"	"nächde"	"adv."		"verflossene Nacht"	"kein_Trinken"
"CG00742"	"Ge-wirzels"	"n."		"Wurzelverzweigung, Wurzelwerk"	"kein_Trinken"
"CH00316"	"Hauscht"	"m."		"auf dem Felde zusammengestellter Haufe Getreide, Heu, Klee"	"kein_Trinken"
"CW00123"	"Warzel"	"f."		"Warze. In der Saargegend entfernt man dieselben durch Umbinden eines Seidenfadens, der immer enger gezogen wird u. so lange bleibt, bis die Warzen absterben"	"kein_Trinken"
"CB00610"	"Bes"	"f."		"Kuß"	"kein_Trinken"
"CK00097"	"Kamelot"	"f."		"schlechte Ware"	"kein_Trinken"
"CK00588"	"kitterlich"	"adj."	"1."	"schwächlich, kränklich, schwer aufzuziehen"	"kein_Trinken"
"CZ00093"	"Zeremonie"	"f."	"1."	"kirchliche Aufführungen"	"kein_Trinken"
"CH00249"	"härten"	"tr. v."		"aushalten"	"kein_Trinken"
"CO00079"	"Ohr-kapp"		"1."	"Ohrenkappe der Pferde"	"kein_Trinken"
"CU00188"	"us-butschen"	"intr. v."		"entgleiten"	"kein_Trinken"
"CK00629"	"Kläpper"	"f."		"altes Pferd"	"kein_Trinken"
"CK00379"	"kennich"	"adj."	"1."	"kundig, bewandert"	"kein_Trinken"
"CS01436"	"selen"	"intr. v."	"1."	"sudeln, beschmutzen"	"kein_Trinken"
"CK00427"	"Kibel"				"kein_Trinken"
"CS00518"	"Schind-mähr"	"f."	"1."	"Schindmähre; alter, elender Gaul"	"kein_Trinken"
"CM00401"	"Mih"	"f."		"Mühe"	"kein_Trinken"
"CW00313"	"wetschen"				"kein_Trinken"
"CD01078"	"dumpsich"	"adj."		"dumpf, dumpfig"	"kein_Trinken"
"CD00935"	"Dropp"	"f."	"1."	"Trupp, Schar, Anzahl, Haufe von Menschen od. Tieren"	"kein_Trinken"
"CK00131"	"kanen"	"intr. v."		"schwätzen"	"kein_Trinken"
"CD00726"	"Trauer"			"s. Trur, truren"	"kein_Trinken"
"CE00147"	"Em-lâf"				"kein_Trinken"
"CS01104"	"Schoning"	"f."		"Schonung"	"kein_Trinken"
"CF00415"	"ver-honzen"				"kein_Trinken"
"CL00307"	"Lenkert"	"m."		"Langbalken am Wagen"	"kein_Trinken"
"CS01178"	"Schriner"	"m."		"Schreiner"	"kein_Trinken"
"CK01109"	"kränkeldich"	"adj."		"kränklich"	"kein_Trinken"
"CH00056"	"Häkel"	"f."		"Häkelnadel"	"kein_Trinken"
"CB00746"	"bi-dun"				"kein_Trinken"
"CL00514"	"Loscht"				"kein_Trinken"
"CD00892"	"Driwen"	"n."		"das Jenseits"	"kein_Trinken"
"CR00405"	"richt"	"f."	"1."	"gerade, aufrecht"	"kein_Trinken"
"CS01994"	"Stefter"	"m."		"Stifter"	"kein_Trinken"
"CD01189"	"Tutu"	"m."		"Hund in der Kindersprache"	"kein_Trinken"
"CS00617"	"Schlamp"	"m."		"Schmaus, Festmahl, bes. Leichen- und Kindtaufschmaus"	"kein_Trinken"
"CB00947"	"Plank"	"f."		"Planke"	"kein_Trinken"
"CS00572"	"Schit"	"n."		"Scheit Holz"	"kein_Trinken"
"CB00416"	"begurich"				"kein_Trinken"
"CL00138"	"Läpp"	"m."		"Schlamm"	"kein_Trinken"
"CS00209"	"schacheren"			"schachern, handeln"	"kein_Trinken"
"CA00260"	"Angel"	"m. f."	"1."	"Stachel, bes. der Biene"	"kein_Trinken"
"CB01318"	"Boustof"			"Buchstabe"	"kein_Trinken"
"CS00397"	"Scheiss-mek"	"f."		"Schmeißfliege, gemeine Schlammfliege"	"kein_Trinken"
"CN00216"	"nimmes"			"unbest. Fürw. niemand"	"kein_Trinken"
"CR00483"	"Rissius"	"m."			"kein_Trinken"
"CB00932"	"pla'en"			"plagen"	"kein_Trinken"
"CR00588"	"Rot-hus"	"n."		"Rathaus"	"kein_Trinken"
"CW00223"	"Weis"				"kein_Trinken"
"CK00306"	"Kauze-kopp"	"m."	"1."	"Kaulquappe"	"kein_Trinken"
"CK01217"	"Krid"	"f."		"n.) Kreide. Rdaa"	"kein_Trinken"
"CB00421"	"Behennichkät"	"f."			"kein_Trinken"
"CF00048"	"Famill"	"f."		"Familie, Verwandtschaft. Rda"	"kein_Trinken"
"CF00375"	"Ver-glach"				"kein_Trinken"
"CU00186"	"us-blosen"	"tr. v."		"ausblasen"	"kein_Trinken"
"CN00236"	"Nips"	"n."		"unentwickeltes Kind, das nichts essen will"	"kein_Trinken"
"CK01200"	"Kresch"	"f."		"u. m.) Kleie. Rda"	"kein_Trinken"
"CH00175"	"Hang"	"m."	"1."	"Hang, Abhang"	"kein_Trinken"
"CF01282"	"Frosch"	"m."	"1."	"Frosch"	"kein_Trinken"
"CS00669"	"Schleffer"				"kein_Trinken"
"CF00841"	"viljone-forwech"	"adj."		"violettfarbig"	"kein_Trinken"
"CK00646"	"Klauschder"	"n."		"Vorhängeschloß"	"kein_Trinken"
"CD01124"	"Durch-zuck"	"m."		"Schw. Balken unter der Decke, der gewöhnlich heraustritt u. bloß übertüncht ist"	"kein_Trinken"
"CR00489"	"Rit-schit"				"kein_Trinken"
"CK00191"	"kär"	"m."		"wählerisch, empfindlich gegen schmutzige Arbeit u. unsaubere Speisen"	"kein_Trinken"
"CK01148"	"Krebs"	"m."		"Krebs (auch als Krankheit"	"kein_Trinken"
"CU00002"	"u-"			"Verkürzung der Konjunktion"	"kein_Trinken"
"CS01156"	"schreffen"	"tr. v."		"schröpfen (eigentl. u. bildlich), Schröpfköpfe aufsetzen"	"kein_Trinken"
"CF00008"	"fabrizieren"			"verfertigen, fabrikmäßig herstellen"	"kein_Trinken"
"CS00647"	"Schlauder"	"m."		"Bahn, Gedanke, Gesinnung"	"kein_Trinken"
"CG01057"	"gräwzen"	"intr. v."		"nach Schimmel riechen"	"kein_Trinken"
"CH00932"	"Huppen-dinges"	"n."		"Fliederstrauch, aus dessen Rinde die Bastpfeife "	"kein_Trinken"
"CF00314"	"ver-drehn"	"tr. v."	"1."	"(eigentl"	"kein_Trinken"
"CB00967"	"Plaster"	"m. f."	"1."	"Heilpflaster, Salbe"	"kein_Trinken"
"CB00100"	"Balwierer"	"m."		"Bartmacher, Rasierer, Friseur"	"kein_Trinken"
"CF00308"	"ver-disseln"	"refl. v."		"sich verkriechen, verstecken"	"kein_Trinken"
"CE00281"	"er-krubelen"	"refl. v."		"wieder zu Kräften kommen"	"kein_Trinken"
"CB01075"	"bloeldich"	"adj."		"bläulich"	"kein_Trinken"
"CR00419"	"rick-fällich"	"adj."		"rückfällig"	"kein_Trinken"
"CS00577"	"Schitzel"	"n."		"Brett, das vorn od. hinten am Wagen aufgestellt ist, um die Ladung vorm Herabfallen zu schützen"	"kein_Trinken"
"CB01433"	"Bretsch"	"f."	"1."	"trauriges Gesicht, Mundverzerrung"	"kein_Trinken"
"CF01364"	"fuschen"	"tr. v."		"pfuschen, schlecht arbeiten"	"kein_Trinken"
"CB00702"	"Petz"	"f."		"die schwierige Lage"	"kein_Trinken"
"CD00842"	"Trett (Tratt)"				"kein_Trinken"
"CO00127"	"on-gemällich"	"adj. u. adv."	"1."	"unbequem"	"kein_Trinken"
"CG01245"	"guffich"	"adj."		"gierig lüstern"	"kein_Trinken"
"CF00620"	"ver-schlampen"	"tr. v."		"durch Nachlässigkeit zugrunde gehen lassen, namentl. von Kleidungsstücken gebraucht"	"kein_Trinken"
"CK00947"	"kömmerlech"	"adj."		"kümmerlich. Davon"	"kein_Trinken"
"CH00802"	"Horetzel"	"f."	"1."	"Hornisse, große Wespe"	"kein_Trinken"
"CD00143"	"Dar"			"Hornisse"	"kein_Trinken"
"CG00240"	"Ge-dinges"	"n."		"Sammelname für verschiedene Sachen"	"kein_Trinken"
"CZ00109"	"z'Hären"			"die Pfarrwohnung"	"kein_Trinken"
"CA00118"	"Äges"	"f."		"Elster"	"kein_Trinken"
"CD00153"	"Täsch"	"f."		"Tasche"	"kein_Trinken"
"CF00672"	"ver-spielt"	"adj."		"zum Spielen aufgelegt, spielsüchtig"	"kein_Trinken"
"CS01268"	"Schurm"	"m."		"Schutz, Obdach, geschützte Stelle vor dem Winde u. dem Wetter"	"kein_Trinken"
"CF00689"	"ver-ste(h)n"			"verstehen"	"kein_Trinken"
"CU00165"	"ur-alt"	"adj."		"uralt"	"kein_Trinken"
"CB00782"	"Pik"	"m."		"Zorn, feindselige Gesinnung, heimlicher Groll"	"kein_Trinken"
"CS00621"	"schlampen"	"intr. v."	"1."	"unordentlich am Leibe herabhängen (von Kleidern"	"kein_Trinken"
"CO00194"	"Order"	"f."		"geistlicher Orden"	"kein_Trinken"
"CW00552"	"womilen"	"tr. v."		"mit der Wannmühle das Getreide reinigen"	"kein_Trinken"
"CE00225"	"ent-trelen"	"intr. v."		"aus der Hand fallen"	"kein_Trinken"
"CG00658"	"ge-staltich"	"adj."		"schön, wohlgestaltet"	"kein_Trinken"
"CM00636"	"motzich"	"adj."		"schmollend, schlecht"	"kein_Trinken"
"CG00033"	"Gaisser"	"m."		"Kletterer; Kind, das gern klettert"	"kein_Trinken"
"CS00135"	"Sarwiattl"	"n."		"Handtuch, Serviette"	"kein_Trinken"
"CK01306"	"krudich"	"adj. u. adv."		"mürrisch, bösartig, streitsüchtig, eigensinnig"	"kein_Trinken"
"CB01264"	"Bor-spicher"	"m."		"Emporkirche"	"kein_Trinken"
"CR00375"	"reselen"	"tr. v."	"1."	"geschüttelt"	"kein_Trinken"
"CF01258"	"Frih-uf-stengelcher"			"Fo"	"kein_Trinken"
"CS01042"	"schnufen"	"intr. v."	"1."	"atmen"	"kein_Trinken"
"CB01621"	"Bubel-hahn"	"m."	"1."	"Wiedehopf"	"kein_Trinken"
"CD00548"	"Dode-zächen"	"n."		"dreimaliges Glockengeläute hintereinander zum Zeichen, daß jemand aus der Gemeinde gestorben ist"	"kein_Trinken"
"CS02501"	"Sus"			"Koseformen des weibl. Vornamens Susanna"	"kein_Trinken"
"CK00997"	"Koppler"	"m."		"fast allg. einer, der gern Tauschhandel treibt. Das Femin. lautet"	"kein_Trinken"
"CI00097"	"in-schnurren"	"intr. v."		"einschrumpfen, eingehen, von Stoffen u. Geweben"	"kein_Trinken"
"CK00125"	"Kanaljen"	"f."		"liederliches Frauenzimmer"	"kein_Trinken"
"CS02460"	"summern"	"intr. v."		"sommern, warm werden. Bauernregel"	"kein_Trinken"
"CB00196"	"barluckech"	"adj."		"schielend, blödsichtig"	"kein_Trinken"
"CF00270"	"ver-blennen"	"tr. v."		"verblenden"	"kein_Trinken"
"CS01445"	"sellich"	"adj. u. adv."		"unsäglich viele, sehr groß, sehr"	"kein_Trinken"
"CH00931"	"huppen"	"intr. v."		"mit der"	"kein_Trinken"
"CD00834"	"Drescher"	"m."		"Drescher"	"kein_Trinken"
"CF01050"	"Flesch"	"f."	"1."	"Flasche, Feldflasche.
"	"kein_Trinken"
"CH00099"	"Halt"	"f."	"1."	"Halt, Stütze, Pause"	"kein_Trinken"
"CB00747"	"Bie"			"Bütte"	"kein_Trinken"
"CS02193"	"Stopp-gar"	"n."		"Stopfgarn"	"kein_Trinken"
"CB00315"	"Pau"	"m."		"Pfau"	"kein_Trinken"
"CS01054"	"Schnur"	"f."		"Schnur, Kordel"	"kein_Trinken"
"CF00705"	"ver-sudlen"	"tr. v."	"1."	"besudeln"	"kein_Trinken"
"CD00943"	"Troter"	"f."	"1."	"Blashorn, Blasinstrument überh"	"kein_Trinken"
"CB00006"	"Babbler"	"m."		"fast allg"	"kein_Trinken"
"CK01227"	"kriksn"			"lautmalend) knarren, krachen, knistern (von neuen Schuhen"	"kein_Trinken"
"CF01120"	"foljen"	"intr. v."		"folgen, gehorchen: Drohung"	"kein_Trinken"
"CW00278"	"Wentarium"	"n."		"Vermögensverzeichnis"	"kein_Trinken"
"CK01393"	"Kumet"	"n."		"Kummet, Zugeschirr für"	"kein_Trinken"
"CD00664"	"Traddeler"	"m."		"aZderer, Trändler, Trödler. Das Femin. lautet"	"kein_Trinken"
"CE00286"	"er-lecht"	"adj."	"1."	"leck, undicht (von hölzernen Gefäßen"	"kein_Trinken"
"CG01141"	"Gritz"	"f."	"1."	"Grütze"	"kein_Trinken"
"CM00683"	"murbeln"	"intr. v."		"wühlen"	"kein_Trinken"
"CR00617"	"ruf"	"m."		"hinauf, herauf"	"kein_Trinken"
"CD00966"	"Drüeli"	"m."		"einer, der sich beim Essen beschmutzt, Schmierfink"	"kein_Trinken"
"CI00214"	"Iwer-wälder"			"so bezeichnen die Rommelfinger u. Finstinger die jenseits des Großen Mühlwaldes wohnenden Insminger u. Lauterfinger"	"kein_Trinken"
"CG00644"	"Gespass"	"m."		"Spaß, Scherz"	"kein_Trinken"
"CF00445"	"ver-kittert"	"adj."		"zum Lachen geneigt"	"kein_Trinken"
"CD00801"	"Drewelzechkät"			"Trübsinn"	"kein_Trinken"
"CF00897"	"firchten"	"tr. u. intr."		"fürchten"	"kein_Trinken"
"CH00253"	"Has"	"m."		"Hase"	"kein_Trinken"
"CK00763"	"knallen"	"intr. v."		"knallen"	"kein_Trinken"
"CL00321"	"Leps"			"Lippe"	"kein_Trinken"
"CG00498"	"Genuhtchet"	"f."		"Nährkraft des Fleisches, der Pflanzen, des Bodens"	"kein_Trinken"
"CS01759"	"Spinat"	"m."		"Spinat"	"kein_Trinken"
"CS01508"	"sidich"	"adj. u. adv."		"sanft, geräuschlos, behutsam"	"kein_Trinken"
"CG00149"	"gaupsen"	"intr. v."	"1."	"gähnen, Luft schnappen"	"kein_Trinken"
"CR00339"	"Rengel-dauw"				"kein_Trinken"
"CF00304"	"ver-diren"	"intr. v."		"verdorren, austrocknen"	"kein_Trinken"
"CS01639"	"spallen"	"tr. v."	"1."	"spalten, zerkleinern"	"kein_Trinken"
"CN00359"	"Nuss"	"f."	"1."	"Nuß, Walnuß"	"kein_Trinken"
"CK00709"	"Klong"	"f."		"Büschel, Bund; in eine Schnur eingereihte Gegenstände gleicher Art (wie Schlüssel, Zwiebeln, Fische, Frösche u. dgl"	"kein_Trinken"
"CA00123"	"a-gut-serwis"				"kein_Trinken"
"CH00357"	"Heffen"	"f."	"1."	"Weinhefe"	"kein_Trinken"
"CD00579"	"Domino"	"n."		"allg. Dominospiel"	"kein_Trinken"
"CS01696"	"spekelieren"	"tr. v."		"ausforschen, sich umschauen"	"kein_Trinken"
"CS01168"	"Schrib"			"in den"	"kein_Trinken"
"CB00327"	"baupsen"	"intr. v."	"1."	"schreiend sprechen, krakehlen, bellen"	"kein_Trinken"
"CA00044"	"Ab-reitel"	"n."		"Lineal"	"kein_Trinken"
"CK00418"	"Kett"	"f."		"Kette"	"kein_Trinken"
"CD00587"	"Dompechkät"	"f."		"dumpfe Luft, Schwüle"	"kein_Trinken"
"CM00035"	"Mah"	"m."		"Mohn. Kommt fast nur vor in der Zusammensetzung"	"kein_Trinken"
"CF00627"	"ver-schlofen"		"1."	"durch Schlafen vergessen"	"kein_Trinken"
"CN00233"	"Nipp"	"m."		"Groll"	"kein_Trinken"
"CK01069"	"krachen"	"intr. v."	"1."	"krachen, knallen, donnern"	"kein_Trinken"
"CW00129"	"Wasch"	"f."		"plumpe, ungebildete Weibsperson"	"kein_Trinken"
"CN00243"	"Niss"	"n."		"f. Lausei, Lauslarve"	"kein_Trinken"
"CN00128"	"nein"			"neun"	"kein_Trinken"
"CB01471"	"Brinnel"	"n."		"f. Bezeichnung einer bräunlich gefärbten Kuh"	"kein_Trinken"
"CF01344"	"Fuppes"	"m."		"Hanswurst, einer der gefoppt wird"	"kein_Trinken"
"CB00156"	"Papisserie"	"m."		"Tapeten"	"kein_Trinken"
"CI00020"	"Ile-merder"	"m."		"Eulenmörder) Neuntöter"	"kein_Trinken"
"CD00600"	"Tonn"	"f."	"1."	"Tonne, großes Faß"	"kein_Trinken"
"CG00188"	"ge-blimelt"	"adj."	"1."	"geblümt"	"kein_Trinken"
"CE00199"	"En-komm's"				"kein_Trinken"
"CD00569"	"Dolen"			"Bretter, welche die Wölbung einer Brücke bilden"	"kein_Trinken"
"CR00468"	"Ris"	"Pl."		"Reis"	"kein_Trinken"
"CG01126"	"grinen"	"intr. v."		"weinen, greinen"	"kein_Trinken"
"CS00030"	"sacker"				"kein_Trinken"
"CS01218"	"Schuel"			"harte Schale"	"kein_Trinken"
"CA00369"	"arm"	"m."		"arm"	"kein_Trinken"
"CH00231"	"hären"	"refl. v."		"sich maußern, das Haarkleid wechseln"	"kein_Trinken"
"CD00116"	"Tant"	"f."	"1."	"Tante"	"kein_Trinken"
"CS02494"	"sureldich"	"adj. u. adv."		"säuerlich"	"kein_Trinken"
"CF01252"	"Friedrä"				"kein_Trinken"
"CF01044"	"flemmen"	"intr. v."		"die Zunge zeigen, Grimassen schneiden"	"kein_Trinken"
"CS01482"	"Seschter"	"f."		"Scheffel, Sester"	"kein_Trinken"
"CB01747"	"Burscht"	"m."		"Bursche, Jüngling (in lobendem Sinne"	"kein_Trinken"
"CS01561"	"sirelen"			"s. surelen"	"kein_Trinken"
"CU00163"	"u'pälen"			"anpfählen, mit einem Stift befestigen"	"kein_Trinken"
"CM00662"	"Mumber"			"Vormund"	"kein_Trinken"
"CF00226"	"fennen"			"finden"	"kein_Trinken"
"CD00768"	"Dreh"	"f."		"Kurbel zum drehen"	"kein_Trinken"
"CA00261"	"anglen"	"tr. v."	"1."	"stechen"	"kein_Trinken"
"CI00057"	"in-delwen"	"tr. v."	"1."	"eingraben, von Feldfrüchten"	"kein_Trinken"
"CK00454"	"kihlen"		"1."	"kühlen, abkühlen"	"kein_Trinken"
"CK01089"	"kräkelech"	"adj."		"knarrend"	"kein_Trinken"
"CS02345"	"Strom"	"m."		"Strom"	"kein_Trinken"
"CB00207"	"Parr-kirch"	"f."		"fast allg"	"kein_Trinken"
"CK00129"	"Kand-dô"	"m."		"Tag der Kindheit"	"kein_Trinken"
"CF01353"	"Furm"	"m. f."	"1."	"Form (Kuchenform, Hutform usw"	"kein_Trinken"
"CR00280"	"rei-midich"	"adj."		"reumütig"	"kein_Trinken"
"CW00608"	"Wurzel"	"f."	"1."	"Wurzel, Teil der Pflanze im Boden"	"kein_Trinken"
"CF00820"	"Vier-boin"	"m."		"Eidechse"	"kein_Trinken"
"CZ00270"	"zweten"			"nur im Spw"	"kein_Trinken"
"CF01008"	"Flaus"	"Pl."	"1."	"Ohrfeige, Schlag mit der Hand ins Gesicht
"	"kein_Trinken"
"CK01060"	"Kowen-bretchen"	"m."		"Gläschen Branntwein"	"kein_Trinken"
"CS02177"	"stomer"	"adj."		"schicklich, manierlich, wohl anständig"	"kein_Trinken"
"CA00432"	"attrapieren"	"tr. v."		"erwischen"	"kein_Trinken"
"CA00222"	"ami"	"adj."		"freund, bekannt"	"kein_Trinken"
"CS00786"	"Schlunzert"	"m."		"unordentlicher, nachlässiger Mensch, Strolch, Müßiggänger"	"kein_Trinken"
"CG00531"	"ge-reimich"	"adj."		"geräumig"	"kein_Trinken"
"CS01634"	"Spackel"	"f."		"Hagebutte"	"kein_Trinken"
"CK00871"	"knuppen"	"tr. v."	1	"schlagen, stoßen"	"kein_Trinken"
"CD00657"	"Tra"	"m."		"Tragbalken"	"kein_Trinken"
"CR00041"	"Raf"	"m."		"f. Raufe im Viehstall"	"kein_Trinken"
"CS00754"	"Schlo-gewiht"	"n."		"Schlaggewicht an der Uhr"	"kein_Trinken"
