xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PF03115	Viertel	Viertel	Substantiv	2a'b	18 l (bei Schnaps)	Trinken	0	0.0532	0.0000
PG00597	Gast-hof	Gasthof	Substantiv	-	Gasthaus, in dem auch Pferde und Fuhrwerke eingestellt werden können	Trinken	0	-0.0041	0.0000
PG03400	Gluckelchen, Gluckel	Gluckelchen, Gluckel	Substantiv	-	Trinkflasche	Trinken	0	0.0365	0.0000
PH00014	Haar-beutel	Haarbeutel	Substantiv	2	Alkoholrausch	Trinken	0	0.0067	0.0000
PH02057	Hecken-wirtschaft, Heck-wirtschaft	Heckenwirtschaft, Heckwirtschaft	Substantiv	2	kleines Weinlokal	Trinken	0	0.0488	0.0000
PH05878	hocken-bleiben	hockenbleiben	Verb	3a	(abends) lang ausbleiben	Trinken	0	0.0245	0.0000
PK00002	Kabarettier	Kabarettier	Substantiv	-	Speisewirt	Trinken	0	0.0184	0.0000
PK01460	Keller-mäden, -mädchen, -mädel	Kellermäden, Kellermädchen, mädel	Substantiv	-	Kellnerin	Trinken	0	-0.0066	0.0000
PK02979	knäll	knäll	Adjektiv	-	betrunken	Trinken	0	0.0043	0.0000
PK02983	Knall-bude	Knallbude	Substantiv	-	schlechtes Gasthaus	Trinken	0	0.0082	0.0000
PK03150	Kneipe	Kneipe	Substantiv	1	kleines, minderes Wirtshaus	Trinken	0	0.0120	0.0000
PK03365	Knorbel, Knurbel, Knürbel	Knorbel, Knurbel, Knürbel	Substantiv	4b	betrunken sein	Trinken	0	-0.0205	0.0000
PN00634	Nasen-schild, Nas-schild	Nasenschild, Nasschild	Substantiv	-	in die Straße ragendes Wirtshausschild	Trinken	0	-0.0084	0.0000
PN00670	Naß-kittel	Naßkittel	Substantiv	1	Säufer	Trinken	0	0.0042	0.0000
PO00098	Ober-kellner	Oberkellner	Substantiv	-	Oberkellner	Trinken	0	0.0018	0.0000
PO00401	Offiziers-borte	Offiziersborte	Substantiv	-	hohe Schaumkrone auf dem Bier	Trinken	0	0.0062	0.0000
PR01401	Remischen	Remischen	Substantiv	-	kleines Weinglas	Trinken	0	0.1008	0.0000
PR02903	rußig	rußig	Adjektiv	2	betrunken	Trinken	0	0.0043	0.0000
PS00891	Sauf-aus	Saufaus	Substantiv	-	Zechbruder, Säufer, Saufbold	Trinken	0	0.0343	0.0000
PS00909	Säufer-wahn	Säuferwahn	Substantiv	-	Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium	Trinken	0	0.0024	0.0000
PS01883	Schaub	Schaub	Substantiv		brennender Strohwisch als Zeichen des Schankrechts	Trinken	0	0.0021	0.0000
PS02117	Schenk-bursche	Schenkbursche	Substantiv	-	Aushelfer in Gaststätten zur Kirchweihzeit	Trinken	0	0.0096	0.0000
PS04251	Schnaps-butelle	Schnapsbutelle	Substantiv	-	Schnapsflasche	Trinken	0	0.0124	0.0000
PS04252	Schnaps-butik	Schnapsbutik	Substantiv	-	Gastwirtschaft mit bescheidenen Ansprüchen, Branntweinschenke	Trinken	0	0.0124	0.0000
PS04258	Schnaps-fahne	Schnapsfahne	Substantiv	-	nach Schnaps riechender Atem	Trinken	0	0.0179	0.0000
PS05069	Schoppen-pitscher	Schoppenpitscher	Substantiv	-	wer gerne einen Schoppen Wein trinkt	Trinken	0	0.0276	0.0000
PS06623	Schwips	Schwips	Substantiv	-	leichter Alkoholrausch	Trinken	0	0.0131	0.0000
PS07146	selig	selig	Adjektiv	2b	angeheitert, betrunken	Trinken	0	-0.0182	0.0000
PS10185	stechkanonen-voll	stechkanonenvoll	Adjektiv	-	volltrunken	Trinken	0	0.0651	0.0000
PS10261	Stefze, Stefzen	Stefze, Stefzen	Substantiv	2c	Alkoholrausch	Trinken	0	0.0067	0.0000
PS10643	Stern, Sternen	Stern, Sternen	Substantiv	2b	Stern als Wirtshauszeichen	Trinken	0	0.0009	0.0000
PS10815	Stiebes	Stiebes	Substantiv	2	Alkoholrausch	Trinken	0	0.0067	0.0000
PS11504	Strand-kanone	Strandkanone	Substantiv	-	vom Zustand des Betrunkenen	Trinken	0	0.0195	0.0000
PS11667	Streiche	Streiche	Substantiv	1a	flaches Holz zum Abstreichen des Bierschaums	Trinken	0	0.0063	0.0000
PS11694	Streifer	Streifer	Substantiv	2	leichter Alkoholrausch	Trinken	0	0.0131	0.0000
PS12353	stürmisch	stürmisch	Adjektiv	2b	betrunken	Trinken	0	0.0043	0.0000
PU00215	über-sitzen	übersitzen	Verb		über den Sperrstundentermin im Wirtshaus sitzen	Trinken	0	0.0032	0.0000
PW01712	Wein-flasche	Weinflasche	Substantiv	1	Weinflasche	Trinken	0	0.0001	0.0000
PW01725	Wein-glocke	Weinglocke	Substantiv		Glocke, die nachts zum Schließen des Wirtshauses läutet	Trinken	0	-0.0089	0.0000
PW01787	Wein-schank	Weinschank	Substantiv		Weinausschank, Ort und Recht des Weinausschankes	Trinken	0	-0.0106	0.0000
PW01853	weisen	weisen	Verb		durch amtliche Weinprüfer zum Ausschank bestimmen	Trinken	0	0.0013	0.0000
PW03189	Wirtschaft	Wirtschaft	Substantiv	1	Gasthaus, Lokal	Trinken	0	0.0290	0.0000
PW03199	Wirtshaus-gänger	Wirtshausgänger	Substantiv	-	wer oft ins Gasthaus geht	Trinken	0	0.0001	0.0000
PW03201	Wirtshaus-geher	Wirtshausgeher	Substantiv	-	wer oft ins Gasthaus geht	Trinken	0	0.0001	0.0000
PZ00279	Zech-bruder	Zechbruder	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	Trinken	0	0.0118	0.0000
PZ00282	Zecher	Zecher	Substantiv	-	Trinker	Trinken	0	0.0050	0.0000
LB01409	Bremm	Bremm	Substantiv		Landgut u. Wirtshaus bei Forbach	Trinken	0	0.0474	0.0000
LB01611	brutlich	brutlich	Adjektiv	2.	abgebrüht (vom mehrfach aufgekochten Kaffee)	Trinken	0	0.0353	0.0000
LF00426	ver-juppen	verjuppen	Verb	2.	sich vertun, von etwas zuviel essen od. trinken	Trinken	0	0.9646	1.0000
LK00024	Kaffee	Kaffee	Substantiv	2.	Kaffeehaus	Trinken	0	0.0126	0.0000
LK00144	kanone-voll	kanonevoll	Adjektiv		völlig betrunken	Trinken	0	-0.0082	0.0000
LS01001	Schnikert	Schnikert	Substantiv		Schnapstrinker	Trinken	0	0.0207	0.0000
LS01522	Siffer	Siffer	Substantiv		Säufer, Trunkenbold	Trinken	0	0.0083	0.0000
LS02015	Steiwer	Steiwer	Substantiv		kleiner Rausch	Trinken	0	0.0101	0.0000
LS02432	Suckel	Suckel	Substantiv		irgend ein Gegenstand, an dem gesogen wird, z. B. eine Zuckerstange	Trinken	0	0.0439	0.0000
EA00219	Adler	Adler	Substantiv		Adler. Häufig Wirtshausschild	Trinken	0	0.0342	0.0000
EF00342	Vollheit	Vollheit	Substantiv		Trunkenheit, Zustand des Betrunkenseins	Trinken	0	0.0104	0.0000
EG00198	geiferen	geiferen	Verb	1.	Speichel oder Speise und Trank aus dem Munde fliessen lassen und dadurch die Kleider beschmutzen	Trinken	0	0.0388	0.0000
EG01147	gutteren	gutteren	Verb	2.	gluckern, wie Wasser, das aus einer Flasche geschüttet wird	Trinken	0	0.0459	0.0000
EG01382	Glas	Glas	Substantiv	2.	Trinkglas	Trinken	0	0.1691	0.0000
EH01683	Hut	Hut	Substantiv	3.	Haut auf der Milch	Trinken	0	0.0358	0.0000
EK00947	i(n) kehren	in kehren, i kehren	Verb	1.	einkehren	Trinken	0	0.0085	0.0000
EM00899	mapull	mapull	Adjektiv	2.	betrunken	Trinken	0	0.0043	0.0000
EN00031	Nëbel	Nëbel	Substantiv	3.	Rausch	Trinken	0	0.0001	0.0000
EP00379	Bügel	Bügel	Substantiv	2.	Rausch	Trinken	0	0.0001	0.0000
EP00542	bocken	bocken	Verb	4.	übel riechen; schlecht schmecken, vom weichen Wein	Trinken	0	0.0088	0.0000
EP01053	Kaffebohn(e)	Kaffebohne, Kaffebohn	Substantiv		Kaffeebohne	Trinken	0	0.0275	0.0000
EP02545	bitzelëcht, bitzlig	bitzelëcht, bitzlig	Adjektiv	2.	prickelnd, vom Wein	Trinken	0	0.0013	0.0000
EP03009	pflätschen	pflätschen	Verb	3.	Wein und Branntwein heimlich verkaufen	Trinken	0	0.0264	0.0000
EP03849	Brënnet 	Brënnet	Substantiv	1.	soviel Branntwein man auf einmal brennen kann	Trinken	0	0.9169	1.0000
ER00383	regalieren	regalieren	Verb	1.	bewirten, die Zeche bezahlen	Trinken	0	-0.0020	0.0000
ES01273	Kaffeesatz	Kaffeesatz	Substantiv		Bodensatz in der Kaffeekanne oder –tasse	Trinken	0	0.0054	0.0000
ES02725	Schluck	Schluck	Substantiv	1.	Schluck, Zug	Trinken	0	0.0274	0.0000
ES05133	Stümple, Stümpel	Stümple, Stümpel	Substantiv	3.	Rausch	Trinken	0	0.0001	0.0000
ET00024	Tee	Tee	Substantiv	1.	Teeblätter	Trinken	0	0.0857	0.0000
ET01281	Türmel	Türmel	Substantiv	3.	Rausch	Trinken	0	0.0001	0.0000
ET01844	uf tragen	uf tragen	Verb	1.	auftischen	Trinken	0	-0.0124	0.0000
EZ00475	Zopf	Zopf	Substantiv	5.	Rausch	Trinken	0	0.0001	0.0000
PW01311	weg-hören	weghören	Verb	1	nicht hinhören	Trinken	0	0.0355	0.0000
PI00107	Immen-kraut	Immenkraut	Substantiv	-	Melisse	Trinken	0	0.0188	0.0000
PB03342	Pienseler	Pienseler	Substantiv	1	empfindliche, weinerliche Person	Trinken	0	-0.0001	0.0000
PE00405	Eier-weck	Eierweck	Substantiv	-	mürbes Brötchen	Trinken	0	0.0415	0.0000
PF01649	ver-klabern	verklabern	Verb	x	mit klebrigem Schmutz bedecken	Trinken	0	0.0074	0.0000
PA02197	Anschläge-fresser	Anschlägefresser	Substantiv	1	Mensch, der immer wieder neue Wünsche und Pläne hat	Trinken	0	0.0079	0.0000
PA00191	ab-fahren	abfahren	Verb	I1d	durch Fahren abnützen	Trinken	0	-0.0016	0.0000
PS06892	Seiber-gusche	Seibergusche	Substantiv	2b	wer viel und zugleich unüberlegt redet	Trinken	0	-0.0019	0.0000
PS08699	Spende	Spende	Substantiv	2	Armenfonds, Sozialleistung für Arme	Trinken	0	0.0264	0.0000
PM02582	Mollo	Mollo	Substantiv	1	Kopf	Trinken	0	0.0138	0.0000
PB02119	be-ruhigen	beruhigen	Verb	-	nach einer Aufregung ruhig werden	Trinken	0	0.0067	0.0000
PS11515	Strang-schläger	Strangschläger	Substantiv	-	Pferd, das die Unart hat, über die Stränge zu schlagen	Trinken	0	0.0134	0.0000
PS11314	Stör-näherin	Störnäherin	Substantiv	-	Schneiderin, die ins Haus kommt	Trinken	0	-0.0019	0.0000
PS05803	Schurgelchens	Schurgelchens	Substantiv	-	ein Klickerspiel	Trinken	0	0.0874	0.0000
PS12503	sudeln	sudeln	Verb	4b	gleichzeitig regnen und schneien	Trinken	0	-0.0022	0.0000
PH02525	Heller-zins	Hellerzins	Substantiv	+	Geldleistung in Hellern	Trinken	0	-0.0028	0.0000
PM02794	Mords-kaffer	Mordskaffer	Substantiv	-	dummer Kerl	Trinken	0	0.0014	0.0000
PL01189	Lehnung	Lehnung	Substantiv	1	Verpachtung, insbes. öffentliche Pachtvergabe	Trinken	0	0.0544	0.0000
PK04609	Krätscher	Krätscher	Substantiv	-	Eichelhäher	Trinken	0	-0.0125	0.0000
PW03409	Wolfs-kreiser	Wolfskreiser	Substantiv	+	zum Wolfsfang angestellte Person	Trinken	0	0.0037	0.0000
PH06651	Hosen-knopf	Hosenknopf	Substantiv	2a'b	Blütenknöpfe der Klette	Trinken	0	0.0068	0.0000
PN00336	Nacht-wisch	Nachtwisch	Substantiv	2b	Mädchen, das sich spät in der Nacht herumtreibt	Trinken	0	0.0214	0.0000
