xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PH01768	Hausfriedens-bruch	Hausfriedensbruch	Substantiv	-	geringer Wein für den täglichen Hausgebrauch	Trinken	1	0.9572	1.0000
PH01833	Haus-mops	Hausmops	Substantiv	-	Wein minderer Qualität für den Hausgebrauch	Trinken	1	0.9505	1.0000
PH02180	Heidelbeeren-wein, Heidelbeer-wein	Heidelbeerenwein, Heidelbeerwein	Substantiv	-	Heidelbeerenwein, Heidelbeerwein	Trinken	1	0.9545	1.0000
PH02402	heim-tun	heimtun	Verb	2c	sich betrinken	Trinken	1	0.9811	1.0000
PH03728	herum-saufen	herumsaufen	Verb	-	auf anderer Kosten trinken	Trinken	1	0.9737	1.0000
PH04921	hinein-schlurpsen	hineinschlurpsen	Verb	2	schlürfend trinken	Trinken	1	0.9731	1.0000
PH05394	hinunter-gießen	hinuntergießen	Verb	-	trinken	Trinken	1	0.9999	1.0000
PH05396	hinunter-gluckern	hinuntergluckern	Verb	-	trinken	Trinken	1	0.9999	1.0000
PH05447	hinunter-schlurpsen	hinunterschlurpsen	Verb	-	trinken	Trinken	1	0.9999	1.0000
PH07684	Hypotheken-tilger	Hypothekentilger	Substantiv	-	schlechter Wein	Trinken	1	0.9917	1.0000
PJ00101	Jakob	Jakob	Substantiv	2e	Apfelwein minderer Sorte, Haustrunk	Trinken	1	0.9524	1.0000
PK00762	Karst	Karst	Substantiv	2	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Trinken	1	0.9422	1.0000
PK04481	Krambutsch	Krambutsch	Substantiv	-	schlechter Wein	Trinken	1	0.9917	1.0000
PK05881	Kunst-wein	Kunstwein	Substantiv	-	gepanschter Wein	Trinken	1	0.9732	1.0000
PL00515	Läpplerei	Läpplerei	Substantiv	-	das Trinken in kleinen Schlucken	Trinken	1	0.9615	1.0000
PL01896	liefern	liefern	Verb	2d	trinken	Trinken	1	0.9999	1.0000
PL02520	lumpen	lumpen	Verb	1	einen über den Durst trinken, zechen	Trinken	1	0.9492	1.0000
PM00569	Männer-milch	Männermilch	Substantiv	-	Wein	Trinken	1	0.9983	1.0000
PM02313	mit-saufen	mitsaufen	Verb	-	mit jemandem aus einem Gefäß trinken, an einem Trinkgelage teilnehmen	Trinken	1	0.9401	1.0000
PM02920	Mosel-wein	Moselwein	Substantiv	-	Moselwein	Trinken	1	0.9816	1.0000
PM02922	Moses, Mosche	Moses, Mosche	Substantiv	3	Tresterwein, Haustrunk	Trinken	1	0.9579	1.0000
PM03003	Mucken-buff	Muckenbuff	Substantiv	-	Malzkaffee, Kaffeersatz	Trinken	1	0.9537	1.0000
PN01231	nippen	nippen	Verb	1	langsam, in kleinen Schlücken, mit Genuß trinken	Trinken	1	0.9470	1.0000
PN01451	nussen	nussen	Verb	2	trinken	Trinken	1	0.9999	1.0000
PR00334	Ranzen-risser	Ranzenrisser	Substantiv	-	schlechter Wein	Trinken	1	0.9917	1.0000
PR00571	Ratzen-butz	Ratzenbutz	Substantiv	-	starker Zwetschenschnaps	Trinken	1	0.9607	1.0000
PR01306	Reiß-mischung	Reißmischung	Substantiv	-	sehr saurer Wein	Trinken	1	0.9730	1.0000
PR01691	Riesling-wein	Rieslingwein	Substantiv	-	Wein aus Riesling	Trinken	1	0.9719	1.0000
PS00181	Saft	Saft	Substantiv	2b	als Getränk, Heilmittel zubereiteter Saft	Trinken	1	0.9514	1.0000
PS00897	saufen	saufen	Verb	2b	(derb) trinken, bes. gierig, ungesittet trinken	Trinken	1	0.9409	1.0000
PS00907	Sauferei	Sauferei	Substantiv	-	Zechgelage, das fortwährende, unmäßige Trinken von Alkohol	Trinken	1	0.9269	1.0000
PS02326	Schiefer	Schiefer	Substantiv	2b	guter Wein	Trinken	1	0.9916	1.0000
PS02374	schießen	schießen	Verb	2d	Schnaps trinken	Trinken	1	0.9815	1.0000
PS02742	Schlaf-trunk	Schlaftrunk	Substantiv	-	Trunk vor dem Schlafengehen	Trinken	1	0.9477	1.0000
PS03989	schmoren	schmoren	Verb	2	einen trinken, einen heben	Trinken	1	0.9667	1.0000
PS04255	schnapsen	schnapsen	Verb	-	Schnaps trinken	Trinken	1	0.9815	1.0000
PS04675	Schnips	Schnips	Substantiv	2	ein Gläschen Schnaps oder einfachen Kornbranntweins	Trinken	1	0.9422	1.0000
PS04881	schnurren	schnurren	Verb	6	einen trinken	Trinken	1	0.9923	1.0000
PS06969	Seifen-brühe	Seifenbrühe	Substantiv	2	schlechter Wein	Trinken	1	0.9917	1.0000
PS08731	Sperben-wein	Sperbenwein	Substantiv	-	Wein aus Früchten des Speierling oder mit Speierlingzusatz	Trinken	1	0.9403	1.0000
PS09547	Spül-wasser	Spülwasser	Substantiv	2	dünnes, fades Getränk	Trinken	1	0.9622	1.0000
PS11348	Stößel-wein	Stößelwein	Substantiv		Wein aus unreifen, zerstampften Trauben	Trinken	1	0.9514	1.0000
PU00522	um-stoßen	umstoßen	Verb	1b	einen trinken	Trinken	1	0.9923	1.0000
PW00449	Waldmeister-tee	Waldmeistertee	Substantiv	-	Tee mit Waldmeisterblättern	Trinken	1	0.9668	1.0000
PW00614	wamschen	wamschen	Verb	1b	einen trinken	Trinken	1	0.9923	1.0000
PW01705	weinen	weinen	Verb	3	Wein trinken	Trinken	1	0.9920	1.0000
PW01880	weißeln	weißeln	Verb	2a	viel trinken	Trinken	1	0.9922	1.0000
PZ01382	zupfen	zupfen	Verb	3b	einen trinken	Trinken	1	0.9923	1.0000
LF00496	ver-lechen	verlechen	Verb	2.	austrocknen, verschmachten vor Durst	Trinken	1	0.9491	1.0000
LM00280	Mehlsuffe	Mehlsuffe	Substantiv		Trank mit beigemischtem M. für die Haustiere	Trinken	1	0.9462	1.0000
LR00330	Rend I	Rend	Substantiv		Runde	Trinken	1	0.9956	1.0000
LW00386	Wih-wasser	Wihwasser	Substantiv	2.	Schnaps, der in der Frühe getrunken wird	Trinken	1	0.9489	1.0000
LK00343	Keizen	Keizen	Substantiv	2.	schlechter Wein, Krätzer	Trinken	1	0.9587	1.0000
LM00620	Moschketeller	Moschketeller	Substantiv		Muskatellertraube, –wein	Trinken	1	0.0207	0.0000
EL01180	Lappenlur(e), Lappenlür	Lappenlure, Lappenlur, Lappenlür	Substantiv	1.	schwacher, saurer, matter, verwässerter Wein oder Kaffee	Trinken	1	0.9413	1.0000
EM00567	Brieschmilch	Brieschmilch	Substantiv		die erste Milch der Kuh	Trinken	1	0.9668	1.0000
ES03133	Armschmalz	Armschmalz	Substantiv	2.	in der Arbeiterspr. Bezeichnung für alkoholhaltige Getränke	Trinken	1	0.0202	0.0000
EP02310	Petrol	Petrol	Substantiv	2.	Fusel, gemeiner Schnaps	Trinken	1	0.9560	1.0000
EW00690	Grumbirenbrënntewin	Grumbirenbrënntewin	Substantiv		Branntwein aus gegorenen Kartoffeln	Trinken	1	0.9581	1.0000
EG00282	Giges, Gigs	Giges, Gigs	Substantiv		schlechter Branntwein, Fusel; schlechter Wein	Trinken	1	0.9503	1.0000
ER00670	Rämpes	Rämpes	Substantiv	1.	geringer Schnaps; schlechter Wein	Trinken	1	0.9624	1.0000
EM01478	Most II, Muschk	Most, Muschk	Substantiv	2.	süsser Traubenwein	Trinken	1	0.9739	1.0000
EM01516	Mët(er)	Mëter, Mët	Substantiv		Met	Trinken	1	0.0149	0.0000
EW00678	Birenwi(n)	Birenwin, Birenwi	Substantiv		Birnwein	Trinken	1	0.9817	1.0000
EW00682	Dreimännerwin	Dreimännerwin	Substantiv		Wein, der so sauer ist, dass drei Männer den Trinkenden festhalten müssen (sonst würde er  sich weigern, ihn zu nehmen)	Trinken	1	0.9248	1.0000
ES02451	dran schütten	dran schütten	Verb		trinken	Trinken	1	0.9999	1.0000
ES04525	spritzen, spretzen	spritzen, spretzen	Verb	4.	trinken	Trinken	1	0.9999	1.0000
ET02161	nach trinken	nach trinken	Verb		einem andern nachtrinken, nach einem andern aus demselben Glas trinken	Trinken	1	0.9455	1.0000
EK01653	klepfen	klepfen	Verb	4.	wegschnappen, verzehren (Obst; eine Flasche Wein)	Trinken	1	-0.0026	0.0000
ES01152	surpfen	surpfen	Verb	2.	mit Geräusch trinken oder vom Löffel schmatzen	Trinken	1	0.9482	1.0000
EH00174	huchen	huchen	Substantiv	2.	trinken, bes. übermässig	Trinken	1	0.9608	1.0000
PA00275	ab-gießen	abgießen	Verb	-	vom Satz durch Gießen entfernen	Trinken	0	0.0051	0.0000
PA02139	Anrauch-kopf	Anrauchkopf	Substantiv	2	betrunken sein, bzw. aussehen	Trinken	0	-0.0149	0.0000
PA02333	an-streichen	anstreichen	Verb	7	betrunken machen	Trinken	0	-0.0073	0.0000
PA02908	Attacke	Attacke	Substantiv	3	Gelage	Trinken	0	-0.0016	0.0000
PA03965	Aus-schank	Ausschank	Substantiv	-	Ausschank	Trinken	0	-0.0107	0.0000
PA04100	aus-streichen	ausstreichen	Verb	2	ausgehen, das Wirtshaus besuchen	Trinken	0	-0.0043	0.0000
PB00465	Ballon	Ballon	Substantiv	4	Rausch	Trinken	0	-0.0011	0.0000
PB02604	Pfaffen-schänke	Pfaffenschänke	Substantiv		Schankbetrieb, dessen Reingewinn den Klerikern zufloß	Trinken	0	0.0005	0.0000
PB03377	Bier-deckel	Bierdeckel	Substantiv	-	Bierfilz	Trinken	0	0.0130	0.0000
PB03382	Bier-flasche	Bierflasche	Substantiv	-	Bierflasche	Trinken	0	-0.0070	0.0000
PB03392	Bier-haus	Bierhaus	Substantiv	2	Bierwirtschaft	Trinken	0	0.0092	0.0000
PB03406	Bier-lümmel	Bierlümmel	Substantiv		Biersäufer	Trinken	0	0.0009	0.0000
PB04008	Blase	Blase	Substantiv	II2	Wirtshausgesellschaft	Trinken	0	0.0016	0.0000
PB04015	Blaser, Bläser	Blaser, Bläser	Substantiv	2	tüchtiger Trinker	Trinken	0	0.0005	0.0000
PB04154	blau	blau	Adjektiv	4j'b	sinnlos betrunken	Trinken	0	-0.0087	0.0000
PB05972	brennen	brennen	Verb	II4d	Schnaps brennen	Trinken	0	0.0210	0.0000
PB06562	Brühe	Brühe	Substantiv	4	Rausch	Trinken	0	-0.0011	0.0000
PD00214	Dackel	Dackel	Substantiv	2b	Rausch	Trinken	0	-0.0011	0.0000
PD01740	Delirium	Delirium	Substantiv	-	Säuferwahnsinn	Trinken	0	0.0060	0.0000
PD02335	dienen	dienen	Verb	5	bei Tisch aufwarten	Trinken	0	0.0048	0.0000
PD03538	Traktier	Traktier	Substantiv	x	kleine Speisegaststätte	Trinken	0	0.0008	0.0000
PD04438	trink-fest	trinkfest	Adjektiv	-	trinkfest	Trinken	0	0.0325	0.0000
PD05252	Düppes	Düppes	Substantiv	-	kleiner Rausch	Trinken	0	-0.0017	0.0000
PD05256	Tur	Tur	Substantiv	3a	Saufperiode	Trinken	0	0.0304	0.0000
PF02146	ver-saufen	versaufen	Verb	1.3a	dem Trunke ergeben, trunksüchtig	Trinken	0	0.0031	0.0000
PF02664	ver-zechen	verzechen	Verb	-	das Geld für Zechgelage ausgeben	Trinken	0	-0.0069	0.0000
PF04237	Vollheit	Vollheit	Substantiv	-	Trunkenheit	Trinken	0	0.0047	0.0000
PF04275	voll-ständig	vollständig	Adjektiv	1	betrunken	Trinken	0	0.0027	0.0000
PG00594	Gast-halter	Gasthalter	Substantiv	-	Inhaber einer Herberge für Durchreisende	Trinken	0	-0.0049	0.0000
PG04284	Groschen-falle	Groschenfalle	Substantiv	-	Gastwirtschaft, in der man den letzten Groschen ausgibt	Trinken	0	-0.0108	0.0000
PH03295	Herren-tisch	Herrentisch	Substantiv	-	Tisch im Gasthaus für vornehme Gäste	Trinken	0	-0.0038	0.0000
PH06491	Hopps	Hopps	Substantiv	2	Alkoholrausch	Trinken	0	0.0002	0.0000
PH07508	Huren-wirt	Hurenwirt	Substantiv	-	Inhaber einer Gastwirtschaft von zweifelhaftem Ruf	Trinken	0	-0.0040	0.0000
PK04414	Kraft	Kraft	Substantiv	2b'b	von der belebenden Wirkung des Alkohols	Trinken	0	0.0066	0.0000
PL02195	Lo-pfiffer	Lopfiffer	Substantiv	-	nicht zahlender Zechgenosse	Trinken	0	-0.0054	0.0000
PL02514	Lump	Lump	Substantiv	1b	Trunkenbold, Säufer	Trinken	0	0.0005	0.0000
PN00728	Nebel	Nebel	Substantiv	3b	Zustand des Betrunkenseins	Trinken	0	0.0019	0.0000
PQ00266	Quetsche	Quetsche	Substantiv	1.2a'a	blaue Nase (des Trinkers)	Trinken	0	-0.0036	0.0000
PQ00279	Quetschen-faß	Quetschenfaß	Substantiv	-	Faß zur Schnapsbereitung aus Zwetschgenfallobst	Trinken	0	0.0120	0.0000
PR01402	Remischen-stecher	Remischenstecher	Substantiv	-	Säufer	Trinken	0	-0.0010	0.0000
PS00932	Sauf-naupen	Saufnaupen	Substantiv	x	Saufgelüste	Trinken	0	0.0350	0.0000
PS01303	Schächer	Schächer	Substantiv	2a	Gastwirt	Trinken	0	-0.0029	0.0000
PS01689	Schank	Schank	Substantiv	2	Ausschank (von Getränken)	Trinken	0	-0.0029	0.0000
PS01692	Schank-bursche	Schankbursche	Substantiv	-	Gehilfe beim Ausschank	Trinken	0	-0.0115	0.0000
PS01699	Schank-recht	Schankrecht	Substantiv	-	Schankrecht	Trinken	0	0.0109	0.0000
PS01701	Schank-stube	Schankstube	Substantiv	-	Stube der Gastwirtschaft, in der ausgeschenkt wird	Trinken	0	-0.0107	0.0000
PS02275	Schicker	Schicker	Substantiv	2	Schwips, Rausch	Trinken	0	0.0006	0.0000
PS03077	Schleh-büchse	Schlehbüchse	Substantiv	2a	Bierfäßchen	Trinken	0	0.0512	0.0000
PS04295	Schnaps-wirtschaft	Schnapswirtschaft	Substantiv	-	Gasthaus mit Schnapsausschank	Trinken	0	0.0009	0.0000
PS05058	Schöppeler	Schöppeler	Substantiv	-	Säufer	Trinken	0	-0.0010	0.0000
PS06191	schwarz	schwarz	Adjektiv	2c'b	betrunken sein	Trinken	0	-0.0105	0.0000
PS08876	Spiel-zettel	Spielzettel	Substantiv	-	einen Spielzettel haben = betrunken sein	Trinken	0	-0.0172	0.0000
PS09466	Sprudel-flasche	Sprudelflasche	Substantiv	-	Flasche für Mineralwasser	Trinken	0	0.0734	0.0000
PS09941	stampferig	stampferig	Adjektiv	1	angetrunken, betrunken	Trinken	0	-0.0115	0.0000
PS10105	staubig	staubig	Adjektiv	2a	mehr oder weniger betrunken	Trinken	0	0.0119	0.0000
PS10669	Sternen-wirt, Stern-wirt	Sternenwirt, Sternwirt	Substantiv	-	Gastwirt eines Gasthauses mit Namen Stern	Trinken	0	-0.0062	0.0000
PS10680	sternhagel-voll	sternhagelvoll	Adjektiv	-	stark betrunken	Trinken	0	-0.0068	0.0000
PS11977	strubbelig	strubbelig	Adjektiv	2a	betrunken	Trinken	0	0.0027	0.0000
PS12528	süffig	süffig	Adjektiv	1	gut zu trinken, wohlschmeckend	Trinken	0	0.0055	0.0000
PS12533	Suff-loch	Suffloch	Substantiv	-	Säufer, Trunkenbold	Trinken	0	-0.0028	0.0000
PS12688	Surrer	Surrer	Substantiv	-	Rausch	Trinken	0	-0.0011	0.0000
PW01826	Wein-wirtschaft	Weinwirtschaft	Substantiv	-	Weinschenke	Trinken	0	0.0069	0.0000
PW03197	Wirtshaus-bruder	Wirtshausbruder	Substantiv	-	Wirtshausgänger	Trinken	0	0.0017	0.0000
PZ00154	zapfen, zäpfen	zapfen, zäpfen	Verb	1	Wein etc. vom Zapfhahn in Trink-, AusschenkGefäße laufen lassen	Trinken	0	0.0189	0.0000
PZ00169	Zapf-kranen	Zapfkranen	Substantiv	-	Zapfhahn am Faß	Trinken	0	-0.0059	0.0000
PZ00215	Zassel-wirt	Zasselwirt	Substantiv	-	Straußwirt, Wirt einer bescheidenen Schenke	Trinken	0	-0.0077	0.0000
PZ00216	Zassel-wirtschaft	Zasselwirtschaft	Substantiv	-	bescheidene, wenig attraktive Wirtschaft	Trinken	0	-0.0033	0.0000
PZ00286	Zech-genosse	Zechgenosse	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	Trinken	0	0.0058	0.0000
LD00111	Danne-strauss	Dannestrauss	Substantiv		Tannenzweig als Aushängeschild eines Wirtshauses	Trinken	0	-0.0100	0.0000
LF01050	Flesch	Flesch	Substantiv	1.	Flasche, Feldflasche	Trinken	0	-0.0066	0.0000
LF01121	voll	voll	Adjektiv	2.	betrunken	Trinken	0	0.0027	0.0000
LF01125	Vollchit	Vollchit	Substantiv		Betrunkenheit	Trinken	0	0.0018	0.0000
LK00038	Kaffeetût	Kaffeetût	Substantiv		Kaffeeschwester	Trinken	0	0.0120	0.0000
LK01012	koren	koren	Verb		kosten; versuchen, wie etwas schmeckt	Trinken	0	-0.0041	0.0000
LR00186	Rausch	Rausch	Substantiv	1.	Betrunkenheit	Trinken	0	0.0018	0.0000
LS00908 	Schapsbuddel 	Schapsbuddel	Substantiv		Schnapsflasche	Trinken	0	-0.0020	0.0000
LS00918	Schnapser	Schnapser	Substantiv		Schnapstrinker. Die Bewohner von Bettweiler (. Saargemünd) heißen Schnapser.	Trinken	0	-0.0089	0.0000
LZ00034	Zapen	Zapen	Substantiv	1.	Zapfen am Faß, an der Flasche, am Gebälk, Eiszapfen	Trinken	0	-0.0083	0.0000
EH01490	Hirz	Hirz	Substantiv	5.	Wirtshausschild	Trinken	0	-0.0041	0.0000
EH01674	Hutt(e)	Hutte, Hutt	Substantiv	2.	Rausch	Trinken	0	-0.0011	0.0000
EK01253	Kasten	Kasten	Substantiv	11.	Rausch	Trinken	0	-0.0011	0.0000
EP00645	Boll II	Boll	Substantiv	2.	Gefäß, in dem Glühwein aufgetragen wird	Trinken	0	-0.0082	0.0000
EP03930	Brenz, Brënz	Brenz, Brënz	Substantiv	2.	Rausch	Trinken	0	-0.0011	0.0000
EQ00056	Quast	Quast	Substantiv	2.	Rausch	Trinken	0	-0.0011	0.0000
ER00670	Rämpes	Rämpes	Substantiv	2.	leichter Rausch	Trinken	0	-0.0033	0.0000
ES00043	Sabel	Sabel	Substantiv	3.	Rausch	Trinken	0	-0.0011	0.0000
ES00288	versoffen	versoffen	Adjektiv	1.	ertrunken	Trinken	0	0.0001	0.0000
ES00308	suffig	suffig	Adjektiv		gut zum Trinken, trinkbar	Trinken	0	0.3189	0.0000
ES00668	sëlig, selig	sëlig, selig	Adjektiv	1.	glücklich, bes. im Rausch	Trinken	0	-0.0082	0.0000
ES02246	Schassör	Schassör	Substantiv	3.	du hast einen Affen, bist betrunken	Trinken	0	-0.0076	0.0000
ES04600	Stäüber	Stäüber	Substantiv	3.	leichter Rausch	Trinken	0	-0.0033	0.0000
ET00631	tollicht	tollicht	Adjektiv	2.	eingenommen, vom Kopf, sei es infolge zu starken Genusses geistiger Getränke, sei es infolge dumpfer Luft	Trinken	0	-0.0040	0.0000
EW00723	gewinnen	gewinnen	Verb	2.	Wein abzapfen durch die kleine mit hölzernem Keil verschlossene Öffnung	Trinken	0	-0.0011	0.0000
PW01453	Weiber-kleider	Weiberkleider	Substantiv	-	Frauenkleidung	Trinken	0	0.0043	0.0000
PH05601	Hirten-acker	Hirtenacker	Substantiv	-	Flurname	Trinken	0	0.0020	0.0000
PB04178	Blau-fabrik	Blaufabrik	Substantiv	-	Fabrik, die Ultramarin erzeugt	Trinken	0	-0.0015	0.0000
PF02041	ver-purzeln	verpurzeln	Verb	-	purzelnd in Unordnung bringen, niedertreten	Trinken	0	-0.0113	0.0000
PK01336	Kegel-geld	Kegelgeld	Substantiv	-	der von der verlierenden Partie zu zahlende Betrag	Trinken	0	0.0142	0.0000
PZ01963	Zwerg-erbse	Zwergerbse	Substantiv	-	niedrig wachsende Erbsensorte	Trinken	0	0.0002	0.0000
PW00640	Wande	Wande	Substantiv	-	Streifen am Ende des Ackers, an dem der Pflug wendet	Trinken	0	-0.0078	0.0000
PF02713	Vesper	Vesper	Substantiv	1	Nachmittagsgottesdienst bei Katholiken, Abendmesse	Trinken	0	0.0329	0.0000
PB04479	Blümchen-rühr-mich-nicht-an	Blümchenrührmichnichtan	Substantiv	2	schüchternes Kind	Trinken	0	-0.0016	0.0000
PA00857	ab-wälzen	abwälzen	Verb	-	abwälzen	Trinken	0	0.0054	0.0000
PS01386	schäffeln	schäffeln	Verb	2	tauen	Trinken	0	-0.0050	0.0000
PK02179	Kirchen-vermögen	Kirchenvermögen	Substantiv	-	Kirchenvermögen	Trinken	0	0.0124	0.0000
PA02270	An-sinnen	Ansinnen	Substantiv	-	Ansinnen	Trinken	0	0.0004	0.0000
PB05524	Brach-wiese	Brachwiese	Substantiv	-	auf Brachland angelegte Wiese	Trinken	0	0.0065	0.0000
PA02292	An-stand	Anstand	Substantiv	2	Anstand auf der Jagd	Trinken	0	-0.0003	0.0000
PB03162	Pfuhl-pritsche	Pfuhlpritsche	Substantiv	-	Einspännerkarren, auf dem das Jauchefaß transportiert wird	Trinken	0	0.0065	0.0000
PS11757	Streuner	Streuner	Substantiv	-	wer draußen herumläuft, herumirrt	Trinken	0	-0.0047	0.0000
PR01799	Ringel-hafte	Ringelhafte	Substantiv	-	Öse, in die die Hafte eingehängt wird	Trinken	0	-0.0137	0.0000
PL01883	liederig, liedrig	liederig, liedrig	Adjektiv	2	kränklich, gesundheitlich hinfällig	Trinken	0	-0.0093	0.0000
PS04972	Schöffe	Schöffe	Substantiv	-	ehrenamtlicher Laienrichter	Trinken	0	-0.0037	0.0000
PK02053	Kirbe-kranz	Kirbekranz	Substantiv	x2	Kranz (Kränze) am Kirbebaum	Trinken	0	-0.0025	0.0000
PS00952	Sau-gast	Saugast	Substantiv	-	unverschämter, grober Mensch	Trinken	0	-0.0089	0.0000
PR01347	reitern	reitern	Verb	-	im Galoppschritt huckepack tragen	Trinken	0	0.0015	0.0000
PK02398	Klamm-haken	Klammhaken	Substantiv	1a	Klammer zum Zusammenhalten des Gerüsts	Trinken	0	-0.0075	0.0000
PJ00535	Jul-hähnchen	Julhähnchen	Substantiv	-	aus Ton geformter, innen hohler Vogel mit zwei Luftlöchern	Trinken	0	-0.0004	0.0000
PZ00223	Zatze	Zatze	Substantiv	1a	Hündin	Trinken	0	-0.0047	0.0000
PJ00363	Johann-Jakob	JohannJakob	Substantiv	2a	ungeschickter, einfältiger Mensch, der sich von anderen ausnutzen läßt	Trinken	0	-0.0125	0.0000
PA03862	aus-nasen	ausnasen	Verb	-	ausschnüffeln	Trinken	0	0.0110	0.0000
PH05760	Hoch-schüler	Hochschüler	Substantiv	-	Hochschüler	Trinken	0	0.0046	0.0000
PB01097	Patsche	Patsche	Substantiv	1a	Backenschlag	Trinken	0	0.0160	0.0000
PS07903	sommern	sommern	Verb	1	Sommer werden	Trinken	0	-0.0008	0.0000
PG04317	groß-hansig	großhansig	Adjektiv	-	prahlerisch	Trinken	0	0.0004	0.0000
