"xml:id"	"Lemma"	"Lemma_bereinigt"	"Wortart"	"Level"	"Definition"	"Konzept"	"Begriff"
"PS09548"	"Spülwasser-brühe"	"Spülwasserbrühe"	"Substantiv"	"-"	"dünnes, fades Getränk"	"Getränk"	"Getränk"
"PS12520"	"Suff"	"Suff"	"Substantiv"	2	"(schlechtes, fades) Getränk"	"Getränk"	"Getränk"
"PU01050"	"Unter-trunk"	"Untertrunk"	"Substantiv"		"Trunk für den Mittag oder tagsüber zwischendurch"	"Getränk"	"Trunk "
"PW03721"	"Wurf"	"Wurf"	"Substantiv"	"2f"	"kleines Trinkglas, bzw. dessen Inhalt"	"Getränk"	"Getränk"
"LD00927"	"Dronk"	"Dronk"	"Substantiv"	"1."	"Trunk"	"Getränk"	"Trunk "
"LD00927"	"Dronk"	"Dronk"	"Substantiv"	"2."	"Trank, heilkräftiges Getränk"	"Getränk"	"Trank "
"LD01116"	"Tur II"	"Tur"	"Substantiv"	"2."	"Runde"	"Getränk"	"Getränk"
"LD01139"	"Turne"	"Turne"	"Substantiv"	"1."	"Runde, für jeden am Tisch ein Glas"	"Getränk"	"Getränk"
"LG00244"	"Ge-drenks"	"Gedrenks"	"Substantiv"	"1."	"Getränke"	"Getränk"	"Getränk"
"LG00947"	"Gom"	"Gom"	"Substantiv"	"4."	"ein süßliches Getränk"	"Getränk"	"Getränk"
"LM00280"	"Mehlsuffe"	"Mehlsuffe"	"Substantiv"		"Trank mit beigemischtem M. für die Haustiere"	"Getränk"	"Trank "
"LO00248"	"Owes-dronk"	"Owesdronk"	"Substantiv"		"Abendtrunk"	"Getränk"	"Trunk "
"LR00330"	"Rend I"	"Rend"	"Substantiv"		"Runde"	"Getränk"	"Getränk"
"LR00660"	"Runding"	"Runding"	"Substantiv"		"Runde"	"Getränk"	"Getränk"
"LW00439"	"Winkof"	"Winkof"	"Substantiv"	"1."	"Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags"	"Getränk"	"Trunk "
"LS02444"	"Suff"	"Suff"	"Substantiv"		"steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs"	"Getränk"	"Trank "
"EN00683"	"Näz"	"Näz"	"Substantiv"	"4."	"schlechtes Getränk"	"Getränk"	"Getränk"
"ES00292"	"Gsuff(s)"	"Gsuffs, Gsuff"	"Substantiv"	"2."	"schlechtes Getränk"	"Getränk"	"Getränk"
"ES02514"	"Schlabberte, Schlabbete"	"Schlabberte, Schlabbete"	"Substantiv"	"2."	"überh. schlechtes Getränke, kraftlose Brühe"	"Getränk"	"Getränk"
"ET02147"	"Trank"	"Trank"	"Substantiv"		"Trank"	"Getränk "	"Trank "
"ET02160"	"Trinken"	"Trinken"	"Substantiv"		"Getränk"	"Getränk "	"Getränk"
"ET02165"	"Trunk"	"Trunk"	"Substantiv"		"Trunk"	"Getränk "	"Trunk "
"PS03438"	"Schloriampels-brühe"	"Schloriampelsbrühe"	"Substantiv"	"-"	"schales, fades Getränk, dünner Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Kaffee"
"EP03252"	"Plämpel, Bämpel"	"Plämpel, Bämpel"	"Substantiv"	"2."	"träger, langsamer Mensch; schlechtes Getränk, insbes. dünner schwappelnder Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Kaffee"
"EP03335"	"Plappri, Plappkli"	"Plappri, Plappkli"	"Substantiv"	"2."	"schwaches Getränk, insb. von Wein und Kaffee gesagt"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein "	"Getränk; Wein; Kaffee"
"EM00634"	"Mëmm; Mëmm(e)le"	"Mëmm, Mëmmele, Mëmmle"	"Substantiv"	"1."	"in der Kinderspr. jede trinkbare Flüssigkeit, besonders Milch; auch verdoppelt"	"Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Trinkbares; Milch"
"ES00271"	"Seifel"	"Seifel"	"Substantiv"	"3."	"minderwertiges Getränk, Bier oder Wein"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein "	"Getränk; Wein; Kaffee"
"PS12489"	"Sudel-brühe"	"Sudelbrühe"	"Substantiv"	1	"Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Wein; Bier; Kaffee"
"ET02152"	"Säütränke"	"Säütränke"	"Substantiv"	"2."	"schlechtes Getränk, z. B. schlechter Wein"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk; Wein"
"EW01183"	"Seckelwasser"	"Seckelwasser"	"Substantiv"		"schlechtes Getränk, Wein und Bier"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk; Wein; Bier"
"ET02166"	"Schlaftrunk"	"Schlaftrunk"	"Substantiv"		"urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss."	"Getränk; Trinken"	"Trunk; Trinken"
"PL00564"	"Lari"	"Lari"	"Substantiv"	"x"	"Verwässertes (z.B. Kaffee, Wein, Suppe)"	"Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee; Wein"
"PL00808"	"Laugens-brühe, Laugs-brühe"	"Laugensbrühe, Laugsbrühe"	"Substantiv"	"-"	"fades, schlechtes Getränk, bes. von Kaffee oder Wein"	"Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Wein; Kaffee"
"PB01220"	"Baudel-brühe"	"Baudelbrühe"	"Substantiv"	"-"	"Malzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Malzkaffee; Getreidekaffee; Kornkaffee"
"PE00282"	"Eichel-kaffee"	"Eichelkaffee"	"Substantiv"	"-"	"Kaffee-Ersatz aus gerösteten Eicheln"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Kaffeeersatz; Ersatzkaffee; Eichelkaffee"
"PE02211"	"Essenz"	"Essenz"	"Substantiv"	1	"Kaffee-Ersatz, Zichorie"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Kaffeeersatz; Ersatzkaffee; Zichorienkaffee"
"PG02187"	"Gersten-kaffee"	"Gerstenkaffee"	"Substantiv"	"-"	"Kaffeeersatz aus gerösteten Gerstenkörnern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Kaffeeersatz; Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee"
"PK00043"	"Kaffee"	"Kaffee"	"Substantiv"	"1.1b'a"	"Kaffee-Ersatz verschiedener Art"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Kaffeeersatz; Ersatzkaffee; Eichelkaffee"
"PK04184"	"Korn-kaffee"	"Kornkaffee"	"Substantiv"	"-"	"aus geröstetem Roggen zubereitetes kaffeeartiges Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Ersatzkaffee; Kaffeeersatz; Getreidekaffee; Kornkaffee"
"PM00457"	"Malz-kaffee"	"Malzkaffee"	"Substantiv"	"-"	"Malzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Malzkaffee; Getreidekaffee; Kornkaffee"
"PM03003"	"Mucken-buff"	"Muckenbuff"	"Substantiv"	"-"	"Malzkaffee, Kaffeersatz"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Malzkaffee; Kaffeeersatz; Ersatzkaffee; Getreidekaffee; Kornkaffee"
"PM03010"	"Mucken-fuck"	"Muckenfuck"	"Substantiv"	"-"	"Malzkaffee, Kaffeersatz"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Malzkaffee; Kaffeeersatz; Ersatzkaffee; Getreidekaffee; Kornkaffee"
"PS08583"	"Speicher-kaffee"	"Speicherkaffee"	"Substantiv"	"-"	"Kaffee-Ersatz aus geröstetem Getreide"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Kaffeeersatz; Ersatzkaffee; Getreidekaffee; Kornkaffee; Malzkaffee"
"PS09049"	"Spitzbohnen-kaffee"	"Spitzbohnenkaffee"	"Substantiv"	"-"	"Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä."	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Ersatzkaffee; Gerstenkaffe; Malzkaffee; Getreidekaffee; Kornkaffee"
"PZ00541"	"Zichorie"	"Zichorie"	"Substantiv"	"2a"	"fürbende Kaffeezusatz, -ersatz und das daraus gewonnene Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Zichorienkaffee"
"PZ00545"	"Zichorie-kaffee"	"Zichoriekaffee"	"Substantiv"	"-"	"Getränk aus bzw. mit Zichorienwurzel"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Zichorienkaffee"
"LE00056"	"Eichelkaffee"	"Eichelkaffee"	"Substantiv"		"Eichelkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Eichelkaffee "
"PB00145"	"Päckel-brühe"	"Päckelbrühe"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PB00373"	"Bajaß-seiche"	"Bajaßseiche"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PB00617"	"Bankerotts-brühe, Bankerott-brühe"	"Bankerottsbrühe, Bankerottbrühe"	"Substantiv"	"-"	"dünner, schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PB00620"	"Bankerottsmacher-brühe, Bankerottmacher-brühe"	"Bankerottsmacherbrühe, Bankerottmacherbrühe"	"Substantiv"	"-"	"dünner, schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PB03609"	"Pink-pille"	"Pinkpille"	"Substantiv"	1	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PB03661"	"Bippel-henker"	"Bippelhenker"	"Substantiv"	"-"	"derbe Bez. für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PB04748"	"Böckser"	"Böckser"	"Substantiv"	"1a"	"von verdorbenem Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PB04755"	"Böcksler"	"Böcksler"	"Substantiv"	2	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PB04859"	"Bohnen-kaffee"	"Bohnenkaffee"	"Substantiv"	"-"	"Bohnenkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Bohnenkaffee "
"PB05724"	"Bratz"	"Bratz"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PB06562"	"Brühe"	"Brühe"	"Substantiv"	"3b"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PB06831"	"Bruttel"	"Bruttel"	"Substantiv"	"1d"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PB06832"	"Bruttel-brühe"	"Bruttelbrühe"	"Substantiv"	"-"	"schlechtes Kaffeegetränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PB07052"	"Pudel"	"Pudel"	"Substantiv"	"2.3"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PG00935"	"Ge-bruttel"	"Gebruttel"	"Substantiv"	2	"Kaffeegetränk, in dem Rückstände schwimmen"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PH07666"	"Hutzel-brühe"	"Hutzelbrühe"	"Substantiv"	"2b"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PK00043"	"Kaffee"	"Kaffee"	"Substantiv"	"1.2"	"Getränk aus Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PK00043"	"Kaffee"	"Kaffee"	"Substantiv"	"1.3b"	"Nachmittagskaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PK00052"	"Kaffee-brühe"	"Kaffeebrühe"	"Substantiv"	"-"	"dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PK00053"	"Kaffee-bruttel"	"Kaffeebruttel"	"Substantiv"	"-"	"Kaffeebrühe"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PK01068"	"Kathreiner-brühe"	"Kathreinerbrühe"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PM00112"	"Magdalenen-brühe"	"Magdalenenbrühe"	"Substantiv"	"x1"	"aufgewärmter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PM00114"	"Magdalenen-wasser"	"Magdalenenwasser"	"Substantiv"	"x"	"aufgewärmter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PM01892"	"Milch-kaffee"	"Milchkaffee"	"Substantiv"	"-"	"Milchkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Milchkaffee "
"PM02853"	"Morgen-kaffee"	"Morgenkaffee"	"Substantiv"	"-"	"Morgenkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PN01414"	"Nulpes"	"Nulpes"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PS03439"	"Schlorum"	"Schlorum"	"Substantiv"	"1a"	"Kaffee; schaler, dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PS03987"	"Schmoras"	"Schmoras"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PS04953"	"Schockele-majem"	"Schockelemajem"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PS04979"	"Schoker"	"Schoker"	"Substantiv"	"-"	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PS12465"	"Suckel"	"Suckel"	"Substantiv"	4	"schwacher Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"PS12473"	"Suckels-brühe"	"Suckelsbrühe"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"PZ00542"	"Zichorie-brühe"	"Zichoriebrühe"	"Substantiv"	"-"	"schlechter, dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"LK00024"	"Kaffee"	"Kaffee"	"Substantiv"	"1."	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"LK00028"	"Kaffeebrih"	"Kaffeebrih"	"Substantiv"		"schlechter Milchkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Milchkaffee; Brühe"
"LM00713"	"Musikante-brih"	"Musikantebrih"	"Substantiv"		"(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"LS00650"	"Schlauder-wasser"	"Schlauderwasser"	"Substantiv"		"dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"LS00792"	"Schluri"	"Schluri"	"Substantiv"	"2."	"Spitzname für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"LW00150"	"Wasser"	"Wasser"	"Substantiv"	"2."	"wässeriger Kaffee, dünne Suppe"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"EK00182"	"Kaffee, Kaffi"	"Kaffee, Kaffi"	"Substantiv"	"1."	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"EL01179"	"Lur(e), Lür"	"Lure, Lur, Lür"	"Substantiv"	"4."	"schlechte Brühe überhaupt, bes. Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Brühe"
"EP03724"	"Qutschelbrüej"	"Qutschelbrüej"	"Substantiv"	"2."	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"ES02507"	"Kaffeeschlabber"	"Kaffeeschlabber"	"Substantiv"		"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"EW01182"	"Schüsselwasser"	"Schüsselwasser"	"Substantiv"	"2."	"schlechter Kaffee; dünne, kraftlose Suppe"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Kaffee"
"EL01180"	"Lappenlur(e), Lappenlür"	"Lappenlure, Lappenlur, Lappenlür"	"Substantiv"	"1."	"schwacher, saurer, matter, verwässerter Wein oder Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein "	"Kaffee; Wein"
"PM02088"	"Misch-kaffee"	"Mischkaffee"	"Substantiv"	"-"	"Mischung aus Bohnen- und Malzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Bohnenkaffee; Malzkaffee"
"PK00105"	"Kaffee-trinken"	"Kaffeetrinken"	"Substantiv"	2	"Nachmittagskaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Trinken"	"Kaffee"
"PK00181"	"Kakao"	"Kakao"	"Substantiv"	"-"	"Kakao"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"Kakao "
"PS04986"	"Schokolade"	"Schokolade"	"Substantiv"	"-"	"Süßigkeit aus Kakao, Milch und Zucker"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"Schokolade "
"EK00183"	"Schokelakaffee"	"Schokelakaffee"	"Substantiv"		"Milchschokolade mit Brot"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"Schokoladenmilch "
"PB02736"	"Pfeffer-minze, -minz"	"Pfefferminze, Pfefferminz"	"Substantiv"	2	"Pfefferminztee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Pfefferminztee "
"PB02740"	"Pfefferminz-tee"	"Pfefferminztee"	"Substantiv"	"-"	"Pfefferminztee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Pfefferminztee "
"PB06313"	"Brombeerenlaub-tee"	"Brombeerenlaubtee"	"Substantiv"	"-"	"Brombeerenblättertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee "
"PB06629"	"Brummelsbeerblätter-tee"	"Brummelsbeerblättertee"	"Substantiv"	"-"	"Brombeerblättertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee "
"PD01407"	"Tausendgüldenkraut-tee"	"Tausendgüldenkrauttee"	"Substantiv"	"-"	"Tee aus Tausendguldenkraut"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee; Kräutertee"
"PD01569"	"Tee"	"Tee"	"Substantiv"	1	"die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee "
"PD01569"	"Tee"	"Tee"	"Substantiv"	2	"Kräutertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Kräutertee "
"PF05493"	"Frühjahrs-tee"	"Frühjahrstee"	"Substantiv"	"-"	"Tee von den im Frühling blühenden Blumen und Kräutern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee; Kräutertee"
"PG00215"	"Gamaschen-wasser"	"Gamaschenwasser"	"Substantiv"	"-"	"Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PG02609"	"Gesundheits-tee"	"Gesundheitstee"	"Substantiv"	"-"	"Tee von Heilkräutern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Kräutertee "
"PH00710"	"Halsrosen-tee"	"Halsrosentee"	"Substantiv"	"-"	"Tee aus der Halsrose"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PH02010"	"Heckenbeeren-tee"	"Heckenbeerentee"	"Substantiv"	"-"	"Brombeerentee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PH06081"	"Holderblüten-tee, Holunderblüten-"	"Holderblütentee, Holunderblütentee"	"Substantiv"	"-"	"Tee aus Holunderblüten"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PK04694"	"Kräuter-tee"	"Kräutertee"	"Substantiv"	"-"	"Kräutertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Kräutertee "
"PK04742"	"Kraut-tee"	"Krauttee"	"Substantiv"	"-"	"Kräutertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Kräutertee "
"PM02989"	"Mozenblätter-tee"	"Mozenblättertee"	"Substantiv"	"-"	"Brombeerblättertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PS03619"	"Schlüsselblumen-tee"	"Schlüsselblumentee"	"Substantiv"	"-"	"Tee aus den Blüten der Schlüsselblume"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PW00449"	"Waldmeister-tee"	"Waldmeistertee"	"Substantiv"	"-"	"Tee mit Waldmeisterblättern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"PW01284"	"Wegerich-tee"	"Wegerichtee"	"Substantiv"	"-"	"Kräutertee aus Wegerichblättern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Kräutertee "
"PW03430"	"Wolfs-tee"	"Wolfstee"	"Substantiv"	"-"	"Tee von der Königskerze"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"ET00024"	"Tee"	"Tee"	"Substantiv"	"2."	"Aufguss von getrockneten Blättern oder Blüten heilkräftiger Pflanzen"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
"ET00025"	"Brusttee"	"Brusttee"	"Substantiv"	"1."	"Brusttee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Tee"
