"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"
"CF01369"	"Fusel"	"m."		"geringer, schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CG00052"	"Galm"	"m."		"Durst, Qualm, Gestank"	"Durst"
"CG00244"	"Ge-drenks"	"n."	"1."	"Getränke"	"Getränk"
"CG00244"	"Ge-drenks"	"n."	"2."	"das Trinken"	"Trinken"
"CG00339"	"Geischt"	"m."		"Weingeist, Alkohol"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CG00583"	"Ge-scheppels"	"n."		"übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"
"CG00627"	"Ge-seffs"	"n."		"Gesöffe, Säuferei, unmäßiges Trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"
"CG00688"	"Ge-supps"	"n."		"Saugen, Geschlürf, schlürfendes Geräusch beim Trinken"	"Trinken.Geräuschvoll_trinken"
"CG00782"	"Giges I"			"schlechter Branntwein, Fusel"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CG00899"	"Glugluk"	"n."		"Gluckgluck (Geräusch beim Trinken od. Ausgießen einer Flüssigkeit)"	"Trinken.Geräuschvoll_trinken"
"CG00947"	"Gom"	"n."	"4."	"ein süßliches Getränk"	"Getränk"
"CG00987"	"Grächen"	"m."		"neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"CG01050"	"Gräwel-wasser"	"n."		"schlechter Branntwein, Fusel"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CG01193"	"Grumberebrantwein"			"Kartoffelsprit"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CH00199"	"Häns-chen"	"n."		"ein Achtel Liter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CH00357"	"Heffen"	"f."	"2."	"ein Gläschen Hefenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CK00028"	"Kaffeebrih"			"schlechter Milchkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"CK00024"	"Kaffee"	"m."	"1."	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"CK00259"	"Kassis"	"m."	"2."	"Likör, der aus der Frucht derselben zubereitet wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CK00343"	"Keizen"	"m."	"2."	"schlechter Wein, Krätzer"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"CK00372"	"Kelterwein"			"Wein von gekelterten Trauben im Gegensatz zu"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"CK00547"	"Kirsch"	"f."	"2."	"Kirschenschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CK01060"	"Kowen-bretchen"	"m."		"Gläschen Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CK01505"	"Kwetschwasser"			"Zwetschenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CK01499"	"Kwetsch I"		"2."	"Zwetschenschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CL00043"	"laden I"		"2."	"viel trinken"	"Trinken.Schnell_große_Mengen_trinken "
"CL00146"	"läppsen"	"tr. v."		"nippen; essen od. trinken wie einer, dem es nicht recht schmeckt"	"Trinken.Langsam_kleine_Mengen_trinken"
"CL00196"	"lebbern"	"tr. v."		"nippen' schlürfen"	"Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken"
"CL00401"	"Lier"	"m."		"Holzapfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"CL00467"	"literen"		"2."	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken "
"CL00565"	"lumpen"	"m."		"zechen, schlemmen"	"Trinken.Alkohol_trinken"
"CM00027"	"Mawebitter"			"Magenbitter"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CM00226"	"Matten"	"f."	"1."	"geronnene Milch, aus der Käse gemacht wird; Käsmatte"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CM00317"	"Melkersch"	"f."		"soviel Milch, als in einem Mal gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CM00416"	"Milch"	"f."		"Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CM00470"	"Mirabell"	"f."	"2."	"Mirabellenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CM00556"	"Molken"	"m."		"Käsewasser in der Dickmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CM00620"	"Moschketeller"	"m."		"Muskatellertraube, –wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"CM00677"	"Mupp"	"m."		"schlechter, minderwertiger Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CM00713"	"Musikante-brih"	"f."		"(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"CN00228"	"Ninni"	"f."		"Milch in der Kindersprache"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CO00248"	"Owes-dronk"	"m."		"Abendtrunk"	"Getränk"
"CO00251"	"Owesstrach"	"m."		"die am Abend gemolkene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CR00037"	"rädelen"	"tr. v."	"2."	"zuviel essen od. trinken"	"Trinken.Schnell_große_Mengen_trinken"
"CR00162"	"Rattegift"			"schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CR00330"	"Rend I"			"Runde"	"Getränk"
"CR00660"	"Runding"	"f."		"Runde"	"Getränk"
"CS00052"	"Saft"	"f."		"Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"CS00279"	"Schampanjer"	"m."		"Champagnerwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"
"CS00327"	"Scharlacher"	"m."		"Schnaps, sog. nach der Farbe"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CS00441"	"schepplen"	"intr. v."		"trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen"	"Trinken"
"CS00650"	"Schlauder-wasser"	"n."		"dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"CS00742"	"schlirpsen"	"intr. v."	"1."	"schlürfen beim Trinken"	"Trinken.Geräuschvoll_trinken"
"CS00772"	"schlotzen"	"tr. v."	"1."	"schlürfen, mit Wohlbehagen trinken, schmatzen"	"Trinken.Geräuschvoll_trinken"
"CS00787"	"Schlupp I"		"2."	"Gläschen Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CS00789"	"schluppen"	"intr. v."		"einen Schluck tun, zechen"	"Trinken.Alkohol_trinken"
"CS00790"	"schlurben"	"intr. v."	"2."	"schlürfen, geräuschvoll trinken"	"Trinken.Geräuschvoll_trinken"
"CS00792"	"Schluri"	"m."	"2."	"Spitzname für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"CS00824"	"schmatzen"	"tr. v."	"2."	"mit Wohlbehagen trinken"	"Trinken"
"CS00907"	"Schnaps"	"m."		"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CS01000"	"Schnik"	"m."		"Fusel, schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CS01029"	"Schnorres"	"m."	"2."	"Gläschen Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CS01070"	"schocken"	"intr. v."		"anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken"	"Trinken"
"CS01115"	"Schorbacher"	"m."		"der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird "	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CS01524"	"sifflen"	"tr. v."		"anhaltelnd u. viel trinken"	"Trinken.Schnell_große_Mengen_trinken"
"CS01563"	"Sirop"	"m."		"Sirup"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"
"CS01713"	"Spenn"	"f."	"1."	"Muttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CS01837"	"Spret"	"m."	"1."	"Sprit, Spiritus, schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CS01858"	"Spruddel"	"m."		"Sprudel"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"CS02218"	"Strach"		"3."	"soviel auf einmal an Milch gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CS02255"	"Strechersch"	"f."		"die Menge Milch, die beim einmaligen Melken erzeugt wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CS02448"	"suffen"	"tr. u. intr."		"saufen"	"Trinken.Alkohol_trinken"
"CS02450"	"Sufferei"	"f."		"Säuferei, anhaltendes Trinken, Trinkgelage"	"Trinken.Alkohol_trinken"
"CU00253"	"us-suffen"			"leer saufen"	"Trinken.Alkohol_trinken;Trinken.Austrinken"
"CW00150"	"Wasser"	"n."	"2."	"wässeriger Kaffee, dünne Suppe"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"CW00150"	"Wasser"	"n."	"2."	"in aller Frühe getrunkener Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CW00164"	"Wässich"	"f."		"Molke, wässeriger Teil der Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"CW00386"	"Wih-wasser"	"n."	"2."	"Schnaps, der in der Frühe getrunken wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"CW00407"	"Win"	"m."		"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"CW00439"	"Winkof"	"m."	"1."	"Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags"	"Getränk"
"CW00444"	"Winscho"	"m."		"Glühwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Heißgetränk"
"CW00478"	"Wisch"	"m."	"4."	"Wirtshausschild, Bier- oder Weinzeichen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"CZ00202"	"Zuck"	"m."	"1."	"Zug, Ziehleistung, Zug beim Trinken"	"Trinken"
"CZ00261"	"Zwelfer"	"m."		"ein Schnaps zu 12"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"A00352"	"&#x00c4;bbel-win"			"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"E00056"	"Eichelkaffee"			"Eichelkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffeeersatz"
"W00353 "	"Widderdaifer "			"Name für Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"S02490 "	"Surmilich "			"Sauermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
