xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PJ00431	juckeln	juckeln	Verb	I1a'd	in kleinen Schlucken trinken	Trinken	1	0.9622	1.0000
PK00043	Kaffee	Kaffee	Substantiv	1.3b	Nachmittagskaffee	Trinken	1	0.9651	1.0000
PK00043	Kaffee	Kaffee	Substantiv	1.1b'a	Kaffee-Ersatz verschiedener Art	Trinken	1	0.9575	1.0000
PK00181	Kakao	Kakao	Substantiv	-	Kakao	Trinken	1	0.0027	0.0000
PK02277	Kirschen-saft, Kirsch-saft	Kirschensaft, Kirschsaft	Substantiv	2	Saft aus Kirschen	Trinken	1	0.9622	1.0000
PK02440	klappern, kläppern	klappern, kläppern	Verb	2b	einen Schoppen trinken	Trinken	1	0.9711	1.0000
PK04340	Krabbel-an-der-Wand	KrabbelanderWand	Substantiv	2	Branntwein	Trinken	1	0.9770	1.0000
PK04477	Krambambel	Krambambel	Substantiv	x2	Schnaps der Marke 'Krambambuli'	Trinken	1	0.9405	1.0000
PL00379	Land-wein	Landwein	Substantiv	-	Landwein	Trinken	1	0.9878	1.0000
PL00511	lappchen	lappchen	Verb	-	in großen Zügen trinken	Trinken	1	0.9696	1.0000
PL00533	läppern	läppern	Verb	1a	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	Trinken	1	0.6435	1.0000
PL01170	Lehnen-wein, Lehn-wein	Lehnenwein, Lehnwein	Substantiv	-	Wein einer Hanglage	Trinken	1	0.9661	1.0000
PL02239	löschen	löschen	Verb	2	Durst stillen	Trinken	1	0.9627	1.0000
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x2	von einem Trinker als schwach bezeichneter Whisky	Trinken	1	0.9171	1.0000
PM01211	Maurers-likör, Maurer-likör	Maurerslikör, Maurerlikör	Substantiv	-	Schnaps	Trinken	1	0.9831	1.0000
PM01892	Milch-kaffee	Milchkaffee	Substantiv	-	Milchkaffee	Trinken	1	0.9644	1.0000
PN00483	Nähts	Nähts	Substantiv	2b	Schnaps	Trinken	1	0.9831	1.0000
PR01664	Riesen-brand	Riesenbrand	Substantiv	-	sehr großer Durst	Trinken	1	0.9669	1.0000
PR02375	Rot-wein	Rotwein	Substantiv	-	Rotwein	Trinken	1	0.9877	1.0000
PS00824	Sauerampfel-brühe	Sauerampfelbrühe	Substantiv	-	saurer Wein	Trinken	1	0.9781	1.0000
PS00860	Sauer-milch	Sauermilch	Substantiv	-	geronnene (ungekochte) Milch	Trinken	1	0.9395	1.0000
PS01466	Schafs-milch, Schaf-milch	Schafsmilch, Schafmilch	Substantiv	-	Schafsmilch, Schafmilch	Trinken	1	0.9515	1.0000
PS01844	schaskeln	schaskeln	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken	1	0.9332	1.0000
PS02433	Schilcher	Schilcher	Substantiv	2	blaßroter, geringer Wein	Trinken	1	0.9521	1.0000
PS02610	Schlabber-brühe	Schlabberbrühe	Substantiv	-	schlechtes, fades Getränk	Trinken	1	0.9561	1.0000
PS03440	Schlorum-bier	Schlorumbier	Substantiv	-	eine Biersorte	Trinken	1	0.9472	1.0000
PS03523	schluckern	schluckern	Verb	1	häufig, wiederholt trinken	Trinken	1	0.9696	1.0000
PS03619	Schlüsselblumen-tee	Schlüsselblumentee	Substantiv	-	Tee aus den Blüten der Schlüsselblume	Trinken	1	0.9435	1.0000
PS03987	Schmoras	Schmoras	Substantiv	-	Kaffee	Trinken	1	0.9861	1.0000
PS04896	Schnurr-gückel	Schnurrgückel	Substantiv	1	Tresterwein, Haustrunk, minderwertiger Wein	Trinken	1	0.9427	1.0000
PS04953	Schockele-majem	Schockelemajem	Substantiv	-	Kaffee	Trinken	1	0.9861	1.0000
PS05059	schöppeln	schöppeln	Verb	-	(gern und häufig) trinken	Trinken	1	0.9554	1.0000
PS06319	schwefeln	schwefeln	Verb	1.2	einen schwefeln = einen trinken	Trinken	1	0.8798	1.0000
PS06719	Sechel	Sechel	Substantiv	2	ein Glas Bier	Trinken	1	0.9753	1.0000
PS09112	Spitzen-wein	Spitzenwein	Substantiv	-	besonders guter, hervorragender Wein	Trinken	1	0.9553	1.0000
PS09411	Sprit	Sprit	Substantiv	2	schlechter Wein	Trinken	1	0.9872	1.0000
PS09417	Spritzel-wasser	Spritzelwasser	Substantiv	-	Mineralwasser	Trinken	1	0.9833	1.0000
PS09496	Sprutzel-wasser	Sprutzelwasser	Substantiv	-	Mineralwasser mit Kohlensäure	Trinken	1	0.9597	1.0000
PS10051	Stark-bier	Starkbier	Substantiv	-	eine Biersorte mit besonders viel Stammwürze	Trinken	1	0.9317	1.0000
PS10171	stechen	stechen	Verb	5	einen (Schnaps) trinken	Trinken	1	0.9563	1.0000
PS11336	Storzen	Storzen	Substantiv	5	ein Bier- oder Weinrest	Trinken	1	0.0761	0.0000
PS12488	Sudel-bier	Sudelbier	Substantiv	-	abgestandenes Bier	Trinken	1	0.9663	1.0000
PS12524	suffeln, süffeln	suffeln, süffeln	Verb	1c	heimlich trinken	Trinken	1	0.9903	1.0000
PS12675	süppern	süppern	Verb	-	in kleinen Schlucken genießerisch trinken, langsam trinken, nuckeln	Trinken	1	0.9322	1.0000
PS12743	Süß-milch	Süßmilch	Substantiv	-	nicht angesäuerte Milch	Trinken	1	0.9544	1.0000
PU00941	Unter-länder	Unterländer	Substantiv	-	Wein aus dem Unterland	Trinken	1	0.9609	1.0000
PW01510	weichen	weichen	Verb	2.2	einen trinken, saufen	Trinken	1	0.9637	1.0000
PW01720	Wein-geist	Weingeist	Substantiv	-	hochprozentiger Alkohol	Trinken	1	0.4553	0.0000
PZ00283	Zecherei	Zecherei	Substantiv	-	ausgiebiges Trinken im Gasthaus	Trinken	1	0.9516	1.0000
PZ01038	zu-bringen	zubringen	Verb	3	zutrinken, zuprosten	Trinken	1	0.9334	1.0000
PZ02125	zwitschern	zwitschern	Verb	3	einen trinken	Trinken	1	0.9907	1.0000
LD00392	dieschten	dieschten	Verb		dursten	Trinken	1	0.9878	1.0000
LG00947	Gom	Gom	Substantiv	4.	ein süßliches Getränk	Trinken	1	0.9687	1.0000
LK00028	Kaffeebrih	Kaffeebrih	Substantiv		schlechter Milchkaffee	Trinken	1	0.9589	1.0000
LM00317	Melkersch	Melkersch	Substantiv		soviel Milch, als in einem Mal gemolken wird	Trinken	1	0.7403	1.0000
LS02218	Strach	Strach	Substantiv	3.	soviel auf einmal an Milch gemolken wird	Trinken	1	0.0611	0.0000
LA00253	Änes	Änes	Substantiv	2.	Anisbranntwein	Trinken	1	0.9627	1.0000
LS01115	Schorbacher	Schorbacher	Substantiv		gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Trinken	1	0.9253	1.0000
LS01837	Spret	Spret	Substantiv	1.	Sprit, Spiritus, schlechter Schnaps	Trinken	1	0.9456	1.0000
LW00150	Wasser	Wasser	Substantiv	2.	in aller Frühe getrunkener Branntwein	Trinken	1	0.9471	1.0000
LB00331	Paure-wein	Paurewein	Substantiv		ungekelteter Wein	Trinken	1	0.9624	1.0000
LB00479	Pek I	Pek	Substantiv		saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt	Trinken	1	0.9123	1.0000
LK00372	Kelterwein	Kelterwein	Substantiv		Wein von gekelterten Trauben im Gegensatz zu	Trinken	1	0.9439	1.0000
LS00279	Schampanjer	Schampanjer	Substantiv		Champagnerwein	Trinken	1	0.9770	1.0000
LS00441	schepplen	schepplen	Verb		trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken	1	0.9376	1.0000
LS00772	schlotzen	schlotzen	Verb	1.	schlürfen, mit Wohlbehagen trinken, schmatzen	Trinken	1	0.9301	1.0000
EN00683	Näz	Näz	Substantiv	4.	schlechtes Getränk	Trinken	1	0.9770	1.0000
EW01183	Seckelwasser	Seckelwasser	Substantiv		schlechtes Getränk, Wein und Bier	Trinken	1	0.9534	1.0000
EM01217	Elfermëss	Elfermëss	Substantiv		übtr. Frühschoppen. In der guten, alten Zeit durften die Wirtshäuser am Sonntag Vormittag vor Schluss des Gottesdienstes um 11 Uhr keine Gäste aufnehmen; der Wirtshausgang um diese Zeit wurde dann scherzhaft E. genannt	Trinken	1	0.8485	1.0000
EG00225	Rattengift	Rattengift	Substantiv	1.	Schnaps	Trinken	1	0.9831	1.0000
ES00572	Katzenseckel	Katzenseckel	Substantiv	1.	Branntwein	Trinken	1	0.9770	1.0000
ES04513	Sprit	Sprit	Substantiv	2.	schlechter Schnaps	Trinken	1	0.9751	1.0000
ET01713	Traberen, Träberen	Traberen, Träberen	Substantiv	2.	Treberbranntwein	Trinken	1	0.9628	1.0000
EG00283	Burlegiges	Burlegiges	Substantiv	1.	schlechter, gewässerter Wein	Trinken	1	0.9573	1.0000
ES04592	stäüben	stäüben	Verb	6.	derb für trinken	Trinken	1	0.9697	1.0000
ES03508	schnäpslen	schnäpslen	Verb	1.	Schnäpschen trinken	Trinken	1	0.9624	1.0000
EP03369	us blasen	us blasen	Verb	2.	austrinken	Trinken	1	0.9894	1.0000
ES00272	seiflen	seiflen	Verb	5.	geräuschvoll und anhaltend trinken	Trinken	1	0.9484	1.0000
PA02559	Äpfel-traben	Äpfeltraben	Substantiv	-	Rückstand beim Apfelkeltern	Trinken	0	0.0469	0.0000
PB01348	Baum	Baum	Substantiv	5	Gasthausname	Trinken	0	-0.0132	0.0000
PB01551	be-duselt	beduselt	Adjektiv	-	ein wenig betrunken	Trinken	0	-0.0008	0.0000
PB01657	be-hurmelt	behurmelt	Adjektiv	-	leicht betrungken	Trinken	0	0.0223	0.0000
PB01819	be-koren	bekoren	Verb	-	kosten	Trinken	0	0.0143	0.0000
PB02173	be-schokert	beschokert	Adjektiv	-	betrunken	Trinken	0	0.0116	0.0000
PB03422	Bier-teller	Bierteller	Substantiv	-	Unterlage für das Bierglas im Wirtshaus	Trinken	0	0.0253	0.0000
PB05580	Brand	Brand	Substantiv	7	starker Rausch	Trinken	0	0.0062	0.0000
PB05630	Branntwein-brigade	Branntweinbrigade	Substantiv	-	Ausländer, die nach 1945 betrunken inKaiserslautern herumlungerten	Trinken	0	0.0192	0.0000
PB05644	Branntwein-stiebe	Branntweinstiebe	Substantiv	-	unwiderstehlicher Drang nach Schnaps	Trinken	0	0.3259	0.0000
PD00677	Tannen-strauß, Tann-strauß	Tannenstrauß, Tannstrauß	Substantiv	-	Tannenzweig als Gaststättenkennzeichen der Straußwirtschaften	Trinken	0	-0.0111	0.0000
PD01371	Daumen	Daumen	Substantiv		Gasthausbezeichnung	Trinken	0	0.0001	0.0000
PD03321	tot-pitschen	totpitschen	Verb	-	sich (durch Alkohol) tottrinken	Trinken	0	0.9210	1.0000
PD03327	tot-saufen	totsaufen	Verb	1	sich durch übermäßigen Alkoholgenuß den Tod zuziehen	Trinken	0	0.0283	0.0000
PD03461	Traget, Tragets	Traget, Tragets	Substantiv	1.2b	große Menge getrunkenen Alkohols	Trinken	0	0.4612	0.0000
PD03547	Tralla	Tralla	Substantiv	-	Delirium	Trinken	0	0.0022	0.0000
PD04612	Tropfs-blech	Tropfsblech	Substantiv	-	kleine Brenke, in die das Tropfbier vom Hahn hineintropft	Trinken	0	0.0681	0.0000
PD05046	Tummel	Tummel	Substantiv		Rausch	Trinken	0	0.0332	0.0000
PE00654	ein-kehren	einkehren	Verb	-	auf der Reise (auf einem Ausflug) in ein Gasthaus gehen, jemand kurz besuchen	Trinken	0	0.0218	0.0000
PE01864	er-geben	ergeben	Verb	4	zum Trinker werden	Trinken	0	0.0063	0.0000
PF03298	Fips	Fips	Substantiv	1b	Alkoholrausch	Trinken	0	0.0197	0.0000
PF03839	Flemme	Flemme	Substantiv	3b	Katzenjammer, starkes Unbehagen, Ermattung als Folge des Alkoholgenusses	Trinken	0	-0.0178	0.0000
PG00196	Galopp-süffer	Galoppsüffer	Substantiv	-	wer in kurzer Zeit große Mengen Alkohol konsumiert	Trinken	0	0.0316	0.0000
PG04203	Grind-kopf	Grindkopf	Substantiv	3c	abwertend von einem kleinen Bierfaß	Trinken	0	0.0312	0.0000
PH00103	Haar-zopf	Haarzopf	Substantiv	2c	Alkoholrausch	Trinken	0	0.0197	0.0000
PH00512	halb	halb	Adjektiv	I3c	wenn man 14 Liter Wein u.ä. trinkt	Trinken	0	0.0890	0.0000
PH02970	Herbergs-vater	Herbergsvater	Substantiv	-	Herbergswirt, Besitzer einer Herberge	Trinken	0	-0.0105	0.0000
PH03555	herum-hängen, -henken	herumhängen, herumhenken	Verb	3	sich oft in Wirtshäusern aufhalten	Trinken	0	0.0325	0.0000
PH05879	Hocken-bleiber, -bleibersin, Hocken-bleiber, -bleiberin	Hockenbleiber, Hockenbleibersin, Hockenbleiberin	Substantiv	2b	wer lange im Gasthaus herumsitzt	Trinken	0	0.0050	0.0000
PH06523	Hormel	Hormel	Substantiv	1a	Alkoholrausch	Trinken	0	0.0197	0.0000
PH07077	Hund	Hund	Substantiv	II2c'd	Schnapsglas (kleiner als 14 l)	Trinken	0	0.0477	0.0000
PH07509	Huren-wirtschaft	Hurenwirtschaft	Substantiv	-	Gastwirtschaft von zweifelhaftem Ruf	Trinken	0	-0.0176	0.0000
PK00557	Kappe	Kappe	Substantiv	2a'h	Schaumschicht auf dem Bier	Trinken	0	0.0125	0.0000
PK03538	Kober	Kober	Substantiv	-	Wirt	Trinken	0	0.0115	0.0000
PL01729	leuchten	leuchten	Verb	1c'b	von der Trinkernase	Trinken	0	0.0436	0.0000
PL02185	Lokal	Lokal	Substantiv	2	Gastwirtschaft, Herberge	Trinken	0	-0.0280	0.0000
PM02771	Mords-affe	Mordsaffe	Substantiv	-	schwerer Rausch	Trinken	0	0.0103	0.0000
PN00816	Neben-zimmer	Nebenzimmer	Substantiv	-	Gaststättennebenraum für Gesellschaften an Kirchweih, Festen; Herrenzimmer	Trinken	0	0.0323	0.0000
PQ00129	Quartal-säufer, -süffer	Quartalsäufer, Quartalsüffer	Substantiv	-	wer sich in periodischen Abständen betrinkt	Trinken	0	0.0278	0.0000
PS00044	Säbel, Sabel	Säbel, Sabel	Substantiv	4	Rausch	Trinken	0	0.0332	0.0000
PS00652	Sares	Sares	Substantiv		Rausch	Trinken	0	0.0332	0.0000
PS01702	Schank-tisch	Schanktisch	Substantiv	-	Tisch in der Gastwirtschaft, an dem ausgeschenkt wird	Trinken	0	0.0131	0.0000
PS02126	Schenk-kellner	Schenkkellner	Substantiv	-	Kellner, der ausschenkt	Trinken	0	-0.0149	0.0000
PS04250	Schnaps-bude	Schnapsbude	Substantiv	-	anspruchsloses, vorwiegend zum Trinken besuchtes Gasthaus	Trinken	0	0.0232	0.0000
PS04276	Schnaps-kneipe	Schnapskneipe	Substantiv	-	Gasthaus, das vorwiegend zum Zweck des Trinkens besucht wird	Trinken	0	0.0283	0.0000
PS05075	Schöppler	Schöppler	Substantiv	-	Trinker	Trinken	0	-0.0003	0.0000
PS05507	schucker	schucker	Substantiv	1	betrunken	Trinken	0	0.0116	0.0000
PS07297	servieren	servieren	Verb	1	Essen, Getränke auftragen, auftischen	Trinken	0	0.0498	0.0000
PS09923	Stamm-tisch	Stammtisch	Substantiv	2	regelmäßige Wirtshausbesuche von Stammgästen	Trinken	0	0.0289	0.0000
PS10177	stechgranaten-voll	stechgranatenvoll	Adjektiv	-	volltrunken, besoffen	Trinken	0	0.0108	0.0000
PS10675	sterngranaten-voll	sterngranatenvoll	Adjektiv	-	stark betrunken	Trinken	0	-0.0124	0.0000
PS10811	Stieber	Stieber	Substantiv	3b'a	Rausch durch Alkohol, bes. vom Quartalsrausch	Trinken	0	0.0169	0.0000
PS10811	Stieber	Stieber	Substantiv	3b'b	betrunkener Mensch	Trinken	0	-0.0137	0.0000
PS11631	Strauß-wirt	Straußwirt	Substantiv	-	Wirt einer Straußwirtschaft	Trinken	0	0.0003	0.0000
PS12382	Stürzen-becher	Stürzenbecher	Substantiv		ein Trinker	Trinken	0	-0.0081	0.0000
PW01748	Wein-knorzen	Weinknorzen	Substantiv	-	ein Weinkenner	Trinken	0	0.0044	0.0000
PW03195	Wirts-haus	Wirtshaus	Substantiv	-	Gastwirtschaft, Gaststätte	Trinken	0	-0.0355	0.0000
PW03212	Wirts-lokal	Wirtslokal	Substantiv	-	Wirtschaft	Trinken	0	0.0124	0.0000
PW03218	Wirts-tochter	Wirtstochter	Substantiv	-	Gastwirtstochter, oft gleichzeitig Kellnerin	Trinken	0	0.0011	0.0000
PZ00170	Zäpfler	Zäpfler	Substantiv	1a	Schankwirt, der das Wirtslokal nur gepachtet hat	Trinken	0	-0.0110	0.0000
PZ00197	zart, zärt	zart, zärt	Adjektiv	1b	angenehm zu trinken, süffig	Trinken	0	0.9341	1.0000
LB00394	be-duselt	beduselt	Adjektiv		angetrunken	Trinken	0	0.0211	0.0000
LB01550	prowieren	prowieren	Verb	1.	probieren, kosten, versuchen	Trinken	0	-0.0185	0.0000
LD00093	Damp	Damp	Substantiv	3.	Rausch, Betäubung durch geistige Getränke	Trinken	0	0.0111	0.0000
LD00361	Tibi	Tibi	Substantiv		Rausch	Trinken	0	0.0332	0.0000
LE00259	er-dischteren	erdischteren	Verb		verdursten	Trinken	0	0.0091	0.0000
LI00092	in-schenken	inschenken	Verb		einschenken	Trinken	0	-0.0144	0.0000
LS00787	Schlupp I	Schlupp	Substantiv	1.	Schluck, Zug, Mundvoll	Trinken	0	-0.0138	0.0000
LS00917 	Schapsnas 	Schapsnas	Substantiv		Schnapstrinker	Trinken	0	0.0299	0.0000
LS01349	schwenken	schwenken	Verb	3.	jemanden durch Spendung geistiger Getränke zu gewinnen suchen	Trinken	0	0.0388	0.0000
LS02220	strack	strack	Adjektiv	4.	sinnlos betrunken	Trinken	0	-0.0133	0.0000
LS02447	Suff-lappe	Sufflappe	Substantiv		Trinker, Säufer	Trinken	0	-0.0194	0.0000
LZ00202	Zuck	Zuck	Substantiv		Zug, Ziehleistung, Zug beim Trinken	Trinken	0	0.3277	0.0000
EF00832	Fass	Fass	Substantiv	1.	Fass, hölzernes Gefäss, das meist zur Aufnahme von Flüssigkeiten, bes. von Wein, bestimmt ist	Trinken	0	0.0390	0.0000
EG00861	Sufgurgel	Sufgurgel	Substantiv	1.	Säufer	Trinken	0	-0.0137	0.0000
EG01382	Glas	Glas	Substantiv	3.	Flasche	Trinken	0	-0.0129	0.0000
EH00214	Hudel	Hudel	Substantiv	3.	liederliche, bes. in der Kleidung nachlässige Person; Lump, Säufer, wilder, ungestümer Mensch, schlechter Arbeiter, der alles nur obenhin macht	Trinken	0	-0.0210	0.0000
EH01490	Hirz	Hirz	Substantiv	4.	Rausch	Trinken	0	0.0332	0.0000
EK00069	Kachel(e)	Kachele, Kachel	Substantiv	2.	irdenes Gefäss, Topf, mit rundem Boden und senkrechten Wänden, bes. zum Aufbewahren von Milch; Schüssel, grosse Kaffeetasse; Nachtgeschirr; Isolator der Telegraphenstange	Trinken	0	0.0202	0.0000
EL00559	Winlogel	Winlogel	Substantiv	2.	Trunkenbold, Schimpfn. für einen Bewohner der oberels. Weingegend	Trinken	0	0.0061	0.0000
EM00635	Mëmmi	Mëmmi	Substantiv	2.	Trinker	Trinken	0	-0.0003	0.0000
EP02333	Gebot	Gebot	Substantiv	5.	beim Zutrinken scherzh. für frz. à votre santé in Verbind. mit dem kurzen à la vôtre in Alle Gebot Santé! wohl bekomm's!	Trinken	0	0.0801	0.0000
EP03844	Brënner, Brenner 	Brënner, Brenner	Substantiv	1.	Branntweinbrenner	Trinken	0	0.0326	0.0000
EP03894	Brand	Brand	Substantiv	7.	Rausch	Trinken	0	0.0332	0.0000
ER00383	regalieren	regalieren	Verb	2.	sich durch Speise und Trank laben, sich's wohl schmecken lassen, sich an einer Lieblingsspeise satt essen	Trinken	0	0.0302	0.0000
ES01766	schël 	schël	Adjektiv	4.	hellrot gefärbt, vom Wein	Trinken	0	0.0193	0.0000
ES02012	in schënken	in schënken	Verb		einschenken, von Getränken	Trinken	0	0.0291	0.0000
ES02013	us schënken	us schënken	Verb		Getränke ausschenken	Trinken	0	-0.0056	0.0000
ES03172	schmieren	schmieren	Verb	3.	den Wein verfälschen	Trinken	0	0.0265	0.0000
ES04667	Stich	Stich	Substantiv	5.	leichter Rausch	Trinken	0	0.0014	0.0000
ES04757	Stëfzen	Stëfzen	Substantiv	5.	Rausch	Trinken	0	0.0332	0.0000
ET00756	Dampf	Dampf	Substantiv	2.	Rausch	Trinken	0	0.0332	0.0000
EW00497	Wëll(e)	Wëlle, Wëll	Substantiv	3.	Rausch	Trinken	0	0.0332	0.0000
EZ00047	verzëchen	verzëchen	Verb		verzechen	Trinken	0	0.9686	1.0000
EZ00429	Zapfen	Zapfen	Substantiv	4.	Trinker	Trinken	0	-0.0003	0.0000
PF00829	feil-halten	feilhalten	Verb	2	disputieren	Trinken	0	-0.0147	0.0000
PF05329	Fronleichnams-tag	Fronleichnamstag	Substantiv	-	katholischer Feiertag, der auf den zweiten Donnerstag nach Pfingsten fällt	Trinken	0	0.0154	0.0000
PB05745	braun	braun	Adjektiv	-	braun	Trinken	0	-0.0012	0.0000
PS08524	Speck-klotz	Speckklotz	Substantiv	-	dicker Mensch, Fettwanst	Trinken	0	-0.0186	0.0000
PS10650	Stern-buben	Sternbuben	Substantiv	-	durch das Dorf ziehende und Gaben heischende Sternsingerbuben	Trinken	0	-0.0003	0.0000
PK02703	Klein-Schweinfurt	KleinSchweinfurt	Substantiv	-	Neckname	Trinken	0	-0.0346	0.0000
PK04669	kraukelig	kraukelig	Adjektiv	1b'a	klein und unscheinbar, kümmerlich	Trinken	0	-0.0078	0.0000
PS08128	Sottisen	Sottisen	Substantiv	2	unnötige Umstände	Trinken	0	0.0152	0.0000
PS08176	spälteln	spälteln	Verb	-	Holz zum Feueranmachen in feine Späne spalten	Trinken	0	0.0162	0.0000
PS10063	starren	starren	Verb	-	mit unbewegten Augen blicken, etwas mit den Augen fixieren	Trinken	0	0.0085	0.0000
PS10009	Stangen-rose	Stangenrose	Substantiv	1	Malve (Althea rosea Cav.)Gartenblume	Trinken	0	-0.0067	0.0000
PW01223	wecken	wecken	Verb	'1	wach machen	Trinken	0	0.0138	0.0000
PA01982	Anke(l)	Ankel, Anke	Substantiv	-	Nacken, Genick	Trinken	0	-0.0277	0.0000
PK00418	Kampanje	Kampanje	Substantiv	2	zeitlich befristete Unternehmung, Hauptbetriebszeit	Trinken	0	0.0117	0.0000
PD04254	Drescher	Drescher	Substantiv	1b	Dreschwagen, Dreschmaschine	Trinken	0	-0.0082	0.0000
PB07269	Pumpen-kübelchen	Pumpenkübelchen	Substantiv	-	kleiner Kübel an der Wasserpumpe	Trinken	0	-0.0049	0.0000
PZ00948	Zoll	Zoll	Substantiv	'2.2b	Zollkontrolle, Zollamt, Zollstation	Trinken	0	-0.0040	0.0000
PI00023	Igel	Igel	Substantiv	2a	Kastanienhülse	Trinken	0	-0.0062	0.0000
PN01043	neun-eckig	neuneckig	Adjektiv	x1c	faul, ungefällig	Trinken	0	-0.0240	0.0000
PA03359	auf-springen	aufspringen	Verb	4b	aufbersten	Trinken	0	0.0108	0.0000
PB04621	Blut-sturz	Blutsturz	Substantiv	-	Blutsturz	Trinken	0	-0.0055	0.0000
PN00539	Näppes	Näppes	Substantiv	-	kleiner Mann	Trinken	0	-0.0160	0.0000
PG00438	Garn-sack	Garnsack	Substantiv	-	Fangnetz für Vögel	Trinken	0	-0.0138	0.0000
PB01849	Belgier	Belgier	Substantiv	-	Name einer Pferderasse (schweres Pferd)	Trinken	0	0.0133	0.0000
PL01760	Leute-schinder	Leuteschinder	Substantiv	1a	reicher Mensch, der die Armen unterdrückt und ausnützt	Trinken	0	-0.0045	0.0000
PS02488	Schinägler	Schinägler	Substantiv	-	Arbeiter	Trinken	0	0.0060	0.0000
PF00630	Faul-lieschen	Faullieschen	Substantiv	-	Akelei	Trinken	0	0.0010	0.0000
