"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"
"PB01417"	"Bause, Pause, Bausen, Pausen"	"Substantiv"	4	"Alkoholrausch"	"kein_Trinken"
"PB01540"	"Bedien-mädchen"	"Substantiv"	"-"	"Kellnerin"	"kein_Trinken"
"PB01542"	"Be-dienung"	"Substantiv"	"-"	"Bedienungspersonal im Gastgewerbe"	"kein_Trinken"
"PB01546"	"be-drust"	"Adjektiv"	"-"	"betrunken"	"kein_Trinken"
"PB01551"	"be-duselt"	"Adjektiv"	"-"	"ein wenig betrunken"	"kein_Trinken"
"PB01657"	"be-hurmelt"	"Adjektiv"	"-"	"leicht betrungken"	"kein_Trinken"
"PB01796"	"Beize"	"Substantiv"	2	"kleines, unordentliches Gasthaus"	"kein_Trinken"
"PB01819"	"be-koren"	"Verb"	"-"	"kosten"	"kein_Trinken"
"PB01911"	"Bemscher"	"Substantiv"	"-"	"Trinker"	"kein_Trinken"
"PB02153"	"be-schickert"	"Adjektiv"	"-"	"angeheitert"	"kein_Trinken"
"PB02166"	"be-schmort"	"Adjektiv"	"-"	"betrunken"	"kein_Trinken"
"PB02171"	"be-schnuckt"	"Adjektiv"	"-"	"angeheitert"	"kein_Trinken"
"PB02173"	"be-schokert"	"Adjektiv"	"-"	"betrunken"	"kein_Trinken"
"PB02190"	"be-schwipst"	"Adjektiv"	"-"	"angeheitert"	"kein_Trinken"
"PB02248"	"be-ständert"	"Adjektiv"	"-"	"betrunken"	"kein_Trinken"
"PB02276"	"be-stußt"	"Adjektiv"	2	"einen Rausch haben"	"kein_Trinken"
"PB02604"	"Pfaffen-schänke"	"Substantiv"		"Schankbetrieb, dessen Reingewinn den Klerikern zufloß"	"kein_Trinken"
"PB02919"	"Pfetzer"	"Substantiv"	3	"Trinker"	"kein_Trinken"
"PB02933"	"Pfiffer"	"Substantiv"	2	"Trinker"	"kein_Trinken"
"PB03059"	"Pflug"	"Substantiv"	3	"Gasthaus zum Pflug"	"kein_Trinken"
"PB03369"	"Bier-ausschank"	"Substantiv"	"-"	"wie schd »Bierausschank"	"kein_Trinken"
"PB03373"	"Bier-blättel"	"Substantiv"	"-"	"Bierfilz"	"kein_Trinken"
"PB03377"	"Bier-deckel"	"Substantiv"	"-"	"Bierfilz"	"kein_Trinken"
"PB03381"	"Bier-filz"	"Substantiv"	"-"	"Unterlage für das Bierglas im Wirtshaus"	"kein_Trinken"
"PB03382"	"Bier-flasche"	"Substantiv"	"-"	"wie schd »Bierflasche"	"kein_Trinken"
"PB03388"	"Bier-garten"	"Substantiv"	"-"	"Garten einer Bierwirtschaft"	"kein_Trinken"
"PB03391"	"Bier-glas"	"Substantiv"	"-"	"wie schd »Bierglas"	"kein_Trinken"
"PB03392"	"Bier-haus"	"Substantiv"	2	"Bierwirtschaft"	"kein_Trinken"
"PB03393"	"Bier-hefe"	"Substantiv"	"-"	"wie schd »Bierhefe"	"kein_Trinken"
"PB03399"	"Bier-keller"	"Substantiv"	"-"	"wie schd »Bierkeller"	"kein_Trinken"
"PB03403"	"Bier-knüppel"	"Substantiv"	"-"	"Holzgerät, mit dem der Hahn ins Faß geschlagen wird"	"kein_Trinken"
"PB03404"	"Bier-kranen"	"Substantiv"	"-"	"Hahn am Bierfaß"	"kein_Trinken"
"PB03406"	"Bier-lümmel"	"Substantiv"		"Biersäufer"	"kein_Trinken"
"PB03409"	"Bier-mahl"	"Substantiv"		"/Bewirtung mit Bier/"	"kein_Trinken"
"PB03411"	"Bier-reise"	"Substantiv"	"-"	"durch mehrere Wirtshäuser ziehen"	"kein_Trinken"
"PB03414"	"Bier-schenke"	"Substantiv"	"-"	"Wirtschaft, in der vornehmlich Bier ausgeschenkt wird"	"kein_Trinken"
"PB03418"	"Bier-stube"	"Substantiv"	"-"	"Bierlokal"	"kein_Trinken"
"PB03420"	"Bier-süffel, -süffer"	"Substantiv"	"-"	"Biersäufer"	"kein_Trinken"
"PB03422"	"Bier-teller"	"Substantiv"	"-"	"Unterlage für das Bierglas im Wirtshaus"	"kein_Trinken"
"PB03424"	"Bier-trinker"	"Substantiv"	"-"	"wie schd »Biertrinker"	"kein_Trinken"
"PB03428"	"Bier-wirt"	"Substantiv"	"-"	"Inhaber einer Bierwirtschaft"	"kein_Trinken"
"PB03429"	"Bier-wirtschaft"	"Substantiv"	"-"	"Wirtschaft, in der vornehmlich Bier ausgeschenkt wird"	"kein_Trinken"
"PB03821"	"Pitscher"	"Substantiv"	"-"	"Trinker"	"kein_Trinken"
"PB03914"	"Blaffert, Bläffer(t), Blaffer, Bläffer(t)"	"Substantiv"	5	"Rausch"	"kein_Trinken"
"PB04008"	"Blase"	"Substantiv"	"II2"	"Wirtshausgesellschaft"	"kein_Trinken"
"PB04015"	"Blaser, Bläser"	"Substantiv"	2	"tüchtiger Trinker"	"kein_Trinken"
"PB04154"	"blau"	"Adjektiv"	"4j'b"	"sinnlos betrunken"	"kein_Trinken"
"PB04731"	"Bocks-beutel"	"Substantiv"	"4a"	"Trinker"	"kein_Trinken"
"PB04749"	"Böckser-bohne"	"Substantiv"	"-"	"verdorbene Kaffeebohne"	"kein_Trinken"
"PB04764"	"Bock-stall"	"Substantiv"	2	"schlechte Wirtschaft, verrufenes Haus"	"kein_Trinken"
"PB04771"	"Bock-wirt"	"Substantiv"	"-"	"Inhaber der Wirtschaft zum Bock in KL-Fischb..."	"kein_Trinken"
"PB04939"	"polen-voll"	"Adjektiv"	"-"	"betrunken"	"kein_Trinken"
"PB05208"	"Borte"	"Substantiv"	2	"Schaum auf dem Bier"	"kein_Trinken"
"PB05580"	"Brand"	"Substantiv"	7	"starker Rausch"	"kein_Trinken"
"PB05630"	"Branntwein-brigade"	"Substantiv"	"-"	"...Ausländer, die nach 1945 betrunken in...Kaiserslautern herumlungerten"	"kein_Trinken"
"PB05631"	"Branntwein-bruder"	"Substantiv"	"-"	"notorischer Branntweintrinker"	"kein_Trinken"
"PB05632"	"Branntwein-butelle"	"Substantiv"	"-"	"Schnapsflasche"	"kein_Trinken"
"PB05633"	"Branntwein-faß"	"Substantiv"	"-"	"wie schd »Branntweinfaß"	"kein_Trinken"
"PB05634"	"Branntwein-flasche"	"Substantiv"	"-"	"wie schd »Branntweinflasche"	"kein_Trinken"
"PB05636"	"Branntwein-glas"	"Substantiv"	1	"Schnapsglas"	"kein_Trinken"
"PB05638"	"Branntwein-knürbeler"	"Substantiv"	"-"	"Schnapstrinker"	"kein_Trinken"
"PB05639"	"Branntwein-laden"	"Substantiv"	"-"	"Schnapsladen"	"kein_Trinken"
"PB05640"	"Branntwein-lump"	"Substantiv"	"-"	"Schnapssäufer"	"kein_Trinken"
"PB05644"	"Branntwein-stiebe"	"Substantiv"	"-"	"unwiderstehlicher Drang nach Schnaps"	"kein_Trinken"
"PB05645"	"Branntwein-süffer"	"Substantiv"	"-"	"notorischer Schnapstrinker"	"kein_Trinken"
"PB05678"	"Brast"	"Substantiv"	"1.5"	"Trinkgelage"	"kein_Trinken"
"PB05930"	"Breme"	"Substantiv"	"1.2b"	"(RA) betrunken sein"	"kein_Trinken"
"PB05972"	"brennen"	"Verb"	"II4d"	"Schnaps brennen"	"kein_Trinken"
"PB06435"	"Brot-turmel"	"Substantiv"	"1b"	"Trunkenheit"	"kein_Trinken"
"PB06562"	"Brühe"	"Substantiv"	4	"(W) Rausch"	"kein_Trinken"
"PB06638"	"Brumm-kater"	"Substantiv"	"-"	"Katzenjammer mit vor Schmerzen brummendem Kopf"	"kein_Trinken"
"PB07106"	"Büffet-mamsell"	"Substantiv"	"-"	"Büffetdame im Restaurant"	"kein_Trinken"
"PB07244"	"Bummer"	"Substantiv"	"4a"	"Schnapsfläschchen mit dickem Bauch"	"kein_Trinken"
"PB07291"	"Bums"	"Substantiv"	1	"Kneipe"	"kein_Trinken"
"PB07292"	"Bums"	"Substantiv"	2	"Bezeichnung für eine Gastwirtschaft in Land (um 1920)"	"kein_Trinken"
"PB07392"	"Bürde"	"Substantiv"	"2a"	"/(W) betrunken sein/"	"kein_Trinken"
"PB07506"	"Bürste"	"Substantiv"	4	"Gastwirtschaft, deren Schild eine Bürste zeigte"	"kein_Trinken"
"PB07518"	"Bürsten-wirt"	"Substantiv"	"-"	"Inhaber der Gastwirtschaft ""Zur Bürste"""	"kein_Trinken"
"PB07543"	"Busch, Pusch, Buschen, Puschen"	"Substantiv"	4	"Alkoholrausch"	"kein_Trinken"
"PB07569"	"Buschon"	"Substantiv"	2	"ungeschlachter, oft betrunkener Mensch"	"kein_Trinken"
"PB07638"	"Butik"	"Substantiv"	"3a"	"Gastwirtschaft für bescheidene Ansprüche, Kneipe"	"kein_Trinken"
"PD00009"	"Tabak"	"Substantiv"	"4d"	"/(Verb.) betrunken sein/"	"kein_Trinken"
"PD00214"	"Dackel"	"Substantiv"	"2b"	"Rausch"	"kein_Trinken"
"PD00444"	"dahin-wanken"	"Verb"	"-"	"wankend gehen (von Betrunkenen)"	"kein_Trinken"
"PD00582"	"Dampes"	"Substantiv"	1	"Rausch"	"kein_Trinken"
"PD00583"	"Dampf"	"Substantiv"	6	"Rausch"	"kein_Trinken"
"PD00677"	"Tannen-strauß, Tann-strauß"	"Substantiv"	"-"	"Tannenzweig als Gaststättenkennzeichen der Straußwirtschaften"	"kein_Trinken"
"PD00848"	"daran-gehen"	"Verb"	"2b"	"vom Hang zum Alkohol"	"kein_Trinken"
"PD00906"	"Darauf-geld"	"Substantiv"	3	"Trinkgeld"	"kein_Trinken"
"PD00939"	"darauf-machen"	"Verb"	"2a"	"vom ausgiebigen Alkoholgenuß"	"kein_Trinken"
"PD00963"	"darauf-setzen"	"Verb"	"2b"	"vom Alkoholgenuß"	"kein_Trinken"
"PD01305"	"Dauer-brand"	"Substantiv"	2	"(sch) Säufer"	"kein_Trinken"
"PD01371"	"Daumen"	"Substantiv"		"Gasthausbezeichnung..."	"kein_Trinken"
"PD01673"	"teigig"	"Adjektiv"	"4c"	"betrunken"	"kein_Trinken"
"PD01740"	"Delirium"	"Substantiv"	"-"	"Säuferwahnsinn"	"kein_Trinken"
"PD02335"	"dienen"	"Verb"	5	"bei Tisch aufwarten"	"kein_Trinken"
"PD02541"	"Tisch"	"Substantiv"	2	"Tisch im Gasthaus, Stamtisch, auch runder Tisch"	"kein_Trinken"
"PD03065"	"Dorf-schenke"	"Substantiv"	"-"	"Dorfwirtshaus"	"kein_Trinken"
"PD03093"	"Dorf-wirtschaft"	"Substantiv"	"-"	"Dorfwirtshaus"	"kein_Trinken"
"PD03094"	"Dorf-wirtshaus"	"Substantiv"	"-"	"wie schd »Dorfwirtshaus"	"kein_Trinken"
"PD03109"	"Torkeler"	"Substantiv"	1	"wer schwankend, taumelig geht, bes. in Trunkenheit"	"kein_Trinken"
"PD03110"	"torkelig"	"Adjektiv"	"-"	"schwankend, bes. durch Trunkenheit"	"kein_Trinken"
"PD03115"	"Dorn, Dornen"	"Substantiv"	"1.2e"	"Rausch"	"kein_Trinken"
"PD03321"	"tot-pitschen"	"Verb"	"-"	"sich (durch Alkohol) tottrinken"	"kein_Trinken"
"PD03327"	"tot-saufen"	"Verb"	1	"sich durch übermäßigen Alkoholgenuß den Tod zuziehen"	"kein_Trinken"
"PD03331"	"tot-schaskenen"	"Verb"	"-"	"totsaufen"	"kein_Trinken"
"PD03378"	"tot-trinken"	"Verb"	"-"	"totsaufen"	"kein_Trinken"
"PD03426"	"Tracht"	"Substantiv"	"3d"	"Alkoholmenge, die zur Trunkenheit führt"	"kein_Trinken"
"PD03461"	"Traget, Tragets"	"Substantiv"	"1.2b"	"große Menge getrunkenen Alkohols"	"kein_Trinken"
"PD03538"	"Traktier"	"Substantiv"	"x"	"kleine Speisegaststätte"	"kein_Trinken"
"PD03547"	"Tralla"	"Substantiv"	"-"	"Delirium"	"kein_Trinken"
"PD03558"	"Traminer-gesicht"	"Substantiv"	"-"	"vom Weingenuß gerötetes Gesicht (?)"	"kein_Trinken"
"PD03900"	"Dreck-butik"	"Substantiv"	"-"	"unsaubere Gastwirtschaft"	"kein_Trinken"
"PD04036"	"Dreck-wirtschaft"	"Substantiv"	"-"	"unsaubere Gastwirtschaft"	"kein_Trinken"
"PD04129"	"drei-drähtig"	"Adjektiv"	2	"/von sehr starkem Bohnenkaffee/"	"kein_Trinken"
"PD04166"	"Drei-läufer"	"Substantiv"	2	"kleiner Rausch, Dreiviertelrausch"	"kein_Trinken"
"PD04224"	"Tremens"	"Substantiv"	"-"	"Alkoholrausch"	"kein_Trinken"
"PD04225"	"Tremens-delirium"	"Substantiv"	"-"	"Säuferwahn"	"kein_Trinken"
"PD04437"	"Trinker"	"Substantiv"	"-"	"wie schd »Trinker"	"kein_Trinken"
"PD04438"	"trink-fest"	"Adjektiv"	"-"	"wie schd »trinkfest"	"kein_Trinken"
"PD04444"	"Trink-stube"	"Substantiv"	1	"Lokal, in dem man Getränke zu sich nimmt"	"kein_Trinken"
"PD04444"	"Trink-stube"	"Substantiv"	2	"Stube neben dem Tanzsaal, in der getrunken wird"	"kein_Trinken"
"PD04447"	"Trink-zimmer"	"Substantiv"	"-"	"Stube neben dem Tanzsaal, in der getrunken wird"	"kein_Trinken"
"PD04612"	"Tropfs-blech"	"Substantiv"	"-"	"kleine Brenke, in die das Tropfbier vom Hahn hineintropft"	"kein_Trinken"
"PD04744"	"Trudel"	"Substantiv"	"3.1a"	"Bodensatz einer Flüssigkeit, bes. des Kaffees, des Weins"	"kein_Trinken"
"PD04804"	"Trunk"	"Substantiv"	3	"Trunksucht"	"kein_Trinken"
"PD04805"	"trunken"	"Adjektiv"	"1a"	"betrunken"	"kein_Trinken"
"PD04807"	"Trunken-bold"	"Substantiv"	"-"	"wie schd »Trunkenbold"	"kein_Trinken"
"PD04808"	"Trunk-walter"	"Substantiv"	"x"	"Trunkenbold"	"kein_Trinken"
"PD04986"	"Duft"	"Substantiv"	2	"Alkoholrausch"	"kein_Trinken"
"PD05046"	"Tummel"	"Substantiv"		"Rausch"	"kein_Trinken"
"PD05049"	"Tümmeler"	"Substantiv"	"-"	"Rausch"	"kein_Trinken"
"PD05184"	"Dunst"	"Substantiv"	"1.1b'b"	"Atem, der nach Alkohol riecht"	"kein_Trinken"
"PD05219"	"Tüpfen"	"Substantiv"	2	"Gefäß zum Trinken"	"kein_Trinken"
"PD05252"	"Düppes"	"Substantiv"	"-"	"kleiner Rausch"	"kein_Trinken"
"PD05256"	"Tur"	"Substantiv"	"3a"	"Saufperiode"	"kein_Trinken"
"PD05559"	"turen"	"Verb"	"-"	"seine Sauftur haben"	"kein_Trinken"
"PD05572"	"Turen-süffer"	"Substantiv"	"-"	"wer zeitweise dem Trunk ergeben ist, Quartalssäufer"	"kein_Trinken"
"PD05715"	"Durstel"	"Substantiv"	"-"	"Trinker"	"kein_Trinken"
"PD05747"	"Dusel"	"Substantiv"	"1c"	"leichter Alkoholrausch"	"kein_Trinken"
"PE00291"	"eichen"	"Verb"	"2.2a"	"feststellen, wieviel einer auf einen Sitz trinken kann"	"kein_Trinken"
"PE00566"	"ein-flößen"	"Verb"	"-"	"wie schd »einflößen"	"kein_Trinken"
"PE00602"	"ein-gießen"	"Verb"	"-"	"das Glas füllen"	"kein_Trinken"
"PE00653"	"Ein-kehr"	"Substantiv"	"-"	"Rast im Gasthaus"	"kein_Trinken"
"PE00654"	"ein-kehren"	"Verb"	"-"	"auf der Reise (auf einem Ausflug) in ein Gasthaus gehen, jemand kurz besuchen"	"kein_Trinken"
"PE00837"	"Ein-schenke"	"Substantiv"	"-"	"Schanktisch im Gasthaus"	"kein_Trinken"
"PE00838"	"ein-schenken"	"Verb"	1	"Getränke eingießen; das Glas gut (schlecht) füllen"	"kein_Trinken"
"PE00896"	"ein-seifen"	"Verb"	"2b"	"zu übermäßigem Alkoholgenuß verleiten, vorsätzlich betrunken machen"	"kein_Trinken"
"PE01864"	"er-geben"	"Verb"	4	"/zum Trinker werden/"	"kein_Trinken"
"PE02405"	"Extra-stube"	"Substantiv"	1	"Nebenzimmer im Gasthaus für besondere Gäste"	"kein_Trinken"
"PE02410"	"Extra-zimmer"	"Substantiv"	"-"	"Nebenzimmer im Gasthaus für besondere Gäste"	"kein_Trinken"
"PF00099"	"Fahne, Fahnen"	"Substantiv"	6	"Atemgeruch nach Alkoholgenuß"	"kein_Trinken"
"PF00394"	"Fasanerie"	"Substantiv"	2	"beliebte Einkehrgaststätte bei Zweibr, früher Tiergarten der Herzöge..."	"kein_Trinken"
"PF00858"	"Veit"	"Substantiv"	2	"/(RA) der Rausch, den man sich antrinkt/"	"kein_Trinken"
"PF00862"	"felbeln"	"Verb"	"-"	"von einem Wirtshaus ins andere gehen"	"kein_Trinken"
"PF00952"	"Feld-webel"	"Substantiv"	2	"Schaum auf dem Bier"	"kein_Trinken"
"PF00953"	"Feldwebels-borte"	"Substantiv"	"-"	"hohe Schaumkrone auf dem Bier"	"kein_Trinken"
"PF01616"	"ver-katert"	"Adjektiv"	"-"	"müde nach durchzechter Nacht"	"kein_Trinken"
"PF01986"	"ver-passen"	"Verb"	"1b'b"	"/vom Rausch/"	"kein_Trinken"
"PF02146"	"ver-saufen"	"Verb"	"1.3a"	"dem Trunke ergeben, trunksüchtig"	"kein_Trinken"
"PF02146"	"ver-saufen"	"Verb"	"1.3b"	"von Trunkenheit oder Trunksucht zeugend"	"kein_Trinken"
"PF02228"	"ver-schmachten"	"Verb"	"-"	"wie schd »verschmachten"	"kein_Trinken"
"PF02246"	"ver-schnäpseln"	"Verb"	"-"	"Geld für Schnaps ausgeben"	"kein_Trinken"
"PF02250"	"ver-schnäuken"	"Verb"	"1a"	"(Geld) für Näschereien ausgeben"	"kein_Trinken"
"PF02529"	"ver-trinken"	"Verb"	1	"für Getränke ausgeben"	"kein_Trinken"
"PF02659"	"ver-zapfen, -zäpfen"	"Verb"	"2a"	"(durch den Faßzapfen) ausschenken"	"kein_Trinken"
"PF02664"	"ver-zechen"	"Verb"	"-"	"das Geld für Zechgelage ausgeben"	"kein_Trinken"
"PF02796"	"Fetzen"	"Substantiv"	"x4c"	"totaler Rausch"	"kein_Trinken"
"PF02806"	"Fetzer"	"Substantiv"	"-"	"Trinker"	"kein_Trinken"
"PF02810"	"Feucht-lappen"	"Substantiv"	"-"	"Schimpfwort für einen Trinker"	"kein_Trinken"
"PF03115"	"Viertel"	"Substantiv"	"2a'b"	"1/8 l (bei Schnaps)"	"kein_Trinken"
"PF03298"	"Fips"	"Substantiv"	"1b"	"Alkoholrausch"	"kein_Trinken"
"PF03608"	"Flasche, Fläsche"	"Substantiv"	"1a"	"wie schd »FlascheFläsche"	"kein_Trinken"
"PF03610"	"Flaschen-bier"	"Substantiv"	"-"	"wie schd »Flaschenbier"	"kein_Trinken"
"PF03839"	"Flemme"	"Substantiv"	"3b"	"Katzenjammer, starkes Unbehagen, Ermattung als Folge des Alkoholgenusses"	"kein_Trinken"
"PF04005"	"Flöte"	"Substantiv"	"2a"	"schmales Bierglas, 0, 4 l fassend"	"kein_Trinken"
"PF04211"	"voll"	"Adjektiv"	"1b'g"	"betrunken"	"kein_Trinken"
"PF04237"	"Vollheit"	"Substantiv"	"-"	"Trunkenheit"	"kein_Trinken"
"PF04266"	"Voll-sau"	"Substantiv"	"-"	"wer sich unmäßig betrinkt, notorischer Trinker"	"kein_Trinken"
"PF04268"	"Voll-sauf"	"Substantiv"	"-"	"Säufer, sinnlos Betrunkener"	"kein_Trinken"
"PF04275"	"voll-ständig"	"Adjektiv"	1	"betrunken"	"kein_Trinken"
"PF04281"	"Voll-zapfen"	"Substantiv"	"-"	"Trunkenbold, Säufer"	"kein_Trinken"
"PF05230"	"Friedens-linde"	"Substantiv"	"-"	"Name eines Gasthauses"	"kein_Trinken"
"PF05513"	"Früh-schoppen"	"Substantiv"	"-"	"wie schd »Frühschoppen"	"kein_Trinken"
"PG00196"	"Galopp-süffer"	"Substantiv"	"-"	"wer in kurzer Zeit große Mengen Alkohol konsumiert"	"kein_Trinken"
"PG00579"	"Gassen-schenke"	"Substantiv"	"-"	"/Schankwirtschaft mit Getränkeausschank, nicht nur an anwesende Gäste/"	"kein_Trinken"
"PG00594"	"Gast-halter"	"Substantiv"	"-"	"Inhaber einer Herberge für Durchreisende"	"kein_Trinken"
"PG00595"	"Gast-haus"	"Substantiv"	"-"	"Gaststätte mit Übernachtungsmöglichkeit"	"kein_Trinken"
"PG00597"	"Gast-hof"	"Substantiv"	"-"	"Gasthaus, in dem auch Pferde und Fuhrwerke eingestellt werden können"	"kein_Trinken"
"PG00605"	"Gast-stube"	"Substantiv"	"-"	"wie schd Gaststube"	"kein_Trinken"
"PG00606"	"Gast-wirt"	"Substantiv"	"-"	"wie schd Gastwirt"	"kein_Trinken"
"PG01038"	"Ge-fälle"	"Substantiv"	"1b"	"/(RA) vom Trinker/"	"kein_Trinken"
"PG01600"	"Geldbeutel-wäsche"	"Substantiv"	"-"	"/(RA) wenn der letzte Pfennig vertrunken wird/"	"kein_Trinken"
"PG01719"	"Gelze"	"Substantiv"	2	"leichterer Rausch"	"kein_Trinken"
"PG02844"	"Gewohnheits-säufer, -süffer"	"Substantiv"	"-"	"notorischer Trinker"	"kein_Trinken"
"PG02845"	"Gewohnheits-trinker"	"Substantiv"	"-"	"notorischer Trinker"	"kein_Trinken"
"PG03002"	"Gift-hütte"	"Substantiv"	"-"	"schlechtes Gasthaus"	"kein_Trinken"
"PG03400"	"Gluckelchen, Gluckel"	"Substantiv"	"-"	"Trinkflasche"	"kein_Trinken"
"PG03418"	"Gluckser, Glückser"	"Substantiv"	"2a"	"kleine Branntweinflasche"	"kein_Trinken"
"PG03861"	"granaten-voll"	"Adjektiv"	"-"	"stark betrunken"	"kein_Trinken"
"PG04203"	"Grind-kopf"	"Substantiv"	"3c"	"abwertend von einem kleinen Bierfaß"	"kein_Trinken"
"PG04258"	"Grob-wirt"	"Substantiv"	"-"	"unhöflicher Gastwirt"	"kein_Trinken"
"PG04284"	"Groschen-falle"	"Substantiv"	"-"	"(sch) Gastwirtschaft, in der man den letzten Groschen ausgibt"	"kein_Trinken"
"PH00014"	"Haar-beutel"	"Substantiv"	2	"Alkoholrausch"	"kein_Trinken"
"PH00103"	"Haar-zopf"	"Substantiv"	"2c"	"Alkoholrausch"	"kein_Trinken"
"PH00263"	"Hafer, Hafern"	"Substantiv"	"2a"	"(W) Alkoholrausch"	"kein_Trinken"
"PH00361"	"hagel-voll"	"Adjektiv"	"-"	"stark betrunken"	"kein_Trinken"
"PH00512"	"halb"	"Adjektiv"	"I3c"	"/(W) wenn man 1/4 Liter Wein u.ä. trinkt/"	"kein_Trinken"
"PH02056"	"Hecken-wirt, Heck-wirt"	"Substantiv"	2	"geschäftsuntüchtiger Gastwirt"	"kein_Trinken"
"PH02057"	"Hecken-wirtschaft, Heck-wirtschaft"	"Substantiv"	2	"kleines Weinlokal"	"kein_Trinken"
"PH02967"	"Herberge"	"Substantiv"	"1a"	"einfaches Gasthaus, bes. für wandernde Handwerksburschen"	"kein_Trinken"
"PH02967"	"Herberge"	"Substantiv"	"2c'a"	"verrufenes Haus, Spelunke"	"kein_Trinken"
"PH02969"	"Herbergs-mutter"	"Substantiv"	1	"Herbergswirtin, Frau des Herbergswirts, des Besitzers einer Herberge"	"kein_Trinken"
"PH02969"	"Herbergs-mutter"	"Substantiv"	2	"(sch) Gastwirtin"	"kein_Trinken"
