xml:id	Lemma	Wortart	Definition	Konzept	Konzept_gemappt	Antwort_Modell	Distanz_minimal	Distanz_Durchschnitt	Kante_min
EL01179	Lur(e), Lür	Substantiv	ein Getränk, im Herbst aus wilden Früchten und etwas Wein hergestellt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	"The most appropriate concept for ""Lur(e), Lür"" is:

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	1	1.0	Wein → Alkoholhaltiges Kaltgetränk
EL01180	Lappenlur(e), Lappenlür	Substantiv	schwacher, saurer, matter, verwässerter Wein oder Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	3.0	Wein → Wein
EL01546	Lüterung	Substantiv	Vorbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
EM00566	Milch	Substantiv	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
EM00567	Brieschmilch	Substantiv	die erste Milch der Kuh	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
EM00571	Geisenmilch	Substantiv	Ziegenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
EM00577	Surmilch	Substantiv	Sauermilch, Dickmilch, gestockte Milch; wird häufig abends mit Kartoffeln gegessen; auch zu Suppen verwendet	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken		9	9.0	
EM00624	Molzer	Substantiv	Biersorte, die teils aus Lager-, teils aus Jungbier besteht	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	"The dictionary entry for ""Molzer"" describes a type of beer. The most appropriate concept from the list is:

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	0	0.0	Bier → Bier
EM00634	Mëmm; Mëmm(e)le	Substantiv	in der Kinderspr. jede trinkbare Flüssigkeit, besonders Milch; auch verdoppelt	Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	"The dictionary entry refers to a child's term for any drinkable liquid, especially milk. The most appropriate concept is:

Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	0	1.5	Kaltes Milchgetränk → Kaltes Milchgetränk
EM01217	Elfermëss	Substantiv	übtr. Frühschoppen. In der guten, alten Zeit durften die Wirtshäuser am Sonntag Vormittag vor Schluss des Gottesdienstes um 11 Uhr keine Gäste aufnehmen; der Wirtshausgang um diese Zeit wurde dann scherzhaft E. genannt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken		9	9.0	
EM01478	Most II, Muschk	Substantiv	süsser Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EM01478	Most II, Muschk	Substantiv	süsser Traubenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EM01516	Mët(er)	Substantiv	Met	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0	0.0	Alkoholhaltiges Kaltgetränk → Alkoholhaltiges Kaltgetränk
EN00683	Näz	Substantiv	schlechtes Getränk	Getränk	Getränk	"The most appropriate concept for ""Näz"" as defined is simply ""Getränk.""

**Getränk**

The answer is:

**Getränk**"	0	0.0	Getränk → Getränk
EP00701	Totenbaümpolitur	Substantiv	schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
EP00808	belzen	Substantiv	trinken, saufen	Trinken; Trinken.Alkohol_trinken	Trinken	trinken	0	0.5	trinken → trinken
EP00812	us belzen	Substantiv	leer trinken	Trinken.Austrinken	Trinken.Austrinken	"The dictionary entry ""us belzen"" with the definition ""leer trinken"" translates to ""drink empty,"" which fits best under the concept of finishing a drink.

**Step-by-Step Explanation:**

1. **Understanding the Headword and Definition:** The headword is ""us belzen"" and the definition is ""leer trinken."" In German, ""leer trinken"" means to drink something until it's empty.
   
2. **Matching with Concepts:** Looking at the provided list of concepts, ""Trinken.Austrinken"" directly relates to finishing a drink, which aligns perfectly with ""leer trinken.""

3. **No Ambiguity Detected:** The definition is clear and points specifically to the action of emptying a drink, so no other concepts are applicable.

4. **Selecting the Appropriate Concept:** Therefore, the most appropriate concept is ""Trinken.Austrinken.""

**Answer:**

Trinken.Austrinken"	0	0.0	austrinken → austrinken
EP00881	Bemmeri	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EP00974	Bumpes	Substantiv	gepantschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	"The most appropriate concept for ""Bumpes"" or ""gepanschter Wein"" is:

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	0	0.0	Wein → Wein
EP01449	Bupperi	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EP01634	Bier	Substantiv	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	"The dictionary entry for ""Bier"" directly matches the specific concept within the hierarchy of cold alcoholic beverages. There's no ambiguity since it explicitly refers to beer, which has a clear place in the provided list.

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	0	0.0	Bier → Bier
EP01789	Bërliner	Substantiv	schlechter Schnaps, auch Bërliner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	"The dictionary entry defines ""Bërliner"" as a type of bad schnaps. Schnaps is a spirit, so it fits under Spirituose.

**Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose**"	0	0.0	Spirituose → Spirituose
EP02080	Position	Substantiv	ein gewöhnliches Trinkglas voll Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken		9	9.0	
EP02310	Petrol	Substantiv	Fusel, gemeiner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
EP02606	Rachenbutzer	Substantiv	saurer Wein, der vermöge seiner Weinsteinsäure den Schleim im Rachen gerinnen macht und ablöst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EP03252	Plämpel, Bämpel	Substantiv	träger, langsamer Mensch; schlechtes Getränk, insbes. dünner schwappelnder Kaffee	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	kein_Trinken		9	9.0	
EP03335	Plappri, Plappkli	Substantiv	schwaches Getränk, insb. von Wein und Kaffee gesagt	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	3.0	Wein → Wein
EP03708	Brüej(e)	Substantiv	Brühe, Sauce; auch Seifenbrühe, frischgepresster Rebensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	kein_Trinken		9	9.0	
EP03708	Brüej(e)	Substantiv	schlechte Suppe, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EP03711	Bankerottbrüej	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EP03723	Leimenbrüej	Substantiv	scherzhaft für den lehmfarbigen neuen Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EP03724	Qutschelbrüej	Substantiv	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	0.0	Kaffee → Kaffee
EP03727	Schnitzbrüej	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
EP03750	Brocken	Substantiv	Hunger, Durst	Durst	kein_Trinken		9	9.0	
EP03894	Brand	Substantiv	Durst	Durst	Durst	Durst	0	0.0	Durst → Durst
EP03930	Brenz	Substantiv	Schnaps, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
EP04065	Briest, Briesch	Substantiv	Milch einer frischmelkenden Kuh	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
EP04065	Briest, Briesch	Substantiv	gestockte junge Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0	0.0	Kaltes Milchgetränk → Kaltes Milchgetränk
ER00626	Rum I	Substantiv	Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
ER00670	Rämpes	Substantiv	geringer Schnaps; schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	1.0	Spirituose → Spirituose
ER00917	Räppes, Räppis, Räps	Substantiv	schlechter Wein; neuer Wein aus Trauben, die man vor der eigentlichen Weinlese holt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	0.0	Wein → Wein
ER01113	Rissmichum	Substantiv	gemeiner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
ES00271	Seifel	Substantiv	minderwertiges Getränk, Bier oder Wein	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0	1.6666666666666667	Bier → Bier
ES00290	Suff	Substantiv	Saufgelage	Trinken.Alkohol_trinken	kein_Trinken		9	9.0	
ES00291	Sufens, Saufens	Substantiv	Zecherei	Trinken.Alkohol_trinken	kein_Trinken		9	9.0	
ES00292	Gsuff(s)	Substantiv	schlechtes Getränk	Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	"The correct answer is:

`Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk`

This category broadly covers non-alcoholic cold beverages, which could be considered ""schlechtes Getränk."""	2	2.0	Getränk → Alkoholfreies Kaltgetränk
ES00292	Gsuff(s)	Substantiv	anhaltendes Trinken	Trinken.Häufig_lange_trinken	Trinken	Trinken	0	0.0	trinken → trinken
ES00301	Suferei	Substantiv	Trinkgelage	Trinken.Alkohol_trinken	kein_Trinken		9	9.0	
ES00301	Suferei	Substantiv	Trinklust, Trinkerei	Trinken.Alkohol_trinken	Trinken	Trinken	1	1.0	Alkohol trinken → trinken
ES00323	Saft	Substantiv	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	"The dictionary entry for ""Saft"" directly maps to the specific non-alcoholic cold drink category within beverages. 

**Step-by-Step Explanation:**

1. **Headword and Definition Analysis**: The headword is ""Saft,"" which translates to ""juice."" The definition provided is also ""Saft,"" indicating no ambiguity.
   
2. **Concept Hierarchy Navigation**:
   - Start with the broader category ""Getränk"" (beverages).
   - Since juice is typically consumed cold, select ""Kaltgetränk.""
   - Juice is non-alcoholic, so choose ""Alkoholfreies_Kaltgetränk.""
   - Within this subcategory, there's a specific node for ""Saft.""

3. **Conclusion**: The exact match for ""Saft"" is found within the hierarchy without any ambiguity.

**Answer:**
Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	0	0.0	Saft → Saft
ES00572	Katzenseckel	Substantiv	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0	0.0	Spirituose → Spirituose
ES01069	supperen	Substantiv	beim Trinken ein schlürfendes Geräusch verursachen	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	"The most appropriate concept based on the dictionary entry is:

**Trinken.Geräuschvoll_trinken**

This concept directly relates to making noise while drinking, which matches the definition of ""supperen."""	0	0.0	geräuschvoll trinken → geräuschvoll trinken
ES01193	Suser	Substantiv	gährender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	"The most appropriate concept for the dictionary entry is:

Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	1	1.0	Wein → Alkoholhaltiges Kaltgetränk
ES02036	Schoppen	Substantiv	bes. ein Schoppen Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken		9	9.0	
ES02507	Kaffeeschlabber	Substantiv	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0	0.0	Kaffee → Kaffee
ES02514	Schlabberte, Schlabbete	Substantiv	überh. schlechtes Getränke, kraftlose Brühe	Getränk	Getränk	Getränk	0	0.0	Getränk → Getränk
ES03133	Armschmalz	Substantiv	in der Arbeiterspr. Bezeichnung für alkoholhaltige Getränke	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0	0.0	Alkoholhaltiges Kaltgetränk → Alkoholhaltiges Kaltgetränk
