xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Top_3	Top_5	Quote	Falsche Zusätzliche	ExaktGleich	Konzeptgruppe
PZ00100	Zahn-schwären	Zahnschwären	Substantiv	-	Geschwür im Zahnbereich	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK00621	kaputt	kaputt	Adjektiv	1b	(attr) schadhaft in höchstem Grad, entzwei, zerstört, zerstört (von Sachen)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK02178	Kirchen-vater	Kirchenvater	Substantiv	x	Kirchenpfleger, Messner	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH05601	Hirten-acker	Hirtenacker	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB04178	Blau-fabrik	Blaufabrik	Substantiv	-	Fabrik, die Ultramarin erzeugt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH03605	herum-klüngeln	herumklüngeln	Verb	-	vom Garnstrang abnehmen und zu einem Klüngel wickeln	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PU00348	Ulm	Ulm	Adjektiv	2c	ein Kegelspiel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD01739	delikat	delikat	Adjektiv	x2	fein, zartfühlend	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS08524	Speck-klotz	Speckklotz	Substantiv	-	dicker Mensch, Fettwanst	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH04401	Hickel-bank	Hickelbank	Substantiv	x	mit Kreideauf dem Boden dargestellte Bahn für das Spiel Hickel(ch)ns	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS07103	Sekretär	Sekretär	Substantiv	2	Schreibtisch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF05728	Funken-sonntag	Funkensonntag	Substantiv	-	der Sonntag Invokavit	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS08600	Speierling	Speierling	Substantiv	-	der Baum Sorbus domestica und seine Frucht	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PI00286	Italiener-huhn	Italienerhuhn	Substantiv	-	die Hühnerrasse Italiener	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB05547	Braddel	Braddel	Substantiv	1	Kuhkot	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM02615	Monats-frau	Monatsfrau	Substantiv	-	Haushaltshilfe, die stundenweise arbeitet (und monatlich entlohnt wird)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS06492	Schwengel	Schwengel	Substantiv	2b	Geschlechtsteil des Hengstes	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PZ00099	Zahn-schrupper	Zahnschrupper	Substantiv	-	Zahnbürste	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS10650	Stern-buben	Sternbuben	Substantiv	-	durch das Dorf ziehende und Gaben heischende Sternsingerbuben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL02335	Lotterie	Lotterie	Substantiv	-	Lotterie	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF02041	ver-purzeln	verpurzeln	Verb	-	purzelnd in Unordnung bringen, niedertreten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD02277	Diebchens	Diebchens	Substantiv	x	Knabenspiel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB06834	brutteln	brutteln	Verb	4	schlecht arbeiten (vom Waschen und Stricken)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK02703	Klein-Schweinfurt	KleinSchweinfurt	Substantiv	-	Neckname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE02068	er-wachsen	erwachsen	Verb	1	wachsen, gedeihen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW02082	Welts-kerl	Weltskerl	Substantiv	2	ein besonders tüchtiger, erfolgreicher Mensch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK04669	kraukelig	kraukelig	Adjektiv	1b'a	klein und unscheinbar, kümmerlich	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH00178	häckeln	häckeln	Verb	'2	beim Gehen die Fußknöchel aneinander reiben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK06048	kuttchern, küttchern	kuttchern, küttchern	Verb	2b	verstohlen lachen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM00985	Material	Material	Substantiv	-	Material	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK04330	Köze	Köze	Substantiv	1a	aus Weiden oder Holzspänen geflochtener Rückenkorb mit Tragebändern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS08445	spauzen	spauzen	Verb	1d	Glut, Asche, Hitze von sich geben (vom Feuer)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PJ00045	Jagd-spezel	Jagdspezel	Substantiv	-	Jagdfreund	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN01063	Neun-töter, Neune-	Neuntöter, Neunetöter	Substantiv	1d	Aeschna cyanea	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK04335	Közen-korb	Közenkorb	Substantiv	2	großer Korb für Häcksel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD01650	Deichsel-schraube	Deichselschraube	Substantiv	-	Stift an derDeichsel, der das Herausgleiten der Aufhaltkette verhindert	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01336	Kegel-geld	Kegelgeld	Substantiv	-	der von der verlierenden Partie zu zahlende Betrag	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11347	Stößel-pumpe	Stößelpumpe	Substantiv	-	Jauchepumpe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PZ01963	Zwerg-erbse	Zwergerbse	Substantiv	-	niedrig wachsende Erbsensorte	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF02194	ver-schlafen	verschlafen	Verb	3	schläfrig, schlaftrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL02432	luft-leer	luftleer	Adjektiv	-	luftleer	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB05125	Bord	Bord	Substantiv	'1.2	Totentragbahre	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF04357	Vor-beter	Vorbeter	Substantiv	-	wer vorbetet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF02128	ver-rupfen	verrupfen	Verb	1	zerrupfen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH07488	Huren-bock	Hurenbock	Substantiv	-	lasterhafter Mann	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS07108	Sekunde	Sekunde	Substantiv	-	Sekunde	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS08659	Spelle	Spelle	Substantiv	-	Stecknadel	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH04114	Herz-förmchen	Herzförmchen	Substantiv	-	Blechform zum Ausstechen des herzförmigen Kleingebäcks	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH04001	herunter-rudeln	herunterrudeln	Verb	2	massenhaft herabfallen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS08128	Sottisen	Sottisen	Substantiv	2	unnötige Umstände	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS08176	spälteln	spälteln	Verb	-	Holz zum Feueranmachen in feine Späne spalten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM01844	Milch-bart	Milchbart	Substantiv	1	flaumiger, weicher Bartansatz bei Jugendlichen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH03492	herum-drücken	herumdrücken	Verb	1a	alle Arbeiten machen lassen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS01178	Sau-staller, -ställer	Saustaller, Sauställer	Substantiv	-	Neckname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD05469	durch-schlagen	durchschlagen	Verb	1b	eine Mauer durchbrechen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW00640	Wande	Wande	Substantiv	-	Streifen am Ende des Ackers, an dem der Pflug wendet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB03342	Pienseler	Pienseler	Substantiv	1	empfindliche, weinerliche Person	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS05858	Schüssel-schaft	Schüsselschaft	Substantiv	-	Regal für Schüsseln und Teller	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK03692	Kohl-hübel	Kohlhübel	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF02713	Vesper	Vesper	Substantiv	1	Nachmittagsgottesdienst bei Katholiken, Abendmesse	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS00905	Saufen-zuber	Saufenzuber	Substantiv	-	Standgefäß, in dem das Viehfutter gesammelt und angemengt wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK00124	Kaft, Käft	Kaft, Käft	Substantiv	2a	eiserner Ring am Pflug, in dem das Sech mit einem Holzkeil festgeklemmt wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD03009	Dörfer	Dörfer	Substantiv	-	die Dorfbewohner	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS10063	starren	starren	Verb	-	mit unbewegten Augen blicken, etwas mit den Augen fixieren	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS04153	Schnaken-messer	Schnakenmesser	Substantiv	-	altes, rostiges, abgenutztes Messer	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL02463	Lügen-bock	Lügenbock	Substantiv	-	Lügner	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS10009	Stangen-rose	Stangenrose	Substantiv	1	Malve (Althea rosea Cav.)Gartenblume	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01609	Kessel-fabrik	Kesselfabrik	Substantiv	-	Kesselfabrik	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE00405	Eier-weck	Eierweck	Substantiv	-	mürbes Brötchen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF01649	ver-klabern	verklabern	Verb	x	mit klebrigem Schmutz bedecken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS10171	stechen	stechen	Verb	4a	jemanden überlisten, austricksen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB04479	Blümchen-rühr-mich-nicht-an	Blümchenrührmichnichtan	Substantiv	2	schüchternes Kind	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA03743	aus-hauen	aushauen	Verb	4	roden	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW01223	wecken	wecken	Verb	'1	wach machen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD04553	Drohnen-brut	Drohnenbrut	Substantiv	1	Brut, aus der nur Drohnen hervorgehen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA02197	Anschläge-fresser	Anschlägefresser	Substantiv	1	Mensch, der immer wieder neue Wünsche und Pläne hat	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA01982	Anke(l)	Ankel, Anke	Substantiv	-	Nacken, Genick	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF00258	falzen	falzen	Verb	-	balzen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PO00818	Oster-gasse	Ostergasse	Substantiv	-	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PL00846	Laus-ficke	Lausficke	Substantiv	1b	Mensch mit verfilztem, verlaustem Haar	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA00191	ab-fahren	abfahren	Verb	I1d	durch Fahren abnützen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA00857	ab-wälzen	abwälzen	Verb	-	abwälzen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG04185	grimmen	grimmen	Verb	-	zusammenziehen (den Mund beim Genuß scharfer Sachen)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS01386	schäffeln	schäffeln	Verb	2	tauen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PW01176	Watz-klickert	Watzklickert	Substantiv	-	komischer Kauz	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS00195	Säge-blatt	Sägeblatt	Substantiv	-	Sägeblatt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD03019	Dorf-glocke	Dorfglocke	Substantiv	-	weibliche Person, die alle Dorfneuigkeiten weiß und verbreitet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK00418	Kampanje	Kampanje	Substantiv	2	zeitlich befristete Unternehmung, Hauptbetriebszeit	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS06892	Seiber-gusche	Seibergusche	Substantiv	2b	wer viel und zugleich unüberlegt redet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS06404	Schwein-pelz	Schweinpelz	Substantiv	-	unsauberer, gemeiner Mensch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS12419	Stutzen	Stutzen	Substantiv	2	das untere, dicke Ende einer Getreidegarbe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS03037	schlecht	schlecht	Adjektiv	+1a	einfach, schlicht	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01399	keilen, keideln	keilen, keideln	Verb	x'1.2b	werfen, schleudern	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PF03995	Flor-kleid	Florkleid	Substantiv	-	Kleid aus Flor	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01294	Kaute	Kaute	Substantiv	4d	Flurname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PD04254	Drescher	Drescher	Substantiv	1b	Dreschwagen, Dreschmaschine	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB07269	Pumpen-kübelchen	Pumpenkübelchen	Substantiv	-	kleiner Kübel an der Wasserpumpe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG03404	glücken	glücken	Verb	-	glücken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS08699	Spende	Spende	Substantiv	2	Armenfonds, Sozialleistung für Arme	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS01287	schäbig, schabig	schäbig, schabig	Adjektiv	4c	unsinnig (schabiges Zeug machen = Unsinn treiben)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM02582	Mollo	Mollo	Substantiv	1	Kopf	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PZ01180	zu-fahren	zufahren	Verb	1a	drauflos fahren, zügig fahren	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PE01635	Ent-setzung	Entsetzung	Substantiv	+	Absetzung, Entlassung aus einem Amt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS07736	Skelett	Skelett	Substantiv	-	Skelett	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA02514	Apfel-körbchen	Apfelkörbchen	Substantiv	-	Gerät zum Obstbrechen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS11258	Stopsel, Stöpsel	Stopsel, Stöpsel	Substantiv	2	kleingewachsener Mensch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK02879	Kloster-gasse	Klostergasse	Substantiv	-	Gasse, die an ein Kloster oder an einenklösterlichen Gutshof erinnert	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK01160	Katzen-narr	Katzennarr	Substantiv	-	großer Katzenfreund	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK00742	Karo	Karo	Substantiv	'1.1	viereckige Abteilung des Gartens	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS05085	schoren	schoren	Verb	'1.2	(mit dem Spaten) umgraben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB00111	Pacht-acker	Pachtacker	Substantiv	-	gepachteter Acker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS06699	Schwuppch	Schwuppch	Substantiv	-	Schwung, Stoß	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PZ00948	Zoll	Zoll	Substantiv	'2.2b	Zollkontrolle, Zollamt, Zollstation	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PI00023	Igel	Igel	Substantiv	2a	Kastanienhülse	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PK02179	Kirchen-vermögen	Kirchenvermögen	Substantiv	-	Kirchenvermögen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA02270	An-sinnen	Ansinnen	Substantiv	-	Ansinnen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PM01335	Meckes, Mekes	Meckes, Mekes	Substantiv	'2.2b	im Wachstum zurückgebliebenes Tier	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN01043	neun-eckig	neuneckig	Adjektiv	x1c	faul, ungefällig	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA03359	auf-springen	aufspringen	Verb	4b	aufbersten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB01591	be-gehren	begehren	Verb	-	begehren	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB02119	be-ruhigen	beruhigen	Verb	-	nach einer Aufregung ruhig werden	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00735	Nebel-macher	Nebelmacher	Substantiv	-	wer Darmwinde streichen läßt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PA00823	ab-treten	abtreten	Verb	1c	überlassen, freiwillig abgeben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PB04621	Blut-sturz	Blutsturz	Substantiv	-	Blutsturz	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH07312	Hunger-panz	Hungerpanz	Substantiv	-	Geizhals	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG03137	Glan-rasse	Glanrasse	Substantiv	-	eine im Glantal gezüchtete Rindviehrasse	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH06042	Hohl-meißel	Hohlmeißel	Substantiv	-	Meißel mit ausgehöhlter Schneide	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS04573	Schneller-bogen	Schnellerbogen	Substantiv	-	Armbrust als Spielzeug der Jungen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PS10548	Stelle	Stelle	Substantiv	1	Ort, Platz	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PG03098	Giraffe	Giraffe	Substantiv	2a	überaus große Person	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PH04101	Herz-drücker	Herzdrücker	Substantiv	1b	Kartoffeln	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
PN00539	Näppes	Näppes	Substantiv	-	kleiner Mann	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	1/1	0	True	kein_Trinken
