"PA02306"	"Ansteck-kran"	"Substantiv"	"großer Hahn am Faß"	"kein_Trinken"	"Getränk"	"Getränk"
"PA02450"	"an-zapfen"	"Verb"	"den Zapfenins Faß schlagen und das erste Mal Bier (Wein) laufen lassen"	"kein_Trinken"	"Getränk"	"Getränk"
"PA03408"	"Auf-träger"	"Substantiv"	"Hilfskräfte, die bei großen Veranstaltungen den Gästen den Wein bringen"	"kein_Trinken"	"Getränk"	"Getränk"
"PA03974"	"aus-schenken"	"Verb"	"Getränke ausschenken"	"kein_Trinken"	"Getränk"	"Getränk"
"PA04122"	"Austrag-mädchen"	"Substantiv"	"das Mädchen, das das eingeschenkte Bier austrägt"	"kein_Trinken"	"Getränk"	"Getränk"
"PA04188"	"aus-zapfen, -zäpfen"	"Verb"	"Getränk durch den Zapfen aus dem Faß auslassen"	"kein_Trinken"	"Getränk"	"Getränk"
"PB01158"	"Batzen-häuslein"	"Substantiv"	"Wirtschaft an der Landstraße, wo der Wein 1 Batzen kostet"	"kein_Trinken"	"Getränk"	"Getränk"
"PB02604"	"Pfaffen-schänke"	"Substantiv"	"Schankbetrieb, dessen Reingewinn den Klerikern zufloß"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03369"	"Bier-ausschank"	"Substantiv"	"Bierausschank"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03382"	"Bier-flasche"	"Substantiv"	"Bierflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03388"	"Bier-garten"	"Substantiv"	"Garten einer Bierwirtschaft"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03391"	"Bier-glas"	"Substantiv"	"Bierglas"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03392"	"Bier-haus"	"Substantiv"	"Bierwirtschaft"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03399"	"Bier-keller"	"Substantiv"	"Bierkeller"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03404"	"Bier-kranen"	"Substantiv"	"Hahn am Bierfaß"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03409"	"Bier-mahl"	"Substantiv"	"Bewirtung mit Bier"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03414"	"Bier-schenke"	"Substantiv"	"Wirtschaft, in der vornehmlich Bier ausgeschenkt wird"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03418"	"Bier-stube"	"Substantiv"	"Bierlokal"	"kein_Trinken"	"Getränk"	"Getränk"
"PB03429"	"Bier-wirtschaft"	"Substantiv"	"Wirtschaft, in der vornehmlich Bier ausgeschenkt wird"	"kein_Trinken"	"Getränk"	"Getränk"
"PB04749"	"Böckser-bohne"	"Substantiv"	"verdorbene Kaffeebohne"	"kein_Trinken"	"Getränk"	"Getränk"
"PB05208"	"Borte"	"Substantiv"	"Schaum auf dem Bier"	"kein_Trinken"	"Getränk"	"Getränk"
"PB05632"	"Branntwein-butelle"	"Substantiv"	"Schnapsflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PB05633"	"Branntwein-faß"	"Substantiv"	"Branntweinfaß"	"kein_Trinken"	"Getränk"	"Getränk"
"PB05634"	"Branntwein-flasche"	"Substantiv"	"Branntweinflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PB05636"	"Branntwein-glas"	"Substantiv"	"Schnapsglas"	"kein_Trinken"	"Getränk"	"Getränk"
"PB07244"	"Bummer"	"Substantiv"	"Schnapsfläschchen mit dickem Bauch"	"kein_Trinken"	"Getränk"	"Getränk"
"PB07292"	"Bums"	"Substantiv"	"Bezeichnung für eine Gastwirtschaft in Land (um 1920)"	"kein_Trinken"	"Getränk"	"Getränk"
"PB07506"	"Bürste"	"Substantiv"	"Gastwirtschaft, deren Schild eine Bürste zeigte"	"kein_Trinken"	"Getränk"	"Getränk"
"PD00677"	"Tannen-strauß, Tann-strauß"	"Substantiv"	"Tannenzweig als Gaststättenkennzeichen der Straußwirtschaften"	"kein_Trinken"	"Getränk"	"Getränk"
"PD03065"	"Dorf-schenke"	"Substantiv"	"Dorfwirtshaus"	"kein_Trinken"	"Getränk"	"Getränk"
"PD03461"	"Traget, Tragets"	"Substantiv"	"große Menge getrunkenen Alkohols"	"kein_Trinken"	"Getränk"	"Getränk"
"PD04129"	"drei-drähtig"	"Adjektiv"	"von sehr starkem Bohnenkaffee"	"kein_Trinken"	"Getränk"	"Getränk"
"PD04444"	"Trink-stube"	"Substantiv"	"Lokal, in dem man Getränke zu sich nimmt"	"kein_Trinken"	"Getränk"	"Getränk"
"PD04444"	"Trink-stube"	"Substantiv"	"Stube neben dem Tanzsaal, in der getrunken wird"	"kein_Trinken"	"Getränk"	"Getränk"
"PD04447"	"Trink-zimmer"	"Substantiv"	"Stube neben dem Tanzsaal, in der getrunken wird"	"kein_Trinken"	"Getränk"	"Getränk"
"PD04612"	"Tropfs-blech"	"Substantiv"	"kleine Brenke, in die das Tropfbier vom Hahn hineintropft"	"kein_Trinken"	"Getränk"	"Getränk"
"PD04744"	"Trudel"	"Substantiv"	"Bodensatz einer Flüssigkeit, bes. des Kaffees, des Weins"	"kein_Trinken"	"Getränk"	"Getränk"
"PD05219"	"Tüpfen"	"Substantiv"	"Gefäß zum Trinken"	"kein_Trinken"	"Getränk"	"Getränk"
"PE00602"	"ein-gießen"	"Verb"	"das Glas füllen"	"kein_Trinken"	"Getränk"	"Getränk"
"PE00838"	"ein-schenken"	"Verb"	"Getränke eingießen; das Glas gut (schlecht) füllen"	"kein_Trinken"	"Getränk"	"Getränk"
"PF00394"	"Fasanerie"	"Substantiv"	"beliebte Einkehrgaststätte bei Zweibr, früher Tiergarten der Herzöge"	"kein_Trinken"	"Getränk"	"Getränk"
"PF00952"	"Feld-webel"	"Substantiv"	"Schaum auf dem Bier"	"kein_Trinken"	"Getränk"	"Getränk"
"PF00953"	"Feldwebels-borte"	"Substantiv"	"hohe Schaumkrone auf dem Bier"	"kein_Trinken"	"Getränk"	"Getränk"
"PF02529"	"ver-trinken"	"Verb"	"für Getränke ausgeben"	"kein_Trinken"	"Getränk"	"Getränk"
"PF02659"	"ver-zapfen, -zäpfen"	"Verb"	"(durch den Faßzapfen) ausschenken"	"kein_Trinken"	"Getränk"	"Getränk"
"PF03115"	"Viertel"	"Substantiv"	"18 l (bei Schnaps)"	"kein_Trinken"	"Getränk"	"Getränk"
"PF03610"	"Flaschen-bier"	"Substantiv"	"Flaschenbier"	"kein_Trinken"	"Getränk"	"Getränk"
"PF04005"	"Flöte"	"Substantiv"	"schmales Bierglas, 0, 4 l fassend"	"kein_Trinken"	"Getränk"	"Getränk"
"PG00579"	"Gassen-schenke"	"Substantiv"	"Schankwirtschaft mit Getränkeausschank, nicht nur an anwesende Gäste"	"kein_Trinken"	"Getränk"	"Getränk"
"PG03400"	"Gluckelchen, Gluckel"	"Substantiv"	"Trinkflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PG03418"	"Gluckser, Glückser"	"Substantiv"	"kleine Branntweinflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PG04203"	"Grind-kopf"	"Substantiv"	"abwertend von einem kleinen Bierfaß"	"kein_Trinken"	"Getränk"	"Getränk"
"PH02057"	"Hecken-wirtschaft, Heck-wirtschaft"	"Substantiv"	"kleines Weinlokal"	"kein_Trinken"	"Getränk"	"Getränk"
"PH06443"	"Hopfen-bitter"	"Substantiv"	"die aus Hopfen gewonnene Bierwürze"	"kein_Trinken"	"Getränk"	"Getränk"
"PH07070"	"Humpen"	"Substantiv"	"großes TrinkGefäß von 2 - 5 l Inhalt"	"kein_Trinken"	"Getränk"	"Getränk"
"PH07077"	"Hund"	"Substantiv"	"Schnapsglas (kleiner als 14 l)"	"kein_Trinken"	"Getränk"	"Getränk"
"PK00044"	"Kaffee"	"Substantiv"	"Kaffeebohnen, auch in gemahlenem Zustand"	"kein_Trinken"	"Getränk"	"Getränk"
"PK00048"	"Kaffee-bohne"	"Substantiv"	"Kaffeebohne"	"kein_Trinken"	"Getränk"	"Getränk"
"PK00064"	"Kaffee-haus"	"Substantiv"	"Kaffeehaus"	"kein_Trinken"	"Getränk"	"Getränk"
"PK00557"	"Kappe"	"Substantiv"	"Schaumschicht auf dem Bier"	"kein_Trinken"	"Getränk"	"Getränk"
"PK04420"	"kräftig"	"Adjektiv"	"viel Alkohol enthaltend (von Wein, Bier)"	"kein_Trinken"	"Getränk"	"Getränk"
"PL00077"	"lack"	"Adjektiv"	"abgestanden, schal, lau (von Getränken)"	"kein_Trinken"	"Getränk"	"Getränk"
"PL02674"	"luttern"	"Verb"	"den Zwetschgen- oder Birnenschnaps zum zweitenmal brennen"	"kein_Trinken"	"Getränk"	"Getränk"
"PM01938"	"Milch-schokolade"	"Substantiv"	"Milchschokolade"	"kein_Trinken"	"Getränk"	"Getränk"
"PO00401"	"Offiziers-borte"	"Substantiv"	"hohe Schaumkrone auf dem Bier"	"kein_Trinken"	"Getränk"	"Getränk"
"PQ00279"	"Quetschen-faß"	"Substantiv"	"Faß zur Schnapsbereitung aus Zwetschgenfallobst"	"kein_Trinken"	"Getränk"	"Getränk"
"PR00440"	"Rasier-schaum"	"Substantiv"	"Sahne auf dem Kaffee"	"kein_Trinken"	"Getränk"	"Getränk"
"PR01118"	"Reiber"	"Substantiv"	"Faßhahn; kleiner Holzhahn am Faß zum Abfüllen des Weins in Gläser"	"kein_Trinken"	"Getränk"	"Getränk"
"PR01163"	"Reif"	"Substantiv"	"ausgehängter Faßreifen als Wirtshauszeichen"	"kein_Trinken"	"Getränk"	"Getränk"
"PR01356"	"Reit-haken"	"Substantiv"	"Weinglas"	"kein_Trinken"	"Getränk"	"Getränk"
"PR01401"	"Remischen"	"Substantiv"	"kleines Weinglas"	"kein_Trinken"	"Getränk"	"Getränk"
"PR02123"	"Römer"	"Substantiv"	"grünes Weinglas"	"kein_Trinken"	"Getränk"	"Getränk"
"PS00157"	"Sack-süffer"	"Substantiv"	"kleines flaches Schnapsfläschchen für die Tasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PS00721"	"Satz"	"Substantiv"	"Bodensatz in Getränken, bes. Kaffee"	"kein_Trinken"	"Getränk"	"Getränk"
"PS01689"	"Schank"	"Substantiv"	"Ausschank (von Getränken)"	"kein_Trinken"	"Getränk"	"Getränk"
"PS01701"	"Schank-stube"	"Substantiv"	"Stube der Gastwirtschaft, in der ausgeschenkt wird"	"kein_Trinken"	"Getränk"	"Getränk"
"PS01702"	"Schank-tisch"	"Substantiv"	"Tisch in der Gastwirtschaft, an dem ausgeschenkt wird"	"kein_Trinken"	"Getränk"	"Getränk"
"PS02441"	"Schild-wirt"	"Substantiv"	"zum Dauerausschank gekaufter Weine berechtigter Wirt"	"kein_Trinken"	"Getränk"	"Getränk"
"PS03077"	"Schleh-büchse"	"Substantiv"	"Bierfäßchen"	"kein_Trinken"	"Getränk"	"Getränk"
"PS04244"	"Schnaps-ausschank"	"Substantiv"	"Schankrecht für Spirituosen im Gasthaus"	"kein_Trinken"	"Getränk"	"Getränk"
"PS04251"	"Schnaps-butelle"	"Substantiv"	"Schnapsflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PS04260"	"Schnaps-flasche"	"Substantiv"	"Glasflasche für Branntwein"	"kein_Trinken"	"Getränk"	"Getränk"
"PS04279"	"Schnaps-kram"	"Substantiv"	"Schnapsausschank"	"kein_Trinken"	"Getränk"	"Getränk"
"PS04281"	"Schnaps-laden"	"Substantiv"	"Branntweinausschank, meist mit Kramladen verbunden"	"kein_Trinken"	"Getränk"	"Getränk"
"PS04295"	"Schnaps-wirtschaft"	"Substantiv"	"Gasthaus mit Schnapsausschank"	"kein_Trinken"	"Getränk"	"Getränk"
"PS06628"	"Schwitte"	"Substantiv"	"kleines Glas Wein, Viertelchen"	"kein_Trinken"	"Getränk"	"Getränk"
"PS07297"	"servieren"	"Verb"	"Essen, Getränke auftragen, auftischen"	"kein_Trinken"	"Getränk"	"Getränk"
"PS09048"	"Spitz-bohnen"	"Substantiv"	"Getreidekörner als Kaffee-Ersatz"	"kein_Trinken"	"Getränk"	"Getränk"
"PS09418"	"spritzen"	"Verb"	"ein Getränk mit Wasser verdünnen"	"kein_Trinken"	"Getränk"	"Getränk"
"PS09466"	"Sprudel-flasche"	"Substantiv"	"Flasche für Mineralwasser"	"kein_Trinken"	"Getränk"	"Getränk"
"PS09912"	"Stamm-glas"	"Substantiv"	"persönliches Trinkglas des Stammgastes in der Wirtschaft"	"kein_Trinken"	"Getränk"	"Getränk"
"PS10172"	"Stecher"	"Substantiv"	"der Stechheber, mit dem man Weinproben zieht"	"kein_Trinken"	"Getränk"	"Getränk"
"PS10178"	"Stech-hahnen, Stech-hahn"	"Substantiv"	"Vorrichtung am Faß zum Ablassen von Wein, Bier usw."	"kein_Trinken"	"Getränk"	"Getränk"
"PS10179"	"Stech-heber"	"Substantiv"	"unten spitzes, offenes Gerät, um Weinproben aus dem Faß zu nehmen"	"kein_Trinken"	"Getränk"	"Getränk"
"PS10643"	"Stern, Sternen"	"Substantiv"	"Stern als Wirtshauszeichen"	"kein_Trinken"	"Getränk"	"Getränk"
"PS11616"	"Strauß"	"Substantiv"	"Strauß als Zeichen des Ausschanks an Straußwirtschaften"	"kein_Trinken"	"Getränk"	"Getränk"
"PS11667"	"Streiche"	"Substantiv"	"flaches Holz zum Abstreichen des Bierschaums"	"kein_Trinken"	"Getränk"	"Getränk"
"PS11780"	"Strich"	"Substantiv"	"Vermerk des Wirts über konsumierte Getränke"	"kein_Trinken"	"Getränk"	"Getränk"
"PS12192"	"Stuff"	"Substantiv"	"Weinglas für 18 Liter"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01506"	"weich"	"Adjektiv"	"mild, säure- und schwefelarm; trüb (vom Wein)"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01679"	"Wein-ausschank"	"Substantiv"	"Weinausschank"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01706"	"Wein-essig"	"Substantiv"	"aus Wein hergestellter Essig"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01712"	"Wein-flasche"	"Substantiv"	"Weinflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01736"	"Wein-haus"	"Substantiv"	"Weinwirtschaft"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01787"	"Wein-schank"	"Substantiv"	"Weinausschank, Ort und Recht des Weinausschankes"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01788"	"Wein-schankung"	"Substantiv"	"Weinausschank"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01789"	"Wein-schenke"	"Substantiv"	"Gastwirtschaft mit Weinausschank"	"kein_Trinken"	"Getränk"	"Getränk"
"PW01811"	"Wein-stube"	"Substantiv"	"einfache Weingaststätte"	"kein_Trinken"	"Getränk"	"Getränk"
"PW03120"	"Winzer-keller"	"Substantiv"	"Weinausschank des örtlichen Winzervereines"	"kein_Trinken"	"Getränk"	"Getränk"
"PW03216"	"Wirts-stube"	"Substantiv"	"Raum in der Wirtschaft, in der der Ausschank ist"	"kein_Trinken"	"Getränk"	"Getränk"
"PZ00154"	"zapfen, zäpfen"	"Verb"	"Wein etc. vom Zapfhahn in Trink-, AusschenkGefäße laufen lassen"	"kein_Trinken"	"Getränk"	"Getränk"
"PZ00167"	"Zapfer"	"Substantiv"	"wer Getränke zapft"	"kein_Trinken"	"Getränk"	"Getränk"
"PZ00168"	"Zapf-hahn"	"Substantiv"	"Hahn am Faß, am Schanktresen"	"kein_Trinken"	"Getränk"	"Getränk"
"PZ00169"	"Zapf-kranen"	"Substantiv"	"Zapfhahn am Faß"	"kein_Trinken"	"Getränk"	"Getränk"
"PZ00197"	"zart, zärt"	"Adjektiv"	"angenehm zu trinken, süffig"	"kein_Trinken"	"Getränk"	"Getränk"
"PZ00216"	"Zassel-wirtschaft"	"Substantiv"	"bescheidene, wenig attraktive Wirtschaft"	"kein_Trinken"	"Getränk"	"Getränk"
"LA00262"	"Angläs"	"Substantiv"	"weiße Wein-Flasche, drei Viertel Liter enthaltend"	"kein_Trinken"	"Getränk"	"Getränk"
"LA00303"	"an-setzen"	"Verb"	"anstellen; Brombeeren, Mirabellen, Chinawurzel usw. in Alkohol einweichen, um ein besonders hygienisches Likör herzustellen"	"kein_Trinken"	"Getränk"	"Getränk"
"LB00829"	"Kaffis-binz"	"Substantiv"	"Kaffeekanne"	"kein_Trinken"	"Getränk"	"Getränk"
"LB01611"	"brutlich"	"Adjektiv"	"abgebrüht (vom mehrfach aufgekochten Kaffee)"	"kein_Trinken"	"Getränk"	"Getränk"
"LD00053"	"däfen"	"Verb"	"Wein mit Wasser durchsetzen"	"kein_Trinken"	"Getränk"	"Getränk"
"LD00093"	"Damp"	"Substantiv"	"Rausch, Betäubung durch geistige Getränke"	"kein_Trinken"	"Getränk"	"Getränk"
"LD00698"	"Drank-fâs"	"Substantiv"	"Obstweinfaß"	"kein_Trinken"	"Getränk"	"Getränk"
"LF01050"	"Flesch"	"Substantiv"	"Flasche, Feldflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"LK00024"	"Kaffee"	"Substantiv"	"Kaffeehaus"	"kein_Trinken"	"Getränk"	"Getränk"
"LK00025"	"Kaffeebich"	"Substantiv"	"Kaffeebäuche, Spottname der Saargemünder wegen ihrer Vorliebe für Kaffee"	"kein_Trinken"	"Getränk"	"Getränk"
"LK00026"	"Kaffeebinz"	"Substantiv"	"Kaffeekanne"	"kein_Trinken"	"Getränk"	"Getränk"
"LK00032"	"Kaffeehôr"	"Substantiv"	"(eigentl. Kaffeehorn) Kaffeeschwester"	"kein_Trinken"	"Getränk"	"Getränk"
"LM00465"	"Minut"	"Substantiv"	"Kaffeegeschirr; Topf, in welchem der Kaffee schnell zubereitet werden kann"	"kein_Trinken"	"Getränk"	"Getränk"
"LM00556"	"Molken"	"Substantiv"	"Käsewasser in der Dickmilch"	"kein_Trinken"	"Getränk"	"Getränk"
"LW00164"	"Wässich"	"Substantiv"	"Molke, wässeriger Teil der Milch"	"kein_Trinken"	"Getränk"	"Getränk"
"LS00908"	"Schapsbuddel"	"Substantiv"	"Schnapsflasche"	"kein_Trinken"	"Getränk"	"Getränk"
"LS01349"	"schwenken"	"Verb"	"jemanden durch Spendung geistiger Getränke zu gewinnen suchen"	"kein_Trinken"	"Getränk"	"Getränk"
"LS01415"	"Seidel"	"Substantiv"	"u. n. Getränk- u. Flüssigkeitsmaß, die Halbe"	"kein_Trinken"	"Getränk"	"Getränk"
"LS01418"	"Seih"	"Substantiv"	"Seihe, feines Sieb für Kaffee, Milch u. dgl"	"kein_Trinken"	"Getränk"	"Getränk"
"LS02432"	"Suckel"	"Substantiv"	"irgend ein Gegenstand, an dem gesogen wird, z. B. eine Zuckerstange"	"kein_Trinken"	"Getränk"	"Getränk"
"LW00478"	"Wisch"	"Substantiv"	"Wirtshausschild, Bier- oder Weinzeichen"	"kein_Trinken"	"Getränk"	"Getränk"
"LZ00038"	"zappen"	"Verb"	"Wein, Bier vom Zapfen schenken"	"kein_Trinken"	"Getränk"	"Getränk"
"LZ00126"	"Zieh-stang"	"Substantiv"	"dehnbare Zuckerstange"	"kein_Trinken"	"Getränk"	"Getränk"
"EA00219"	"Adler"	"Substantiv"	"Adler. Häufig Wirtshausschild"	"kein_Trinken"	"Getränk"	"Getränk"
"EA01244"	"Ürten"	"Substantiv"	"Zeche, gemeinsamer Schmaus in einem Gasthaus"	"kein_Trinken"	"Getränk"	"Getränk"
"EF00620"	"Viertel"	"Substantiv"	"Viertele eine Flasche, die 0,25 l fassen kann, sodann der Inhalt einer solchen Flasche"	"kein_Trinken"	"Getränk"	"Getränk"
"EF00832"	"Fass"	"Substantiv"	"Fass, hölzernes Gefäss, das meist zur Aufnahme von Flüssigkeiten, bes. von Wein, bestimmt ist"	"kein_Trinken"	"Getränk"	"Getränk"
"EF00951"	"Fisch"	"Substantiv"	"feste Bestandteile, die in einem vorgesetzten Getränk umherschwimmen, z. B. Pech im Bier und dgl"	"kein_Trinken"	"Getränk"	"Getränk"
"EG01144"	"Gutter(e)"	"Substantiv"	"Flasche, meist mit grossem Bauch, engem Halse und Giessschnabel, oft mit Stroh umflochten, Korbflasche; aus Glas oder Steingut; dient zum Aufbewahren von Kirsch- oder Pflaumenwasser, Schnaps, Wein, Essig, Petroleum; seltener auch eine kleine Flasche"	"kein_Trinken"	"Getränk"	"Getränk"
"EG01147"	"gutteren"	"Verb"	"gluckern, wie Wasser, das aus einer Flasche geschüttet wird"	"kein_Trinken"	"Getränk"	"Getränk"
"EG01382"	"Glas"	"Substantiv"	"Trinkglas"	"kein_Trinken"	"Getränk"	"Getränk"
"EH00642"	"Windhals"	"Substantiv"	"langhalsige Flasche mit einem Rauminhalt von etwa"	"kein_Trinken"	"Getränk"	"Getränk"
"EH01413"	"Schrëpfhörnle, Schrëpfhörnel"	"Substantiv"	"kleines Bierglas"	"kein_Trinken"	"Getränk"	"Getränk"
"EJ00209"	"jästig, jastig"	"Adjektiv"	"in Gärung begriffen, brausend (Wein)"	"kein_Trinken"	"Getränk"	"Getränk"
"EK00064"	"Schöpfkübel"	"Substantiv"	"kleiner hölzerner Kübel zum Schöpfen von Wasser oder Wein"	"kein_Trinken"	"Getränk"	"Getränk"
"EK00380"	"verkalchen"	"Verb"	"(den Kaffee) überzuckern"	"kein_Trinken"	"Getränk"	"Getränk"
"EK00555"	"Kann"	"Substantiv"	"Kännchen, auch für Milch, Petrol u. s. w., bes. aber für Bier; ein Zehntel Liter enthaltend. In früherer Zeit wurde das Bier in Krügen aus Steingut, mit dem Zeichen"	"kein_Trinken"	"Getränk"	"Getränk"
"EK01714"	"klutteren"	"Verb"	"plätschern, in Flüssigkeiten Blasen und gurgelnde Töne hervorbringen, z. B. beim Sieden, beim Sprudeln einer Quelle, beim Einschenken aus einer Flasche, beim Waschen, bes. beim Spielen im Wasser"	"kein_Trinken"	"Getränk"	"Getränk"
