"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"
"PB00551"	"bamschen"	"Verb"	"-"	"viel trinken, saufen"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"
"PB00617"	"Bankerotts-brühe, Bankerott-brühe"	"Substantiv"	"-"	"dünner, schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB00620"	"Bankerottsmacher-brühe, Bankerottmacher-brühe"	"Substantiv"	"-"	"dünner, schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB00669"	"panschen"	"Verb"	3	"zechen, saufen"	"Trinken.Alkohol_trinken"
"PB00757"	"Pappel-wasser"	"Substantiv"	2	"geringwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB01168"	"Batzen-wein"	"Substantiv"	"-"	"minderwertiger Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB01184"	"Bauch-bläser"	"Substantiv"		"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB01216"	"Bauchweh-wasser"	"Substantiv"	"-"	"Zwetschgenschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PB01220"	"Baudel-brühe"	"Substantiv"	"-"	"Malzkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffeeersatz"
"PB01317"	"Bauern-wein"	"Substantiv"	"-"	"Wein, den die Bauern für den eigenen Gebrauch herstellen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB01491"	"bechern"	"Verb"	"-"	"viel trinken, zechen"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"
"PB01499"	"Pech-milch"	"Substantiv"	"-"	"die erste gelbe Milch der Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB01537"	"be-diaduseln"	"Verb"	"-"	"betrinken"	"Trinken.Alkohol_trinken"
"PB01548"	"be-dudeln"	"Verb"	2	"betrinken"	"Trinken.Alkohol_trinken"
"PB01633"	"be-hauen"	"Verb"	"2a"	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB01838"	"be-ledern"	"Verb"	"-"	"betrinken"	"Trinken.Alkohol_trinken"
"PB01910"	"bemschen"	"Verb"	3	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken"
"PB01928"	"be-nebeln"	"Verb"	"-"	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02056"	"perlen"	"Verb"	"01.01.25"	"trinken"	"Trinken"
"PB02066"	"Perl-kaffee"	"Substantiv"	"-"	"(sch) Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PB02122"	"be-rußen"	"Verb"	2	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02130"	"be-sabeln"	"Verb"	1	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02133"	"be-saufen"	"Verb"	"-"	"wie schd »besaufen"	"Trinken.Alkohol_trinken"
"PB02138"	"be-schaskeln, -schassen"	"Verb"	"-"	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02160"	"be-schlagen"	"Verb"	2	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02172"	"be-schnussen"	"Verb"	"-"	"betrinken"	"Trinken.Alkohol_trinken"
"PB02193"	"be-seibeln"	"Verb"	2	"betrinken"	"Trinken.Alkohol_trinken"
"PB02354"	"be-trudeln"	"Verb"	"-"	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02495"	"be-tutern"	"Verb"	"-"	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02576"	"be-zechen"	"Verb"	"-"	"sich betrinken"	"Trinken.Alkohol_trinken"
"PB02644"	"Pfand-wein"	"Substantiv"		"verpfändeter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB02736"	"Pfeffer-minze, -minz"	"Substantiv"	2	"Pfefferminztee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PB02740"	"Pfefferminz-tee"	"Substantiv"	"-"	"wie schd »Pfefferminztee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PB02741"	"Pfefferminz-wasser"	"Substantiv"	"-"	"Getränk aus Pfefferminzessenz und Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"
"PB02869"	"Pferds-milch"	"Substantiv"	"-"	"Stutenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB02917"	"pfetzen"	"Verb"	6	"trinken"	"Trinken.Alkohol_trinken"
"PB02931"	"pfiffeln"	"Verb"	2	"ein kleines Glas Wein trinken"	"Trinken.Alkohol_trinken"
"PB02932"	"pfiffen"	"Verb"	"-"	"ein kleines Glas Wein trinken"	"Trinken.Alkohol_trinken"
"PB03008"	"Pflaster"	"Substantiv"	"4b"	"Erdbeerwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03368"	"Bier"	"Substantiv"	"-"	"wie schd »Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PB03415"	"Bier-schlorum"	"Substantiv"	"-"	"schlechtes Bier (?)"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PB03442"	"Biest-milch"	"Substantiv"	"-"	"die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB03609"	"Pink-pille"	"Substantiv"	1	"(sch) schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB03661"	"Bippel-henker"	"Substantiv"	"-"	"derbe Bez. für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB03661"	"Bippel-henker"	"Substantiv"	"E2"	"Tresterwein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03715"	"Birnen-bumpes"	"Substantiv"	"-"	"(sch) Wein, den man aus Birnen...selbst hergestellt hat"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03729"	"Birnen-most"	"Substantiv"	"-"	"Birnensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PB03731"	"Birnen-puff"	"Substantiv"	"-"	"(sch) Wein, den man aus Birnen (und Äpfeln) selbst hergestellt hat"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03733"	"Birnen-saft"	"Substantiv"	"-"	"wie schd »Birnensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PB03735"	"Birnen-schnackel"	"Substantiv"	"-"	"verächtlich für schlechten Birnenwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03741"	"Birnen-wein"	"Substantiv"	"-"	"wie schd »Birnenwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03816"	"pitschen"	"Verb"	1	"trinken (sch)"	"Trinken.Alkohol_trinken"
"PB03844"	"Bitter-wasser"	"Substantiv"	"-"	"ein sehr bitter schmeckendes Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PB03868"	"Bitzler"	"Substantiv"	1	"junger, noch gärender Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03946"	"Plämpel"	"Substantiv"	2	"schlechter Wein, minderwertiger Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03947"	"Plämpel-brühe"	"Substantiv"	"-"	"schlechter Wein, minderwertiger Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB03948"	"plämpern"	"Verb"	"-"	"oft trinken"	"Trinken.Hohe_Frequenz_Dauer"
"PB04011"	"blasen"	"Verb"	3	"einen trinken"	"Trinken.Alkohol_trinken"
"PB04154"	"blau"	"Substantiv"	"4a'b"	"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PB04279"	"Bleff"	"Substantiv"	"-"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB04398"	"blitzen"	"Verb"	"x'1.2d"	"(sch) trinken"	"Trinken"
"PB04481"	"Blume"	"Substantiv"	"2g"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB04647"	"Blut-wein"	"Substantiv"	"-"	"Rotwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB04693"	"Bock-bier"	"Substantiv"	"-"	"Starkbier mit hohem Stammwürzegehalt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PB04748"	"Böckser"	"Substantiv"	"1a"	"von verdorbenem Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB04748"	"Böckser"	"Substantiv"	"1b"	"Most, der in der Gärung das Süße verloren hat"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB04748"	"Böckser"	"Substantiv"	"1c"	"Wein mit Bodengeschmack"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB04755"	"Böcksler"	"Substantiv"	2	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB04755"	"Böcksler"	"Substantiv"	1	"Wein mit Bodengeschmack"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB04761"	"Bocks-seiche"	"Substantiv"	"-"	"schlechtes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PB04859"	"Bohnen-kaffee"	"Substantiv"	"-"	"wie schd »Bohnenkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB04922"	"Polack"	"Substantiv"	5	"Rest eines Getränkes im Glas"	"Getränk"
"PB05580"	"Brand"	"Substantiv"	"6e"	"brennender Durst"	"Durst"
"PB05629"	"Brannte-wein, Brannt-wein"	"Substantiv"	"-"	"wie schd »Branntewein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PB05642"	"Branntwein-schnäpsel"	"Substantiv"	"-"	"ein Gläschen Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PB05678"	"Brast"	"Substantiv"	"1.4"	"Durst"	"Durst"
"PB05724"	"Bratz"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB05741"	"Brauhaus-bier"	"Substantiv"	"-"	"Biersorte aus Frankth"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PB06029"	"Preß-most"	"Substantiv"	"-"	"durch Pressen gewonnener Obstsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PB06123"	"Briester"	"Substantiv"	"-"	"erste Milch nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB06125"	"Briester-milch"	"Substantiv"	"-"	"erste Milch nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB06313"	"Brombeerenlaub-tee"	"Substantiv"	"-"	"Brombeerenblättertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PB06369"	"prosten"	"Verb"	1	"trinken"	"Trinken.Alkohol_trinken"
"PB06370"	"prostern"	"Verb"	"-"	"trinken"	"Trinken.Alkohol_trinken"
"PB06562"	"Brühe"	"Substantiv"	"3b"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB06562"	"Brühe"	"Substantiv"	2	"Beeren-, Gemüsesaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PB06562"	"Brühe"	"Substantiv"	"3a"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB06629"	"Brummelsbeerblätter-tee"	"Substantiv"	"-"	"Brombeerblättertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PB06831"	"Bruttel"	"Substantiv"	"1c"	"trübe Brühe"	"Getränk"
"PB06831"	"Bruttel"	"Substantiv"	"1d"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB06832"	"Bruttel-brühe"	"Substantiv"	"-"	"schlechtes Kaffeegetränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB06974"	"Büchsen-milch"	"Substantiv"	"-"	"wie schd »Büchsenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB07038"	"Buckskin"	"Substantiv"	2	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB07052"	"Pudel"	"Substantiv"	"2.3"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PB07085"	"Puff"	"Substantiv"	"1.2"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB07095"	"büffeln"	"Verb"	2	"trinken"	"Trinken.Alkohol_trinken"
"PB07098"	"büffen"	"Verb"	2	"einen trinken"	"Trinken.Alkohol_trinken"
"PB07195"	"pulvern, pülvern"	"Verb"	3	"einen trinken"	"Trinken.Alkohol_trinken"
"PB07266"	"pumpen"	"Verb"	"1b"	"einen trinken"	"Trinken.Alkohol_trinken"
"PB07282"	"Bumpes"	"Substantiv"	"1.4"	"schlechter Wein, Tresterwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB07289"	"bumpsen, bumsen"	"Verb"	3	"ein Glas Wein trinken"	"Trinken.Alkohol_trinken"
"PB07380"	"Buppes"	"Substantiv"	1	"minderwertiger Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PB07510"	"bürsten"	"Verb"	2	"trinken, zechen"	"Trinken.Alkohol_trinken"
"PB07749"	"Butter-milch"	"Substantiv"	"-"	"wie schd »Buttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB07852"	"Butzen-milch, Butze-milch"	"Substantiv"	"-"	"die erste dicke, unreine Milch der Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PB07865"	"Butzicht-milch"	"Substantiv"	"-"	"die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PD00309"	"Taglöhners-wein, Taglöhner-wein"	"Substantiv"	"-"	"Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD00533"	"Tal-wein"	"Substantiv"	"-"	"Wein aus niedrigen Lagen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD00571"	"Dämmer-schoppen"	"Substantiv"	"-"	"kleiner Abendtrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"
"PD00646"	"tanken"	"Verb"	2	"trinken (vom Alkohol)"	"Trinken.Alkohol_trinken"
"PD00850"	"daran-gießen"	"Verb"	"-"	"einen Schoppen, ein Gläschen u.ä. trinken"	"Trinken.Alkohol_trinken"
"PD00873"	"daran-schütten"	"Verb"	2	"einen Schoppen trinken"	"Trinken.Alkohol_trinken"
"PD01207"	"tätschern"	"Verb"	"-"	"(sch) trinken"	"Trinken.Alkohol_trinken"
"PD01407"	"Tausendgüldenkraut-tee"	"Substantiv"	"-"	"Tee aus Tausendguldenkraut"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PD01473"	"dawider-schütten"	"Verb"	"-"	"einen trinken"	"Trinken.Alkohol_trinken"
"PD01569"	"Tee"	"Substantiv"	1	"die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PD01569"	"Tee"	"Substantiv"	2	"Kräutertee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PD02004"	"Teufels-gesöff, Teufel-gesöff"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PD02202"	"Dick-milch"	"Substantiv"	1	"wie schd »Dickmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PD02573"	"Tisch-wein"	"Substantiv"	"-"	"Wein, der zum Essen getrunken wird, Wein von geringerer Qualität"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD02627"	"Dividenden-brühe"	"Substantiv"	"-"	"Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PD02628"	"Dividenden-wasser"	"Substantiv"	"-"	"Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PD02843"	"tönen"	"Verb"	2	"tüchtig, viel trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"
"PD02922"	"Doppel-bier"	"Substantiv"	"-"	"Starkbier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PD02923"	"Doppel-bock"	"Substantiv"	"-"	"besonders starkes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PD02947"	"Doppel-kümmel"	"Substantiv"	"-"	"doppelt abgezogener Kümmelbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PD03186"	"torschen"	"Verb"	"-"	"tüchtig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"
"PD03425"	"Drachen-töter"	"Substantiv"	"-"	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD03596"	"Trank"	"Substantiv"	1	"Getränk"	"Getränk"
"PD03599"	"tränken"	"Verb"	"1c"	"/(sch) trinken/"	"Trinken.Alkohol_trinken"
"PD03746"	"Trauben-most"	"Substantiv"	"-"	"wie schd »Traubenmost"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PD03753"	"Trauben-puff"	"Substantiv"	"-"	"Wein minderer Güte"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD03764"	"Trauben-wein"	"Substantiv"	"-"	"Wein aus Traubenbeeren"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD03870"	"Treber-most"	"Substantiv"		"Nachwein aus Traubentrestern"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD03871"	"Treber-wein"	"Substantiv"		"aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD03964"	"Dreck-milch"	"Substantiv"	"-"	"die erste, dicke Milch der Kuh nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PD04171"	"Drei-männer"	"Substantiv"	"-"	"schlechter, saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD04173"	"Dreimänner-wein"	"Substantiv"	"-"	"schlechter, saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD04291"	"Trester-most"	"Substantiv"	"-"	"Nachwein aus Traubentrestern"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD04295"	"Trester-schnaps"	"Substantiv"	"-"	"aus Weintrestern gebrannter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PD04296"	"Trester-wasser"	"Substantiv"	"-"	"(sch) aus Traubenrückständen...Zucker und Wasser hergestellter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PD04431"	"Trink"	"Substantiv"		"Trunk"	"Getränk"
"PD04433"	"Trink-branntwein"	"Substantiv"	"-"	"Branntwein zum Trinken"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
