xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Top_3	Top_5	Konzeptübereinstimmung
PA02908	Attacke	Attacke	Substantiv	3	Gelage	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA03044	auf-fahren	auffahren	Verb	2a	auftischen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA03408	Auf-träger	Aufträger	Substantiv	-	Hilfskräfte, die bei großen Veranstaltungen den Gästen den Wein bringen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA03421	auf-tun	auftun	Verb	2	mit dem Ausschank beginnen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA03431	Auf-wärter	Aufwärter	Substantiv	-	Aushilfskellner	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA03965	Aus-schank	Ausschank	Substantiv	-	Ausschank	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA03974	aus-schenken	ausschenken	Verb	-	Getränke ausschenken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA04096	aus-stoßen	ausstoßen	Verb	3	anzapfen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA04100	aus-streichen	ausstreichen	Verb	2	ausgehen, das Wirtshaus besuchen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA04122	Austrag-mädchen	Austragmädchen	Substantiv	-	das Mädchen, das das eingeschenkte Bier austrägt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PA04188	aus-zapfen, -zäpfen	auszapfen, auszäpfen	Verb	-	Getränk durch den Zapfen aus dem Faß auslassen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB00444	Ballen, Ball	Ballen, Ball	Substantiv	5	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB00465	Ballon	Ballon	Substantiv	4	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB00513	Bambusch	Bambusch	Substantiv	1	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB00520	Bampel	Bampel	Substantiv	2c	Gastwirt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB00543	Bampel-wirt	Bampelwirt	Substantiv	-	ein Wirt, der sich nicht um die Gäste kümmert	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB00544	Bampel-, Bämpeles-wirtschaft	Bampelwirtschaft, Bämpeleswirtschaft	Substantiv	-	nachlässig geführte Wirtschaft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB00552	Bamscher	Bamscher	Substantiv	-	Trunkenbold	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01111	Patsch-hand	Patschhand	Substantiv	3	Trinkgeld	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01158	Batzen-häuslein	Batzenhäuslein	Substantiv	-	Wirtschaft an der Landstraße, wo der Wein 1 Batzen kostet	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01348	Baum	Baum	Substantiv	5	Gasthausname	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01417	Bause, Pause, Bausen, Pausen	Bause, Pause, Bausen, Pausen	Substantiv	4	Alkoholrausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01540	Bedien-mädchen	Bedienmädchen	Substantiv	-	Kellnerin	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01542	Be-dienung	Bedienung	Substantiv	-	Bedienungspersonal im Gastgewerbe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01546	be-drust	bedrust	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01551	be-duselt	beduselt	Adjektiv	-	ein wenig betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01657	be-hurmelt	behurmelt	Adjektiv	-	leicht betrungken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01796	Beize	Beize	Substantiv	2	kleines, unordentliches Gasthaus	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01819	be-koren	bekoren	Verb	-	kosten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01911	Bemscher	Bemscher	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02153	be-schickert	beschickert	Adjektiv	-	angeheitert	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02166	be-schmort	beschmort	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02171	be-schnuckt	beschnuckt	Adjektiv	-	angeheitert	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02173	be-schokert	beschokert	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02190	be-schwipst	beschwipst	Adjektiv	-	angeheitert	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02248	be-ständert	beständert	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02276	be-stußt	bestußt	Adjektiv	2	einen Rausch haben	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02604	Pfaffen-schänke	Pfaffenschänke	Substantiv		Schankbetrieb, dessen Reingewinn den Klerikern zufloß	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02919	Pfetzer	Pfetzer	Substantiv	3	Trinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB02933	Pfiffer	Pfiffer	Substantiv	2	Trinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03059	Pflug	Pflug	Substantiv	3	Gasthaus zum Pflug	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB01054	Bastrenk	Bastrenk	Substantiv	-	Tanzlokal, Kneipe, Schenke	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	kein
PB03369	Bier-ausschank	Bierausschank	Substantiv	-	Bierausschank	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03373	Bier-blättel	Bierblättel	Substantiv	-	Bierfilz	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03377	Bier-deckel	Bierdeckel	Substantiv	-	Bierfilz	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03381	Bier-filz	Bierfilz	Substantiv	-	Unterlage für das Bierglas im Wirtshaus	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03382	Bier-flasche	Bierflasche	Substantiv	-	Bierflasche	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03388	Bier-garten	Biergarten	Substantiv	-	Garten einer Bierwirtschaft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03391	Bier-glas	Bierglas	Substantiv	-	Bierglas	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03392	Bier-haus	Bierhaus	Substantiv	2	Bierwirtschaft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03393	Bier-hefe	Bierhefe	Substantiv	-	Bierhefe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03399	Bier-keller	Bierkeller	Substantiv	-	Bierkeller	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03403	Bier-knüppel	Bierknüppel	Substantiv	-	Holzgerät, mit dem der Hahn ins Faß geschlagen wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03404	Bier-kranen	Bierkranen	Substantiv	-	Hahn am Bierfaß	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03406	Bier-lümmel	Bierlümmel	Substantiv		Biersäufer	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03409	Bier-mahl	Biermahl	Substantiv		Bewirtung mit Bier	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03411	Bier-reise	Bierreise	Substantiv	-	durch mehrere Wirtshäuser ziehen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03414	Bier-schenke	Bierschenke	Substantiv	-	Wirtschaft, in der vornehmlich Bier ausgeschenkt wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03418	Bier-stube	Bierstube	Substantiv	-	Bierlokal	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03420	Bier-süffel, -süffer	Biersüffel, Biersüffer	Substantiv	-	Biersäufer	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03422	Bier-teller	Bierteller	Substantiv	-	Unterlage für das Bierglas im Wirtshaus	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03424	Bier-trinker	Biertrinker	Substantiv	-	Biertrinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03428	Bier-wirt	Bierwirt	Substantiv	-	Inhaber einer Bierwirtschaft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03429	Bier-wirtschaft	Bierwirtschaft	Substantiv	-	Wirtschaft, in der vornehmlich Bier ausgeschenkt wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03821	Pitscher	Pitscher	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB03914	Blaffert, Bläffer(t), Blaffer, Bläffer(t)	Blaffert, Bläffert, Bläffer, Blaffer	Substantiv	5	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04008	Blase	Blase	Substantiv	II2	Wirtshausgesellschaft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04015	Blaser, Bläser	Blaser, Bläser	Substantiv	2	tüchtiger Trinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04154	blau	blau	Adjektiv	4j'b	sinnlos betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04731	Bocks-beutel	Bocksbeutel	Substantiv	4a	Trinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04749	Böckser-bohne	Böckserbohne	Substantiv	-	verdorbene Kaffeebohne	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04764	Bock-stall	Bockstall	Substantiv	2	schlechte Wirtschaft, verrufenes Haus	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04771	Bock-wirt	Bockwirt	Substantiv	-	Inhaber der Wirtschaft zum Bock in KL-Fischb	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB04939	polen-voll	polenvoll	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05208	Borte	Borte	Substantiv	2	Schaum auf dem Bier	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05580	Brand	Brand	Substantiv	7	starker Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05630	Branntwein-brigade	Branntweinbrigade	Substantiv	-	Ausländer, die nach 1945 betrunken inKaiserslautern herumlungerten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05631	Branntwein-bruder	Branntweinbruder	Substantiv	-	notorischer Branntweintrinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05632	Branntwein-butelle	Branntweinbutelle	Substantiv	-	Schnapsflasche	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05633	Branntwein-faß	Branntweinfaß	Substantiv	-	Branntweinfaß	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05634	Branntwein-flasche	Branntweinflasche	Substantiv	-	Branntweinflasche	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05636	Branntwein-glas	Branntweinglas	Substantiv	1	Schnapsglas	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05638	Branntwein-knürbeler	Branntweinknürbeler	Substantiv	-	Schnapstrinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05639	Branntwein-laden	Branntweinladen	Substantiv	-	Schnapsladen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05640	Branntwein-lump	Branntweinlump	Substantiv	-	Schnapssäufer	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05644	Branntwein-stiebe	Branntweinstiebe	Substantiv	-	unwiderstehlicher Drang nach Schnaps	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05645	Branntwein-süffer	Branntweinsüffer	Substantiv	-	notorischer Schnapstrinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05678	Brast	Brast	Substantiv	1.5	Trinkgelage	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken.Schnell_große_Mengen_trinken ; Trinken	Trinken.Alkohol_trinken ; Trinken.Schnell_große_Mengen_trinken ; Trinken ; Trinken.Austrinken ; Durst	kein
PB05930	Breme	Breme	Substantiv	1.2b	betrunken sein	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB05972	brennen	brennen	Verb	II4d	Schnaps brennen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB06435	Brot-turmel	Brotturmel	Substantiv	1b	Trunkenheit	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB06562	Brühe	Brühe	Substantiv	4	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB06638	Brumm-kater	Brummkater	Substantiv	-	Katzenjammer mit vor Schmerzen brummendem Kopf	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07106	Büffet-mamsell	Büffetmamsell	Substantiv	-	Büffetdame im Restaurant	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07244	Bummer	Bummer	Substantiv	4a	Schnapsfläschchen mit dickem Bauch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07291	Bums	Bums	Substantiv	1	Kneipe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07292	Bums	Bums	Substantiv	2	Bezeichnung für eine Gastwirtschaft in Land (um 1920)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07392	Bürde	Bürde	Substantiv	2a	betrunken sein	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07506	Bürste	Bürste	Substantiv	4	Gastwirtschaft, deren Schild eine Bürste zeigte	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07518	Bürsten-wirt	Bürstenwirt	Substantiv	-	"Inhaber der Gastwirtschaft ""Zur Bürste"""	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07543	Busch, Pusch, Buschen, Puschen	Busch, Pusch, Buschen, Puschen	Substantiv	4	Alkoholrausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07569	Buschon	Buschon	Substantiv	2	ungeschlachter, oft betrunkener Mensch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PB07638	Butik	Butik	Substantiv	3a	Gastwirtschaft für bescheidene Ansprüche, Kneipe	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00009	Tabak	Tabak	Substantiv	4d	betrunken sein	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00214	Dackel	Dackel	Substantiv	2b	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00444	dahin-wanken	dahinwanken	Verb	-	wankend gehen (von Betrunkenen)	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00582	Dampes	Dampes	Substantiv	1	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00583	Dampf	Dampf	Substantiv	6	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00677	Tannen-strauß, Tann-strauß	Tannenstrauß, Tannstrauß	Substantiv	-	Tannenzweig als Gaststättenkennzeichen der Straußwirtschaften	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00848	daran-gehen	darangehen	Verb	2b	vom Hang zum Alkohol	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00906	Darauf-geld	Daraufgeld	Substantiv	3	Trinkgeld	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00939	darauf-machen	daraufmachen	Verb	2a	vom ausgiebigen Alkoholgenuß	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD00963	darauf-setzen	daraufsetzen	Verb	2b	vom Alkoholgenuß	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD01305	Dauer-brand	Dauerbrand	Substantiv	2	Säufer	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD01371	Daumen	Daumen	Substantiv		Gasthausbezeichnung	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD01673	teigig	teigig	Adjektiv	4c	betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD01740	Delirium	Delirium	Substantiv	-	Säuferwahnsinn	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD02335	dienen	dienen	Verb	5	bei Tisch aufwarten	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD02541	Tisch	Tisch	Substantiv	2	Tisch im Gasthaus, Stamtisch, auch runder Tisch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03065	Dorf-schenke	Dorfschenke	Substantiv	-	Dorfwirtshaus	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03093	Dorf-wirtschaft	Dorfwirtschaft	Substantiv	-	Dorfwirtshaus	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03094	Dorf-wirtshaus	Dorfwirtshaus	Substantiv	-	Dorfwirtshaus	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03109	Torkeler	Torkeler	Substantiv	1	wer schwankend, taumelig geht, bes. in Trunkenheit	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03110	torkelig	torkelig	Adjektiv	-	schwankend, bes. durch Trunkenheit	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03115	Dorn, Dornen	Dorn, Dornen	Substantiv	1.2e	Rausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03321	tot-pitschen	totpitschen	Verb	-	sich (durch Alkohol) tottrinken	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken ; Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken ; Trinken ; Trinken.Schnell_große_Mengen_trinken ; Trinken.Austrinken ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein
PD03327	tot-saufen	totsaufen	Verb	1	sich durch übermäßigen Alkoholgenuß den Tod zuziehen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03331	tot-schaskenen	totschaskenen	Verb	-	totsaufen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03378	tot-trinken	tottrinken	Verb	-	totsaufen	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03426	Tracht	Tracht	Substantiv	3d	Alkoholmenge, die zur Trunkenheit führt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03461	Traget, Tragets	Traget, Tragets	Substantiv	1.2b	große Menge getrunkenen Alkohols	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03538	Traktier	Traktier	Substantiv	x	kleine Speisegaststätte	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03547	Tralla	Tralla	Substantiv	-	Delirium	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03558	Traminer-gesicht	Traminergesicht	Substantiv	-	vom Weingenuß gerötetes Gesicht	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD03900	Dreck-butik	Dreckbutik	Substantiv	-	unsaubere Gastwirtschaft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04036	Dreck-wirtschaft	Dreckwirtschaft	Substantiv	-	unsaubere Gastwirtschaft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04129	drei-drähtig	dreidrähtig	Adjektiv	2	von sehr starkem Bohnenkaffee	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Trinken ; Getränk	kein
PD04166	Drei-läufer	Dreiläufer	Substantiv	2	kleiner Rausch, Dreiviertelrausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04224	Tremens	Tremens	Substantiv	-	Alkoholrausch	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04225	Tremens-delirium	Tremensdelirium	Substantiv	-	Säuferwahn	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04437	Trinker	Trinker	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04438	trink-fest	trinkfest	Adjektiv	-	trinkfest	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04444	Trink-stube	Trinkstube	Substantiv	1	Lokal, in dem man Getränke zu sich nimmt	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04444	Trink-stube	Trinkstube	Substantiv	2	Stube neben dem Tanzsaal, in der getrunken wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04447	Trink-zimmer	Trinkzimmer	Substantiv	-	Stube neben dem Tanzsaal, in der getrunken wird	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04612	Tropfs-blech	Tropfsblech	Substantiv	-	kleine Brenke, in die das Tropfbier vom Hahn hineintropft	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04744	Trudel	Trudel	Substantiv	3.1a	Bodensatz einer Flüssigkeit, bes. des Kaffees, des Weins	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04804	Trunk	Trunk	Substantiv	3	Trunksucht	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04805	trunken	trunken	Adjektiv	1a	betrunken	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
PD04807	Trunken-bold	Trunkenbold	Substantiv	-	Trunkenbold	kein_Trinken	kein_Trinken	kein_Trinken	kein_Trinken	perfekt
