xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PF01305	ver-drücken	verdrücken	Verb	2b	einen Schoppen trinken	Trinken	1	0.9649	1.0000
PF02001	ver-pfetzen	verpfetzen	Verb	2	vertrinken	Trinken	1	0.9655	1.0000
PF02235	ver-schmieren	verschmieren	Verb	1b'a	sich betrinken	Trinken	1	0.9730	1.0000
PG00743	Gauls-, Gäuls-milch	Gaulsmilch, Gäulsmilch	Substantiv	-	Stutenmilch	Trinken	1	0.9767	1.0000
PG02187	Gersten-kaffee	Gerstenkaffee	Substantiv	-	Kaffeeersatz aus gerösteten Gerstenkörnern	Trinken	1	0.9392	1.0000
PG04457	Grundbirnen-fusel, Grundbirn-fusel	Grundbirnenfusel, Grundbirnfusel	Substantiv	-	Kartoffelschnaps	Trinken	1	0.9758	1.0000
PG04698	Grusselbeeren-wein, Grusselbeer-wein	Grusselbeerenwein, Grusselbeerwein	Substantiv	-	Stachelbeerwein	Trinken	1	0.8502	1.0000
PH00784	Hammels-milch, Hammel-milch	Hammelsmilch, Hammelmilch	Substantiv	-	Schafsmilch	Trinken	1	0.8448	1.0000
PH00898	Händel-stifter	Händelstifter	Substantiv	2	starker Wein	Trinken	1	0.9884	1.0000
PH06092	Holder-saft	Holdersaft	Substantiv	-	Saft aus Holunderbeeren	Trinken	1	0.9526	1.0000
PH07666	Hutzel-brühe	Hutzelbrühe	Substantiv		süßer Wein	Trinken	1	0.9782	1.0000
PJ00371	Johann-Peter	JohannPeter	Substantiv	2e	Schnaps	Trinken	1	0.9822	1.0000
PJ00385	Joli	Joli	Substantiv	-	Haustrunk	Trinken	1	0.9734	1.0000
PK00014	kacheln	kacheln	Verb	-	viel trinken	Trinken	1	0.9877	1.0000
PK00053	Kaffee-bruttel	Kaffeebruttel	Substantiv	-	Kaffeebrühe	Trinken	1	0.0688	0.0000
PK00080	Kaffee-milch	Kaffeemilch	Substantiv	-	Milch für den Kaffee	Trinken	1	0.9635	1.0000
PK00187	Kälbchens-käse	Kälbchenskäse	Substantiv	x	erste Milch nach dem Kalben	Trinken	1	0.9566	1.0000
PK00772	Karsten-wasser, Karst-wasser	Karstenwasser, Karstwasser	Substantiv	-	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Trinken	1	0.9348	1.0000
PK01779	Kikerikik, Kikeres, Kikeriki, Kikeres	Kikerikik, Kikeres, Kikeriki	Substantiv	3	schlechter Wein	Trinken	1	0.9887	1.0000
PK02235	Kirsch	Kirsch	Substantiv	-	Kirschbranntwein	Trinken	1	0.9618	1.0000
PK03365	Knorbel, Knurbel, Knürbel	Knorbel, Knurbel, Knürbel	Substantiv	4a	Kartoffelschnaps	Trinken	1	0.9758	1.0000
PK03784	Kolostral-milch	Kolostralmilch	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Trinken	1	0.9486	1.0000
PK05631	Kuh-milch, Küh-	Kuhmilch, Kühmilch	Substantiv	-	Kuhmilch, Kühmilch	Trinken	1	0.9507	1.0000
PL00514	Lappel-brühe	Lappelbrühe	Substantiv	-	schlechter Wein	Trinken	1	0.9887	1.0000
PL00755	Läuerer	Läuerer	Substantiv	-	Tresterwein, schlechter Wein	Trinken	1	0.9587	1.0000
PL00808	Laugens-brühe, Laugs-brühe	Laugensbrühe, Laugsbrühe	Substantiv	-	fades, schlechtes Getränk, bes. von Kaffee oder Wein	Trinken	1	0.9388	1.0000
PL01112	leer-trinken	leertrinken	Verb	-	leertrinken	Trinken	1	0.9705	1.0000
PL01433	Leimen-brühe, Leim-brühe	Leimenbrühe, Leimbrühe	Substantiv	2	noch nicht ausgegorener, trüber Wein	Trinken	1	0.9435	1.0000
PL01924	likör	likör	Substantiv	-	likör	Trinken	1	0.9752	1.0000
PL02673	Lutter	Lutter	Substantiv	-	Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde	Trinken	1	0.9301	1.0000
PN00746	Nebel-zerstörer	Nebelzerstörer	Substantiv	-	geringer Wein, Haustrunk	Trinken	1	0.9577	1.0000
PN01389	nuckeln	nuckeln	Verb	1b	trinken	Trinken	1	0.9991	1.0000
PN01414	Nulpes	Nulpes	Substantiv	-	Kaffee	Trinken	1	0.9957	1.0000
PO00109	Ober-länder	Oberländer	Substantiv	-	Wein aus der oberen Haardt	Trinken	1	0.9553	1.0000
PR00383	Rappis	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	Trinken	1	0.9478	1.0000
PR00727	Rauscher	Rauscher	Substantiv	-	gärender Most	Trinken	1	0.9663	1.0000
PR02776	Runde	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Trinken	1	0.9428	1.0000
PR02804	Rundung	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Trinken	1	0.9428	1.0000
PS00092	Säckels-brühe	Säckelsbrühe	Substantiv	-	schlechter, saurer Wein	Trinken	1	0.9621	1.0000
PS01118	Saurach	Saurach	Substantiv	2	saurer Wein	Trinken	1	0.9765	1.0000
PS03349	Schlinken-putzer	Schlinkenputzer	Substantiv	1b	schlechter Branntwein	Trinken	1	0.9665	1.0000
PS07167	Selters-wasser, Selzer-	Selterswasser, Selzerwasser	Substantiv	-	Mineral-, Sprudelwasser	Trinken	1	0.9522	1.0000
PS10292	Steh-schoppen	Stehschoppen	Substantiv	-	vor dem Heimgehen an der Theke der Wirtschaft getrunkenes Getränk	Trinken	1	0.9301	1.0000
PS11136	Stoff, Stuft	Stoff, Stuft	Substantiv	3	alkoholisches Getränk	Trinken	1	0.9776	1.0000
PS12401	Stuten-milch	Stutenmilch	Substantiv	-	Pferdemilch	Trinken	1	0.9881	1.0000
PS12473	Suckels-brühe	Suckelsbrühe	Substantiv	-	schlechter Kaffee	Trinken	1	0.9882	1.0000
PW00931	Wasser	Wasser	Substantiv	3a	Alkohol, Branntwein, Schnaps	Trinken	1	0.9235	1.0000
PW01814	Wein-suppe	Weinsuppe	Substantiv	2	der gärende Most	Trinken	1	0.9586	1.0000
PW01983	Weizen-bier	Weizenbier	Substantiv	-	mit Gersten- und Weizenmalz gebrautes Bier	Trinken	1	0.9391	1.0000
PW02762	Wilhelm	Wilhelm	Substantiv	3	Schnaps aus Williams Christbirnen	Trinken	1	0.9473	1.0000
PW03280	Witwen-macher	Witwenmacher	Substantiv	-	aus Traubenrückständen hergestellter Wein, Haustrunk	Trinken	1	0.9429	1.0000
PW03430	Wolfs-tee	Wolfstee	Substantiv	-	Tee von der Königskerze	Trinken	1	0.9518	1.0000
PW03721	Wurf	Wurf	Substantiv	2f	kleines Trinkglas, bzw. dessen Inhalt	Trinken	1	0.0133	0.0000
PXXX	Glüh-wein	Glühwein	Substantiv	-	Glühwein	Trinken	1	0.9864	1.0000
PZ00281	zechen	zechen	Verb	-	(im Gasthaus) etwas trinken, verzehren; Gelage abhalten	Trinken	1	0.8715	1.0000
PZ00542	Zichorie-brühe	Zichoriebrühe	Substantiv	-	schlechter, dünner Kaffee	Trinken	1	0.9623	1.0000
LD00927	Dronk	Dronk	Substantiv	2.	Trank, heilkräftiges Getränk	Trinken	1	0.9528	1.0000
LG00244	Ge-drenks	Gedrenks	Substantiv	1.	Getränke	Trinken	1	0.9914	1.0000
LO00248	Owes-dronk	Owesdronk	Substantiv		Abendtrunk	Trinken	1	0.8940	1.0000
LO00251	Owesstrach	Owesstrach	Substantiv		die am Abend gemolkene Milch	Trinken	1	0.9479	1.0000
LW00444	Winscho	Winscho	Substantiv		Glühwein	Trinken	1	0.9864	1.0000
LB00004	Babbel-wasser	Babbelwasser	Substantiv		Schnaps	Trinken	1	0.9822	1.0000
LG00782	Giges I	Giges	Substantiv		schlechter Branntwein, Fusel	Trinken	1	0.9521	1.0000
LH00357	Heffen	Heffen	Substantiv	2.	ein Gläschen Hefenbranntwein	Trinken	1	0.9409	1.0000
LM00027	Mawebitter	Mawebitter	Substantiv		Magenbitter	Trinken	1	0.9747	1.0000
LS02490 	Surmilich 	Surmilich	Substantiv		Sauermilch	Trinken	1	0.9887	1.0000
LF00954	Vitz	Vitz	Substantiv		Obstwein	Trinken	1	0.9888	1.0000
LL00401	Lier	Lier	Substantiv		Holzapfelwein	Trinken	1	0.9624	1.0000
LW00407	Win	Win	Substantiv		Wein	Trinken	1	0.9939	1.0000
LD00816	drenken	drenken	Verb		trinken	Trinken	1	0.9991	1.0000
LG00688	Ge-supps	Gesupps	Substantiv		Saugen, Geschlürf, schlürfendes Geräusch beim Trinken	Trinken	1	0.8672	1.0000
LR00037	rädelen	rädelen	Verb	2.	zuviel essen od. trinken	Trinken	1	0.2790	0.0000
ET01335	dürsterig, dürsterlich	dürsterig, dürsterlich	Adjektiv		durstigmachend, durstbringend	Trinken	1	0.9089	1.0000
ET02165	Trunk	Trunk	Substantiv		Trunk	Trinken	1	0.9844	1.0000
ET02152	Säütränke	Säütränke	Substantiv	2.	schlechtes Getränk, z. B. schlechter Wein	Trinken	1	0.9445	1.0000
EK00182	Kaffee, Kaffi	Kaffee, Kaffi	Substantiv	1.	Kaffee	Trinken	1	0.9957	1.0000
ET01557	Düttle, Düttel	Düttle, Düttel	Substantiv	4.	Muttermilch	Trinken	1	0.9870	1.0000
EP03708	Brüej(e)	Brüeje, Brüej	Substantiv	1.	Brühe, Sauce; auch Seifenbrühe, frischgepresster Rebensaft	Trinken	1	0.9302	1.0000
EK01109	Kirs(e), Kirsch	Kirse, Kirs, Kirsch	Substantiv	2.	Kirschbranntwein	Trinken	1	0.9618	1.0000
EP01789	Bërliner 	Bërliner	Substantiv	2.	schlechter Schnaps, auch Bërliner Schnaps	Trinken	1	0.9394	1.0000
ET02252	Druesen, Drusen	Druesen, Drusen	Substantiv	2.	Branntwein aus Weinhefe gewonnen	Trinken	1	0.9472	1.0000
EK01662	klopfen	klopfen	Verb	1.	schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken	Trinken	1	0.7681	1.0000
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	1.	in der Kindersprache trinken	Trinken	1	0.9518	1.0000
ES00280	sufen	sufen	Verb	2.	grob von Menschen gesagt, trinken	Trinken	1	0.8949	1.0000
ES00306	süfflen, säufflen	süfflen, säufflen	Verb	1.	trinken, mehr scherzhaft gesagt	Trinken	1	0.9446	1.0000
ES03991	schwerzen	schwerzen	Verb	2.	trinken	Trinken	1	0.9991	1.0000
ES00301	Suferei	Suferei	Substantiv	1.	Trinklust, Trinkerei	Trinken	1	0.0493	0.0000
EP00297	baferen, bäferen	baferen, bäferen	Verb	2.	tüchtig trinken	Trinken	1	0.9755	1.0000
ES03013	schletzen	schletzen	Verb	2.	gierig, essen oder trinken	Trinken	1	0.7929	1.0000
PA01683	an-brüten	anbrüten	Verb	x2	angeheitert	Trinken	0	0.0138	0.0000
PA02680	Arm, Armen	Arm, Armen	Substantiv	2a	eiserne Stange, an der das Wirtshausschild angebracht ist	Trinken	0	-0.0076	0.0000
PA03421	auf-tun	auftun	Verb	2	mit dem Ausschank beginnen	Trinken	0	0.0146	0.0000
PB00543	Bampel-wirt	Bampelwirt	Substantiv	-	ein Wirt, der sich nicht um die Gäste kümmert	Trinken	0	-0.0046	0.0000
PB01111	Patsch-hand	Patschhand	Substantiv	3	Trinkgeld	Trinken	0	0.0298	0.0000
PB01546	be-drust	bedrust	Adjektiv	-	betrunken	Trinken	0	0.0508	0.0000
PB02166	be-schmort	beschmort	Adjektiv	-	betrunken	Trinken	0	0.0508	0.0000
PB03429	Bier-wirtschaft	Bierwirtschaft	Substantiv	-	Wirtschaft, in der vornehmlich Bier ausgeschenkt wird	Trinken	0	0.0199	0.0000
PB04731	Bocks-beutel	Bocksbeutel	Substantiv	4a	Trinker	Trinken	0	0.0309	0.0000
PB04764	Bock-stall	Bockstall	Substantiv	2	schlechte Wirtschaft, verrufenes Haus	Trinken	0	-0.0162	0.0000
PB07506	Bürste	Bürste	Substantiv	4	Gastwirtschaft, deren Schild eine Bürste zeigte	Trinken	0	-0.0026	0.0000
PB07569	Buschon	Buschon	Substantiv	2	ungeschlachter, oft betrunkener Mensch	Trinken	0	-0.0097	0.0000
PD00963	darauf-setzen	daraufsetzen	Verb	2b	vom Alkoholgenuß	Trinken	0	0.0598	0.0000
PD03558	Traminer-gesicht	Traminergesicht	Substantiv	-	vom Weingenuß gerötetes Gesicht	Trinken	0	0.0135	0.0000
PD04805	trunken	trunken	Adjektiv	1a	betrunken	Trinken	0	0.0508	0.0000
PF00394	Fasanerie	Fasanerie	Substantiv	2	beliebte Einkehrgaststätte bei Zweibr, früher Tiergarten der Herzöge	Trinken	0	-0.0185	0.0000
PF00952	Feld-webel	Feldwebel	Substantiv	2	Schaum auf dem Bier	Trinken	0	0.0671	0.0000
PF02246	ver-schnäpseln	verschnäpseln	Verb	-	Geld für Schnaps ausgeben	Trinken	0	0.0532	0.0000
PF03610	Flaschen-bier	Flaschenbier	Substantiv	-	Flaschenbier	Trinken	0	0.9870	1.0000
PF04268	Voll-sauf	Vollsauf	Substantiv	-	Säufer, sinnlos Betrunkener	Trinken	0	-0.0084	0.0000
PG00595	Gast-haus	Gasthaus	Substantiv	-	Gaststätte mit Übernachtungsmöglichkeit	Trinken	0	0.0092	0.0000
PH00263	Hafer, Hafern	Hafer, Hafern	Substantiv	2a	Alkoholrausch	Trinken	0	0.0616	0.0000
PH05512	Hippes	Hippes	Substantiv	-	kleiner Rausch, Halberrücktheit	Trinken	0	0.0046	0.0000
PH06502	Horbel	Horbel	Substantiv	1	Alkoholrausch	Trinken	0	0.0616	0.0000
PK00043	Kaffee	Kaffee	Substantiv	2.1	Kaffeehaus	Trinken	0	0.0400	0.0000
PK00090	Kaffee-satz	Kaffeesatz	Substantiv	-	Kaffeesatz	Trinken	0	0.0557	0.0000
PK00499	kanonen-voll	kanonenvoll	Adjektiv	-	völlig betrunken	Trinken	0	0.0269	0.0000
PK02301	Kiste	Kiste	Substantiv	2b'g	Rausch	Trinken	0	0.0418	0.0000
PL00075	Lack	Lack	Substantiv	1.3	Rausch	Trinken	0	0.0418	0.0000
PL00335	Land-lord	Landlord	Substantiv	-	Wirt	Trinken	0	0.0479	0.0000
PL01276	Leib-wirtschaft	Leibwirtschaft	Substantiv	-	Stammlokal	Trinken	0	0.0195	0.0000
PL02375	Luck	Luck	Substantiv	-	Spelunke	Trinken	0	0.0734	0.0000
PM02812	Mords-rausch	Mordsrausch	Substantiv	-	großer Rausch	Trinken	0	0.0170	0.0000
PN00257	Nacht-licht	Nachtlicht	Substantiv	2b'a	wer bis in die späte Nacht im Wirtshaus sitzt	Trinken	0	-0.0049	0.0000
PO00250	Ochse	Ochse	Substantiv	3a	"Name von Gasthäusern ""Zum Ochsen"""	Trinken	0	-0.0115	0.0000
PS00721	Satz	Satz	Substantiv	2b	Bodensatz in Getränken, bes. Kaffee	Trinken	0	0.8954	1.0000
PS00923	Sauf-kompanie	Saufkompanie	Substantiv	-	(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw)	Trinken	0	0.0029	0.0000
PS00930	Sauf-lottel	Sauflottel	Substantiv	x	Säufer	Trinken	0	0.0170	0.0000
PS00934	Sauf-partie	Saufpartie	Substantiv	-	Zechgelage	Trinken	0	0.0516	0.0000
PS00943	Sauf-teufel	Saufteufel	Substantiv	-	Personifizierung des Alkoholismus	Trinken	0	0.0272	0.0000
PS02118	Schenke	Schenke	Substantiv	1a	Schankwirtschaft	Trinken	0	0.0380	0.0000
PS03532	schluck-weise	schluckweise	Adverb	-	schluckweise	Trinken	0	0.0341	0.0000
PS04256	Schnapser	Schnapser	Substantiv	1	wer gerne und oft Schnaps trinkt	Trinken	0	0.0167	0.0000
PS04286	Schnaps-rausch	Schnapsrausch	Substantiv	-	durch Genuß von zuviel Schnaps eintretende Bewußtseinsverwirrung	Trinken	0	0.0074	0.0000
PS05070	Schoppen-schlücker	Schoppenschlücker	Substantiv	-	wer gerne einen Schoppen trinkt, Säufer	Trinken	0	0.0118	0.0000
PS09424	Spritzer	Spritzer	Substantiv	3	leichterer Rausch durch Alkohol	Trinken	0	0.0444	0.0000
PS10643	Stern, Sternen	Stern, Sternen	Substantiv	6b	Gasthausnamen	Trinken	0	0.0393	0.0000
PS10956	Stink-bude	Stinkbude	Substantiv	-	ein schlechtes Gasthaus	Trinken	0	0.0068	0.0000
PS11339	Stoß	Stoß	Substantiv	9	ein kleiner Rausch	Trinken	0	0.0194	0.0000
PS11418	strack	strack	Adjektiv	1d	betrunken	Trinken	0	0.0508	0.0000
PS11616	Strauß	Strauß	Substantiv	2.1k	Strauß als Zeichen des Ausschanks an Straußwirtschaften	Trinken	0	0.0003	0.0000
PS12341	Sturm, Sturmen	Sturm, Sturmen	Substantiv	2b	Alkoholrausch	Trinken	0	0.0616	0.0000
PW00997	Wasser-hünkel	Wasserhünkel	Substantiv	3b	wer keinen Alkohol trinkt, Abstinenzler	Trinken	0	0.0102	0.0000
PW01707	Wein-fahnen, Wein-fahne	Weinfahnen, Weinfahne	Substantiv	-	Atemgeruch nach Weingenuß	Trinken	0	0.0297	0.0000
PW03204	Wirtshaus-hocker	Wirtshaushocker	Substantiv	-	wer oft ins Gasthaus geht	Trinken	0	0.0238	0.0000
LD00710	Trappert	Trappert	Substantiv		Rausch	Trinken	0	0.0418	0.0000
LD00928	dronken	dronken	Adjektiv	1.	betrunken	Trinken	0	0.0508	0.0000
LG00621	ge-schwatt	geschwatt	Adjektiv		betrunken	Trinken	0	0.0508	0.0000
LK01030 	Koschthaus 	Koschthaus	Substantiv		Haus, in dem man beköstigt wird	Trinken	0	0.0146	0.0000
LL00147	Läppsert	Läppsert	Substantiv		Mensch, der im Essen u. Trinken nicht recht zugreift	Trinken	0	0.0136	0.0000
LW00164	Wässich	Wässich	Substantiv		Molke, wässeriger Teil der Milch	Trinken	0	0.9458	1.0000
LR00242	regalieren	regalieren	Verb	2.	sich durch Speise u. Trank laben	Trinken	0	0.0342	0.0000
LS00912	Schapskessel	Schapskessel	Substantiv	b)	Schnapsnase	Trinken	0	0.0338	0.0000
LS02065	sterrevoll	sterrevoll	Adjektiv		ganz betrunken	Trinken	0	0.0231	0.0000
LW00413	Wingart	Wingart	Substantiv		Steueraufseher für Getränke, Steuerbote	Trinken	0	-0.0048	0.0000
EG01697	grinen	grinen	Verb	3.	Saft ausfliessen lassen von geschnittenen Reben	Trinken	0	0.9360	1.0000
EH01413	Schrëpfhörnle, Schrëpfhörnel	Schrëpfhörnle, Schrëpfhörnel	Substantiv	2.	kleines Bierglas	Trinken	0	0.0447	0.0000
EJ00209	jästig, jastig	jästig, jastig	Adjektiv	1.	in Gärung begriffen, brausend (Wein)	Trinken	0	0.0192	0.0000
EK00193	Käfer	Käfer	Substantiv	2.	leichter Rausch	Trinken	0	0.0207	0.0000
EK00380	verkalchen	verkalchen	Verb	2.	(den Kaffee) überzuckern	Trinken	0	0.0798	0.0000
EK01340	Kittel	Kittel	Substantiv	2.	Rausch	Trinken	0	0.0418	0.0000
EL00344	Lading	Lading	Substantiv	3.	Rausch	Trinken	0	0.0418	0.0000
EL00824	Lump	Lump	Substantiv		Lump, Verschwender, Trunkenbold, schlechter Mensch	Trinken	0	-0.0186	0.0000
EP00919	bamberschieren	bamberschieren	Verb		unnötig viel Geld verzehren, bes. im Wirtshaus	Trinken	0	-0.0012	0.0000
EP01174	Bunden, Punten	Bunden, Punten	Substantiv	3.	Korkstopfen auf der Flasche	Trinken	0	0.0293	0.0000
EP01282	bun(t)schen, bunzen	buntschen, bunschen, bunzen	Substantiv	4.	(Wein) fälschen, mit Wasser versetzen Westhalten	Trinken	0	0.0174	0.0000
EP02699	Bettpfann(e)	Bettpfanne, Bettpfann	Substantiv	1.	Bettflasche	Trinken	0	0.0313	0.0000
EP03894	Brand	Brand	Substantiv	10.	lokal: Gelände, wo guter Wein wächst	Trinken	0	0.0106	0.0000
ES00300	Vollsufer	Vollsufer	Substantiv		Säufer allg.	Trinken	0	0.0089	0.0000
ES01041	Milchsupp(e)	Milchsuppe, Milchsupp	Substantiv	1.	Suppe aus Milch	Trinken	0	0.9657	1.0000
ES01770	schiel	schiel	Adjektiv	2.	hellrot, vom Wein; frz	Trinken	0	0.0034	0.0000
ES01924	scheneros, schenerös	scheneros, schenerös	Adjektiv	2.	zurückhaltend im Essen und Trinken	Trinken	0	0.5037	1.0000
ES02687	Schlegel	Schlegel	Substantiv	5.	grosse, hohe Flasche; Demin. kleines Hohlmass für Hülsenbohnen	Trinken	0	-0.0152	0.0000
ES02739	Gschlamassel(s)	Gschlamassels, Gschlamassel	Substantiv	6.	die Zeche	Trinken	0	0.0301	0.0000
ES03888	Schwan	Schwan	Substantiv		Wirtshausschild	Trinken	0	0.0171	0.0000
ES04526	gespritzt , gesprezt	gespritzt, gesprezt	Adjektiv	2.	ein wenig betrunken, halb verrückt	Trinken	0	0.0047	0.0000
ES04677	stichlen	stichlen	Verb	2.	säuerlich werden (vom Wein)	Trinken	0	0.0050	0.0000
ES05345	Stipper	Stipper	Substantiv	4.	Rausch	Trinken	0	0.0418	0.0000
ES05458	Sturm	Sturm	Substantiv	2.	Rausch	Trinken	0	0.0418	0.0000
ES05601	Stütz(e)	Stütze, Stütz	Substantiv	2.	Küferkübel, zugleich Hohlmass für Wein, mit verschiedenem Rauminhalt, in der Regel 10 l, aber auch 12-15. Die Liter sind gekennzeichnet durch eingetriebene Nägel oder Pflöcke	Trinken	0	-0.0105	0.0000
ET00077	täübelen	täübelen	Verb	4.	in der Betrunkenheit dumme Faxen machen	Trinken	0	0.0081	0.0000
ET00272	bedudelt	bedudelt	Verb		betrunken	Trinken	0	0.0508	0.0000
EW01297	Wäsch  I	Wäsch	Substantiv	3.	Weinstein	Trinken	0	0.0784	0.0000
EZ00456	Zäpfer	Zäpfer	Substantiv	1.	Trinker	Trinken	0	0.0309	0.0000
PB05839	Brech-stange	Brechstange	Substantiv	-	Brechstange	Trinken	0	0.0392	0.0000
PK00621	kaputt	kaputt	Adjektiv	1b	(attr) schadhaft in höchstem Grad, entzwei, zerstört, zerstört (von Sachen)	Trinken	0	-0.0185	0.0000
PK04335	Közen-korb	Közenkorb	Substantiv	2	großer Korb für Häcksel	Trinken	0	0.0223	0.0000
PF02194	ver-schlafen	verschlafen	Verb	3	schläfrig, schlaftrunken	Trinken	0	0.0026	0.0000
PL02432	luft-leer	luftleer	Adjektiv	-	luftleer	Trinken	0	0.0213	0.0000
PF04357	Vor-beter	Vorbeter	Substantiv	-	wer vorbetet	Trinken	0	0.0426	0.0000
PH03492	herum-drücken	herumdrücken	Verb	1a	alle Arbeiten machen lassen	Trinken	0	0.0206	0.0000
PS01178	Sau-staller, -ställer	Saustaller, Sauställer	Substantiv	-	Neckname	Trinken	0	0.0269	0.0000
PS00905	Saufen-zuber	Saufenzuber	Substantiv	-	Standgefäß, in dem das Viehfutter gesammelt und angemengt wird	Trinken	0	0.0071	0.0000
PW01176	Watz-klickert	Watzklickert	Substantiv	-	komischer Kauz	Trinken	0	0.0044	0.0000
PS06404	Schwein-pelz	Schweinpelz	Substantiv	-	unsauberer, gemeiner Mensch	Trinken	0	-0.0149	0.0000
PF03995	Flor-kleid	Florkleid	Substantiv	-	Kleid aus Flor	Trinken	0	0.0477	0.0000
PG03404	glücken	glücken	Verb	-	glücken	Trinken	0	0.0329	0.0000
PS01287	schäbig, schabig	schäbig, schabig	Adjektiv	4c	unsinnig (schabiges Zeug machen = Unsinn treiben)	Trinken	0	-0.0058	0.0000
PE01290	Elends-klamm	Elendsklamm	Substantiv	-	Flurname	Trinken	0	0.0064	0.0000
PR01836	Ring-wurst	Ringwurst	Substantiv	-	große Wurst	Trinken	0	0.0832	0.0000
PS11397	Stotterin	Stotterin	Substantiv	-	eine stotternde Frau	Trinken	0	0.0057	0.0000
PS10879	stiel-faul	stielfaul	Adjektiv	-	mit Fäulnisstellen am Stiel	Trinken	0	0.0121	0.0000
PK02961	knäcken	knäcken	Verb	-	ticken	Trinken	0	0.0262	0.0000
PG03109	Gitarre	Gitarre	Substantiv	-	Gitarre	Trinken	0	0.0645	0.0000
PU00923	Unter-kaute	Unterkaute	Substantiv	-	Mal, nach dem beim Klickern geworfen wird	Trinken	0	0.0108	0.0000
PH06094	Holder-stock	Holderstock	Substantiv	1	Schwarzer Holunder (Sambucus nigra)	Trinken	0	0.0293	0.0000
PD05140	dunkel-grau	dunkelgrau	Adjektiv	-	dunkelgrau	Trinken	0	0.0347	0.0000
PU00728	un-grundig	ungrundig	Adjektiv	-	unsauber	Trinken	0	0.0199	0.0000
PG03245	Glecke, Gleck	Glecke, Gleck	Substantiv	1b	Heubündel	Trinken	0	0.0368	0.0000
PH07310	hungern	hungern	Verb	2	nach etwas verlangen	Trinken	0	0.0534	0.0000
PS04862	Schnur	Schnur	Substantiv	'1.2e	Sehne am Bogen zum Pfeilschießen	Trinken	0	0.0081	0.0000
PK03467	knüppel-hart	knüppelhart	Adjektiv	-	sehr hart	Trinken	0	0.0304	0.0000
PW01068	Wasser-reiter	Wasserreiter	Substantiv	1	das über das Wasser hingleitende Insekt Gerris gibbifer	Trinken	0	-0.0051	0.0000
PB04784	bodemen, bödemen	bodemen, bödemen	Verb	1	auf den Boden werfen	Trinken	0	0.0305	0.0000
