xml:id	Lemma	Wortart	Level	Definition	Konzept
ET02363	Tschädel	m.		Kopf (verächtl. od. in gereizter Stimmung). Vgl	kein_Trinken
ER00303	Ried	n.	1	die Niederungen im Ill- und Zorngebiet längs des Rheins, meist Wiesen od. unfruchtbares, sandiges, kieshaltiges Ackerfeld	kein_Trinken
EL01168	lorig	Adj.		locker	kein_Trinken
EW00403	wihen			weihen	kein_Trinken
ET02215	Trapfen			f. Fussspur	kein_Trinken
EP01472	Par	n.	1	Paar	kein_Trinken
EA01127	erben			erben. Rda	kein_Trinken
EH00937	Hün(i)sch			1	kein_Trinken
ES00839	Simënt	m.		Zement. s. auch	kein_Trinken
EP01770	Bürg	m.		Bürge, bei Käufen, Steigerungen	kein_Trinken
EA01419	Ischa	m.		Jude, Jüdin	kein_Trinken
EK00956	Kor	n.		1	kein_Trinken
ET01672	Tatzen	m.	1	grosse Hand	kein_Trinken
ES05357	Stuppen	m.	1	Stumpf, von Gliedern, Bäumen	kein_Trinken
EF00014	Feiel	m.		schmutziger, kotiger Mensch	kein_Trinken
EK00369	Kolben	m.		1	kein_Trinken
EL01408	List(e)	f.		1	kein_Trinken
ET01216	Tür(e)	f.		Türe. Tritt jemand ins Zimmer und vergisst die Türe zu schliessen, so sagt man einen alten Merkvers der frz. Grammatik auf	kein_Trinken
EZ00531	zart	Adj.		zart	kein_Trinken
ES02231	Schurpf	m.		Zigeuner	kein_Trinken
ET00939	Dunst	m.		Dunst	kein_Trinken
EJ00162	Jips	m.		gebrannter Gips; oft statt des	kein_Trinken
ET01351	Torten	m.		Possen, Streich	kein_Trinken
EZ00637	Zatz	f.	1	Hündin	kein_Trinken
EA00142	ablang	Adj.		länglich, oval	kein_Trinken
ET00234	dacht	f.	1	wie hochd	kein_Trinken
ES00990	Santinell	m.		scherzendes Scheltwort für Kinder	kein_Trinken
ES01499	Schuder	m.		Schauder	kein_Trinken
ES04756	Stuft	f.		Art, Sorte	kein_Trinken
ET01532	tot	Adj.	1	tot	kein_Trinken
EP03893	Prunol	f.		große Pflaume. —	kein_Trinken
EM00953	Mei(e)re	m.		Rahm, Sahne. Ob aus	kein_Trinken
EH00619	Helm	m.		1	kein_Trinken
EG01514	Geraüb	n.		Kopf, Flügel und Füsse der geschlachteten, gestopften Gänse	kein_Trinken
ES05772	stremmen			strampeln	kein_Trinken
EP00453	bäckeren			schnell gehen	kein_Trinken
EP03493	platschen		1	plätschern im Wasser	kein_Trinken
EP03074	Blachen			mit gemähter Gerste bedeckte Bodenflächen	kein_Trinken
EW00923	wërfen	Part.	1	werfen	kein_Trinken
ER00878	Ronsch	f.		Schaukel	kein_Trinken
EN00349	Numero	m.		Nummer, Loosnummer. Vorzug und Güte bezeichnend, im Satze immer nachgestellt	kein_Trinken
ES01994	schangschieren		1	wechseln, ein Kleidungsstück, einen Platz, eine Beschäftigung	kein_Trinken
ER00182	Ruech	m.		Geizhals, Wucherer; Mensch, der sich nicht satt isst, damit er reich wird; f. habgierige alte Weibsperson	kein_Trinken
EW01460	watschen			schwerfällig, schleppend und wackelnd gehen, beim Gehen in die Kniee sinken, waten	kein_Trinken
ES02547	Schlicht(e)	f.	1	Mehlkleister	kein_Trinken
EF00748	ferken			schleifen, rutschen	kein_Trinken
EK01742	Klawëllele	m.		einfältiger Mensch	kein_Trinken
EF01503	Friesle	n.		Federnelke	kein_Trinken
EZ00380	Zingel	m.		gestreiftes Rind, beliebter Name für Zugvieh	kein_Trinken
ER00854	Renklot	f.		grosse gelbgrüne Pflaumenart	kein_Trinken
EF00564	foppen	Demin.		auslachen, verhöhnen, necken, sticheln, spötteln	kein_Trinken
EZ00737	zwattlen			Gehversuche machen, unsicher gehn (von kleinen Kindern)	kein_Trinken
EK00249	Kog	m.		alter Gaul	kein_Trinken
EK01385	Kuttel	f.		1	kein_Trinken
EP01558	Perel			oder	kein_Trinken
EF00434	filzen			ausschimpfen	kein_Trinken
EM01547	Mutti		1	f	kein_Trinken
EG00649	Gäniper	m.		betrunkener Mensch. — Zu frz	kein_Trinken
EP03566	braüen			brauen	kein_Trinken
EP03969	Braslet	n.		Armband; Manschette am Hemd	kein_Trinken
EK00163	Chadischemune			Protestant. — hebr	kein_Trinken
ET00645	Duel	f.		Dohle	kein_Trinken
EK02172	Krumme			im Demin	kein_Trinken
ES03010	Schlawack	m.	1	dummer, fressgieriger Mensch	kein_Trinken
EW01140	was			was. Scherzantworten	kein_Trinken
ES00592	sickeren			sickern	kein_Trinken
EK00716	Kuenz			Koseform des männl. Vornamens Konrad	kein_Trinken
ES03246	schmuslen			beschmutzen; einen Fettglanz annehmen, von Kleidern	kein_Trinken
ES04715	Studënt	m.		Student; auch als Sammeln. für die Gesamtheit der Studierenden	kein_Trinken
EP03383	Bleisen	m.		Narbe	kein_Trinken
ET02337	trawaklen		1	angestrengt arbeiten	kein_Trinken
EW00896	(Were)	Demin.		gerstenkornartiges Blutgeschwürchen am Augenlid; auch bisweilen im Nacken	kein_Trinken
EP01839	Burst	m.		Bursche, Jüngling	kein_Trinken
EW01358	Wuesten	m.		Husten	kein_Trinken
EH00446	hackel	Adj.		nur prädicativ: betrunken	kein_Trinken
EP00055	Böböüser	m.		der böse Feind (Kinderspr.)	kein_Trinken
EG00433	Galitzel			Kupfervitriol, Eisenvitriol; das Saatkorn wird in einer Lösung desselben eingeweicht, um den Brand	kein_Trinken
EH01424	Hornüsle			1	kein_Trinken
EL01626	lutschen			am Daumen saugen	kein_Trinken
EG01269	Gleich	n.		1	kein_Trinken
EM00289	Ma(g)d	f.		1. Magd, Dienstmädchen	kein_Trinken
ET01489	Testamënt	n.		Testament	kein_Trinken
ES02828	Schlinkere	f.		Schleuder	kein_Trinken
EP00117	Bacher			grobes Schimpfw.) Lump, elender Nichtsnutz	kein_Trinken
ES00068	sibe(ne)			sieben. Wenn einer beim Karten-od. Billardspiel od. bei einem beliebigen andern Spiele sieben zählt, indem er sagt	kein_Trinken
EG00812	Gari			Koseform für Leodegar	kein_Trinken
ES04691	Staden	m.	1	Staden, Ufer	kein_Trinken
EK01939	knorzen		1	quetschen, fest auf einander drücken	kein_Trinken
EM01061	merken			merken, verstehen, erraten	kein_Trinken
ES02017	Schunken	m.	1	ein grosses Stück Fleisch, Brot, ein Klumpen Teig, Erde S. O	kein_Trinken
ES05608	Straü	n.		Stroh	kein_Trinken
ER00003	real	Adj.		rein	kein_Trinken
EK01082	Kërnen	m.		Kern	kein_Trinken
ES02601	schlifen		1	schleifen, Schneidewerkzeuge schärfen	kein_Trinken
ES01101	surren		1	surren, summen, von Insekten, vom Spinnrad, vom Feuer im Ofen	kein_Trinken
EK00914	Kapriolen			Possen, Sprünge, Witze	kein_Trinken
EP04199	Bruttel	m.		grosse Menge	kein_Trinken
ES01572	Schiffer	m.	1	Schiefer	kein_Trinken
EJ00146	Junken	Pl.		Wurzelschösslinge eines Baums, z. B	kein_Trinken
EA00343	Ägerste	f.	1	Elster	kein_Trinken
EM00778	meinen	Pl.	1	tr. meinen, glauben, dafürhalten. Spw	kein_Trinken
ET02364	Tschaüdel	m.	1	Tölpel, bes. Schimpfw. für einen ungeschickten, unbeholfenen Menschen	kein_Trinken
EP03814	Bram			Brombeerstrauch; meist Pl., weil sie auf den Äckern fortspinnen	kein_Trinken
ER00596	Remis	f.		Wagenschuppen, Holzschuppen, gedeckter und verschliessbarer Lagerraum	kein_Trinken
ES05785	strampfen			Obst stehlen. s	kein_Trinken
EL00863	Lämpläm	m.		Mutterbrust	kein_Trinken
EW01114	Wurzel	f.	1	Wurzel, der Teil der Pflanze, der sich im Boden festhält und ihr daraus Nahrung zuführt	kein_Trinken
EL00722	Locken	m.		Anzahl	kein_Trinken
EM01226	Messelder	m.		Massholder, Ahorn	kein_Trinken
EF00518	Fink	f.		Fink	kein_Trinken
EA00334	Agele			n	kein_Trinken
EK00592	können	Part.		können	kein_Trinken
EP01498	Paroli	m.	1	plumpes Mädchen	kein_Trinken
EH00514	hellich	Adj.		prädic. gleichgiltig, frei gestellt	kein_Trinken
ET00265	did		1	Interj. mehrmals wiederholt, Lockruf für Enten. s	kein_Trinken
EP03179	Bluem(e)	m.	1	Blume. Über Blumenkultus im Hanauerland s	kein_Trinken
EP00821	Baum	m.	1	Baum. Rda	kein_Trinken
EP01807	Burnen	m.		Brunnen	kein_Trinken
EG00600	Gammel	m.		Regung, Reizung der Sinnlichkeit	kein_Trinken
ET01080	Tüpf	f.		Topf	kein_Trinken
EW00477	Wickel	m.	1	zusammengerolltes Werg	kein_Trinken
EF01426	fromm	Adj.		fromm, nur im religiösen S. gebr	kein_Trinken
EA00979	antrapieren			erwischen. — frz	kein_Trinken
EH00209	Heiduck	m.		Rda	kein_Trinken
EP02197	Pastor	m.		Bezeichnung des katholischen Geistlichen W	kein_Trinken
ET00753	Dämpes	m.		Rausch; Demin. Spitz, kleiner Rausch	kein_Trinken
ES01327	Sche	f.		Stunde	kein_Trinken
EZ00628	Zutt	f.		Schnauze eines Topfes	kein_Trinken
EF00901	fusselen			betasten, befühlen, an etwas mit den Fingern spielen, auch in obscönem Sinn	kein_Trinken
EK00089	Käche				kein_Trinken
EA00777	Änert	m.		der erste beim Spiel, der Vornehmste	kein_Trinken
EP03591	brëchen	Pl.	1	brechen, zerbrechen	kein_Trinken
EM00643	Mumme	f.		Maske, in der Zss	kein_Trinken
ET01475	Disputat			n	kein_Trinken
ET00306	Tauf	m.		Taufe	kein_Trinken
EW00749	Wand	f.		Wendung in	kein_Trinken
EP00007	Baü	m.	1	Bau	kein_Trinken
EG01677	grumsen		1	murren, vor sich hin brummen, sich beklagen	kein_Trinken
ES02011	schënken		1	schenken, als Geschenk geben	kein_Trinken
ES03889	schwanen			unpers. schwanen, ein Vorgefühl haben, bes. von Schlimmem	kein_Trinken
EK00231	Kifel	m.		Kiefer, bes. Unterkiefer; Kinn, Kinnlade	kein_Trinken
EM00772	mein			Warnungsruf für kleine Kinder, meist verbunden mit drohender Fingerbewegung, etwa	kein_Trinken
ES02499	schlau	Adj.	1	schlau, listig	kein_Trinken
EK01868	Knuppen			1	kein_Trinken
EA00017	ä			abschlagende Antwort der Kinder auf eine Bitte oder einen Befehl	kein_Trinken
EP03670	Präfëkt	m.		Präfekt (jetzt Bezirkspräsident)	kein_Trinken
EG00571	gël(t)	Pl.		Mü	kein_Trinken
ES04383	splendîd			freigebig	kein_Trinken
ES00052	Saber	f.		gew. im gleichlautenden Pl. Prügel	kein_Trinken
EP01803	Barnabas			Kalenderheiliger: 11. Juni. Spw	kein_Trinken
ET01144	Dohrel			Theodor	kein_Trinken
EP00904	pummen			Seite	kein_Trinken
EM01426	Mischpache(s	f.		Familie, Sippe, Verwandtschaft; oft iron. oder verächtlich. Zu einem heimkehrenden Angler, der wenig gefangen hat	kein_Trinken
EZ00575	Zit		1	Zeit	kein_Trinken
EL00443	Laffel	m.		Laffe, Einfaltspinsel; älter	kein_Trinken
EL01215	lassen	Part.	1	lassen	kein_Trinken
EP04054	Brüsch			Heidekraut. Zss	kein_Trinken
ES02257	schissen		1	(Kos. Julius)	kein_Trinken
EH01813	huwlieren			jubilieren, jauchzen, sich unter lautem Jauchzen und Singen belustigen	kein_Trinken
EP02679	Pfüllele	n.		Füllen. s. auch	kein_Trinken
EH01674	Hutt(e)	f.		1	kein_Trinken
EH00546	Holleratti	n.		Unkraut, in Trieben u. Blättern ähnlich wie Hollunder, aber ohne Holz, als Mittel gegen Hühnerläuse gebraucht, indem man einen Busch in den Hühnerstall hängt. Liedchen	kein_Trinken
EP04211	Bratsch	m.		Kuchen aus geriebenen Kartoffeln und Eiern	kein_Trinken
ES00037	Su	m.		O	kein_Trinken
EF00149	fofulieren			verloren anheften, anreihen. — frz	kein_Trinken
ES02852	Schlapp(e)	f.	1	alter ausgetretener Schuh, gew. im Pl. Hausschuhe S	kein_Trinken
EF01183	fliehen	Part.		fliehen	kein_Trinken
EM01224	Mess	n.		Messing	kein_Trinken
ET01336	Tart(e)	f.	1	Torte, Kuchen aus Blätterteig mit verschiedener Auflage	kein_Trinken
EP02230	Pater	m.		kleiner süsser Apfel	kein_Trinken
EA00221	Adschedant	m.		Adjutant	kein_Trinken
EP00727	Bolchen	m.		Bolch, gesalzener und gedörrter Stockfisch	kein_Trinken
ES04724	Stëffan		1	männl. Vorname Stephan. Zss	kein_Trinken
ES00711	Silënder	m.	1	hoher, schwarzer Cylinderhut	kein_Trinken
EK00277	Kalasti	f.		U	kein_Trinken
EP02871	Pflegel	m.	1	Dreschflegel	kein_Trinken
EH00366	Hahel	f.		Kesselhaken, der an einer Kette über dem Herd hängt	kein_Trinken
EP00232	Bëchtoldi			Koseform des männl. Vornamens Berthold; Schimpfwort	kein_Trinken
ET01063	Düpper	m.		dummer Mensch	kein_Trinken
ER01515	retzlen		1	Nachlese halten, nach der Ernte, Obst- od. Weinlese das liegen od. hängen gelassene aufsuchen und sammeln. Syn	kein_Trinken
EK00448	kommod	Adj.		Adv. bequem, passend, praktisch	kein_Trinken
EG00204	Giff	f.		leicht reizbares, boshaftes Frauenzimmer	kein_Trinken
ER00359	Reifi(ch)	m.		Gewinn. —	kein_Trinken
EP02355	Büte	f.		eig. Beute, verächtl. für kleine, unbedeutende, nicht ausreichende Menge, z. B. Futter	kein_Trinken
EL01684	Letz	f.		Sterbegeläut, eig. Abschied	kein_Trinken
EQ00070	Quëtsch	f.	1	Zwetsche	kein_Trinken
EM00846	mankieren			fehlschlagen, missraten. Scherzh	kein_Trinken
EM00038	miauen			miauen	kein_Trinken
EK01244	kisperen			zuflüstern, zuraunen	kein_Trinken
EP01923	Bass	m.		Bass in der Musik	kein_Trinken
EF00396	Fëldi	m.		untaugliches Pferd	kein_Trinken
EF01422	Friko	n.		sonst m. Braten, gutes Essen, kräftige Fleischspeise, wohlschmeckendes Gericht; meist verbunden mit dem Adj	kein_Trinken
ET00495	Deckel	m.	1	Deckel auf dem Topf. Scherzh. Rda	kein_Trinken
EH00609	Hulffter			am Sattel)	kein_Trinken
EL00951	Lind(en)	f.		1	kein_Trinken
EH00106	hibi	Adj.		schön, hübsch (Kindersp.)	kein_Trinken
EW00290	wif	Adj.		aufgeweckt, sehr erregt, hitzig, aufbrausend, zornig, jähzornig, von Menschen; lebhaft, feurig, von Pferden	kein_Trinken
EZ00509	Zurbel	m.	1	unruhiger Mensch	kein_Trinken
ES03774	schrëpfen		1	schröpfen, Schröpfköpfe aufsetzen	kein_Trinken
EA00749	umselig			gebrechlich, schwächlich, kränklich. —	kein_Trinken
EK00550	kumpfeien			stossen, schlagen	kein_Trinken
EW00901	worisch	Adj.		ohne Besinnung	kein_Trinken
EW01144	Wasen	m.	1	Rasen, grasbewachsene Erdfläche	kein_Trinken
EN00232	nacket	Adj.		nackt, nackend	kein_Trinken
EP01461	bibsen			(im Wirtshaus) trinken	kein_Trinken
EH01868	hutzen			sich über einen lustig machen, ihn verspotten, necken	kein_Trinken
EK01692	Klaus		1	vermummte Person, die in Begleitung einer zweiten, welche den	kein_Trinken
EF01109	Fotzle	f.		1	kein_Trinken
EG00522	Golken	m.		Flecken, Tintenflecken, Rotznase	kein_Trinken
EK00568	Kanen	f.	1	Dachrinne, Holz- oder meist Blechrohr am Dach und bis zur Erde	kein_Trinken
EK01317	Kätterla	m.		Rapünzchen, Feldsalat	kein_Trinken
EP01405	Boppi	m.		Mops, dicker Hund	kein_Trinken
EF00086	Focht			in der Zss	kein_Trinken
ET01385	Dose	f.		Dose	kein_Trinken
ES04141	spuelen			tüchtig essen	kein_Trinken
ER00110	Rauch	m.		Rauch. Spw	kein_Trinken
EA00970	unselig			zornig, vor Zorn ausser sich (nur noch von älteren Leuten gebraucht). — mhd	kein_Trinken
EL00362	Ladutteri	m.		langer Mensch	kein_Trinken
EL01377	losch	Adj.		1. locker, los	kein_Trinken
EN00439	Nieren	m.		Niere; bes. vom Menschen und vom Rindvieh, von allen anderen Geschöpfen Demin	kein_Trinken
EF00773	firn			nur in Verbindung mit	kein_Trinken
EG01680	grimschen			prügeln, misshandeln	kein_Trinken
EM00003	Mai	m.		Mai	kein_Trinken
EP02918	Pflanz	f.		wie hochd. Zss	kein_Trinken
EP02214	Postur	f.	1	Gestalt, Wuchs	kein_Trinken
ES04240	sparen			sparen. Spw. (mit hochd. Formen)	kein_Trinken
EA01256	As	n.		Aas	kein_Trinken
EL01166	Lori			Koseform des weibl. Vornamens Eleonore. Demin	kein_Trinken
EW00650	Wampen	m.	1	Wamme, Unterleib, Bauch von Tieren und verächtlich auch von Menschen; dicker Bauch, Bierbauch	kein_Trinken
EF01275	Floret	f.			kein_Trinken
EP03574	Brei	m.		Brei; selten. Älteres Spw	kein_Trinken
EW00665	wann		1	wann. Auf die Frage	kein_Trinken
EK00174	kuden			mit dem Verb	kein_Trinken
ES05420	Storren	m.	1	Baumstumpf	kein_Trinken
ET01706	treü	Adj.		treu	kein_Trinken
ES01010	Supap(e)	f.		Saugventil in der Brunnenröhre. — frz	kein_Trinken
ES02542	schlëcht	Adj.	1	schlecht	kein_Trinken
EA01203	Arpant	m.		Feldstück von 42. Ar. — frz	kein_Trinken
EP01571	Bir(e)	f.	1	Birne	kein_Trinken
EF00963	Fiscal	m.		Polizeirichter	kein_Trinken
EL00525	Levit	m.		nur in der Rda	kein_Trinken
ER01331	riten	Part.	1	reiten allg. Spw	kein_Trinken
EP01829	Bersig	m.	1	Flußbarsch	kein_Trinken
ES02193	Scharf	m.		Kormoran	kein_Trinken
EW00670	Wene	f.		Grenzlinie zwischen zwei Rebstücken. —	kein_Trinken
EL00078	Lëber(e)	f.		Leber. Rda	kein_Trinken
EH01437	Hurst			1	kein_Trinken
EM00941	Mär	m.		Bürgermeister	kein_Trinken
EW01240	wis	Adj.		weise nur in der Rda	kein_Trinken
EG00193	gaflen			nagen, gierig essen	kein_Trinken
EP04204	Bruet			im eigentl. Sinne m. im	kein_Trinken
ES02697	Schlëck	m.	1	Leckerbissen. Rda	kein_Trinken
EM01311	Mus			1	kein_Trinken
EA01064	Aron			Aronswurz	kein_Trinken
EZ00415	Zëntner	m.		Zentner. Zss	kein_Trinken
EL01167	Lori	m.		Schuttwagen auf Geleise, wie ihn die Streckenarbeiter auf der Eisenbahn gebrauchen	kein_Trinken
EG00596	Gamanderlein			Erdeiche; Lachenknoblauch; Feldcypresse	kein_Trinken
ES01996	Schank	m.	1	Schrank	kein_Trinken
EA00223	adschusche			abgemacht! frz	kein_Trinken
EH01366	Hurd(e)	f.		Flechtwerk von Reisig, Stäben oder Draht, Gerüst, Schaft im Keller oder auf dem Speicher, um Obst, auch Kartoffeln, Hopfen u. a. aufzubewahren und zu dörren. Spw	kein_Trinken
ES04516	Spratzel	m.		hochfahrender, eingebildeter Mensch	kein_Trinken
EL01651	lax	Adj.		müde, abgespannt	kein_Trinken
EG00999	Guss	f.		1	kein_Trinken
ET01976	trucken	Adj.		1	kein_Trinken
EF00148	Fifitz	n.		abweisende Antwort für einen, der sich neugierig an Sprechende heranmacht und nach dem Gegenstand ihrer Unterhaltung fragt	kein_Trinken
EM00954	mir			1	kein_Trinken
EH01228	hops			1	kein_Trinken
EA01230	Art	f.		Art	kein_Trinken
EH00621	Holper	m.		Stoss mit der Faust oder dem Ellenbogen, bes. Rippenstoss, Schub (Synon	kein_Trinken
ET00316	Daufen	m.		Schelmenstreich, Pl. Ränke	kein_Trinken
ES05797	Strang	m.	1	dickes Seil. Rda	kein_Trinken
ET01245	dörfen	Pl.	1	dürfen, Erlaubnis haben	kein_Trinken
EA01092	irre			irre	kein_Trinken
EA01057	arranschieren			in Ordnung bringen, umändern	kein_Trinken
EZ00606	zitteren			zittern	kein_Trinken
ES02627	Schlag		1	Schlag mit der Hand oder einem Werkzeug	kein_Trinken
ES02873	Schlupf	m.	1	schmaler Raum zwischen zwei Gebäuden, Schlupfwinkel	kein_Trinken
EF01314	flösch	Adj.		1	kein_Trinken
EP03766	(Bruck	m.	1	großer Leiterwagen	kein_Trinken
EM00147	much	Adj.		locker, vom Ackerboden	kein_Trinken
ES03046	schmaden		1	umtaufen, von Juden, die zum Christentum übergehen	kein_Trinken
ES02391	Schaute	m.	1	Verrückter, Narr; Possenreisser	kein_Trinken
EP03776	prahlen		1	prahlen. Spw	kein_Trinken
EG00387	Gucker	m.		Gefängnis	kein_Trinken
ET01043	Teipel	f.		schlechtes, törichtes Weibsbild	kein_Trinken
EH01181	Hoppe			in	kein_Trinken
EH00691	Holz	n.		1	kein_Trinken
ET02400	Tschankel	m.		Tropf	kein_Trinken
EG00710	Gankel	m.		lose Weiberjacke	kein_Trinken
ER00575	ramassieren			stets mit	kein_Trinken
ER01275	Ruest	f.		Rüster	kein_Trinken
ET02451	Tschätterle	n.	1	Schieber an der Ofentür	kein_Trinken
EF01277	Floribus	m.		Saus und Braus	kein_Trinken
ES02409	schet	f.		s. Seite	kein_Trinken
EH01701	Hütt(e)	f.		1	kein_Trinken
EA01147	Orden	m.		Orden	kein_Trinken
EP00320	Böf	m.		Ochse, in dem bekannten Lernvers	kein_Trinken
EP04249	Präzepter	m.		Präzeptor, Lehrer: Scherzhaft	kein_Trinken
EP02866	pflëgen			pflegen	kein_Trinken
EG00212	Gofren			Waffeln. Ein Strassburger Ratsbeschluss von 1734, 1. Dez., bestimmt	kein_Trinken
EG00483	Gülle	f.		Mistjauche. Bauernspruch	kein_Trinken
EM01351	Mues	n.		Erbsen	kein_Trinken
EP00896	böhmisch	Adj.		böhmisch, in dem Ausdr	kein_Trinken
ER00299	reiden			die Hanfstengel brechen und den Bast vom Splint befreien; Syn	kein_Trinken
ER01436	Ratsch	m.		Mal	kein_Trinken
ES04614	Stub(e)	f.	1	Stube, das	kein_Trinken
EA01277	Assurans	f.		Feuerversicherung (die älteren Leute sagen meist	kein_Trinken
ET02159	trinken			wie hochd. Wirtschaftsgruss zum eintretenden Freund	kein_Trinken
EL00112	Liberei	f.		Bibliothek	kein_Trinken
EZ00212	zucken		1	zucken; rasch ziehn	kein_Trinken
EL01139	Lir(e)	f.		1	kein_Trinken
EP03563	Braü(e)	f.	1	Kante, Rand	kein_Trinken
EH01655	Hosti(g)	f.		Hostie	kein_Trinken
EK01950	Knaster			Tabak	kein_Trinken
ER00154	rich	Adj.		reich	kein_Trinken
EK02546	kroxen			quaken	kein_Trinken
EN00140	Nidle	m.		Milchrahm	kein_Trinken
EH00319	Huef	m.		Huf	kein_Trinken
EP02810	Pfit	m.		Buchfink. — wohl Nachbildung der Vogelstimme	kein_Trinken
ET00036	die			in Fluchwörtern	kein_Trinken
EF00096	fuchtlen		1	hin- und herfahren, z. B. mit den Händen, einem Stock und drgl	kein_Trinken
EN00063	nüechelen			nach Schimmel, Moder, Fäulnis riechen, von schlecht gereinigten Fässern, Wein, Brot, aufgehäuftem und	kein_Trinken
EP00147	Buch	f.		Kröte	kein_Trinken
EZ00261	Zollen	f.	1	hartes Exkrement von Pferden, Eseln, Hunden usw	kein_Trinken
ES03128	schmuelen			schlecht arbeiten	kein_Trinken
EG01603	Grigle	n.		1	kein_Trinken
EK01598	klei(n)	Adj.		Adv. klein	kein_Trinken
