xml:id	Lemma	Wortart	Definition	Konzept	Konzept_gemappt	Antwort_Modell
EK01109	Kirs(e), Kirsch	Substantiv	Kirschbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The term ""Kirschbrännwtein"" refers to a specific type of cherry brandy, which is a beverage. Therefore, it belongs to the category of Getränk.

**Getränk**

Answer: Getränk"
EK01744	Kläw(n)er, Kläfler	Substantiv	Wein daraus	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	"The dictionary entry refers to tools used in winemaking, thus fitting into the 'other' category.

**Answer:** other"
EK02026	Kräbel	Substantiv	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
EK02032	Krëbser	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The term ""Krëbser"" is defined as Schnaps, which is a type of alcoholic beverage. This makes it fall into the category of specific types of beverages.

**Answer:** Getränk"
EL00463	Vorlauf	Substantiv	der erste Branntwein, der beim Branntweinbrennen herauskommt; er wird nicht getrunken, sondern zur Herstellung einer geringeren Güte Schnaps oder zu Einreibungen verwandt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	"The dictionary entry describes Vorlauf as an intermediate product used in the creation of beverages rather than something consumed directly. Thus, it falls under activities related to beverage preparation.

**Answer: other**"
EL01179	Lur(e), Lür	Substantiv	schlechte Brühe überhaupt, bes. Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk	"The dictionary entry defines ""Lur(e)"" as bad broth, specifically mentioning coffee. This refers to a type of beverage, fitting into the **Getränk** category.

Answer: Getränk"
EL01179	Lur(e), Lür	Substantiv	schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The dictionary entry ""Lur(e), Lür"" refers to a type of Schnaps, which is a specific beverage. Therefore, it falls under the **Getränk** category.

**Answer:** Getränk"
EL01179	Lur(e), Lür	Substantiv	leichter Wein, hergestellt durch Vermischen mit Wasser	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
EL01179	Lur(e), Lür	Substantiv	ein Getränk, im Herbst aus wilden Früchten und etwas Wein hergestellt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
EL01180	Lappenlur(e), Lappenlür	Substantiv	schwacher, saurer, matter, verwässerter Wein oder Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
EL01546	Lüterung	Substantiv	Vorbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	"The dictionary entry for ""Lüterung"" with the definition ""Vorbranntwein"" refers to a raw material used in distillation rather than a finished beverage. Therefore, it falls under the category of **other**.

Answer: other"
EM00566	Milch	Substantiv	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk	Getränk
EM00567	Brieschmilch	Substantiv	die erste Milch der Kuh	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk	"The dictionary entry describes Brieschmilch as a type of milk, which is a beverage. Therefore, it belongs to the **Getränk** category.

Answer: Getränk"
EM00571	Geisenmilch	Substantiv	Ziegenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk	"The headword ""Geisenmilch"" translates to goat's milk, which is a specific type of beverage. Therefore, it falls under the **Getränk** category.

**Answer:** Getränk"
EM00577	Surmilch	Substantiv	Sauermilch, Dickmilch, gestockte Milch; wird häufig abends mit Kartoffeln gegessen; auch zu Suppen verwendet	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	kein_Trinken	"The dictionary entry for ""Surmilch"" describes it as a type of sour milk product that is typically consumed as part of meals rather than as a drink. Therefore, it falls under the ""other"" category.

**Answer:**
other"
EM00624	Molzer	Substantiv	Biersorte, die teils aus Lager-, teils aus Jungbier besteht	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk	Getränk
EM00634	Mëmm; Mëmm(e)le	Substantiv	in der Kinderspr. jede trinkbare Flüssigkeit, besonders Milch; auch verdoppelt	Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk	Getränk
EM01217	Elfermëss	Substantiv	übtr. Frühschoppen. In der guten, alten Zeit durften die Wirtshäuser am Sonntag Vormittag vor Schluss des Gottesdienstes um 11 Uhr keine Gäste aufnehmen; der Wirtshausgang um diese Zeit wurde dann scherzhaft E. genannt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	"The term ""Elfermëss"" refers to the social activity of people visiting pubs around 11 AM on Sundays, not specifically to drinking itself or beverages. Thus, it falls into the category of other activities.

**Answer: other**"
EM01478	Most II, Muschk	Substantiv	süsser Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The headword ""Most II, Muschk,"" defined as ""süsser Apfelwein,"" refers to a specific type of sweet apple wine. This falls under the category of beverages.

**Answer:** Getränk"
EM01478	Most II, Muschk	Substantiv	süsser Traubenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
EM01516	Mët(er)	Substantiv	Met	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	"The headword ""Mët(er)"" refers to a unit of measurement (Meter), which does not relate to drinking, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer:** other"
EN00683	Näz	Substantiv	schlechtes Getränk	Getränk	Getränk	"The definition of ""Nätz"" as ""schlechtes Getränk"" indicates it's a specific type of beverage. Therefore, it falls under the Getränk category.

Answer: Getränk"
EP00701	Totenbaümpolitur	Substantiv	schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
EP00808	belzen	Substantiv	trinken, saufen	Trinken; Trinken.Alkohol_trinken	trinken	"The word ""belzen"" is defined as ""trinken, saufen,"" which refers to actions of drinking. Therefore, it fits into the **trinken** category.

**Answer:** trinken"
EP00812	us belzen	Substantiv	leer trinken	Trinken.Austrinken	trinken	"The dictionary entry ""us belzen"" with the definition ""leer trinken"" falls under the category of an action related to drinking. Therefore, it is classified under:

trinken"
EP00881	Bemmeri	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry describes ""Bemmeri"" as ""schlechter Wein,"" which translates to ""bad wine."" This directly relates to a type of beverage. Therefore, the correct category is:

**Getränk**"
EP00974	Bumpes	Substantiv	gepantschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
EP01449	Bupperi	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
EP01634	Bier	Substantiv	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk	Getränk
EP01789	Bërliner	Substantiv	schlechter Schnaps, auch Bërliner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The headword ""Bërliner"" refers to a specific type of schnaps, making it fall under beverages.

**Answer:** Getränk"
EP02080	Position	Substantiv	ein gewöhnliches Trinkglas voll Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein_Trinken	"The dictionary entry describes a drinking glass containing schnapps. While schnapps is a beverage (Getränk), the headword refers to the vessel holding it, which is considered a tool related to serving drinks. Therefore, it falls under the 'other' category.

**Answer:** other"
EP02310	Petrol	Substantiv	Fusel, gemeiner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The dictionary entry for ""Petrol"" defines it as Fusel and gemeiner Schnaps, which are types of alcoholic drinks. Therefore, the appropriate category is:

**Getränk**

Answer: Getränk"
EP02606	Rachenbutzer	Substantiv	saurer Wein, der vermöge seiner Weinsteinsäure den Schleim im Rachen gerinnen macht und ablöst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry ""Rachenbutzer"" refers to a specific type of sour wine with particular characteristics. It fits the category of beverages as it describes a kind of drink.

**Answer:** Getränk"
EP03252	Plämpel, Bämpel	Substantiv	träger, langsamer Mensch; schlechtes Getränk, insbes. dünner schwappelnder Kaffee	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk	"The dictionary entry describes ""Plämpel, Bämpel"" as referring to a bad type of beverage, specifically thin coffee. This falls under the category of specific types of drinks.

**Answer: Getränk**"
EP03335	Plappri, Plappkli	Substantiv	schwaches Getränk, insb. von Wein und Kaffee gesagt	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The headword ""Plappri, Plappkli"" is defined as a weak beverage, particularly referring to wine and coffee. Since it describes a specific type of drink, it fits into the Getränk category.

**Answer:** Getränk"
EP03708	Brüej(e)	Substantiv	Brühe, Sauce; auch Seifenbrühe, frischgepresster Rebensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	[ungültig]	"The word ""Brüej(e)"" is categorized as **Getränk** because parts of its definition refer to specific types of beverages like broth and grape juice, which are drinkable."
EP03708	Brüej(e)	Substantiv	schlechte Suppe, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry ""Brüej(e)"" refers to bad soup and wine, which are types of beverages but described by their poor quality. Since it's about the state or quality rather than the specific type, it fits best under **Getränk** because it still pertains to beverages.

Answer: Getränk"
EP03711	Bankerottbrüej	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The headword ""Bankerottbrüej,"" defined as ""schlechter Wein"" (bad wine), refers to a specific type of beverage. Therefore, it falls under the category of Getränk.

**Answer:** Getränk"
EP03723	Leimenbrüej	Substantiv	scherzhaft für den lehmfarbigen neuen Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
EP03724	Qutschelbrüej	Substantiv	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk	"The dictionary entry ""Qutschelbrüej"" defined as ""schlechter Kaffee"" refers to a type of beverage (coffee), specifically bad coffee. Therefore, it falls under the category of specific beverages.

**Answer:** Getränk"
EP03727	Schnitzbrüej	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The term ""Schnitzbrüej,"" defined as ""schlechter Wein"" (bad wine), falls under the category of beverages. 

**Answer:** Getränk"
EP03750	Brocken	Substantiv	Hunger, Durst	Durst	kein_Trinken	"The dictionary entry for ""Brocken"" is defined as both hunger and thirst. Since ""Durst"" (thirst) fits category 2 but also includes ""Hunger"" (hunger), which isn't covered by the other categories, it doesn't neatly fit into any of the first three. Therefore, it falls under the ""other"" category.

**Answer:** other"
EP03894	Brand	Substantiv	Durst	Durst	Durst	Durst
EP03930	Brenz	Substantiv	Schnaps, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The headword ""Brenz"" is defined as a type of alcoholic beverage (""Schnaps, Fusel""), which falls under specific types of beverages.

**Answer:** Getränk"
EP04065	Briest, Briesch	Substantiv	Milch einer frischmelkenden Kuh	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk	Getränk
EP04065	Briest, Briesch	Substantiv	gestockte junge Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk	"The dictionary entry ""Briest, Briesch"" is defined as ""gestockte junge Milch,"" which refers to thickened young milk. This is a specific type of beverage. 

Answer: Getränk"
ER00626	Rum I	Substantiv	Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The dictionary entry for ""Rum I"" refers to a specific type of beverage. Therefore, it belongs to the category **Getränk**.

Answer: Getränk"
ER00670	Rämpes	Substantiv	geringer Schnaps; schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The headword ""Rämpes"" is defined as a type of beverage (schnapps or wine), making it fall into the Getränk category.

**Answer:** Getränk"
ER00917	Räppes, Räppis, Räps	Substantiv	schlechter Wein; neuer Wein aus Trauben, die man vor der eigentlichen Weinlese holt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry defines ""Räppes"" as a type of wine, which is a specific beverage. Therefore, it falls under the **Getränk** category.

**Answer:** Getränk"
ER01113	Rissmichum	Substantiv	gemeiner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
ES00271	Seifel	Substantiv	minderwertiges Getränk, Bier oder Wein	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
ES00290	Suff	Substantiv	Saufgelage	Trinken.Alkohol_trinken	kein_Trinken	other
ES00291	Sufens, Saufens	Substantiv	Zecherei	Trinken.Alkohol_trinken	kein_Trinken	"The term ""Sufens, Saufens"" refers to a social gathering involving heavy drinking, beyond just the act itself. It fits into activities related to social drinking and gastronomy, hence it is classified under **other**.

**Answer:** other"
ES00292	Gsuff(s)	Substantiv	schlechtes Getränk	Getränk	Getränk	"The term ""Gsuff(s)"" is defined as ""schlechtes Getränk,"" which translates to a bad drink. This clearly falls under beverages, so it belongs in the **Getränk** category.

**Answer:** Getränk"
ES00292	Gsuff(s)	Substantiv	anhaltendes Trinken	Trinken.Häufig_lange_trinken	trinken	trinken
ES00301	Suferei	Substantiv	Trinkgelage	Trinken.Alkohol_trinken	kein_Trinken	other
ES00301	Suferei	Substantiv	Trinklust, Trinkerei	Trinken.Alkohol_trinken	kein_Trinken	"The headword ""Suferei,"" defined as ""Trinklust, Trinkerei,"" refers to excessive drinking or a passion for drinking rather than the act itself. This falls under behaviors and states related to drinking, thus fitting into the ""other"" category.

**Answer:** other"
ES00323	Saft	Substantiv	Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk	"The word ""Saft"" refers to juice, which is a type of beverage. Therefore, it fits into the category of Getränk.

**Getränk**"
ES00572	Katzenseckel	Substantiv	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The dictionary entry ""Katzenseckel"" with the definition ""Branntwein"" refers to a specific type of beverage, specifically brandy or a spirit. This falls under the category of beverages.

Answer: Getränk"
ES01069	supperen	Substantiv	beim Trinken ein schlürfendes Geräusch verursachen	Trinken.Geräuschvoll_trinken	trinken	trinken
ES01193	Suser	Substantiv	gährender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The headword ""Suser"" with the definition ""gährender Most"" refers to a type of beverage in the context of winemaking. Therefore, it falls into the category of specific types of beverages.

Getränk"
ES02036	Schoppen	Substantiv	bes. ein Schoppen Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	kein_Trinken	other
ES02507	Kaffeeschlabber	Substantiv	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk	Getränk
ES02514	Schlabberte, Schlabbete	Substantiv	überh. schlechtes Getränke, kraftlose Brühe	Getränk	Getränk	Getränk
ES03133	Armschmalz	Substantiv	in der Arbeiterspr. Bezeichnung für alkoholhaltige Getränke	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk	"The dictionary entry for ""Armschmalz"" refers specifically to alcoholic beverages, which falls under the category of Getränk as it denotes a type of drink. 

Answer: Getränk"
ES03500	Schnaps, Schnips	Substantiv	Schnaps, Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
ES03505	Quëtschelschnaps, Quëtschenschnaps, Quetschenschnaps	Substantiv	Branntwein aus Zwetschen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
ES04513	Sprit	Substantiv	schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
ES04532	Spritzer, Spretzer	Substantiv	kleine Menge Branntwein, die man in den schwarzen Kaffee giesst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
ES05370	Stöpferle	Substantiv	petschierter Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The term ""Stöpferle,"" defined as ""petschierter Flaschenwein"" (sweetened bottle wine), refers to a specific type of beverage. 

**Answer: Getränk**"
ET00024	Tee	Substantiv	Aufguss von getrockneten Blättern oder Blüten heilkräftiger Pflanzen	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk	Getränk
ET00025	Brusttee	Substantiv	Brusttee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk	Getränk
ET01331	Durst	Substantiv	Durst	Durst	Durst	"The dictionary entry with headword and definition as ""Durst"" clearly falls under the **Durst** category because it refers directly to the state or need of being thirsty.

Answer: Durst"
ET01557	Düttle, Düttel	Substantiv	Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk	Getränk
ET01713	Traberen, Träberen	Substantiv	Treberbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	Getränk
ET01926	Teüfelsdrëck	Substantiv	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The headword ""Teüfelsdrëck"" refers to ""Schnaps,"" which is a specific alcoholic beverage. Therefore, it belongs to the category **Getränk**.

**Answer:** Getränk"
ET02147	Trank	Substantiv	Trank	Getränk	Getränk	"The word ""Trank"" refers to a drink or potion, which is a type of beverage. Therefore, it falls under the category **Getränk**.

**Answer:** Getränk"
ET02152	Säütränke	Substantiv	schlechtes Getränk, z. B. schlechter Wein	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry ""Säütränke"" refers to a type of beverage, specifically poor quality ones like bad wine. It fits into the **Getränk** category as it describes a specific group or type of drink.

Answer: Getränk"
ET02160	Trinken	Substantiv	Getränk	Getränk	Getränk	"The dictionary entry defines ""Trinken"" as ""Getränk,"" which refers to specific types of beverages. Therefore, the correct category is:

**Getränk**

Answer: Getränk"
ET02165	Trunk	Substantiv	Trunk	Getränk	kein_Trinken	"The dictionary entry ""Trunk"" does not fall under trinken (an action of drinking), Durst (thirst), or Getränk (specific beverages). Instead, it is categorized as other because it refers to a container or activity related to drinking that doesn't fit the specific definitions of the first three categories.

**Answer:** other"
ET02166	Schlaftrunk	Substantiv	urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss.	Getränk; Trinken	kein_Trinken	"The term ""Schlaftrunk"" refers to a type of drinking session following an evening meal, which is a social activity rather than a direct action, specific beverage, or state of thirst. Thus, it fits into the ""other"" category.

**Answer: other**"
ET02252	Druesen, Drusen	Substantiv	Branntwein aus Weinhefe gewonnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The dictionary entry refers to a specific type of beverage (brandy made from wine yeast). Therefore, it falls under the category of beverages.

**Answer:** Getränk"
EW00675	Äpfelwi(n)	Substantiv	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The headword ""Äpfelwi(n)"" translates to ""Apfelwein,"" which is a type of apple wine or cider. This falls under the category of specific beverages.

**Answer:** Getränk"
EW00678	Birenwi(n)	Substantiv	Birnwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry ""Birenwi(n)"" with the definition ""Birnwein"" refers to pear wine, which is a specific type of beverage. 

Answer: Getränk"
EW00679	Branntenwi(n), Brënntewi(n)	Substantiv	Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The dictionary entry defines Branntenwi(n) as Branntwein and Schnaps, which are types of beverages. Therefore, the correct category is:

**Getränk**"
EW00682	Dreimännerwin	Substantiv	Wein, der so sauer ist, dass drei Männer den Trinkenden festhalten müssen (sonst würde er  sich weigern, ihn zu nehmen)	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry describes a specific type of wine, which fits into the ""Getränk"" category as it refers to a beverage. 

**Answer:** Getränk"
EW00685	Edelwin	Substantiv	feine Sorte Weisswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The term ""Edelwin"" refers to a specific variety of white wine, which fits into the category of beverages. 

Answer: Getränk"
EW00686	Ehrwein	Substantiv	Ehrenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry ""Ehrwein,"" defined as ""Ehrenwein,"" refers to a type of wine, which is a beverage. Therefore, the correct category is:

**Getränk**"
EW00688	Gänswin	Substantiv	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The term ""Gänswin,"" meaning bad wine, refers to a specific type of beverage. Therefore, it falls under the category of **Getränk**.

Answer: Getränk"
EW00690	Grumbirenbrënntewin	Substantiv	Branntwein aus gegorenen Kartoffeln	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk	"The headword ""Grumbirenbrënntewin"" refers to a specific type of beverage, as indicated by its definition. Therefore, it belongs to the **Getränk** category.

**Answer:** Getränk"
EW00706	Stichwin	Substantiv	der zur Probe aus dem Fass genommene Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	"The dictionary entry for ""Stichwin"" refers to wine taken as a sample from a cask. Since it specifically identifies a type of beverage, it falls under the category of beverages.

**Answer:** Getränk"
EW00712	Trinkwi(n)	Substantiv	leichter Wein, der gewonnen wird, wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk	Getränk
