xml:id	Lemma	Wortart	Definition	Konzept	Konzept_gemappt	Antwort_Modell
PB05745	braun	Adjektiv	braun	kein_Trinken	kein_Trinken	"The dictionary entry for ""braun"" refers to the color brown, which does not fall into any of the trinken, Durst, or Getränk categories. It is an adjective describing a general property and thus belongs to the other category.

**Answer:** other"
PZ00100	Zahn-schwären	Substantiv	Geschwür im Zahnbereich	kein_Trinken	kein_Trinken	"The dictionary entry refers to a dental condition, which doesn't fall into drinking, thirst, or beverages. 

**Answer:** other"
PK00621	kaputt	Adjektiv	(attr) schadhaft in höchstem Grad, entzwei, zerstört, zerstört (von Sachen)	kein_Trinken	kein_Trinken	"The headword ""kaputt"" describes a state of being severely damaged or broken and does not relate to drinking, thirst, or specific beverages. Therefore, it falls into the category of **other**.

Answer: other"
PK02178	Kirchen-vater	Substantiv	Kirchenpfleger, Messner	kein_Trinken	kein_Trinken	"The headword ""Kirchen-vater"" refers to roles like ""Kirchenpfleger"" (church caretaker) and ""Messner"" (vicar), which are positions within a religious context. These terms don't relate to drinking, thirst, or beverages.

**Step-by-Step Explanation:**

1. **Identify the headword and definition**: Kirchen-vater means Kirchenpfleger or Messner.
2. **Categorize based on definitions**:
   - Not related to drinking actions (trinken).
   - Doesn't describe a state of thirst (Durst).
   - Not a type of beverage (Getränk).
3. **Assign to the correct category**: Since it refers to specific roles in a religious setting, it falls under ""other"".

**Answer:** other"
PH05601	Hirten-acker	Substantiv	Flurname	kein_Trinken	kein_Trinken	"The term ""Hirten-acker"" refers to a field name, which fits the category of places, thus falling under ""other.""

**Answer:** other"
PB04178	Blau-fabrik	Substantiv	Fabrik, die Ultramarin erzeugt	kein_Trinken	kein_Trinken	"The dictionary entry ""Blau-fabrik,"" defined as a factory producing ultramarine, does not relate to drinking, thirst, or beverages. Instead, it pertains to manufacturing pigments, fitting into the 'other' category.

**Answer:** other"
PH03605	herum-klüngeln	Verb	vom Garnstrang abnehmen und zu einem Klüngel wickeln	kein_Trinken	kein_Trinken	"The word ""herum-klüngeln"" refers to rolling yarn into a ball, which doesn't relate to drinking, thirst, or specific beverages. Therefore, it falls under the 'other' category.

**Answer:** other"
PU00348	Ulm	Adjektiv	ein Kegelspiel	kein_Trinken	kein_Trinken	"The dictionary entry for ""Ulm"" defines it as a game (Kegelspiel), which falls outside the categories of drinking actions, thirst states, or specific beverages. It fits into general activities.

**Answer: other**"
PD01739	delikat	Adjektiv	fein, zartfühlend	kein_Trinken	kein_Trinken	"The term ""delikat"" translates to delicate or sensitive, which doesn't relate to drinking actions, thirst, or specific beverages but falls into the general category.

**Answer: other**"
PS08524	Speck-klotz	Substantiv	dicker Mensch, Fettwanst	kein_Trinken	kein_Trinken	"The word ""Speck-klotz"" refers to a person's physical state, specifically being overweight. It doesn't relate to drinking actions, thirst states, or specific beverages. Therefore, it falls into the ""other"" category.

**Answer: other**"
PH04401	Hickel-bank	Substantiv	mit Kreideauf dem Boden dargestellte Bahn für das Spiel Hickel(ch)ns	kein_Trinken	kein_Trinken	"The dictionary entry describes an activity involving drawing a path with chalk for a game, which doesn't relate to drinking, thirst, or specific beverages. Thus, it falls under the ""other"" category.

Answer: other"
PS07103	Sekretär	Substantiv	Schreibtisch	kein_Trinken	kein_Trinken	"The dictionary entry for ""Sekretär"" meaning ""Schreibtisch"" refers to a person's role (secretary) and does not relate to drinking, thirst, or beverages. It fits into the category of other roles or activities.

**Answer:**
other"
PF05728	Funken-sonntag	Substantiv	der Sonntag Invokavit	kein_Trinken	kein_Trinken	"The term ""Funken-sonntag"" translates to Radio Sunday and refers to a radio broadcast event. It doesn't relate to drinking, thirst, or beverages, so it belongs to the ""other"" category.

**Answer:** other"
PS08600	Speierling	Substantiv	der Baum Sorbus domestica und seine Frucht	kein_Trinken	kein_Trinken	"The dictionary entry for ""Speierling"" refers to a tree and its fruit, which are used in producing beverages. Since it's not an action of drinking, a state of thirst, or a specific beverage itself, it falls under the ""other"" category.

Answer: other"
PI00286	Italiener-huhn	Substantiv	die Hühnerrasse Italiener	kein_Trinken	kein_Trinken	"The dictionary entry ""Italiener-huhn"" refers to a specific chicken breed, which doesn't relate to drinking actions, thirst, or beverages. Therefore, it fits into the ""other"" category.

**Answer:** other"
PB05547	Braddel	Substantiv	Kuhkot	kein_Trinken	kein_Trinken	"The word ""Braddel,"" meaning cow dung, doesn't fit into trinken (drinking), Durst (thirst), or Getränk (beverages). It falls under general miscellaneous terms.

**Answer: other**"
PM02615	Monats-frau	Substantiv	Haushaltshilfe, die stundenweise arbeitet (und monatlich entlohnt wird)	kein_Trinken	kein_Trinken	"The dictionary entry ""Monats-frau"" refers to a part-time domestic helper, which is categorized under 'other' as it relates to a person involved in service activities.

**Answer: other**"
PS06492	Schwengel	Substantiv	Geschlechtsteil des Hengstes	kein_Trinken	kein_Trinken	"The term ""Schwengel"" refers to the male genitalia of a horse, which falls outside the categories of drinking actions, thirst states, or specific beverages. Therefore, it belongs to the ""other"" category.

**Answer: other**"
PZ00099	Zahn-schrupper	Substantiv	Zahnbürste	kein_Trinken	kein_Trinken	"The term ""Zahn-schrupper"" refers to a tooth scraper, which is a tool used in dental care. It doesn't relate to drinking, thirst, or specific beverages, so it falls under the ""other"" category.

**Answer: other**"
PS10650	Stern-buben	Substantiv	durch das Dorf ziehende und Gaben heischende Sternsingerbuben	kein_Trinken	kein_Trinken	"The headword ""Stern-buben"" refers to boys who go through the village singing and asking for gifts, which relates to people involved in an activity rather than drinking, thirst, or beverages.

**Answer: other**"
PL02335	Lotterie	Substantiv	Lotterie	kein_Trinken	kein_Trinken	"The headword ""Lotterie"" refers to a lottery or raffle, which is unrelated to drinking, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer:** other"
PF02041	ver-purzeln	Verb	purzelnd in Unordnung bringen, niedertreten	kein_Trinken	kein_Trinken	other
PD02277	Diebchens	Substantiv	Knabenspiel	kein_Trinken	kein_Trinken	"The word ""Diebchens"" refers to a boys' game (""Knabenspiel""), which is an activity and not related to drinking, thirst, or specific beverages. Therefore, it fits into the ""other"" category.

**Answer:** other"
PB06834	brutteln	Verb	schlecht arbeiten (vom Waschen und Stricken)	kein_Trinken	kein_Trinken	"The word ""brutteln,"" meaning working poorly in washing and knitting, doesn't fit into the categories of drinking, thirst, or beverages. It falls under general activities not related to those themes.

**Answer: other**"
PK02703	Klein-Schweinfurt	Substantiv	Neckname	kein_Trinken	kein_Trinken	"The term ""Klein-Schweinfurt"" is identified as a nickname referring to a place. Since it doesn't relate to drinking, thirst, or beverages, it falls into the ""other"" category.

**Answer:** other"
PE02068	er-wachsen	Verb	wachsen, gedeihen	kein_Trinken	kein_Trinken	other
PW02082	Welts-kerl	Substantiv	ein besonders tüchtiger, erfolgreicher Mensch	kein_Trinken	kein_Trinken	"The term ""Welts-kerl"" describes a particularly capable and successful person, which doesn't relate to drinking, thirst, or beverages. Therefore, it belongs to the 'other' category.

Answer: other"
PK04669	kraukelig	Adjektiv	klein und unscheinbar, kümmerlich	kein_Trinken	kein_Trinken	"The word ""kraukelig"" describes a state or condition and doesn't relate to drinking, thirst, or specific beverages. It fits best in the ""other"" category.

**Answer:** other"
PH00178	häckeln	Verb	beim Gehen die Fußknöchel aneinander reiben	kein_Trinken	kein_Trinken	"The headword ""häckeln"" refers to an action involving rubbing the ankles while walking, which is unrelated to drinking, thirst, or beverages. Thus, it belongs to the category of other activities.

**Answer:** other"
PK06048	kuttchern, küttchern	Verb	verstohlen lachen	kein_Trinken	kein_Trinken	other
PM00985	Material	Substantiv	Material	kein_Trinken	kein_Trinken	"The headword ""Material"" does not relate to drinking actions, thirst, or beverages. It fits into the 'other' category as it refers to materials or substances.

**Answer: other**"
PK04330	Köze	Substantiv	aus Weiden oder Holzspänen geflochtener Rückenkorb mit Tragebändern	kein_Trinken	kein_Trinken	other
PS08445	spauzen	Verb	Glut, Asche, Hitze von sich geben (vom Feuer)	kein_Trinken	kein_Trinken	"The word ""spauzen,"" meaning to emit glow, ash, or heat from a fire, does not relate to drinking, thirst, or specific beverages. Therefore, it falls under the category of **other** as it describes a fire-related activity.

Answer: other"
PJ00045	Jagd-spezel	Substantiv	Jagdfreund	kein_Trinken	kein_Trinken	"The term ""Jagd-spezel"" refers to a hunting companion and isn't related to drinking, thirst, or beverages. It falls under general activities or companionship, so it's categorized as **other**.

Answer: other"
PN01063	Neun-töter, Neune-	Substantiv	Aeschna cyanea	kein_Trinken	kein_Trinken	"The dictionary entry ""Neun-töter, Neune-"" with the definition ""Aeschna cyanea"" refers to a species, likely an animal. Since this doesn't relate to drinking actions, thirst states, or beverages, it falls under the 'other' category.

**Answer: other**"
PK04335	Közen-korb	Substantiv	großer Korb für Häcksel	kein_Trinken	kein_Trinken	"The term ""Közen-korb"" refers to a large basket used for chopping, which is a tool related to food preparation. Therefore, it doesn't fit into the categories of trinken, Durst, or Getränk but falls under other tools and containers.

**Answer:** other"
PD01650	Deichsel-schraube	Substantiv	Stift an derDeichsel, der das Herausgleiten der Aufhaltkette verhindert	kein_Trinken	kein_Trinken	"The dictionary entry refers to a mechanical component used in farming, not related to drinking, thirst, or beverages. 

**Answer: other**"
PK01336	Kegel-geld	Substantiv	der von der verlierenden Partie zu zahlende Betrag	kein_Trinken	kein_Trinken	other
PS11347	Stößel-pumpe	Substantiv	Jauchepumpe	kein_Trinken	kein_Trinken	"The dictionary entry refers to a type of pump used for liquid manure, which is a tool in agriculture. It does not relate to drinking, thirst, or specific beverages.

**Answer:** other"
PZ01963	Zwerg-erbse	Substantiv	niedrig wachsende Erbsensorte	kein_Trinken	kein_Trinken	"The headword ""Zwerg-erbse"" refers to a specific type of pea plant, which doesn't fit into any of the trinken, Durst, or Getränk categories. Therefore, it belongs to the other category.

**Answer:** other"
PF02194	ver-schlafen	Verb	schläfrig, schlaftrunken	kein_Trinken	kein_Trinken	"The term ""ver-schlafen"" refers to oversleeping or drowsiness, which doesn't relate to drinking, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer: other**"
PL02432	luft-leer	Adjektiv	luftleer	kein_Trinken	kein_Trinken	"The term ""luftleer"" refers to something that is air-free or vacuum-sealed, likely related to storage containers. It doesn't relate directly to drinking actions, thirst, or specific beverages. Thus, it fits into the ""other"" category.

**Answer:** other"
PB05125	Bord	Substantiv	Totentragbahre	kein_Trinken	kein_Trinken	"The dictionary entry for ""Bord"" with the definition ""Totentragbahre"" does not directly relate to drinking, thirst, or specific beverages. Instead, it refers to a place or tool related to carrying the deceased, which falls outside the primary categories of drinking actions, thirst, or beverages.

Answer: other"
PF04357	Vor-beter	Substantiv	wer vorbetet	kein_Trinken	kein_Trinken	"The headword ""Vor-beter"" refers to someone who prays beforehand. This doesn't relate to drinking actions, thirst, or specific beverages, so it falls under the ""other"" category which includes religious activities unrelated to the first three categories.

**Answer: other**"
PF02128	ver-rupfen	Verb	zerrupfen	kein_Trinken	kein_Trinken	"The word ""ver-rupfen,"" meaning to tear or crumple, does not relate to drinking, thirst, or beverages but is a physical action on objects. Therefore, it falls under the category of ""other.""

**Answer:** other"
PH07488	Huren-bock	Substantiv	lasterhafter Mann	kein_Trinken	kein_Trinken	"The dictionary entry ""Hurenbock"" with the definition ""lasterhafter Mann"" describes a licentious man, focusing on his behavior rather than any aspect of drinking. Therefore, it does not fall under trinken, Durst, or Getränk but fits into the other category.

**Answer:** other"
PS07108	Sekunde	Substantiv	Sekunde	kein_Trinken	kein_Trinken	"The dictionary entry ""Sekunde"" does not relate to any of the categories related to drinking, thirst, or beverages. It refers to a unit of time, which fits into the ""other"" category.

**Answer:** other"
PS08659	Spelle	Substantiv	Stecknadel	kein_Trinken	kein_Trinken	"The dictionary entry for ""Spelle"" with the definition ""Stecknadel"" refers to a thorn and does not relate to drinking, thirst, or specific beverages. Thus, it falls under the ""other"" category.

**Answer:** other"
PH04114	Herz-förmchen	Substantiv	Blechform zum Ausstechen des herzförmigen Kleingebäcks	kein_Trinken	kein_Trinken	"The dictionary entry ""Herz-förmchen"" refers to a cookie cutter used in baking, which falls under the category of tools related to food preparation. Since none of the first three categories (trinken, Durst, Getränk) apply here, it belongs to the fourth category.

**Answer:** other"
PH04001	herunter-rudeln	Verb	massenhaft herabfallen	kein_Trinken	kein_Trinken	"The dictionary entry describes a physical action of falling down in large quantities, which is unrelated to drinking, thirst, or beverages. 

Answer: other"
PS08128	Sottisen	Substantiv	unnötige Umstände	kein_Trinken	kein_Trinken	"The term ""Sottisen"" translates to unnecessary circumstances and doesn't relate to drinking actions, thirst, or specific beverages. Therefore, it fits into the 'other' category.

**Answer:** other"
PS08176	spälteln	Verb	Holz zum Feueranmachen in feine Späne spalten	kein_Trinken	kein_Trinken	"The headword ""spälteln"" refers to splitting wood into shavings for starting a fire. This is an activity unrelated to drinking, thirst, or beverages, so it fits the ""other"" category.

**Answer:** other"
PM01844	Milch-bart	Substantiv	flaumiger, weicher Bartansatz bei Jugendlichen	kein_Trinken	kein_Trinken	"The term ""Milch-bart"" describes a physical feature related to facial hair and doesn't relate to drinking, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer:** other"
PH03492	herum-drücken	Verb	alle Arbeiten machen lassen	kein_Trinken	kein_Trinken	"The dictionary entry ""herum-drücken"" translates to making others do all the work, which is an activity and not related to drinking, thirst, or beverages. Therefore, it belongs to the other category.

**Answer:** other"
PS01178	Sau-staller, -ställer	Substantiv	Neckname	kein_Trinken	kein_Trinken	"The dictionary entry ""Sau-staller"" with the definition as a nickname refers to a role related to pigs, not directly connected to drinking, thirst, or beverages. Thus, it falls under the ""other"" category.

**Answer:** other"
PD05469	durch-schlagen	Verb	eine Mauer durchbrechen	kein_Trinken	kein_Trinken	"The dictionary entry ""durch-schlagen,"" meaning ""to break through a wall,"" does not relate to drinking, thirst, or beverages. It involves destruction and fits into the general activities category.

**Answer:** other"
PW00640	Wande	Substantiv	Streifen am Ende des Ackers, an dem der Pflug wendet	kein_Trinken	kein_Trinken	"The dictionary entry for ""Wande"" refers to field strips where plows turn, which is a farming term unrelated to drinking, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer: other**"
PB03342	Pienseler	Substantiv	empfindliche, weinerliche Person	kein_Trinken	kein_Trinken	"The headword Pienseler refers to a sensitive, tearful person, which describes an emotional state rather than any aspect related to drinking, thirst, or beverages. 

Answer: other"
PS05858	Schüssel-schaft	Substantiv	Regal für Schüsseln und Teller	kein_Trinken	kein_Trinken	other
PK03692	Kohl-hübel	Substantiv	Flurname	kein_Trinken	kein_Trinken	other
PF02713	Vesper	Substantiv	Nachmittagsgottesdienst bei Katholiken, Abendmesse	kein_Trinken	kein_Trinken	"The word ""Vesper"" refers to an afternoon religious service and does not relate to drinking, thirst, or beverages. Therefore, it falls under the category of other.

**Answer:** other"
PS00905	Saufen-zuber	Substantiv	Standgefäß, in dem das Viehfutter gesammelt und angemengt wird	kein_Trinken	kein_Trinken	"The headword ""Saufen-zuber"" refers to a container for mixing animal feed, which falls under the ""other"" category as it is a vessel used in this context. 

**Answer:** other"
PK00124	Kaft, Käft	Substantiv	eiserner Ring am Pflug, in dem das Sech mit einem Holzkeil festgeklemmt wird	kein_Trinken	kein_Trinken	"The dictionary entry describes an agricultural tool component, which does not relate to drinking, thirst, or beverages. Thus, it belongs to the 'other' category.

**Answer:** other"
PD03009	Dörfer	Substantiv	die Dorfbewohner	kein_Trinken	kein_Trinken	"The headword ""Dörfer"" refers to village residents, fitting into the ""other"" category as it's about people rather than drinking-related terms.

**Answer: other**"
PS10063	starren	Verb	mit unbewegten Augen blicken, etwas mit den Augen fixieren	kein_Trinken	kein_Trinken	other
PS04153	Schnaken-messer	Substantiv	altes, rostiges, abgenutztes Messer	kein_Trinken	kein_Trinken	"The dictionary entry ""Schnaken-messer"" refers to a type of knife, which is a tool and not directly related to drinking, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer: other**"
PL02463	Lügen-bock	Substantiv	Lügner	kein_Trinken	kein_Trinken	"The term ""Lügenbock,"" meaning ""liar,"" does not relate to drinking, thirst, or specific beverages. It describes a person, fitting the ""other"" category.

**Answer: other**"
PS10009	Stangen-rose	Substantiv	Malve (Althea rosea Cav.)Gartenblume	kein_Trinken	kein_Trinken	"The dictionary entry refers to a type of flower, which is unrelated to any beverage or drinking-related categories. It falls under general activities or items not connected to beverages.

**Answer:** other"
PK01609	Kessel-fabrik	Substantiv	Kesselfabrik	kein_Trinken	kein_Trinken	"The dictionary entry ""Kessel-fabrik"" refers to a kettle factory, which is related to manufacturing tools used in beverage preparation. It doesn't fit into drinking actions, thirst states, or specific drinks, so it belongs to the other category.

**Answer:** other"
PE00405	Eier-weck	Substantiv	mürbes Brötchen	kein_Trinken	kein_Trinken	"The term ""Eier-weck"" refers to a type of soft bread roll, not related to drinking, thirst, or beverages. Thus, it falls under the ""other"" category.

**Answer:** other"
PF01649	ver-klabern	Verb	mit klebrigem Schmutz bedecken	kein_Trinken	kein_Trinken	other
PS10171	stechen	Verb	jemanden überlisten, austricksen	kein_Trinken	kein_Trinken	"The word ""stechen,"" meaning to trick someone, doesn't relate to drinking, thirst, or beverages. Thus, it falls into the 'other' category.

**Answer:** other"
PB04479	Blümchen-rühr-mich-nicht-an	Substantiv	schüchternes Kind	kein_Trinken	kein_Trinken	"The dictionary entry refers to a shy child, which doesn't relate to drinking actions, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer:** other"
PA03743	aus-hauen	Verb	roden	kein_Trinken	kein_Trinken	other
PW01223	wecken	Verb	wach machen	kein_Trinken	kein_Trinken	"The headword ""wecken,"" meaning ""to wake up,"" does not relate to drinking, thirst, or specific beverages. Thus, it falls under the 'other' category.

**Answer:** other"
PD04553	Drohnen-brut	Substantiv	Brut, aus der nur Drohnen hervorgehen	kein_Trinken	kein_Trinken	"The dictionary entry describes a biological process in bees without reference to drinking, thirst, or beverages. It falls outside the specific categories of trinken, Durst, and Getränk.

**Answer:** other"
PA02197	Anschläge-fresser	Substantiv	Mensch, der immer wieder neue Wünsche und Pläne hat	kein_Trinken	kein_Trinken	other
PA01982	Anke(l)	Substantiv	Nacken, Genick	kein_Trinken	kein_Trinken	"The term ""Anke(l)"" refers to parts of the neck (Nacken, Genick), which are anatomical terms. Since this does not relate to drinking, thirst, or specific beverages, it falls under the category of **other**.

Answer: other"
PF00258	falzen	Verb	balzen	kein_Trinken	trinken	"The term ""falzen,"" meaning ""to balze,"" describes an action of drinking directly from a vessel without using hands. This falls under the category of drinking actions.

**Answer:** trinken"
PO00818	Oster-gasse	Substantiv	Flurname	kein_Trinken	kein_Trinken	"The dictionary entry for ""Oster-gasse,"" defined as a place name (Flurname), does not fit into the categories of trinken, Durst, or Getränk. It is classified under the ""other"" category because it refers to a location.

**Answer: other**"
PL00846	Laus-ficke	Substantiv	Mensch mit verfilztem, verlaustem Haar	kein_Trinken	kein_Trinken	"The term ""Laus-ficke"" refers to a person's appearance and does not relate to drinking, thirst, or beverages. Therefore, it fits into the ""other"" category.

**Answer:** other"
PA00191	ab-fahren	Verb	durch Fahren abnützen	kein_Trinken	kein_Trinken	other
PA00857	ab-wälzen	Verb	abwälzen	kein_Trinken	kein_Trinken	"The dictionary entry ""ab-wälzen"" refers to an action that might involve tipping back a drink but isn't a direct drinking action. It fits better in the 'other' category as it's more about movement than consuming liquid.

**Answer: other**"
PG04185	grimmen	Verb	zusammenziehen (den Mund beim Genuß scharfer Sachen)	kein_Trinken	kein_Trinken	"The dictionary entry ""grimmen"" is categorized under **other** because it describes the action of pursing the mouth while enjoying sharp things, which isn't directly about drinking, thirst, or specific beverages.

Answer: other"
PS01386	schäffeln	Verb	tauen	kein_Trinken	kein_Trinken	"The term ""schäffeln,"" meaning ""to thaw,"" doesn't fit into the categories of drinking actions, thirst states, or specific beverages. It falls under other activities related to preparation.

**Answer:** other"
PW01176	Watz-klickert	Substantiv	komischer Kauz	kein_Trinken	kein_Trinken	"The headword ""Watz-klickert,"" defined as ""komischer Kauz"" (strange owl), does not relate to drinking actions, thirst, or specific beverages. Thus, it falls under the ""other"" category.

**Answer: other**"
PS00195	Säge-blatt	Substantiv	Sägeblatt	kein_Trinken	kein_Trinken	"The headword ""Säge-blatt"" translates to ""saw blade,"" which is a tool used for cutting. It does not relate to drinking, thirst, or beverages. Therefore, it falls under the category of other.

**Answer:** other"
PD03019	Dorf-glocke	Substantiv	weibliche Person, die alle Dorfneuigkeiten weiß und verbreitet	kein_Trinken	kein_Trinken	"The dictionary entry refers to a person spreading news, which doesn't relate to drinking, thirst, or beverages. Therefore, it falls into the 'other' category.

**Answer:** other"
PK00418	Kampanje	Substantiv	zeitlich befristete Unternehmung, Hauptbetriebszeit	kein_Trinken	kein_Trinken	"The headword ""Kampanje"" refers to a time-limited undertaking or main operating period, which does not relate to drinking actions, thirst states, or specific beverages. It falls under general activities and thus is categorized as:

**other**"
PS06892	Seiber-gusche	Substantiv	wer viel und zugleich unüberlegt redet	kein_Trinken	kein_Trinken	other
PS06404	Schwein-pelz	Substantiv	unsauberer, gemeiner Mensch	kein_Trinken	kein_Trinken	"The term ""Schwein-pelz"" describes a type of person and doesn't relate to drinking actions, thirst, or beverages. Therefore, it falls under the ""other"" category.

**Answer: other**"
PS12419	Stutzen	Substantiv	das untere, dicke Ende einer Getreidegarbe	kein_Trinken	kein_Trinken	"The dictionary entry ""Stutzen"" refers to the lower, thick end of a grain sheaf, which relates to agricultural terminology rather than any aspect of drinking, thirst, or beverages. Therefore, it falls into the ""other"" category.

**Answer:** other"
PS03037	schlecht	Adjektiv	einfach, schlicht	kein_Trinken	kein_Trinken	"The word ""schlecht"" means ""bad"" or ""poor"" and doesn't relate to drinking actions, thirst, or specific beverages. Therefore, it falls under the 'other' category.

Answer: other"
PK01399	keilen, keideln	Verb	werfen, schleudern	kein_Trinken	kein_Trinken	"The dictionary entry ""keilen, keideln"" with the definition ""werfen, schleudern"" refers to throwing or hurling. This action doesn't relate to drinking, thirst, or specific beverages, so it falls into the 'other' category.

Answer: other"
PF03995	Flor-kleid	Substantiv	Kleid aus Flor	kein_Trinken	kein_Trinken	"The dictionary entry ""Flor-kleid"" refers to a floral dress, which does not relate to drinking, thirst, or beverages. Thus, it falls under the ""other"" category as it pertains to clothing.

**Answer:** other"
PK01294	Kaute	Substantiv	Flurname	kein_Trinken	kein_Trinken	other
PD04254	Drescher	Substantiv	Dreschwagen, Dreschmaschine	kein_Trinken	kein_Trinken	"The headword ""Drescher"" and its definitions refer to agricultural machinery, specifically used in threshing. These terms do not relate to drinking, thirst, or beverages, thus falling into the ""other"" category.

**Answer:** other"
