xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Top_3	Top_5
PF05329	Fronleichnams-tag	Fronleichnamstag	Substantiv	-	katholischer Feiertag, der auf den zweiten Donnerstag nach Pfingsten fällt	kein_Trinken	Getränk	Getränk ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PE00418	Ei-gackel	Eigackel	Substantiv	2	Sumpfdotterblume	kein_Trinken	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PW01311	weg-hören	weghören	Verb	1	nicht hinhören	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken.Schnell_große_Mengen_trinken ; Trinken	Trinken.Alkohol_trinken ; Trinken.Schnell_große_Mengen_trinken ; Trinken ; Trinken.Austrinken ; Trinken.Langsam_kleine_Mengen_trinken
PI00107	Immen-kraut	Immenkraut	Substantiv	-	Melisse	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PD04412	Drilles	Drilles	Substantiv	1	was sich um seine Achse im Kreise dreht	kein_Trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken.Schnell_große_Mengen_trinken ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk ; Trinken
PB05839	Brech-stange	Brechstange	Substantiv	-	Brechstange	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Trinken.Alkohol_trinken ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
PB05745	braun	braun	Adjektiv	-	braun	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PZ00100	Zahn-schwären	Zahnschwären	Substantiv	-	Geschwür im Zahnbereich	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Durst ; Trinken	Trinken.Alkohol_trinken ; Durst ; Trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PK00621	kaputt	kaputt	Adjektiv	1b	(attr) schadhaft in höchstem Grad, entzwei, zerstört, zerstört (von Sachen)	kein_Trinken	Durst	Durst ; Trinken.Alkohol_trinken ; Trinken	Durst ; Trinken.Alkohol_trinken ; Trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Trinken.Austrinken
PK02178	Kirchen-vater	Kirchenvater	Substantiv	x	Kirchenpfleger, Messner	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt
PH05601	Hirten-acker	Hirtenacker	Substantiv	-	Flurname	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt
PB04178	Blau-fabrik	Blaufabrik	Substantiv	-	Fabrik, die Ultramarin erzeugt	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt
PH03605	herum-klüngeln	herumklüngeln	Verb	-	vom Garnstrang abnehmen und zu einem Klüngel wickeln	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken ; Trinken.Austrinken	Trinken.Alkohol_trinken ; Trinken ; Trinken.Austrinken ; Trinken.Schnell_große_Mengen_trinken ; Trinken.Langsam_kleine_Mengen_trinken
PU00348	Ulm	Ulm	Adjektiv	2c	ein Kegelspiel	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Trinken.Alkohol_trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PD01739	delikat	delikat	Adjektiv	x2	fein, zartfühlend	kein_Trinken	Trinken	Trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt ; Durst ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee
PS08524	Speck-klotz	Speckklotz	Substantiv	-	dicker Mensch, Fettwanst	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Trinken.Alkohol_trinken ; Trinken ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Durst
PH04401	Hickel-bank	Hickelbank	Substantiv	x	mit Kreideauf dem Boden dargestellte Bahn für das Spiel Hickel(ch)ns	kein_Trinken	Trinken	Trinken ; Trinken.Alkohol_trinken ; Trinken.Austrinken	Trinken ; Trinken.Alkohol_trinken ; Trinken.Austrinken ; Trinken.Schnell_große_Mengen_trinken ; Trinken.Geräuschvoll_trinken
PS07103	Sekretär	Sekretär	Substantiv	2	Schreibtisch	kein_Trinken	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk
PF05728	Funken-sonntag	Funkensonntag	Substantiv	-	der Sonntag Invokavit	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Trinken.Alkohol_trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Trinken.Alkohol_trinken ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PS08600	Speierling	Speierling	Substantiv	-	der Baum Sorbus domestica und seine Frucht	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PI00286	Italiener-huhn	Italienerhuhn	Substantiv	-	die Hühnerrasse Italiener	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PB05547	Braddel	Braddel	Substantiv	1	Kuhkot	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk
PM02615	Monats-frau	Monatsfrau	Substantiv	-	Haushaltshilfe, die stundenweise arbeitet (und monatlich entlohnt wird)	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken ; Durst	Trinken.Alkohol_trinken ; Trinken ; Durst ; Trinken.Schnell_große_Mengen_trinken ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PS06492	Schwengel	Schwengel	Substantiv	2b	Geschlechtsteil des Hengstes	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Trinken ; Trinken.Austrinken
PZ00099	Zahn-schrupper	Zahnschrupper	Substantiv	-	Zahnbürste	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink
PS10650	Stern-buben	Sternbuben	Substantiv	-	durch das Dorf ziehende und Gaben heischende Sternsingerbuben	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Trinken	Trinken.Alkohol_trinken ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Trinken ; Trinken.Schnell_große_Mengen_trinken ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser
PL02335	Lotterie	Lotterie	Substantiv	-	Lotterie	kein_Trinken	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk
PF02041	ver-purzeln	verpurzeln	Verb	-	purzelnd in Unordnung bringen, niedertreten	kein_Trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken ; Trinken ; Trinken.Alkohol_trinken	Trinken.Schnell_große_Mengen_trinken ; Trinken ; Trinken.Alkohol_trinken ; Trinken.Austrinken ; Durst
PD02277	Diebchens	Diebchens	Substantiv	x	Knabenspiel	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt ; Getränk
PB06834	brutteln	brutteln	Verb	4	schlecht arbeiten (vom Waschen und Stricken)	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken.Austrinken ; Trinken	Trinken.Alkohol_trinken ; Trinken.Austrinken ; Trinken ; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee ; Trinken.Schnell_große_Mengen_trinken
PK02703	Klein-Schweinfurt	KleinSchweinfurt	Substantiv	-	Neckname	kein_Trinken	Getränk	Getränk ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk ; Trinken.Alkohol_trinken ; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PE02068	er-wachsen	erwachsen	Verb	1	wachsen, gedeihen	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Trinken ; Durst	Trinken.Alkohol_trinken ; Trinken ; Durst ; Trinken.Schnell_große_Mengen_trinken ; Trinken.Austrinken
PW02082	Welts-kerl	Weltskerl	Substantiv	2	ein besonders tüchtiger, erfolgreicher Mensch	kein_Trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken ; Getränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinken.Alkohol_trinken ; Getränk ; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser ; Durst ; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
