xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PA02488	Apfel-, Äpfel-bumpes	Apfelbumpes, Äpfelbumpes	Substantiv	-	Apfelwein	Trinken	1	0.9295	1.0000
PA02492	Apfel-fiez	Apfelfiez	Substantiv	-	Apfelwein	Trinken	1	0.9295	1.0000
PA02502	Apfel-gückes	Apfelgückes	Substantiv	-	Apfelwein minderer Sorte	Trinken	1	0.7535	1.0000
PA02521	Apfel-mops	Apfelmops	Substantiv	-	nachgemachter Apfelwein	Trinken	1	0.8228	1.0000
PA02522	Apfel-most	Apfelmost	Substantiv	-	Apfelmost	Trinken	1	0.7461	1.0000
PA02536	Apfel-, Äpfel-saft	Apfelsaft, Äpfelsaft	Substantiv	1	Apfelsaft, Äpfelsaft	Trinken	1	0.6469	1.0000
PA02561	Apfel-, Äpfel-wein	Apfelwein, Äpfelwein	Substantiv	-	Apfelwein, Äpfelwein	Trinken	1	0.8391	1.0000
PA02579	Apparaten-milch	Apparatenmilch	Substantiv	-	Milch, die durch die Zentrifuge entrahmt ist	Trinken	1	0.5837	1.0000
PA02627	Arbeiter-sekt	Arbeitersekt	Substantiv	-	Mineralwasser	Trinken	1	0.8317	1.0000
PA02886	Ast-heimer	Astheimer	Substantiv	-	Birnwein	Trinken	1	0.8645	1.0000
PA03037	Auf-enthalt	Aufenthalt	Substantiv	3	Schnaps	Trinken	1	0.8080	1.0000
PA03060	Auffüll-wein	Auffüllwein	Substantiv	-	Wein zum Auffüllen	Trinken	1	0.6780	1.0000
PA03164	auf-laden	aufladen	Verb	1b	sich betrinken	Trinken	1	0.7733	1.0000
PA03607	aus-bürsten	ausbürsten	Verb	2	austrinken, leer trinken	Trinken	1	0.8109	1.0000
PA03624	aus-dudeln	ausdudeln	Verb	-	saugend austrinken	Trinken	1	0.7261	1.0000
PA03730	aus-gluckern	ausgluckern	Verb	-	austrinken	Trinken	1	0.8124	1.0000
PA03809	aus-läppern	ausläppern	Verb	-	in kleinen Schlucken austrinken	Trinken	1	0.6643	1.0000
PA03882	aus-pitschen	auspitschen	Verb	-	austrinken	Trinken	1	0.8124	1.0000
PA03957	aus-saufen	aussaufen	Verb	1	leer saufen	Trinken	1	0.3727	0.0000
PA04011	aus-schöppeln	ausschöppeln	Verb	-	zu Ende schöppeln, trinken	Trinken	1	0.1389	0.0000
PA04077	aus-stauben	ausstauben	Verb	3	austrinken	Trinken	1	0.8124	1.0000
PA04088	Aus-stich	Ausstich	Substantiv	2	Beerenauslese, edelster Wein	Trinken	1	0.7030	1.0000
PA04089	Ausstich-wein	Ausstichwein	Substantiv	-	edelster Wein	Trinken	1	0.8063	1.0000
PA04127	aus-trinken	austrinken	Verb	-	durch Trinken leer machen	Trinken	1	0.4435	0.0000
PB00145	Päckel-brühe	Päckelbrühe	Substantiv	-	schlechter Kaffee	Trinken	1	0.8005	1.0000
PB00373	Bajaß-seiche	Bajaßseiche	Substantiv	-	schlechter Kaffee	Trinken	1	0.8005	1.0000
PB00514	bambuschieren	bambuschieren	Verb	-	zechen	Trinken	1	0.1433	0.0000
PB00523	Bampel-brühe	Bampelbrühe	Substantiv	-	minderwertiger Wein, dünner Kaffee	Trinken	1	0.7198	1.0000
PB00549	Bamsche	Bamsche	Substantiv	-	sich betrinken	Trinken	1	0.7733	1.0000
PB00550	bamscheln	bamscheln	Verb	-	trinken	Trinken	1	0.9624	1.0000
PB00551	bamschen	bamschen	Verb	-	viel trinken, saufen	Trinken	1	0.7693	1.0000
PB00617	Bankerotts-brühe, Bankerott-brühe	Bankerottsbrühe, Bankerottbrühe	Substantiv	-	dünner, schlechter Kaffee	Trinken	1	0.7057	1.0000
PB00620	Bankerottsmacher-brühe, Bankerottmacher-brühe	Bankerottsmacherbrühe, Bankerottmacherbrühe	Substantiv	-	dünner, schlechter Kaffee	Trinken	1	0.7057	1.0000
PB00669	panschen	panschen	Verb	3	zechen, saufen	Trinken	1	0.5151	1.0000
PB00757	Pappel-wasser	Pappelwasser	Substantiv	2	geringwertiger Wein	Trinken	1	0.6877	1.0000
PB01168	Batzen-wein	Batzenwein	Substantiv	-	minderwertiger Wein	Trinken	1	0.7626	1.0000
PB01184	Bauch-bläser	Bauchbläser	Substantiv		schlechter Wein	Trinken	1	0.8183	1.0000
PB01216	Bauchweh-wasser	Bauchwehwasser	Substantiv	-	Zwetschgenschnaps	Trinken	1	0.5642	1.0000
PB01220	Baudel-brühe	Baudelbrühe	Substantiv	-	Malzkaffee	Trinken	1	0.7402	1.0000
PB01317	Bauern-wein	Bauernwein	Substantiv	-	Wein, den die Bauern für den eigenen Gebrauch herstellen	Trinken	1	0.6310	1.0000
PB01491	bechern	bechern	Verb	-	viel trinken, zechen	Trinken	1	0.7820	1.0000
PB01499	Pech-milch	Pechmilch	Substantiv	-	die erste gelbe Milch der Kuh nach dem Kalben	Trinken	1	0.6254	1.0000
PB01537	be-diaduseln	bediaduseln	Verb	-	betrinken	Trinken	1	0.8111	1.0000
PB01548	be-dudeln	bedudeln	Verb	2	betrinken	Trinken	1	0.8111	1.0000
PB01838	be-ledern	beledern	Verb	-	betrinken	Trinken	1	0.8111	1.0000
PB01910	bemschen	bemschen	Verb	3	tüchtig trinken	Trinken	1	0.6050	1.0000
PB01928	be-nebeln	benebeln	Verb	-	sich betrinken	Trinken	1	0.7733	1.0000
PB02056	perlen	perlen	Verb	'1.1.	trinken	Trinken	1	0.9624	1.0000
PB02066	Perl-kaffee	Perlkaffee	Substantiv	-	Schnaps	Trinken	1	0.8080	1.0000
PB02122	be-rußen	berußen	Verb	2	sich betrinken	Trinken	1	0.7733	1.0000
PB02130	be-sabeln	besabeln	Verb	1	sich betrinken	Trinken	1	0.7733	1.0000
PB02133	be-saufen	besaufen	Verb	-	besaufen	Trinken	1	-0.0007	0.0000
PB02138	be-schaskeln, -schassen	beschaskeln, beschassen	Verb	-	sich betrinken	Trinken	1	0.7733	1.0000
PB02160	be-schlagen	beschlagen	Verb	2	sich betrinken	Trinken	1	0.7733	1.0000
PB02172	be-schnussen	beschnussen	Verb	-	betrinken	Trinken	1	0.8111	1.0000
PB02193	be-seibeln	beseibeln	Verb	2	betrinken	Trinken	1	0.8111	1.0000
PB02354	be-trudeln	betrudeln	Verb	-	sich betrinken	Trinken	1	0.7733	1.0000
PB02495	be-tutern	betutern	Verb	-	sich betrinken	Trinken	1	0.7733	1.0000
PB02576	be-zechen	bezechen	Verb	-	sich betrinken	Trinken	1	0.7733	1.0000
PB02644	Pfand-wein	Pfandwein	Substantiv		verpfändeter Wein	Trinken	1	0.5603	1.0000
PB02736	Pfeffer-minze, -minz	Pfefferminze, Pfefferminz	Substantiv	2	Pfefferminztee	Trinken	1	0.6567	1.0000
PB02740	Pfefferminz-tee	Pfefferminztee	Substantiv	-	Pfefferminztee	Trinken	1	0.6567	1.0000
PB02741	Pfefferminz-wasser	Pfefferminzwasser	Substantiv	-	Getränk aus Pfefferminzessenz und Wasser	Trinken	1	0.6400	1.0000
PB02917	pfetzen	pfetzen	Verb	6	trinken	Trinken	1	0.9624	1.0000
PB02931	pfiffeln	pfiffeln	Verb	2	ein kleines Glas Wein trinken	Trinken	1	0.8012	1.0000
PB02932	pfiffen	pfiffen	Verb	-	ein kleines Glas Wein trinken	Trinken	1	0.8012	1.0000
PB03008	Pflaster	Pflaster	Substantiv	4b	Erdbeerwein	Trinken	1	0.5197	1.0000
PB03368	Bier	Bier	Substantiv	-	Bier	Trinken	1	0.7821	1.0000
PB03415	Bier-schlorum	Bierschlorum	Substantiv	-	schlechtes Bier	Trinken	1	0.7191	1.0000
PB03442	Biest-milch	Biestmilch	Substantiv	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Trinken	1	0.5938	1.0000
PB03609	Pink-pille	Pinkpille	Substantiv	1	schlechter Kaffee	Trinken	1	0.8005	1.0000
PB03715	Birnen-bumpes	Birnenbumpes	Substantiv	-	Wein, den man aus Birnenselbst hergestellt hat	Trinken	1	0.7063	1.0000
PB03729	Birnen-most	Birnenmost	Substantiv	-	Birnensaft	Trinken	1	0.7203	1.0000
PB03733	Birnen-saft	Birnensaft	Substantiv	-	Birnensaft	Trinken	1	0.7203	1.0000
PB03735	Birnen-schnackel	Birnenschnackel	Substantiv	-	verächtlich für schlechten Birnenwein	Trinken	1	0.5942	1.0000
PB03741	Birnen-wein	Birnenwein	Substantiv	-	Birnenwein	Trinken	1	0.8827	1.0000
PB03816	pitschen	pitschen	Verb	1	trinken	Trinken	1	0.9624	1.0000
PB03844	Bitter-wasser	Bitterwasser	Substantiv	-	ein sehr bitter schmeckendes Mineralwasser	Trinken	1	0.6073	1.0000
PB03868	Bitzler	Bitzler	Substantiv	1	junger, noch gärender Wein	Trinken	1	0.7110	1.0000
PB03946	Plämpel	Plämpel	Substantiv	2	schlechter Wein, minderwertiger Haustrunk	Trinken	1	0.7112	1.0000
PB03947	Plämpel-brühe	Plämpelbrühe	Substantiv	-	schlechter Wein, minderwertiger Haustrunk	Trinken	1	0.7112	1.0000
PB03948	plämpern	plämpern	Verb	-	oft trinken	Trinken	1	0.7579	1.0000
PB04011	blasen	blasen	Verb	3	einen trinken	Trinken	1	0.9211	1.0000
PB04154	blau	blau	Substantiv	4a'b	Branntwein	Trinken	1	0.9067	1.0000
PB04279	Bleff	Bleff	Substantiv	-	Haustrunk	Trinken	1	0.7268	1.0000
PB04398	blitzen	blitzen	Verb	x'1.2d	trinken	Trinken	1	0.9624	1.0000
PB04481	Blume	Blume	Substantiv	2g	Haustrunk	Trinken	1	0.7268	1.0000
PB04647	Blut-wein	Blutwein	Substantiv	-	Rotwein	Trinken	1	0.9103	1.0000
PB04693	Bock-bier	Bockbier	Substantiv	-	Starkbier mit hohem Stammwürzegehalt	Trinken	1	0.6024	1.0000
PB04748	Böckser	Böckser	Substantiv	1a	von verdorbenem Kaffee	Trinken	1	0.6813	1.0000
PB04748	Böckser	Böckser	Substantiv	1b	Most, der in der Gärung das Süße verloren hat	Trinken	1	0.6016	1.0000
PB04748	Böckser	Böckser	Substantiv	1c	Wein mit Bodengeschmack	Trinken	1	0.6461	1.0000
PB04755	Böcksler	Böcksler	Substantiv	2	schlechter Kaffee	Trinken	1	0.8005	1.0000
PB04755	Böcksler	Böcksler	Substantiv	1	Wein mit Bodengeschmack	Trinken	1	0.6461	1.0000
PB04761	Bocks-seiche	Bocksseiche	Substantiv	-	schlechtes Bier	Trinken	1	0.7191	1.0000
PB04859	Bohnen-kaffee	Bohnenkaffee	Substantiv	-	Bohnenkaffee	Trinken	1	0.6797	1.0000
PB04922	Polack	Polack	Substantiv	5	Rest eines Getränkes im Glas	Trinken	1	0.6206	1.0000
PB05580	Brand	Brand	Substantiv	6e	brennender Durst	Trinken	1	0.7153	1.0000
PB05629	Brannte-wein, Brannt-wein	Branntewein, Branntwein	Substantiv	-	Branntewein, Branntwein	Trinken	1	0.8602	1.0000
PB05642	Branntwein-schnäpsel	Branntweinschnäpsel	Substantiv	-	ein Gläschen Schnaps	Trinken	1	0.6556	1.0000
PB05678	Brast	Brast	Substantiv	1.4	Durst	Trinken	1	0.8145	1.0000
PB05724	Bratz	Bratz	Substantiv	-	schlechter Kaffee	Trinken	1	0.8005	1.0000
PB05741	Brauhaus-bier	Brauhausbier	Substantiv	-	Biersorte aus Frankth	Trinken	1	0.6318	1.0000
PB06029	Preß-most	Preßmost	Substantiv	-	durch Pressen gewonnener Obstsaft	Trinken	1	0.6340	1.0000
PB06123	Briester	Briester	Substantiv	-	erste Milch nach dem Kalben	Trinken	1	0.6939	1.0000
PB06313	Brombeerenlaub-tee	Brombeerenlaubtee	Substantiv	-	Brombeerenblättertee	Trinken	1	0.6842	1.0000
PB06370	prostern	prostern	Verb	-	trinken	Trinken	1	0.9624	1.0000
PB06562	Brühe	Brühe	Substantiv	2	Beeren-, Gemüsesaft	Trinken	1	0.6221	1.0000
PB06562	Brühe	Brühe	Substantiv	3a	schlechter Wein	Trinken	1	0.8183	1.0000
PB06831	Bruttel	Bruttel	Substantiv	1c	trübe Brühe	Trinken	1	0.5651	1.0000
PB06831	Bruttel	Bruttel	Substantiv	1d	schlechter Kaffee	Trinken	1	0.8005	1.0000
PB06832	Bruttel-brühe	Bruttelbrühe	Substantiv	-	schlechtes Kaffeegetränk	Trinken	1	0.6751	1.0000
PB07038	Buckskin	Buckskin	Substantiv	2	schlechter Wein	Trinken	1	0.8183	1.0000
PB07052	Pudel	Pudel	Substantiv	2.3	schlechter Kaffee	Trinken	1	0.8005	1.0000
PB07085	Puff	Puff	Substantiv	1.2	Haustrunk	Trinken	1	0.7268	1.0000
PB07095	büffeln	büffeln	Verb	2	trinken	Trinken	1	0.9624	1.0000
PB07098	büffen	büffen	Verb	2	einen trinken	Trinken	1	0.9211	1.0000
PB07195	pulvern, pülvern	pulvern, pülvern	Verb	3	einen trinken	Trinken	1	0.9211	1.0000
PB07266	pumpen	pumpen	Verb	1b	einen trinken	Trinken	1	0.9211	1.0000
PB07282	Bumpes	Bumpes	Substantiv	1.4	schlechter Wein, Tresterwein	Trinken	1	0.8058	1.0000
PB07289	bumpsen, bumsen	bumpsen, bumsen	Verb	3	ein Glas Wein trinken	Trinken	1	0.8538	1.0000
PB07380	Buppes	Buppes	Substantiv	1	minderwertiger Wein, Haustrunk	Trinken	1	0.7320	1.0000
PB07749	Butter-milch	Buttermilch	Substantiv	-	Buttermilch	Trinken	1	0.8058	1.0000
PB07852	Butzen-milch, Butze-milch	Butzenmilch, Butzemilch	Substantiv	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Trinken	1	0.6049	1.0000
PB07865	Butzicht-milch	Butzichtmilch	Substantiv	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Trinken	1	0.5938	1.0000
PD00309	Taglöhners-wein, Taglöhner-wein	Taglöhnerswein, Taglöhnerwein	Substantiv	-	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Trinken	1	0.4315	0.0000
PD00533	Tal-wein	Talwein	Substantiv	-	Wein aus niedrigen Lagen	Trinken	1	0.6490	1.0000
PD00571	Dämmer-schoppen	Dämmerschoppen	Substantiv	-	kleiner Abendtrunk	Trinken	1	0.6234	1.0000
PD00646	tanken	tanken	Verb	2	trinken (vom Alkohol)	Trinken	1	0.5798	1.0000
PD00850	daran-gießen	darangießen	Verb	-	einen Schoppen, ein Gläschen u.ä. trinken	Trinken	1	0.6710	1.0000
PD00873	daran-schütten	daranschütten	Verb	2	einen Schoppen trinken	Trinken	1	0.7267	1.0000
PD01207	tätschern	tätschern	Verb	-	trinken	Trinken	1	0.9624	1.0000
PD01407	Tausendgüldenkraut-tee	Tausendgüldenkrauttee	Substantiv	-	Tee aus Tausendguldenkraut	Trinken	1	0.5420	1.0000
PD01473	dawider-schütten	dawiderschütten	Verb	-	einen trinken	Trinken	1	0.9211	1.0000
PD01569	Tee	Tee	Substantiv	1	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Trinken	1	0.5143	1.0000
PD01569	Tee	Tee	Substantiv	2	Kräutertee	Trinken	1	0.7250	1.0000
PD02004	Teufels-gesöff, Teufel-gesöff	Teufelsgesöff, Teufelgesöff	Substantiv	-	Schnaps	Trinken	1	0.8080	1.0000
PD02202	Dick-milch	Dickmilch	Substantiv	1	Dickmilch	Trinken	1	0.8220	1.0000
PD02573	Tisch-wein	Tischwein	Substantiv	-	Wein, der zum Essen getrunken wird, Wein von geringerer Qualität	Trinken	1	0.6938	1.0000
PD02627	Dividenden-brühe	Dividendenbrühe	Substantiv	-	Bier	Trinken	1	0.7821	1.0000
PD02628	Dividenden-wasser	Dividendenwasser	Substantiv	-	Bier	Trinken	1	0.7821	1.0000
PD02843	tönen	tönen	Verb	2	tüchtig, viel trinken	Trinken	1	0.4758	0.0000
PD02922	Doppel-bier	Doppelbier	Substantiv	-	Starkbier	Trinken	1	0.7265	1.0000
PD02923	Doppel-bock	Doppelbock	Substantiv	-	besonders starkes Bier	Trinken	1	0.7332	1.0000
PD02947	Doppel-kümmel	Doppelkümmel	Substantiv	-	doppelt abgezogener Kümmelbranntwein	Trinken	1	0.7184	1.0000
PD03186	torschen	torschen	Verb	-	tüchtig trinken	Trinken	1	0.6050	1.0000
PD03425	Drachen-töter	Drachentöter	Substantiv	-	schlechter Wein	Trinken	1	0.8183	1.0000
PD03596	Trank	Trank	Substantiv	1	Getränk	Trinken	1	0.7563	1.0000
PD03599	tränken	tränken	Verb	1c	trinken	Trinken	1	0.9624	1.0000
PD03753	Trauben-puff	Traubenpuff	Substantiv	-	Wein minderer Güte	Trinken	1	0.6424	1.0000
PD03764	Trauben-wein	Traubenwein	Substantiv	-	Wein aus Traubenbeeren	Trinken	1	0.6960	1.0000
PD03870	Treber-most	Trebermost	Substantiv		Nachwein aus Traubentrestern	Trinken	1	0.5966	1.0000
PD03871	Treber-wein	Treberwein	Substantiv		aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Trinken	1	0.5795	1.0000
PD03964	Dreck-milch	Dreckmilch	Substantiv	-	die erste, dicke Milch der Kuh nach dem Kalben	Trinken	1	0.6110	1.0000
PD04171	Drei-männer	Dreimänner	Substantiv	-	schlechter, saurer Wein	Trinken	1	0.7827	1.0000
PD04173	Dreimänner-wein	Dreimännerwein	Substantiv	-	schlechter, saurer Wein	Trinken	1	0.7827	1.0000
PD04291	Trester-most	Trestermost	Substantiv	-	Nachwein aus Traubentrestern	Trinken	1	0.5966	1.0000
PD04295	Trester-schnaps	Tresterschnaps	Substantiv	-	aus Weintrestern gebrannter Schnaps	Trinken	1	0.6494	1.0000
PD04296	Trester-wasser	Tresterwasser	Substantiv	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Trinken	1	0.5938	1.0000
PD04431	Trink	Trink	Substantiv		Trunk	Trinken	1	-0.0181	0.0000
PD04433	Trink-branntwein	Trinkbranntwein	Substantiv	-	Branntwein zum Trinken	Trinken	1	0.9076	1.0000
PD04435	trinken	trinken	Verb	1a	Flüssigkeit zu sich nehmen	Trinken	1	0.4253	0.0000
PD04436	Trinkens, Trinken	Trinkens, Trinken	Substantiv	2a	Getränk für Menschen	Trinken	1	0.5806	1.0000
PD04443	Trink-stieben	Trinkstieben	Substantiv	-	heftiger Durst	Trinken	1	0.6961	1.0000
PD04445	Trink-wasser	Trinkwasser	Substantiv	-	Trinkwasser	Trinken	1	0.6427	1.0000
PD04446	Trink-wein	Trinkwein	Substantiv	-	minderer Wein, der als Haustrunk dient	Trinken	1	0.7362	1.0000
PD04512	Triumph-bock	Triumphbock	Substantiv	-	Biersorte	Trinken	1	0.7331	1.0000
PD04576	Troll-schoppen	Trollschoppen	Substantiv	-	letzter Schoppen, der vor dem Nachhausegehen im Stehengetrunken wird	Trinken	1	0.4817	0.0000
PD04611	Tropfs-bier	Tropfsbier	Substantiv	-	Bier, das nach dem Einschenken vom Hahn abtropft	Trinken	1	0.5581	1.0000
PD04669	Trub, Trube	Trub, Trube	Substantiv	1	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Trinken	1	0.5755	1.0000
PD04688	Trub-wein	Trubwein	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Trinken	1	0.6337	1.0000
PD04691	Druck	Druck	Substantiv	3	durch Keltern gewonnener Most	Trinken	1	0.6632	1.0000
PD04713	Drücker	Drücker	Substantiv	1c	ausgepreßter Most	Trinken	1	0.6586	1.0000
PD04751	trudeln	trudeln	Verb	2.2	trinken	Trinken	1	0.9624	1.0000
PD04804	Trunk	Trunk	Substantiv	1	was man auf einmal trinkt	Trinken	1	0.6354	1.0000
PD04809	Trunk-wein	Trunkwein	Substantiv	x	minderer Wein, der als Haustrunk dient	Trinken	1	0.7362	1.0000
PD04832	Druschelbeeren-wein	Druschelbeerenwein	Substantiv	-	Wein aus Stachelbeeren	Trinken	1	0.6162	1.0000
PD04846	Druschel-wein	Druschelwein	Substantiv	-	Wein aus Stachelbeeren	Trinken	1	0.6162	1.0000
PD04968	dudeln	dudeln	Verb	2	(Alkohol) trinken	Trinken	1	0.3753	0.0000
PD05009	dulfen	dulfen	Verb	2c	übermäßig trinken	Trinken	1	0.7647	1.0000
PD05026	Dullianer	Dullianer	Substantiv	-	Tresterwein	Trinken	1	0.8987	1.0000
PD05027	Dullianer-brühe	Dullianerbrühe	Substantiv	-	schlechter Wein	Trinken	1	0.8183	1.0000
PD05031	tulpen	tulpen	Verb	-	(Alkohol) trinken	Trinken	1	0.3753	0.0000
PD05457	durch-saufen	durchsaufen	Verb	-	einen Zeitraum hindurch unmäßig trinken	Trinken	1	0.2661	0.0000
PD05551	durch-zechen	durchzechen	Verb	-	lange Zeit zechen	Trinken	1	0.5308	1.0000
PD05594	Türken-wein	Türkenwein	Substantiv		spöttische Bez. für den sehr sauren Wein des Jahres 1529	Trinken	1	0.5962	1.0000
PD05712	Durst	Durst	Substantiv	-	Durst	Trinken	1	0.8145	1.0000
PD05716	dürsten, dursten	dürsten, dursten	Verb	-	dürsten, dursten	Trinken	1	0.6695	1.0000
PD05717	dursterig, dürsterig	dursterig, dürsterig	Adjektiv	x	durstig	Trinken	1	0.7635	1.0000
PD05776	Tut	Tut	Substantiv	-	Milch	Trinken	1	0.8164	1.0000
PD05778	tutchen	tutchen	Verb	x	trinken	Trinken	1	0.9624	1.0000
PD05783	tuten	tuten	Verb	2	tüchtig trinken	Trinken	1	0.6050	1.0000
PD05792	tutern	tutern	Verb	-	saufen	Trinken	1	0.4329	0.0000
PE00146	Edel-wein	Edelwein	Substantiv	-	Edelwein	Trinken	1	0.8960	1.0000
PE00257	Ehr-wein	Ehrwein	Substantiv		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Trinken	1	0.6376	1.0000
PE00282	Eichel-kaffee	Eichelkaffee	Substantiv	-	Kaffee-Ersatz aus gerösteten Eicheln	Trinken	1	0.5945	1.0000
PE00406	Eier-wein	Eierwein	Substantiv	-	Wein mit verrührtem Ei und Zucker	Trinken	1	0.6057	1.0000
PE00499	ein-binden	einbinden	Verb	3	sich betrinken	Trinken	1	0.7733	1.0000
PE00686	ein-läppern	einläppern	Verb	-	in kleinen Schlucken trinken	Trinken	1	0.7781	1.0000
PE00745	ein-nehmen	einnehmen	Verb	2b	Alkohol trinken	Trinken	1	0.0832	0.0000
PE00863	ein-schlürfen	einschlürfen	Verb	-	einschlürfen	Trinken	1	-0.0088	0.0000
PE01003	ein-wärmen	einwärmen	Verb	3	sich betrinken	Trinken	1	0.7733	1.0000
PE01015	ein-wickeln	einwickeln	Verb	2c	einen über den Durst trinken	Trinken	1	0.7740	1.0000
PE01305	Elfer, Elfter	Elfer, Elfter	Substantiv	2	ein Wein von besonderer Güte	Trinken	1	0.6243	1.0000
PE01315	Elfuhr-messe	Elfuhrmesse	Substantiv	-	Frühschoppen	Trinken	1	0.3561	0.0000
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Erdbeerenschnaps, Erdbeerschnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Trinken	1	0.6301	1.0000
PE01783	Erdbeeren-wein, Erdbeer-wein	Erdbeerenwein, Erdbeerwein	Substantiv	-	Erdbeerenwein, Erdbeerwein	Trinken	1	0.7222	1.0000
PE01998	Ern-wein	Ernwein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Trinken	1	0.6328	1.0000
PE02053	Erst-milch	Erstmilch	Substantiv	-	die erste Milch nach dem Kalben	Trinken	1	0.6727	1.0000
PE02096	Erz-engeler	Erzengeler	Substantiv	-	eine Weinbezeichnung	Trinken	1	0.7989	1.0000
PE02211	Essenz	Essenz	Substantiv	1	Kaffee-Ersatz, Zichorie	Trinken	1	0.5970	1.0000
PE02324	Eulen-seiche	Eulenseiche	Substantiv	-	verächtlich von abgestandenem Bier und anderen Getränken	Trinken	1	0.5166	1.0000
PE02328	Eureka	Eureka	Substantiv	-	Schnaps	Trinken	1	0.8080	1.0000
PE02364	exen	exen	Verb	-	auf einen Zug austrinken	Trinken	1	0.6670	1.0000
PF00455	Faß-bier	Faßbier	Substantiv	-	Bier aus dem Faß	Trinken	1	0.6489	1.0000
PF00457	Faß-böckser	Faßböckser	Substantiv	-	Wein mit unangenehmem Faßgeschmack	Trinken	1	0.6351	1.0000
PF01241	ver-bürsten	verbürsten	Verb	-	trinkend vergeuden	Trinken	1	0.6220	1.0000
PF01305	ver-drücken	verdrücken	Verb	2b	einen Schoppen trinken	Trinken	1	0.7267	1.0000
PF01323	ver-dursteln	verdursteln	Verb	-	zur Löschung des Durstes verbrauchen	Trinken	1	0.5813	1.0000
PF01444	Vergiß-mein-nicht	Vergißmeinnicht	Substantiv	2a	Schnaps	Trinken	1	0.8080	1.0000
PF01484	ver-haften	verhaften	Verb	2b	austrinken	Trinken	1	0.8124	1.0000
PF01615	ver-kasematukeln	verkasematukeln	Verb	-	einen Schoppen, einen Schnaps trinken	Trinken	1	0.7229	1.0000
PF01749	ver-kümmeln	verkümmeln	Verb	1b	durchbringen, vertrinken	Trinken	1	0.6703	1.0000
PF01792	ver-lechern	verlechern	Verb	2	sehr durstig sein (vom Menschen)	Trinken	1	0.6559	1.0000
PF01844	ver-löten	verlöten	Verb	-	einen (Schoppen) trinken	Trinken	1	0.8235	1.0000
PF02001	ver-pfetzen	verpfetzen	Verb	2	vertrinken	Trinken	1	0.7866	1.0000
PF02014	ver-pitschen	verpitschen	Verb	1	vertrinken	Trinken	1	0.7866	1.0000
PF02140	ver-salzen	versalzen	Verb	x3	sich betrinken	Trinken	1	0.7733	1.0000
PF02146	ver-saufen	versaufen	Verb	1.1a	vertrinken	Trinken	1	0.7866	1.0000
